Target_genes	Chd1|Average	SRX188823|CH12	SRX188825|MEL	STRING
Pter	59.0	0	118	0
Psen2	59.0	0	118	0
Pgap2	59.0	0	118	0
Nup50	59.0	0	118	0
Nudt3	59.0	118	0	0
Nfkbid	59.0	118	0	0
Nfil3	59.0	118	0	0
Myh13	59.0	118	0	0
Lclat1	59.0	118	0	0
Hormad2	59.0	118	0	0
Hcst	59.0	118	0	0
Gpcpd1	59.0	118	0	0
Gnai2	59.0	0	118	0
Gm5617	59.0	118	0	0
Glrp1	59.0	118	0	0
Dlgap4	59.0	118	0	0
D130040H23Rik	59.0	118	0	0
Cltc	59.0	0	118	0
Cct8	59.0	118	0	0
Bach1	59.0	118	0	0
Atp13a3	59.0	118	0	0
Acox1	59.0	0	118	0
Zmat2	58.5	0	117	0
Zfp39	58.5	117	0	0
Zbtb9	58.5	0	117	0
Yif1a	58.5	0	117	0
Wdr60	58.5	0	117	0
Uxt	58.5	0	117	0
Tmem151a	58.5	0	117	0
Sp140	58.5	117	0	0
Sp110	58.5	117	0	0
Slc25a10	58.5	117	0	0
Rpsa	58.5	0	117	0
Rnf185	58.5	0	117	0
Prmt9	58.5	117	0	0
Ppp1r21	58.5	117	0	0
Pigs	58.5	0	117	0
Optc	58.5	0	117	0
Nmt1	58.5	0	117	0
Mark2	58.5	0	117	0
Lrig2	58.5	0	117	0
Kmt5c	58.5	0	117	0
Itga3	58.5	117	0	0
Idi1	58.5	0	117	0
Hoxc4	58.5	117	0	0
Hmg20b	58.5	0	117	0
Hddc2	58.5	117	0	0
Gsto1	58.5	0	117	0
Glyctk	58.5	117	0	0
Gbp5	58.5	117	0	0
Gale	58.5	0	117	0
Fbxw8	58.5	117	0	0
Dusp6	58.5	0	117	0
Ctbp2	58.5	0	117	0
Commd7	58.5	117	0	0
Cmpk1	58.5	0	117	0
Ccr9	58.5	117	0	0
Ccdc43	58.5	117	0	0
Blm	58.5	0	117	0
Aldoc	58.5	0	117	0
Zfp82	58.0	116	0	0
Zfp61	58.0	0	116	0
Xpnpep1	58.0	0	116	0
Trim37	58.0	0	116	0
Tmed10	58.0	0	116	0
Tlk2	58.0	116	0	0
Sfxn3	58.0	0	116	0
Rpl34-ps1	58.0	0	116	0
Rpl34	58.0	0	116	0
Riok2	58.0	0	116	0
Rcn2	58.0	0	116	0
Rbm3	58.0	0	116	0
Rabif	58.0	116	0	0
R3hcc1	58.0	0	116	0
Ptrhd1	58.0	0	116	0
Pdzd7	58.0	0	116	0
Nucks1	58.0	116	0	0
Ndufs3	58.0	116	0	0
Ndufaf7	58.0	116	0	0
Naa16	58.0	0	116	0
Myo1e	58.0	116	0	0
Med6	58.0	0	116	0
Mcm3	58.0	0	116	0
Lgals8	58.0	116	0	0
Kmt2a	58.0	0	116	0
Kbtbd4	58.0	116	0	0
Hmbs	58.0	0	116	0
Gramd1a	58.0	0	116	0
Gosr2	58.0	116	0	0
Fads2	58.0	0	116	0
Etaa1	58.0	116	0	0
Eef1aknmt	58.0	116	0	0
Cipc	58.0	0	116	0
Cenpo	58.0	0	116	0
Cebpz	58.0	116	0	0
Arhgef6	58.0	116	0	0
Arhgap17	58.0	116	0	0
Appl2	58.0	116	0	0
Acyp2	58.0	0	116	0
Acot9	58.0	0	116	0
Aaas	58.0	0	116	0
Wdr45b	57.5	0	115	0
Tssk1	57.5	115	0	0
Tnpo1	57.5	115	0	0
Tm9sf3	57.5	0	115	0
Tm4sf5	57.5	0	115	0
Timm22	57.5	0	115	0
Srrm2	57.5	0	115	0
Slc30a5	57.5	115	0	0
Rpl27a	57.5	115	0	0
Rnf43	57.5	115	0	0
R3hcc1l	57.5	0	115	0
Pwwp3a	57.5	0	115	0
Pmm1	57.5	115	0	0
Pgap3	57.5	115	0	0
Oard1	57.5	0	115	0
Nfya	57.5	0	115	0
Ncapg	57.5	0	115	0
Nagpa	57.5	115	0	0
Mllt6	57.5	115	0	0
Fbxl20	57.5	0	115	0
Dgcr2	57.5	115	0	0
Carm1	57.5	0	115	0
Aptx	57.5	115	0	0
Akap10	57.5	115	0	0
Adamts3	57.5	0	115	0
Zwint	57.0	114	0	0
Zfyve21	57.0	0	114	0
Zfp821	57.0	114	0	0
Zbp1	57.0	114	0	0
Xrcc3	57.0	0	114	0
Tpd52l2	57.0	0	114	0
Tomm20l	57.0	0	114	0
Tmem126b	57.0	114	0	0
Taf10	57.0	0	114	0
Slc17a7	57.0	0	114	0
Sema6c	57.0	0	114	0
Rsph3b	57.0	114	0	0
Rmnd5b	57.0	114	0	0
Ran	57.0	0	114	0
Ppp5c	57.0	114	0	0
Ociad2	57.0	114	0	0
Nyx	57.0	114	0	0
Nbn	57.0	114	0	0
Man2c1	57.0	114	0	0
Lyl1	57.0	0	114	0
Ly6i	57.0	114	0	0
Llgl1	57.0	114	0	0
Ist1	57.0	114	0	0
Ifi35	57.0	114	0	0
Hnrnpul1	57.0	0	114	0
Hdac10	57.0	0	114	0
Haghl	57.0	0	114	0
Grm4	57.0	0	114	0
Gas2l1	57.0	0	114	0
Fndc3a	57.0	114	0	0
Dennd2a	57.0	114	0	0
Ddx18	57.0	0	114	0
Coa7	57.0	114	0	0
Clic3	57.0	0	114	0
Ccdc78	57.0	0	114	0
Brf1	57.0	0	114	0
Atxn2	57.0	114	0	0
Adamts1	57.0	114	0	0
Abhd16b	57.0	0	114	0
Abcc1	57.0	114	0	0
Zfp830	56.5	113	0	0
Zfp773	56.5	113	0	0
Zfp316	56.5	0	113	0
Xxylt1	56.5	113	0	0
Wrap73	56.5	113	0	0
Wdr73	56.5	113	0	0
Trp73	56.5	113	0	0
Trp53inp1	56.5	113	0	0
Trim26	56.5	113	0	0
Tnk2	56.5	113	0	0
Tmem164	56.5	0	113	0
Tmco6	56.5	113	0	0
Ssu72	56.5	0	113	0
Slc25a53	56.5	0	113	0
Slc23a3	56.5	0	113	0
Rmc1	56.5	113	0	0
Ppp1r15a	56.5	113	0	0
Plekha4	56.5	113	0	0
Phlpp2	56.5	113	0	0
Pak4	56.5	113	0	0
Nudcd3	56.5	0	113	0
Nmb	56.5	113	0	0
Nedd4	56.5	0	113	0
Manea	56.5	113	0	0
Lrrc58	56.5	113	0	0
Lax1	56.5	113	0	0
Kdm2b	56.5	0	113	0
Kansl2	56.5	0	113	0
Ing3	56.5	0	113	0
Gfod2	56.5	113	0	0
Fbxo11	56.5	113	0	0
Erap1	56.5	113	0	0
Dnpep	56.5	113	0	0
Dgkd	56.5	113	0	0
Cpsf1	56.5	0	113	0
Cnppd1	56.5	0	113	0
Cct6b	56.5	113	0	0
Ccnq	56.5	113	0	0
Btbd2	56.5	113	0	0
Bcdin3d	56.5	0	113	0
Bcat2	56.5	0	113	0
Ankzf1	56.5	113	0	0
Ankrd50	56.5	113	0	0
Zscan29	56.0	112	0	0
Uqcrfs1	56.0	112	0	0
Trmt2a	56.0	112	0	0
Tnfrsf1a	56.0	0	112	0
Tnfrsf14	56.0	0	112	0
Slc2a9	56.0	0	112	0
Sh3bgrl	56.0	0	112	0
Samd14	56.0	0	112	0
Retsat	56.0	0	112	0
Ranbp1	56.0	112	0	0
Ormdl3	56.0	112	0	0
Npm3	56.0	0	112	0
Ndufv3	56.0	112	0	0
Ndufb4	56.0	0	112	0
Myc	56.0	0	112	0
Mmgt2	56.0	112	0	0
Map3k1	56.0	112	0	0
Lrrc75a	56.0	112	0	0
Klf1	56.0	0	112	0
Kif5a	56.0	0	112	0
Kazald1	56.0	0	112	0
Irf9	56.0	112	0	0
Hsd17b10	56.0	0	112	0
Gpr18	56.0	112	0	0
Gpd2	56.0	0	112	0
Elmod3	56.0	0	112	0
Dctn2	56.0	0	112	0
Csgalnact1	56.0	112	0	0
Agbl3	56.0	112	0	0
Vcl	55.5	0	111	0
Usp33	55.5	111	0	0
Ube2s	55.5	111	0	0
Tsen34	55.5	111	0	0
Tnfaip8l2	55.5	0	111	0
Styxl1	55.5	0	111	0
Stxbp4	55.5	111	0	0
Stard3nl	55.5	111	0	0
Slc2a7	55.5	111	0	0
Psmd11	55.5	111	0	0
Plin3	55.5	111	0	0
Plekhm3	55.5	111	0	0
Pla1a	55.5	111	0	0
Nxt1	55.5	111	0	0
Nuak1	55.5	111	0	0
Ncl	55.5	0	111	0
Ncf4	55.5	111	0	0
Metap1d	55.5	0	111	0
Mdh2	55.5	0	111	0
Mboat7	55.5	111	0	0
LTO1	55.5	111	0	0
Irgm2	55.5	0	111	0
Hrob	55.5	0	111	0
Hoxa10	55.5	111	0	0
Hmgcr	55.5	0	111	0
Gp9	55.5	0	111	0
Gga1	55.5	0	111	0
Galk2	55.5	0	111	0
Fan1	55.5	111	0	0
Esd	55.5	111	0	0
Dynlrb1	55.5	0	111	0
Dpy30	55.5	0	111	0
Dnajc6	55.5	0	111	0
Dhrs7	55.5	0	111	0
Cox11	55.5	111	0	0
Cops2	55.5	0	111	0
Chrne	55.5	0	111	0
Chek1	55.5	0	111	0
Cep83	55.5	0	111	0
Arl15	55.5	0	111	0
Adam3	55.5	111	0	0
Abi1	55.5	0	111	0
Zmat1	55.0	0	110	0
Zfp652	55.0	0	110	0
Zfp629	55.0	0	110	0
Usp14	55.0	0	110	0
Usf2	55.0	110	0	0
Tspan32	55.0	0	110	0
Trmt2b	55.0	0	110	0
Tnfsf9	55.0	110	0	0
Tmem217	55.0	0	110	0
Tbc1d22b	55.0	0	110	0
Tbc1d1	55.0	110	0	0
Suclg2	55.0	0	110	0
St6gal1	55.0	110	0	0
Srgap1	55.0	110	0	0
Spib	55.0	0	110	0
Slfn8	55.0	110	0	0
Shcbp1	55.0	0	110	0
Sh3tc1	55.0	110	0	0
Pigw	55.0	0	110	0
Phf20l1	55.0	0	110	0
Pdk2	55.0	0	110	0
Pabpn1	55.0	0	110	0
Nipbl	55.0	0	110	0
Naca	55.0	110	0	0
Myo19	55.0	0	110	0
Mylk3	55.0	0	110	0
Mybpc2	55.0	0	110	0
Mlkl	55.0	0	110	0
Lta	55.0	110	0	0
Lrrc24	55.0	0	110	0
Kdm4c	55.0	110	0	0
Kank2	55.0	0	110	0
Jph2	55.0	0	110	0
Jmjd1c	55.0	110	0	0
Itga10	55.0	0	110	0
Ints14	55.0	0	110	0
Hpgds	55.0	110	0	0
Helb	55.0	110	0	0
Gvin1	55.0	110	0	0
Gm4070	55.0	110	0	0
Gm12569	55.0	110	0	0
Fem1c	55.0	110	0	0
Elmo1	55.0	110	0	0
Dnajb6	55.0	0	110	0
Commd4	55.0	110	0	0
Capn9	55.0	110	0	0
Capn7	55.0	0	110	0
C030006K11Rik	55.0	0	110	0
B9d2	55.0	110	0	0
Arhgap27	55.0	0	110	0
Agt	55.0	110	0	0
A530032D15Rik	55.0	110	0	0
Zfp874b	54.5	109	0	0
Zfp715	54.5	109	0	0
Zfp330	54.5	109	0	0
Ube2j1	54.5	109	0	0
Trim5	54.5	109	0	0
Tmem205	54.5	0	109	0
Tmem123	54.5	0	109	0
Tmem104	54.5	109	0	0
Tcp11l1	54.5	0	109	0
Tbkbp1	54.5	109	0	0
Srd5a3	54.5	0	109	0
Slc36a3	54.5	0	109	0
Septin7	54.5	109	0	0
Rwdd2b	54.5	109	0	0
Psen1	54.5	109	0	0
Pramel12	54.5	109	0	0
Polr2m	54.5	0	109	0
Pin1rt1	54.5	0	109	0
Pan3	54.5	0	109	0
Oxsm	54.5	109	0	0
Nxnl1	54.5	109	0	0
Nktr	54.5	0	109	0
Nf1	54.5	109	0	0
Nat9	54.5	109	0	0
Mavs	54.5	109	0	0
Kdm4d	54.5	0	109	0
Gsk3b	54.5	0	109	0
Ggta1	54.5	109	0	0
Faf2	54.5	0	109	0
Ep300	54.5	0	109	0
Eif4ebp1	54.5	0	109	0
Cwc15	54.5	0	109	0
Ccdc159	54.5	0	109	0
Armc7	54.5	109	0	0
Ttc7	54.0	108	0	0
Trim46	54.0	0	108	0
Tpi1	54.0	108	0	0
Tas1r1	54.0	0	108	0
Slc35f5	54.0	0	108	0
Sf3b3	54.0	0	108	0
Sephs1	54.0	108	0	0
Rsl1d1	54.0	108	0	0
Rps15	54.0	0	108	0
Rpl38	54.0	0	108	0
Rbl1	54.0	108	0	0
Rbks	54.0	0	108	0
Ppwd1	54.0	108	0	0
Nol9	54.0	0	108	0
Nkpd1	54.0	0	108	0
Ngrn	54.0	0	108	0
Nadsyn1	54.0	108	0	0
Mknk1	54.0	108	0	0
Mki67	54.0	0	108	0
Mcat	54.0	108	0	0
Krtcap2	54.0	0	108	0
Ipo4	54.0	108	0	0
Grap2	54.0	108	0	0
Gp1ba	54.0	0	108	0
Dnajc8	54.0	108	0	0
Dnaja1	54.0	0	108	0
Dcaf4	54.0	108	0	0
Dazap2	54.0	0	108	0
Cog4	54.0	0	108	0
Cenpk	54.0	108	0	0
Cd82	54.0	0	108	0
Bbx	54.0	108	0	0
Babam2	54.0	0	108	0
Atpif1	54.0	108	0	0
Araf	54.0	0	108	0
Apc2	54.0	0	108	0
Zfp867	53.5	107	0	0
Ube3c	53.5	0	107	0
Trim67	53.5	107	0	0
Tmem95	53.5	107	0	0
Tmem33	53.5	107	0	0
Slc25a34	53.5	107	0	0
Slc25a30	53.5	0	107	0
Sdhaf2	53.5	107	0	0
Ruvbl1	53.5	0	107	0
Rpf1	53.5	107	0	0
Pld2	53.5	107	0	0
Phf19	53.5	107	0	0
Pet117	53.5	0	107	0
Mis12	53.5	0	107	0
Lcp2	53.5	0	107	0
Lat2	53.5	107	0	0
Larp1b	53.5	107	0	0
Kdm8	53.5	0	107	0
Kctd11	53.5	107	0	0
Kat14	53.5	0	107	0
Itga6	53.5	107	0	0
Ifih1	53.5	0	107	0
Hnf1b	53.5	107	0	0
Gas7	53.5	107	0	0
Fam133b	53.5	0	107	0
Emilin1	53.5	0	107	0
Drg1	53.5	0	107	0
Derl2	53.5	0	107	0
Ddx27	53.5	107	0	0
Cpsf7	53.5	107	0	0
Cldnd2	53.5	0	107	0
Chtop	53.5	0	107	0
Cdc25a	53.5	0	107	0
Ccdc6	53.5	107	0	0
Ccdc130	53.5	0	107	0
Ccar1	53.5	107	0	0
C87436	53.5	0	107	0
Bnip2	53.5	107	0	0
Alpk2	53.5	107	0	0
4930558K02Rik	53.5	0	107	0
Zfp91	53.0	0	106	0
Zfp709	53.0	106	0	0
Zfp58	53.0	0	106	0
Zfp217	53.0	106	0	0
Vps4a	53.0	0	106	0
Uxs1	53.0	106	0	0
Ubl5	53.0	0	106	0
Trap1	53.0	106	0	0
Taf1c	53.0	0	106	0
Stx4a	53.0	0	106	0
Ssbp1	53.0	0	106	0
Srsf10	53.0	106	0	0
Slc46a3	53.0	106	0	0
Slc25a33	53.0	106	0	0
Slc10a7	53.0	0	106	0
Ruvbl2	53.0	0	106	0
Rnf17	53.0	0	106	0
Rbmxl1	53.0	0	106	0
Rabggta	53.0	0	106	0
Prnd	53.0	106	0	0
Pmaip1	53.0	106	0	0
Pdap1	53.0	0	106	0
Paip2	53.0	106	0	0
Ndufa9	53.0	106	0	0
Ndrg3	53.0	0	106	0
Mthfd1l	53.0	106	0	0
Mrpl16	53.0	0	106	0
Miga1	53.0	106	0	0
Lpxn	53.0	0	106	0
Kpna2	53.0	106	0	0
Ier5l	53.0	106	0	0
Hoxb13	53.0	106	0	0
Hint1	53.0	0	106	0
Gys1	53.0	0	106	0
Golga1	53.0	0	106	0
Gmcl1	53.0	0	106	0
Gimap5	53.0	106	0	0
Ftsj1	53.0	0	106	0
Fbxl12	53.0	0	106	0
Exosc5	53.0	106	0	0
Chic2	53.0	0	106	0
Cep128	53.0	106	0	0
Cbx8	53.0	0	106	0
Cacng1	53.0	106	0	0
Bud31	53.0	0	106	0
Bckdha	53.0	106	0	0
Atp5o	53.0	106	0	0
Akap3	53.0	106	0	0
Acap1	53.0	106	0	0
1700034J05Rik	53.0	0	106	0
Usp38	52.5	105	0	0
Ung	52.5	0	105	0
Ugp2	52.5	105	0	0
Tnnc1	52.5	0	105	0
Tfr2	52.5	0	105	0
Tax1bp3	52.5	0	105	0
Slc16a1	52.5	0	105	0
Rpusd3	52.5	0	105	0
Rpl37	52.5	0	105	0
Rnf6	52.5	0	105	0
Rnf145	52.5	105	0	0
Rars2	52.5	0	105	0
Polm	52.5	105	0	0
Pde6a	52.5	105	0	0
Orc3	52.5	0	105	0
Npsr1	52.5	105	0	0
Nisch	52.5	0	105	0
Nedd9	52.5	105	0	0
Mto1	52.5	0	105	0
Kpna6	52.5	0	105	0
Kcnn4	52.5	0	105	0
Kbtbd2	52.5	0	105	0
Hps6	52.5	0	105	0
Hoxc10	52.5	0	105	0
Hmgn1	52.5	105	0	0
Hcar2	52.5	105	0	0
Gemin8	52.5	0	105	0
Flt4	52.5	105	0	0
Flad1	52.5	0	105	0
Ets2	52.5	105	0	0
Emc6	52.5	0	105	0
Eid3	52.5	105	0	0
Dcp1b	52.5	105	0	0
Cgas	52.5	0	105	0
Cep120	52.5	105	0	0
Cdk10	52.5	0	105	0
Casp1	52.5	105	0	0
Ago2	52.5	105	0	0
Zfp963	52.0	0	104	0
Ywhag	52.0	0	104	0
Tnfaip8	52.0	104	0	0
Timm10	52.0	0	104	0
Tax1bp1	52.0	104	0	0
Sys1	52.0	0	104	0
Stx12	52.0	0	104	0
Smtnl1	52.0	0	104	0
Smim8	52.0	0	104	0
Slc14a1	52.0	0	104	0
Setd7	52.0	0	104	0
Rps7	52.0	0	104	0
Rasa3	52.0	104	0	0
Pih1d1	52.0	0	104	0
Pdlim5	52.0	104	0	0
Pcgf5	52.0	104	0	0
Nt5c3b	52.0	0	104	0
Ndufa12	52.0	0	104	0
Mfsd3	52.0	0	104	0
Klhl10	52.0	0	104	0
Gsx1	52.0	104	0	0
Gpt	52.0	0	104	0
Gpam	52.0	0	104	0
Gm1966	52.0	104	0	0
Gcm1	52.0	0	104	0
Gapvd1	52.0	0	104	0
Fdxacb1	52.0	104	0	0
Fam83g	52.0	0	104	0
Faap20	52.0	0	104	0
Evi5	52.0	104	0	0
Eif4enif1	52.0	104	0	0
Ect2	52.0	104	0	0
Dusp22	52.0	104	0	0
Dock8	52.0	0	104	0
Dnaaf4	52.0	104	0	0
Ddx20	52.0	0	104	0
Ccnt2	52.0	0	104	0
BC147527	52.0	104	0	0
Aldh16a1	52.0	0	104	0
1110032A03Rik	52.0	104	0	0
Zwilch	51.5	0	103	0
Znrd1as	51.5	103	0	0
Znrd1	51.5	103	0	0
Zfp958	51.5	103	0	0
Zfp384	51.5	0	103	0
Zfp182	51.5	0	103	0
Uck1	51.5	0	103	0
Ubxn6	51.5	103	0	0
Triobp	51.5	0	103	0
Tnks1bp1	51.5	103	0	0
Tm2d1	51.5	0	103	0
Timm8a1	51.5	0	103	0
Sumo1	51.5	0	103	0
Snapin	51.5	0	103	0
Rsf1	51.5	103	0	0
Rps21	51.5	0	103	0
Rpl8	51.5	0	103	0
Rpl4	51.5	0	103	0
Rngtt	51.5	103	0	0
Rnf149	51.5	103	0	0
Ninl	51.5	0	103	0
Ncapg2	51.5	0	103	0
Mt3	51.5	103	0	0
Ms4a6d	51.5	103	0	0
Mon1a	51.5	0	103	0
Mdp1	51.5	0	103	0
Idh1	51.5	103	0	0
Hdgfl2	51.5	103	0	0
Gclm	51.5	0	103	0
Eprs	51.5	0	103	0
E2f1	51.5	0	103	0
Dennd10	51.5	103	0	0
Ddx10	51.5	0	103	0
Commd5	51.5	0	103	0
Cd34	51.5	0	103	0
Cars2	51.5	103	0	0
Atxn2l	51.5	0	103	0
Atxn10	51.5	103	0	0
Atp6v1h	51.5	0	103	0
Asns	51.5	0	103	0
Ap1m1	51.5	103	0	0
Aamdc	51.5	103	0	0
Trcg1	51.0	0	102	0
Tnfaip1	51.0	0	102	0
Tep1	51.0	102	0	0
Srpr	51.0	0	102	0
Snx31	51.0	0	102	0
Sfxn5	51.0	102	0	0
Sdad1	51.0	0	102	0
Scrn3	51.0	102	0	0
Scamp3	51.0	0	102	0
Rps20	51.0	0	102	0
Rif1	51.0	0	102	0
Rgs9bp	51.0	102	0	0
Rab3gap1	51.0	102	0	0
Pxmp2	51.0	102	0	0
Ppp2r5b	51.0	102	0	0
Pole	51.0	102	0	0
Myof	51.0	102	0	0
Mprip	51.0	102	0	0
Me1	51.0	0	102	0
Lfng	51.0	0	102	0
Ipmk	51.0	102	0	0
Ift20	51.0	0	102	0
Hnrnpl	51.0	0	102	0
Gm10634	51.0	102	0	0
Fzr1	51.0	0	102	0
Foxred1	51.0	0	102	0
Flt3l	51.0	0	102	0
Fam204a	51.0	0	102	0
Dync2li1	51.0	102	0	0
Dcaf12	51.0	102	0	0
Cstdc2	51.0	102	0	0
Csde1	51.0	102	0	0
Cplane1	51.0	102	0	0
Cisd1	51.0	102	0	0
Cir1	51.0	102	0	0
Cep72	51.0	102	0	0
Cep131	51.0	0	102	0
Cenpi	51.0	0	102	0
Cela1	51.0	0	102	0
Bcas3	51.0	0	102	0
Bbs4	51.0	0	102	0
Atl2	51.0	0	102	0
Arhgap25	51.0	102	0	0
Arhgap10	51.0	0	102	0
Ankrd27	51.0	102	0	0
Adpgk	51.0	0	102	0
AA467197	51.0	102	0	0
Znrf2	50.5	101	0	0
Zbtb14	50.5	101	0	0
Ybx3	50.5	0	101	0
Unc5cl	50.5	0	101	0
Tuba4a	50.5	0	101	0
Tet1	50.5	101	0	0
Tent4a	50.5	0	101	0
Tap2	50.5	0	101	0
Stk11ip	50.5	101	0	0
Slc50a1	50.5	0	101	0
Shoc2	50.5	101	0	0
Sdccag8	50.5	0	101	0
Rhag	50.5	0	101	0
Rdh12	50.5	101	0	0
Prpf8	50.5	0	101	0
Prelid3a	50.5	101	0	0
Pomk	50.5	101	0	0
Pik3c3	50.5	0	101	0
Pdia4	50.5	101	0	0
Pccb	50.5	0	101	0
Nup85	50.5	0	101	0
Mzt1	50.5	0	101	0
Mapk6	50.5	101	0	0
Kdm2a	50.5	101	0	0
Ift172	50.5	0	101	0
Iba57	50.5	0	101	0
Hspa12a	50.5	101	0	0
Gsto2	50.5	101	0	0
Gsr	50.5	0	101	0
Fth1	50.5	101	0	0
Fndc4	50.5	0	101	0
Fam32a	50.5	0	101	0
Exoc3	50.5	0	101	0
Eno4	50.5	101	0	0
Eif2s1	50.5	0	101	0
Dpm3	50.5	0	101	0
Dennd5a	50.5	0	101	0
Cyrib	50.5	0	101	0
Cwf19l1	50.5	0	101	0
Cmtm6	50.5	101	0	0
Cldn14	50.5	101	0	0
Ccl22	50.5	101	0	0
Cavin1	50.5	101	0	0
C2	50.5	101	0	0
C1galt1	50.5	101	0	0
Bora	50.5	0	101	0
Bbip1	50.5	101	0	0
Atp6v1d	50.5	0	101	0
Atg7	50.5	0	101	0
Arhgap30	50.5	101	0	0
A630095N17Rik	50.5	0	101	0
Zfp518a	50.0	100	0	0
Zfp119b	50.0	100	0	0
Wdr6	50.0	0	100	0
Wdr37	50.0	100	0	0
Umps	50.0	100	0	0
Uhrf1bp1l	50.0	100	0	0
Uck2	50.0	0	100	0
Tubgcp5	50.0	100	0	0
Trmt10c	50.0	100	0	0
Tbp	50.0	0	100	0
Tbc1d14	50.0	0	100	0
Synpo2	50.0	100	0	0
Syce1l	50.0	100	0	0
Sumo3	50.0	100	0	0
Stard9	50.0	100	0	0
Snx22	50.0	100	0	0
Smndc1	50.0	0	100	0
Slc51a	50.0	0	100	0
Sh2d2a	50.0	100	0	0
Psmb1	50.0	0	100	0
Pold4	50.0	100	0	0
Pla2g5	50.0	0	100	0
Pcca	50.0	100	0	0
Ostc	50.0	0	100	0
Noxa1	50.0	100	0	0
Mndal	50.0	100	0	0
Med4	50.0	100	0	0
Mcoln1	50.0	0	100	0
Mcm6	50.0	100	0	0
Lrwd1	50.0	0	100	0
Lrrc72	50.0	0	100	0
LOC102633783	50.0	100	0	0
Hnrnpc	50.0	0	100	0
Fam76b	50.0	0	100	0
Eloc	50.0	0	100	0
Eif3d	50.0	100	0	0
Ebi3	50.0	100	0	0
Ctnna3	50.0	0	100	0
Cracr2a	50.0	0	100	0
Ckb	50.0	0	100	0
Cep57	50.0	0	100	0
Cd274	50.0	0	100	0
Ccnh	50.0	0	100	0
Capn10	50.0	0	100	0
Arl14ep	50.0	0	100	0
Arf2	50.0	0	100	0
Alkbh4	50.0	0	100	0
9430015G10Rik	50.0	0	100	0
1110038F14Rik	50.0	0	100	0
Zswim2	49.5	99	0	0
Zfp846	49.5	0	99	0
Zfp74	49.5	0	99	0
Zfp512b	49.5	0	99	0
Uba3	49.5	99	0	0
Trappc9	49.5	0	99	0
Tomm40	49.5	0	99	0
Tmem62	49.5	99	0	0
Tex30	49.5	0	99	0
Smyd1	49.5	0	99	0
Six1	49.5	99	0	0
Sfswap	49.5	0	99	0
Secisbp2l	49.5	0	99	0
Rnf213	49.5	99	0	0
Rmnd1	49.5	0	99	0
Rad54l	49.5	99	0	0
Primpol	49.5	0	99	0
Ppp4r2	49.5	0	99	0
Pou2af1	49.5	99	0	0
Plscr1	49.5	99	0	0
Pck2	49.5	99	0	0
Pax5	49.5	99	0	0
Oosp1	49.5	99	0	0
Nudt2	49.5	0	99	0
Npff	49.5	0	99	0
Mars2	49.5	0	99	0
Manf	49.5	99	0	0
Lyrm4	49.5	99	0	0
Luc7l	49.5	0	99	0
Kmt5b	49.5	0	99	0
Kit	49.5	0	99	0
Kif24	49.5	0	99	0
Herc1	49.5	0	99	0
Haus1	49.5	0	99	0
Gp5	49.5	0	99	0
Gm21818	49.5	99	0	0
Glg1	49.5	0	99	0
Ganab	49.5	0	99	0
Galnt6	49.5	99	0	0
Fars2	49.5	99	0	0
Fam166a	49.5	0	99	0
Eef1akmt2	49.5	99	0	0
Dus3l	49.5	0	99	0
Ddx24	49.5	99	0	0
Clybl	49.5	99	0	0
Cdk8	49.5	0	99	0
Ccdc63	49.5	0	99	0
Casp3	49.5	0	99	0
Bms1	49.5	99	0	0
Bcl2a1c	49.5	99	0	0
Atp6v1fnb	49.5	99	0	0
Atp6v1f	49.5	99	0	0
Atp5a1	49.5	0	99	0
Armt1	49.5	0	99	0
Ankrd13c	49.5	99	0	0
Wipi1	49.0	0	98	0
Vdac1	49.0	0	98	0
Tyw1	49.0	98	0	0
Tsg101	49.0	0	98	0
Trp63	49.0	98	0	0
Tbc1d4	49.0	98	0	0
Specc1	49.0	0	98	0
Snx18	49.0	98	0	0
Siva1	49.0	0	98	0
Sbds	49.0	98	0	0
Rlim	49.0	0	98	0
Rbm42	49.0	98	0	0
Rad23b	49.0	0	98	0
Ppp2cb	49.0	98	0	0
Nudt16l1	49.0	98	0	0
Nsd3	49.0	98	0	0
Mrps17	49.0	0	98	0
Marveld3	49.0	98	0	0
Lpar6	49.0	98	0	0
Letm2	49.0	98	0	0
Hsd17b7	49.0	98	0	0
Hoxc9	49.0	0	98	0
Haus6	49.0	0	98	0
Gsg1l2	49.0	98	0	0
Gpr137	49.0	0	98	0
Glp2r	49.0	98	0	0
Ficd	49.0	98	0	0
Eya3	49.0	0	98	0
Dennd1c	49.0	98	0	0
Cpeb2	49.0	98	0	0
Cox6a1	49.0	98	0	0
Car14	49.0	0	98	0
Btn1a1	49.0	0	98	0
Bad	49.0	0	98	0
Aplp2	49.0	98	0	0
Adh5	49.0	98	0	0
Actr6	49.0	0	98	0
1600014C23Rik	49.0	0	98	0
Zfp944	48.5	97	0	0
Zfp758	48.5	97	0	0
Zfp511	48.5	0	97	0
Xndc1	48.5	97	0	0
Vsig1	48.5	97	0	0
Txnrd1	48.5	97	0	0
Tubgcp2	48.5	0	97	0
Tmem87a	48.5	97	0	0
Tfpt	48.5	97	0	0
Slc16a3	48.5	97	0	0
Setx	48.5	0	97	0
Sco1	48.5	0	97	0
Rpp21	48.5	97	0	0
Rnls	48.5	97	0	0
