Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Vps72	704.5	690	0	1385	743	0
Pip5k1a	704.5	690	0	1385	743	0
Reep3	704.0	914	0	1325	577	0
Cops2	703.75	648	0	1205	962	0
Cdk19	703.75	1023	0	1313	479	0
Zfp995	703.5	1196	151	1159	308	0
Rrp7a	703.25	1931	387	495	0	0
Fam160b1	703.0	697	0	1110	1005	0
Brms1	702.75	885	280	1103	543	0
B4gat1	702.75	885	280	1103	543	0
Ier2	702.5	808	189	1010	803	0
Fbxo47	702.25	616	0	1214	979	0
Zfp946	702.0	704	0	1227	877	0
Borcs6	701.25	1837	325	643	0	0
Ranbp2	701.0	615	0	1158	1031	0
Phf5a	700.0	710	174	993	923	0
Aco2	700.0	710	174	993	923	0
Pole3	699.5	1918	179	432	269	0
Alad	699.5	1918	179	432	269	0
Trmt11	699.25	1174	0	1068	555	0
Zfp418	698.75	836	0	1203	756	0
Wars2	698.75	772	0	1153	870	0
Taf5	698.75	915	0	1009	871	0
Rrm2b	698.25	979	129	1212	473	0
Cenpu	697.75	723	111	1375	582	0
Gpn2	697.25	1034	268	795	692	0
Nrip1	697.0	817	0	1319	652	0
Srfbp1	696.75	1055	0	1310	422	0
Mga	696.5	808	120	1162	696	0
Actr6	696.5	635	0	1190	961	0
Actb	696.5	1003	416	851	516	0
Unc119	695.75	905	113	1102	663	0
Mob1a	695.5	748	0	1070	964	0
Churc1	695.5	684	117	1144	837	0
Slc66a2	695.0	972	0	1127	681	0
Lamtor4	694.25	885	123	1212	557	0
Klf9	694.25	953	0	982	842	0
Slc25a25	693.25	811	0	1294	668	0
Ptdss1	693.25	847	0	1185	741	0
Naif1	693.25	811	0	1294	668	0
Mterf3	693.25	847	0	1185	741	0
Gamt	692.5	768	175	1059	768	0
Dazap1	692.5	768	175	1059	768	0
Stx6	692.25	1597	439	528	205	0
Arhgap9	692.0	606	0	1092	1070	0
Yars	691.5	824	242	1018	682	0
S100pbp	691.5	824	242	1018	682	0
1700008O03Rik	691.25	1005	0	1215	545	0
Vamp8	690.25	878	0	1212	671	0
Trim11	690.0	812	133	1019	796	0
Fam214b	690.0	831	0	1308	621	0
Ndufaf3	689.75	892	151	961	755	0
Dalrd3	689.75	892	151	961	755	0
Lipa	689.5	987	0	1248	523	0
Pla2g6	688.75	1511	259	584	401	0
Zfp790	688.5	690	0	1211	853	0
Psmf1	688.5	795	0	1120	839	0
Nedd8	688.25	687	121	1199	746	0
Gmpr2	688.25	687	121	1199	746	0
Plbd2	688.0	1426	287	645	394	0
Ms4a6c	688.0	703	0	1000	1049	0
Lrrc56	687.75	910	0	1330	511	0
Hras	687.75	910	0	1330	511	0
Thsd1	687.5	847	0	1390	513	0
Sin3a	687.5	489	0	1215	1046	0
Gm5741	687.5	1215	163	982	390	0
Dhps	687.5	1215	163	982	390	0
Traf2	687.25	1013	0	1304	432	0
Snx8	687.25	684	0	1429	636	0
Rpl8	687.0	737	219	912	880	0
Commd5	687.0	737	219	912	880	0
Gna15	686.75	919	0	983	845	0
Dnm2	686.5	833	0	1096	817	0
Strn3	686.25	1001	207	1138	399	0
Ap4s1	686.25	1001	207	1138	399	0
Kdm5d	685.5	685	0	1097	960	0
Gtf3c2	685.5	1142	227	900	473	0
Aspscr1	685.5	805	0	1073	864	0
Tmem161b	685.0	862	121	1114	643	0
Zfp846	684.75	1050	0	1293	396	0
Tmem33	684.75	675	158	1112	794	0
Rab5a	684.75	1084	137	973	545	0
Cfap410	684.5	2242	496	0	0	0
Pnkd	684.25	844	203	1260	430	0
Aamp	684.25	844	203	1260	430	0
Tmem181a	683.75	2029	405	139	162	0
Nlrx1	683.75	735	0	1496	504	0
Utp18	683.5	1545	261	700	228	0
Mbtd1	683.5	1545	261	700	228	0
Wdhd1	683.25	2317	416	0	0	0
Socs4	683.25	2317	416	0	0	0
Pfas	683.25	721	0	973	1039	0
Ctc1	683.25	721	0	973	1039	0
Canx	683.25	1958	279	496	0	0
Abhd17b	683.25	746	0	1398	589	0
1110059E24Rik	683.25	746	0	1398	589	0
Zfp319	683.0	844	112	799	977	0
Usb1	683.0	844	112	799	977	0
Tmem238	682.5	856	146	1104	624	0
Rpl28	682.5	856	146	1104	624	0
Slc2a9	682.25	839	0	1209	681	0
Tars	681.5	824	128	1161	613	0
Kdm5c	681.0	559	0	1314	851	0
Shox2	680.75	923	141	1026	633	0
Rsrc1	680.75	923	141	1026	633	0
Herc6	680.75	835	0	1124	764	0
Rpl37	680.5	1161	217	934	410	0
Emc4	680.0	828	171	943	778	0
Zbtb3	679.0	765	0	1106	845	0
Polr2g	679.0	765	0	1106	845	0
Med6	678.75	640	132	1121	822	0
Ikbkb	678.75	740	0	1058	917	0
Gfm1	678.75	1015	243	988	469	0
Stoml3	678.0	787	0	1292	633	0
Gtf3c6	677.5	724	116	1071	799	0
Cox14	677.5	935	228	970	577	0
Cic	677.5	753	0	1130	827	0
Tmem69	677.25	603	0	1101	1005	0
Gpbp1l1	677.25	603	0	1101	1005	0
Vps18	676.75	868	180	953	706	0
Smc1a	676.75	834	0	1036	837	0
Ribc1	676.75	834	0	1036	837	0
Ubqln4	676.0	815	0	1113	776	0
Rab25	676.0	815	0	1113	776	0
Mfap3	676.0	1256	230	801	417	0
Lamtor2	676.0	815	0	1113	776	0
Kif15	676.0	698	147	1029	830	0
Fam114a2	676.0	1256	230	801	417	0
1110059G10Rik	676.0	698	147	1029	830	0
Lsm5	675.5	670	0	1213	819	0
Shq1	675.25	1350	186	895	270	0
Sema4d	675.25	826	0	1286	589	0
Golph3l	674.75	771	0	1267	661	0
Ripor2	673.5	891	0	1065	738	0
Plekhb2	673.5	827	0	1180	687	0
Cdkn2aip	673.5	780	0	1261	653	0
Bbs4	673.5	697	0	1314	683	0
Txndc17	673.25	998	182	1065	448	0
Pfkp	673.25	757	0	1082	854	0
Lmbrd1	673.25	2066	372	255	0	0
4933427D14Rik	673.25	998	182	1065	448	0
Rgs12	673.0	743	0	1145	804	0
Ap2m1	673.0	583	107	1253	749	0
Thumpd3	672.5	1506	265	622	297	0
Pml	672.5	928	184	859	719	0
Usp3	672.25	1186	393	617	493	0
H4c9	671.75	749	0	1070	868	0
H2bc11	671.75	749	0	1070	868	0
H2ac11	671.75	749	0	1070	868	0
Smim4	671.0	834	165	1110	575	0
Nt5dc2	671.0	834	165	1110	575	0
Wwp2	670.75	2042	431	210	0	0
Elmo1	670.5	601	0	1227	854	0
Sun2	669.5	853	0	1494	331	0
Trim30a	669.25	764	0	948	965	0
Snrpg	669.0	888	115	1067	606	0
Zfp593	668.75	1178	295	876	326	0
Slc6a6	668.75	937	0	1199	539	0
Gm30191	668.75	1178	295	876	326	0
Bcat2	668.75	865	0	1406	404	0
Secisbp2	668.25	2052	409	212	0	0
Ctu1	668.25	837	137	1210	489	0
Ap1s2	668.0	2026	446	200	0	0
Tmppe	667.75	1457	263	602	349	0
Ino80e	667.75	533	230	1062	846	0
Hirip3	667.75	533	230	1062	846	0
Zfp33b	667.5	667	0	1073	930	0
Rpl12	667.25	1412	0	1257	0	0
Il16	667.0	926	0	977	765	0
1810030O07Rik	667.0	777	159	1046	686	0
Gsk3b	666.75	698	0	1311	658	0
Clint1	666.75	617	109	1050	891	0
Hnrnph2	666.5	627	0	1237	802	0
Gla	666.5	627	0	1237	802	0
Rars	666.25	814	182	954	715	0
Fancd2	666.25	999	272	1185	209	0
Emc3	666.25	999	272	1185	209	0
Gins4	666.0	967	165	1018	514	0
Slc9a3r1	665.75	695	0	1256	712	0
Ttll1	665.5	1221	227	797	417	0
Tbc1d10a	665.25	1025	163	1062	411	0
Cxxc1	665.0	710	0	1252	698	0
Stard3	663.5	778	0	957	919	0
Cfap298	663.25	668	147	1113	725	0
Ccar2	663.25	1138	189	779	547	0
Tomt	662.75	1247	255	803	346	0
Lamtor1	662.75	1247	255	803	346	0
Mphosph8	662.5	1094	180	1060	316	0
Mis18bp1	662.5	1356	142	1152	0	0
Lonp2	662.25	2098	310	241	0	0
Ubb	662.0	889	168	1360	231	0
Cc2d1a	662.0	1284	155	1020	189	0
4930432K21Rik	662.0	1284	155	1020	189	0
Tulp2	660.25	599	0	1148	894	0
Nucb1	660.25	599	0	1148	894	0
Rcbtb2	659.75	755	0	1318	566	0
Nup155	659.75	698	0	1152	789	0
Cfdp1	659.75	705	0	1136	798	0
Stx8	659.5	973	0	999	666	0
Cfap52	659.5	973	0	999	666	0
Ankrd11	659.25	1126	163	1019	329	0
Alkbh3	659.25	695	0	1260	682	0
Eef1e1	658.5	1089	152	980	413	0
Dcp1a	657.5	882	0	1038	710	0
Uqcr11	657.0	608	197	1063	760	0
Mettl17	656.75	741	0	1197	689	0
Samd10	656.5	587	0	1103	936	0
Prpf6	656.5	587	0	1103	936	0
Mrpl36	656.0	1140	0	1015	469	0
Eloc	656.0	768	79	1006	771	0
Fzr1	655.75	815	140	1227	441	0
Slc35b3	655.0	1729	220	450	221	0
Borcs5	654.75	1923	332	364	0	0
Ube2i	654.5	524	0	1154	940	0
Mtrf1l	654.5	877	128	1081	532	0
Zfp764	654.0	632	0	1252	732	0
Orc4	653.75	1400	261	620	334	0
Mbd5	653.75	1400	261	620	334	0
Mrps21	653.5	959	0	1082	573	0
Morc3	653.5	1278	178	448	710	0
Ssu72	653.25	1973	339	301	0	0
Prkdc	653.0	748	132	1162	570	0
Mcm4	653.0	748	132	1162	570	0
Zfp868	652.75	1842	328	441	0	0
Atad3a	652.75	1100	0	982	529	0
Bag6	652.5	1078	251	763	518	0
Nsa2	652.25	655	144	1216	594	0
Gfm2	652.25	655	144	1216	594	0
Uts2b	652.0	789	0	1222	597	0
Rom1	652.0	1174	266	766	402	0
Eml3	652.0	1174	266	766	402	0
Akip1	652.0	1293	235	893	187	0
Siglecf	651.75	743	0	1294	570	0
Tkfc	651.5	771	0	1285	550	0
Ddb1	651.5	771	0	1285	550	0
Tfpt	651.0	460	125	1245	774	0
Prpf31	651.0	460	125	1245	774	0
1700017B05Rik	651.0	1235	184	1078	107	0
Ppih	650.75	757	152	961	733	0
Prss43	650.5	675	0	1269	658	0
Dhx34	650.5	797	0	1092	713	0
Cfap20	650.0	1191	268	752	389	0
Kti12	649.0	961	156	853	626	0
Ubr5	648.75	825	0	1119	651	0
Pcnt	648.75	740	0	1058	797	0
Emsy	648.25	644	0	1251	698	0
Tmem234	647.5	1314	341	935	0	0
Eif3i	647.5	1314	341	935	0	0
Gpr107	647.0	1116	224	842	406	0
Rad1	646.75	785	0	910	892	0
Brix1	646.75	785	0	910	892	0
Sirt6	646.5	494	144	1224	724	0
Mvb12a	646.5	719	0	1217	650	0
Egr3	646.5	658	162	1005	761	0
Ankrd24	646.5	494	144	1224	724	0
Madd	646.25	838	0	1367	380	0
Nmt2	646.0	1932	419	233	0	0
Atg12	645.5	658	0	1297	627	0
Ap3s1	645.5	658	0	1297	627	0
AI467606	645.5	964	0	1317	301	0
2610001J05Rik	645.5	643	0	1208	731	0
Soat1	645.0	872	0	1059	649	0
Rmnd5b	644.75	602	0	1616	361	0
Ddx55	644.75	926	0	1213	440	0
Trmt1l	644.5	700	165	997	716	0
Swt1	644.5	700	165	997	716	0
Smim40	644.5	1229	446	431	472	0
Sirpa	644.5	889	0	1063	626	0
Ppil1	644.5	688	0	1080	810	0
Daxx	644.5	1229	446	431	472	0
BC004004	644.5	688	0	1080	810	0
Bet1	644.25	507	0	1313	757	0
Nceh1	643.25	1150	0	915	508	0
Mief1	643.25	1483	545	365	180	0
Slc35c1	642.25	956	152	841	620	0
Rab5if	642.0	704	0	1092	772	0
Mogs	642.0	1026	0	868	674	0
Aggf1	642.0	864	0	1120	584	0
Chid1	641.25	1038	187	985	355	0
Scand1	640.75	892	231	1074	366	0
Dusp16	640.75	603	0	1031	929	0
Cnbd2	640.75	892	231	1074	366	0
Wdr77	640.5	701	0	1198	663	0
Atp5pb	640.5	701	0	1198	663	0
Zfp598	639.75	642	0	1225	692	0
4930430F08Rik	639.75	695	125	812	927	0
1700017N19Rik	639.75	695	125	812	927	0
Gtf3a	639.5	1393	338	588	239	0
Dnal4	639.5	1271	182	751	354	0
Mars1	639.0	666	0	987	903	0
Btbd17	639.0	743	0	1322	491	0
Zc3hav1	638.25	735	0	812	1006	0
Znrf2	637.5	864	0	1118	568	0
Zfp65	637.5	692	0	1163	695	0
F8a	637.5	968	0	1055	527	0
Dennd4b	637.5	522	0	1218	810	0
Spata46	637.25	899	0	1303	347	0
Gm7694	637.25	899	0	1303	347	0
Cul3	637.25	711	0	1063	775	0
Dexi	637.0	807	145	1049	547	0
Clec16a	637.0	807	145	1049	547	0
Zfp607a	636.75	588	0	1225	734	0
Kat7	636.75	593	173	944	837	0
Gas2	636.75	1052	0	897	598	0
Tbp	636.5	984	218	789	555	0
Psmb1	636.5	984	218	789	555	0
Mis18a	636.5	942	196	1031	377	0
Trip11	635.5	678	153	1020	691	0
Rnf38	635.5	1127	254	772	389	0
Zbtb26	635.25	902	202	1155	282	0
Rabgap1	635.25	902	202	1155	282	0
Inpp5k	634.75	986	247	775	531	0
Ampd3	634.75	812	0	1085	642	0
Tmem106a	634.25	1060	0	806	671	0
Pabpc1	634.25	1813	316	408	0	0
Myo9b	634.25	1278	307	682	270	0
Haus8	634.25	1278	307	682	270	0
Synj2bp	633.5	564	0	1222	748	0
Pick1	633.5	1096	170	897	371	0
Gm20498	633.5	564	0	1222	748	0
Aak1	633.5	639	191	927	777	0
Alg8	633.0	902	0	976	654	0
Rps11	632.75	757	0	1153	621	0
Rpl13a	632.75	757	0	1153	621	0
Phtf1	632.5	2025	343	162	0	0
Tfcp2	632.25	705	111	1140	573	0
Kctd5	632.0	534	204	1034	756	0
Ap1s1	632.0	833	123	1071	501	0
Stk24	631.5	788	0	1320	418	0
Zfp935	630.75	606	0	1107	810	0
Pot1a	630.5	669	0	1180	673	0
Vps25	630.0	689	0	1128	703	0
Kif3b	630.0	1334	265	662	259	0
Txn2	629.75	812	130	1011	566	0
Slc25a28	629.0	978	0	994	544	0
Wdr11	628.75	1020	180	1099	216	0
Supt16	628.5	948	430	909	227	0
Lig3	628.5	892	0	1233	389	0
Cd276	628.5	795	0	1302	417	0
Mvd	628.0	873	0	1013	626	0
Abl1	628.0	768	0	1193	551	0
Sntb2	627.75	1369	328	814	0	0
Ostm1	627.75	1773	450	183	105	0
Wdfy4	627.5	576	0	1088	846	0
Tufm	627.5	700	166	1103	541	0
Ppp1r15a	627.25	860	0	950	699	0
Plekha4	627.25	860	0	950	699	0
Katna1	627.25	1624	285	600	0	0
9930111J21Rik2	626.75	757	0	1174	576	0
9930111J21Rik1	626.75	757	0	1174	576	0
Shld1	626.5	748	0	950	808	0
Pus1	626.5	1186	306	680	334	0
Slc25a3	626.0	868	0	1157	479	0
Gde1	625.5	418	0	865	1219	0
Snx20	625.25	759	0	1117	625	0
Mks1	625.25	1023	0	1068	410	0
Mfsd9	625.0	946	109	946	499	0
Tmbim6	624.75	674	0	1176	649	0
Pwp2	624.75	668	134	1014	683	0
Iqce	624.75	1118	187	884	310	0
Brat1	624.75	1118	187	884	310	0
Mrpl1	624.5	614	0	1004	880	0
Naa50	624.0	699	0	1070	727	0
Atp6v1a	624.0	699	0	1070	727	0
Upf2	623.75	758	0	1050	687	0
Sema4c	623.75	758	0	1082	655	0
Sec61g	623.5	710	0	972	812	0
Eif3c	623.5	959	368	632	535	0
Med20	623.25	505	113	1021	854	0
Gm20517	623.25	505	113	1021	854	0
Bysl	623.25	505	113	1021	854	0
Rab27a	623.0	870	0	1065	557	0
Pigbos1	623.0	870	0	1065	557	0
Pigb	623.0	870	0	1065	557	0
Abhd18	623.0	1390	325	777	0	0
Fam104a	622.0	1581	228	483	196	0
D11Wsu47e	622.0	1581	228	483	196	0
Polr2h	621.75	997	310	869	311	0
Kmt5c	621.75	631	0	1308	548	0
Csnk2a1	621.75	1502	203	454	328	0
Clcn2	621.75	997	310	869	311	0
Ddx17	621.5	610	0	1083	793	0
Spag1	621.25	548	232	989	716	0
Rbm15	621.25	597	0	1229	659	0
Nop53	621.0	1524	261	493	206	0
Car9	620.0	754	0	984	742	0
Arhgef39	620.0	754	0	984	742	0
Ptk2	619.75	427	0	1137	915	0
Atp7b	619.75	845	167	928	539	0
Alg11	619.75	845	167	928	539	0
Rasal3	619.5	828	0	967	683	0
Septin7	619.25	1581	322	293	281	0
Ube3c	619.0	1402	173	495	406	0
Invs	619.0	843	203	905	525	0
Fam185a	619.0	569	0	1150	757	0
Erp44	619.0	843	203	905	525	0
E2f8	619.0	680	0	1051	745	0
Ccdc146	619.0	569	0	1150	757	0
Rfc2	618.75	1101	0	913	461	0
Krt80	618.5	791	0	1101	582	0
Phf14	618.25	849	208	1121	295	0
Ckap2l	618.25	709	0	1073	691	0
Eml6	618.0	794	153	990	535	0
Dennd2c	617.75	644	0	1232	595	0
Fam76a	617.5	1421	231	818	0	0
5430403G16Rik	617.0	609	0	1167	692	0
Sike1	616.5	1075	0	983	408	0
Max	616.5	512	0	1050	904	0
Lsm2	616.5	1184	224	622	436	0
Pycard	616.25	750	0	997	718	0
Fkbp2	616.0	755	132	945	632	0
Hk3	615.75	691	0	774	998	0
Arhgef7	615.75	1702	451	310	0	0
Tomm70a	615.5	811	142	1024	485	0
Spi1	615.5	833	0	937	692	0
Gm10130	614.75	782	0	1048	629	0
Ncf2	614.25	657	160	1037	603	0
Slc25a20	614.0	859	0	890	707	0
Nop14	614.0	839	0	1074	543	0
Grk4	614.0	839	0	1074	543	0
Aco1	614.0	624	84	1065	683	0
Med27	613.5	701	0	1116	637	0
Dnaja3	613.5	856	0	951	647	0
Coro7	613.5	856	0	951	647	0
2010315B03Rik	613.5	712	0	1125	617	0
Phrf1	613.25	1203	256	710	284	0
Zfp523	613.0	745	0	980	727	0
Strn4	613.0	828	0	1057	567	0
Nudt18	613.0	940	0	852	660	0
Inpp5d	613.0	712	0	1180	560	0
Fkrp	613.0	828	0	1057	567	0
Cln3	613.0	635	203	1074	540	0
Apobr	613.0	635	203	1074	540	0
Wrnip1	612.5	493	0	1216	741	0
Trex1	612.0	696	0	982	770	0
Shisa5	612.0	696	0	982	770	0
Stip1	611.75	671	0	1201	575	0
Cd300e	611.75	666	0	1041	740	0
Ddx27	611.5	1753	462	231	0	0
Urb1	611.0	887	191	1031	335	0
Gtf2f2	610.75	721	0	995	727	0
Ciz1	610.75	702	0	1058	683	0
Srd5a1	610.25	1166	114	794	367	0
Sema6b	610.25	645	0	1043	753	0
Pnn	610.25	1324	173	730	214	0
Nsun2	610.25	1166	114	794	367	0
Ndufb7	610.25	800	183	984	474	0
Kdm4d	610.0	568	0	1065	807	0
Cwc15	610.0	568	0	1065	807	0
Aspm	609.75	665	0	1016	758	0
U2surp	609.25	1582	349	328	178	0
Sbf2	609.25	695	0	926	816	0
Pdp2	609.25	828	0	1045	564	0
Ctsd	609.25	1219	238	980	0	0
Fmn1	609.0	709	0	1004	723	0
Zfp607b	608.75	521	126	964	824	0
Neil1	608.75	592	0	1178	665	0
Polrmt	608.5	1388	267	420	359	0
Gm5431	608.25	823	0	1006	604	0
Tpm3	608.0	1079	165	965	223	0
Atp6v1h	608.0	1002	0	1016	414	0
Vps37c	607.75	1764	530	137	0	0
Sart3	607.5	702	164	841	723	0
Med31	607.5	656	164	891	719	0
Iscu	607.5	702	164	841	723	0
4930563E22Rik	607.5	656	164	891	719	0
Zfp94	607.0	549	0	1080	799	0
Zfp954	606.5	657	0	1033	736	0
Ppp2r1a	606.5	1194	163	664	405	0
Becn1	606.5	1204	221	689	312	0
Snrnp48	606.0	1435	310	434	245	0
Mcm10	606.0	549	0	1114	761	0
LOC114841036	605.75	755	132	904	632	0
Arg1	605.0	673	0	1122	625	0
Gm20939	604.75	638	0	1116	665	0
Cog3	604.75	1172	0	759	488	0
Zfp934	604.5	686	0	1085	647	0
Hspa8	604.5	1124	239	559	496	0
Fbxo7	604.5	1026	0	925	467	0
Nufip2	604.25	480	0	1207	730	0
Ufsp2	604.0	645	0	1094	677	0
1700029J07Rik	604.0	645	0	1094	677	0
Rnf115	603.75	712	0	1045	658	0
Polr3c	603.75	712	0	1045	658	0
Map2k2	603.75	618	0	1284	513	0
Trabd	603.5	727	0	1219	468	0
Zfp444	603.25	512	0	1244	657	0
Tfec	602.75	632	0	878	901	0
Arpc2	602.5	1174	253	621	362	0
Araf	602.0	501	0	1125	782	0
Fbxw11	601.0	771	0	1053	580	0
Cd53	601.0	570	0	872	962	0
Samm50	600.25	899	0	881	621	0
Rpl34-ps1	600.25	983	203	962	253	0
Rpl34	600.25	983	203	962	253	0
Kif22	600.25	536	0	1095	770	0
Galnt11	600.25	857	0	945	599	0
Plin3	600.0	745	172	1036	447	0
Ost4	599.75	981	244	669	505	0
Lsm8	599.75	1395	131	873	0	0
Pwwp2a	599.5	702	0	1264	432	0
Cep97	599.5	838	0	1011	549	0
Smim11	599.25	669	0	951	777	0
Nup54	598.75	741	0	1021	633	0
Exo1	598.5	547	0	939	908	0
Ppm1g	597.75	1342	285	340	424	0
Morc2a	597.0	1176	284	928	0	0
Pde4a	596.75	789	125	849	624	0
Lztr1	596.5	816	0	899	671	0
Ddx39a	596.0	1307	181	571	325	0
Sbno1	595.0	759	149	785	687	0
Gnai2	595.0	1235	350	569	226	0
Csnk1g2	595.0	409	0	1125	846	0
Hscb	594.75	652	0	1090	637	0
Fam110a	594.75	1028	0	1011	340	0
Chek2	594.75	652	0	1090	637	0
Map7d1	594.5	774	0	861	743	0
Tmc8	593.0	933	0	951	488	0
Tmc6	593.0	933	0	951	488	0
Nckap1l	593.0	582	0	1172	618	0
Akap11	593.0	1003	0	1025	344	0
Rgl1	592.75	517	0	1238	616	0
Rab1a	592.75	1379	147	421	424	0
Fam98a	592.75	865	238	901	367	0
Arpc5	592.75	517	0	1238	616	0
Vps51	591.75	829	269	748	521	0
4930453N24Rik	591.75	1115	187	586	479	0
Wdr53	591.5	968	0	891	507	0
Fbxo45	591.5	968	0	891	507	0
Tmco4	591.25	1089	301	725	250	0
Ccng2	591.25	612	0	1104	649	0
Sart1	591.0	1037	276	563	488	0
Rpusd4	590.5	775	0	1082	505	0
Fam118b	590.5	775	0	1082	505	0
Clec4a1	590.25	543	0	1038	780	0
Zfp40	589.75	594	0	1053	712	0
Unc93b1	589.5	793	0	962	603	0
Arfgap1	589.5	1421	0	671	266	0
Aldh3b1	589.5	793	0	962	603	0
Nras	589.25	1078	280	624	375	0
Pik3cd	588.75	635	0	952	768	0
Ddx39b	588.5	1761	308	285	0	0
Rhbdd1	587.5	918	161	754	517	0
Bcl2l12	587.5	918	0	882	550	0
Slc35a4	587.25	623	173	820	733	0
Apbb3	587.25	623	173	820	733	0
A930007A09Rik	586.25	892	0	1049	404	0
Man1b1	586.0	645	205	972	522	0
Tent2	585.5	1527	190	625	0	0
Mtif3	585.25	695	0	962	684	0
Larp4	585.25	584	0	1185	572	0
Rabgef1	585.0	565	0	969	806	0
Commd8	585.0	696	0	1036	608	0
Ubox5	584.25	871	0	933	533	0
Fastkd5	584.25	871	0	933	533	0
Eif5	584.25	812	180	982	363	0
Commd7	584.25	930	113	748	546	0
Gm5141	584.0	556	0	1187	593	0
Idnk	583.75	1521	133	534	147	0
Rps3a1	583.5	1652	263	419	0	0
Ubr7	583.25	1260	314	759	0	0
Gon7	583.25	1260	314	759	0	0
Gm20604	583.25	1260	314	759	0	0
C130050O18Rik	583.25	569	0	1190	574	0
Pih1d1	583.0	1428	214	440	250	0
Dnajb6	583.0	844	175	725	588	0
Aldh16a1	583.0	1428	214	440	250	0
Dhx16	582.75	961	179	650	541	0
C1qb	582.75	728	0	970	633	0
Tcf12	582.5	775	0	966	589	0
Ssr4	582.5	775	134	1009	412	0
Pold4	582.5	622	0	1245	463	0
Myl6	582.5	1029	199	734	368	0
Idh3g	582.5	775	134	1009	412	0
Msra	582.0	879	236	847	366	0
Hnrnpr	581.5	1888	151	287	0	0
Msto1	581.0	821	0	786	717	0
Siglec1	580.75	770	0	974	579	0
Osgin1	580.75	636	0	1020	667	0
N4bp2l2	580.75	648	0	933	742	0
Mrps14	580.5	694	169	1073	386	0
Med10	580.5	1643	357	322	0	0
Ywhab	580.25	837	0	1114	370	0
Tnfrsf1a	580.25	590	0	849	882	0
Malsu1	580.25	1064	184	733	340	0
Csf2rb	580.25	707	0	1061	553	0
Ppp1r14b	579.75	755	0	945	619	0
Grb2	579.75	618	0	1134	567	0
Abraxas2	579.5	624	0	1064	630	0
Zfyve1	579.25	988	171	1013	145	0
Cstad	579.25	559	0	999	759	0
Tbc1d14	579.0	948	212	942	214	0
Slc25a19	579.0	653	138	933	592	0
Parpbp	578.75	1149	201	965	0	0
Nup37	578.75	1149	201	965	0	0
Cd300a	578.75	857	0	950	508	0
Cyp4f16	578.5	713	0	1098	503	0
Dnaaf4	578.25	755	0	1036	522	0
Sfxn5	577.75	537	0	1042	732	0
Gbp7	577.75	391	0	882	1038	0
Bcas3	577.75	690	0	848	773	0
Tbc1d1	576.5	537	0	898	871	0
Arhgap15	576.25	928	0	931	446	0
Stk38	576.0	642	0	973	689	0
Nudt15	576.0	760	0	1058	486	0
Mmachc	576.0	672	0	1023	609	0
Ccdc163	576.0	672	0	1023	609	0
Zfp658	575.75	626	0	1101	576	0
Rdh14	575.5	789	0	1079	434	0
Hlcs	575.5	1248	161	631	262	0
Cct4	575.5	1349	203	497	253	0
Nudt8	575.25	598	157	879	667	0
Laptm5	575.25	704	0	986	611	0
Doc2g	575.25	598	157	879	667	0
Mfsd1	574.75	704	0	1048	547	0
Dars	574.75	1117	0	728	454	0
Icam1	574.25	722	198	653	724	0
Tusc3	574.0	1017	0	911	368	0
Tmem160	574.0	614	0	953	729	0
Plcb3	574.0	732	0	945	619	0
Adipor2	574.0	899	0	786	611	0
Zc3h12a	573.5	696	150	640	808	0
Recql	573.5	1759	256	279	0	0
Golt1b	573.5	1759	256	279	0	0
Tomm7	573.0	773	167	899	453	0
Sh3bgrl	573.0	548	0	1116	628	0
Nbn	572.5	1642	259	389	0	0
Mmd	572.5	687	0	1039	564	0
Med1	572.5	825	0	1147	318	0
Pdpk1	572.25	1828	232	229	0	0
Tial1	572.0	606	131	1023	528	0
Epg5	572.0	1017	162	698	411	0
Ccni	571.25	393	0	1110	782	0
2010109A12Rik	571.25	393	0	1110	782	0
Sh2b1	570.0	638	0	1236	406	0
Glrx5	570.0	1313	219	748	0	0
Tmem177	569.0	862	0	934	480	0
Prkch	569.0	1521	219	536	0	0
Cenpe	568.75	580	0	1042	653	0
Coro1a	568.5	757	0	1009	508	0
Tnfaip1	568.25	521	248	801	703	0
Rps24	568.25	581	0	849	843	0
Polr3a	568.25	581	0	849	843	0
Ift20	568.25	521	248	801	703	0
Ythdf3	568.0	905	194	591	582	0
Zdhhc13	567.25	1344	216	412	297	0
Cit	567.25	624	0	1055	590	0
Sugt1	566.75	1006	128	669	464	0
Ppp1r7	566.75	996	0	804	467	0
Pask	566.75	996	0	804	467	0
Fbxo22	566.75	1418	221	404	224	0
Snip1	566.5	1196	382	688	0	0
Mafk	566.5	1534	407	184	141	0
Dnali1	566.5	1196	382	688	0	0
Gle1	566.25	1765	341	159	0	0
Tmem30a	565.75	1166	252	643	202	0
Gm32856	565.5	560	0	1002	700	0
Prr3	565.25	1566	227	468	0	0
Gnl1	565.25	1566	227	468	0	0
Wdr59	565.0	509	0	1191	560	0
Psen2	565.0	1096	131	771	262	0
Malt1	565.0	705	128	953	474	0
Khsrp	564.75	551	0	1055	653	0
Prodh	563.75	845	0	1084	326	0
Prkcsh	563.75	535	0	891	829	0
Ccdc151	563.75	535	0	891	829	0
