Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Id1	150.75	122	0	276	205	0
Dnaic2	150.75	275	0	328	0	0
Vmac	150.5	469	0	133	0	0
Srek1	150.5	208	0	220	174	0
Oat	150.5	0	0	416	186	0
Ndufa11	150.5	469	0	133	0	0
Ier3	150.5	197	0	199	206	0
Flot1	150.5	197	0	199	206	0
Fam174a	150.5	376	0	226	0	0
Tecpr1	150.25	368	0	233	0	0
Slc35d2	150.25	601	0	0	0	0
Tex264	150.0	296	0	304	0	0
Fam126a	150.0	253	0	347	0	0
Bbs9	150.0	195	0	314	91	0
Uhrf1	149.75	260	0	216	123	0
Htatip2	149.75	599	0	0	0	0
Arrdc5	149.75	260	0	216	123	0
Zfp219	149.5	189	0	238	171	0
Tmem253	149.5	189	0	238	171	0
Tjp3	149.5	265	0	333	0	0
Slc4a7	149.5	225	0	196	177	0
Dcaf7	149.5	316	0	282	0	0
Naa40	149.25	375	0	222	0	0
Dclre1b	149.25	299	0	298	0	0
Cmbl	149.25	209	0	236	152	0
Ccl7	149.25	0	0	343	254	0
Ap4b1	149.25	299	0	298	0	0
Tmem221	149.0	123	0	263	210	0
Spef2	149.0	207	0	297	92	0
Pdf	149.0	596	0	0	0	0
Lsm6	149.0	242	0	354	0	0
Cdk6	149.0	435	0	161	0	0
Cul9	148.75	463	0	132	0	0
Pkd1	148.5	152	0	320	122	0
Pitpnb	148.5	594	0	0	0	0
Gadd45g	148.5	271	0	323	0	0
Ttyh2	148.25	170	0	278	145	0
Mrpl16	148.25	181	0	268	144	0
Lrpap1	148.25	187	0	187	219	0
Atad2b	148.25	136	0	333	124	0
Arf6	148.25	430	0	163	0	0
Wapl	148.0	247	0	177	168	0
Troap	148.0	218	0	374	0	0
Tlr7	148.0	169	0	294	129	0
Hmga1b	148.0	0	0	383	209	0
Fgl2	148.0	403	0	189	0	0
Dbndd2	148.0	354	0	238	0	0
Clec2i	148.0	163	0	429	0	0
BC035044	148.0	163	0	429	0	0
Mid1	147.75	0	0	326	265	0
Dgkg	147.75	314	0	160	117	0
Casp12	147.75	171	0	219	201	0
Tdrd1	147.5	0	0	296	294	0
Cnnm2	147.5	261	0	329	0	0
Ccdc186	147.5	0	0	296	294	0
Trim39	147.25	589	0	0	0	0
Tmem141	147.25	269	0	320	0	0
Spata25	147.25	137	0	298	154	0
Smtn	147.25	307	0	282	0	0
Neurl2	147.25	137	0	298	154	0
Kpnb1	147.25	309	0	280	0	0
Kdm4a	147.25	140	0	261	188	0
Ctsa	147.25	137	0	298	154	0
Chmp3	147.25	454	135	0	0	0
Ccdc183	147.25	269	0	320	0	0
9530068E07Rik	147.25	113	0	221	255	0
Tmem51	147.0	240	0	348	0	0
Scarb2	147.0	206	0	273	109	0
Rpusd2	147.0	170	0	310	108	0
Mlst8	147.0	209	0	216	163	0
Iars	147.0	213	0	269	106	0
Zfyve26	146.75	211	0	212	164	0
Zfand1	146.75	356	0	231	0	0
Slc9a5	146.75	188	0	194	205	0
Rin3	146.75	286	0	301	0	0
Rad51b	146.75	211	0	212	164	0
Mfsd12	146.75	136	0	222	229	0
Lsr	146.75	98	0	270	219	0
Ifitm6	146.75	221	0	366	0	0
Fhod1	146.75	188	0	194	205	0
Fam187b	146.75	98	0	270	219	0
Ttc39b	146.5	0	0	0	586	0
Nradd	146.5	398	0	0	188	0
Nectin2	146.5	0	0	362	224	0
Mta3	146.5	248	0	338	0	0
Aldh9a1	146.5	329	0	257	0	0
Psme4	146.25	371	0	214	0	0
Creb5	146.25	184	0	171	230	0
Clec4a2	146.25	0	0	336	249	0
1600014C23Rik	146.25	171	0	313	101	0
Snx2	146.0	143	0	239	202	0
Prmt7	146.0	584	0	0	0	0
Nup133	146.0	277	0	307	0	0
Cox19	146.0	281	0	303	0	0
Klrg2	145.75	204	0	237	142	0
Klhl35	145.75	289	0	294	0	0
Gpatch8	145.75	583	0	0	0	0
Ahcyl2	145.75	0	0	323	260	0
Actr8	145.75	341	0	242	0	0
Mtif2	145.5	290	0	292	0	0
Adpgk	145.5	375	0	207	0	0
Sdhaf1	145.25	280	0	301	0	0
Rgs7bp	145.25	239	0	342	0	0
Nup35	145.25	254	0	327	0	0
Rpl5	145.0	395	0	185	0	0
Raver1	145.0	149	0	189	242	0
Ppard	145.0	347	0	233	0	0
Nfe2	145.0	150	0	324	106	0
Hbb-bt	144.75	201	0	378	0	0
Hbb-b2	144.75	201	0	378	0	0
Ggnbp2	144.75	205	0	374	0	0
Dph6	144.75	454	0	125	0	0
Srgap2	144.5	190	0	291	97	0
Slc9a1	144.5	240	0	338	0	0
Sirpb1a	144.5	0	0	387	191	0
Sgo1	144.5	229	0	349	0	0
Mapk3	144.5	149	0	256	173	0
Klra2	144.5	0	0	150	428	0
Fam72a	144.5	190	0	291	97	0
Card19	144.5	128	0	283	167	0
Trp53bp1	144.25	307	0	270	0	0
Spc25	144.25	272	0	305	0	0
S100a3	144.25	157	0	310	110	0
G6pc2	144.25	272	0	305	0	0
A630001G21Rik	144.25	192	0	154	231	0
Trp53inp2	144.0	245	0	331	0	0
Taz	144.0	170	0	223	183	0
Etv4	144.0	229	0	347	0	0
Dnase1l1	144.0	170	0	223	183	0
Trim47	143.75	172	0	246	157	0
Rab24	143.75	176	0	156	243	0
Qrsl1	143.75	416	0	159	0	0
Prelid1	143.75	176	0	156	243	0
Myo1b	143.75	146	0	429	0	0
Mmp27	143.75	0	0	425	150	0
Dhcr24	143.5	0	0	335	239	0
Ctsk	143.5	207	0	367	0	0
S100a2	143.25	157	0	306	110	0
Prrc1	143.25	222	0	351	0	0
Pfdn4	143.25	0	0	345	228	0
Atp9b	143.25	245	0	189	139	0
Tsacc	143.0	153	0	288	131	0
Tctn1	143.0	307	0	265	0	0
Slfn4	143.0	0	0	138	434	0
Slc16a13	143.0	163	0	238	171	0
Gypc	143.0	187	0	131	254	0
Fam53a	143.0	375	0	197	0	0
Ddx19b	143.0	253	0	319	0	0
Cry1	143.0	326	0	246	0	0
Cct3	143.0	153	0	288	131	0
Arl2	143.0	125	0	317	130	0
Acaa2	143.0	258	0	314	0	0
Slc35a3	142.75	571	0	0	0	0
Ndufb6	142.75	312	0	259	0	0
Ldlr	142.75	352	0	219	0	0
Atp5b	142.75	128	0	240	203	0
Aldh1l1	142.75	149	0	243	179	0
Nt5c2	142.5	259	0	203	108	0
E2f1	142.5	179	0	391	0	0
Ahcyl1	142.5	253	0	317	0	0
Ndufa4	142.25	0	0	313	256	0
Add3	142.25	339	0	230	0	0
Wdr26	142.0	156	0	275	137	0
Rpl35a	142.0	298	0	270	0	0
Iqcg	142.0	298	0	270	0	0
Zfp931	141.75	168	0	246	153	0
Uqcrc1	141.75	248	0	319	0	0
Glcci1	141.75	278	0	289	0	0
D6Ertd527e	141.75	152	0	169	246	0
Tmem216	141.5	566	0	0	0	0
Sgpp1	141.5	163	0	257	146	0
Gdpd5	141.5	132	0	434	0	0
Tnfaip8	141.25	232	0	333	0	0
Btbd16	141.25	0	0	272	293	0
Pnpla8	141.0	236	0	328	0	0
Tent4a	140.75	563	0	0	0	0
Sash3	140.75	169	0	218	176	0
Lrrc58	140.75	178	0	223	162	0
Ppp1r8	140.5	237	0	173	152	0
Fas	140.5	146	0	416	0	0
Cnot2	140.5	176	0	253	133	0
St6galnac6	140.25	162	0	250	149	0
Sh3glb2	140.25	216	0	345	0	0
Miga2	140.25	216	0	345	0	0
Htr2a	140.25	236	0	325	0	0
Tnrc6c	140.0	560	0	0	0	0
Sgtb	140.0	560	0	0	0	0
Nln	140.0	560	0	0	0	0
E2f2	140.0	163	0	277	120	0
Zfp973	139.75	0	0	343	216	0
Serf2	139.75	230	0	181	148	0
Rfwd3	139.75	304	0	255	0	0
Pogz	139.75	191	0	368	0	0
Mvb12b	139.75	281	0	278	0	0
Mecp2	139.75	227	0	332	0	0
Exosc9	139.75	310	0	249	0	0
Tmem199	139.5	193	0	365	0	0
Primpol	139.5	0	0	363	195	0
Poldip2	139.5	193	0	365	0	0
Klhdc1	139.5	327	0	231	0	0
Casp3	139.5	0	0	363	195	0
Acss1	139.5	264	0	294	0	0
Mamld1	139.25	0	0	161	396	0
Ambra1	139.25	393	0	164	0	0
Tceanc	139.0	556	0	0	0	0
Ddx46	139.0	556	0	0	0	0
Cpped1	139.0	131	0	264	161	0
Abca3	139.0	556	0	0	0	0
Abca17	139.0	556	0	0	0	0
Yrdc	138.75	298	0	257	0	0
Ophn1	138.75	178	0	377	0	0
Mob3b	138.75	156	0	225	174	0
Ifnk	138.75	156	0	225	174	0
1110065P20Rik	138.75	298	0	257	0	0
Zfp157	138.5	213	0	341	0	0
Tmem11	138.5	197	0	230	127	0
Syce1l	138.5	177	0	168	209	0
Nfx1	138.5	349	0	205	0	0
Fam83f	138.5	179	0	375	0	0
Cnp	138.5	161	0	261	132	0
Trim30d	138.25	182	0	136	235	0
Terf2	138.25	297	0	256	0	0
Rtl8a	138.25	149	0	197	207	0
Lrrc73	138.25	0	0	308	245	0
Gabpb1	138.25	553	0	0	0	0
Grk5	138.0	138	0	414	0	0
Zmat1	137.75	197	0	354	0	0
Trnp1	137.75	122	0	267	162	0
Selenof	137.75	0	0	341	210	0
Hs2st1	137.75	0	0	341	210	0
Asic3	137.75	105	0	141	305	0
Ppp4r3a	137.5	550	0	0	0	0
Cebpzos	137.5	550	0	0	0	0
5430427O19Rik	137.5	103	0	259	188	0
Slc35e2	137.25	184	0	365	0	0
B3gat3	137.25	240	0	309	0	0
Alpk3	137.25	207	0	342	0	0
Qser1	137.0	202	0	346	0	0
Pigg	137.0	123	0	267	158	0
Wipi2	136.75	362	0	185	0	0
Rusc1	136.75	129	0	243	175	0
Mtfp1	136.75	158	0	389	0	0
Eif5a	136.75	155	0	267	125	0
Vps36	136.5	193	0	191	162	0
Unc13d	136.5	211	0	335	0	0
Creb3l2	136.5	168	0	378	0	0
Adat1	136.5	241	0	305	0	0
Tmx4	136.25	250	0	295	0	0
Tbc1d9	136.25	328	0	217	0	0
Smarcc1	136.25	545	0	0	0	0
Rnf169	136.25	0	0	244	301	0
Mical3	136.25	177	0	232	136	0
Lrrc1	136.25	288	0	257	0	0
Arrdc3	136.25	545	0	0	0	0
Adrm1	136.25	545	0	0	0	0
Tmprss4	136.0	253	0	291	0	0
Zik1	135.75	133	0	266	144	0
Tex30	135.75	368	0	175	0	0
Saraf	135.75	229	0	314	0	0
Otud6b	135.75	543	0	0	0	0
Leprotl1	135.75	229	0	314	0	0
H3c10	135.75	293	0	250	0	0
H2bc14	135.75	293	0	250	0	0
Dennd2d	135.75	145	0	209	189	0
Ccr6	135.75	268	0	275	0	0
Vdac2	135.5	224	0	318	0	0
Socs5	135.5	0	0	366	176	0
Ropn1l	135.5	331	0	211	0	0
Ppp1r37	135.5	154	0	233	155	0
Kif5b	135.5	362	0	180	0	0
Ints14	135.5	213	0	329	0	0
Ggct	135.5	272	0	270	0	0
Slc25a15	135.25	166	0	375	0	0
Ptafr	135.25	0	0	204	337	0
Osbpl9	135.25	0	0	278	263	0
Nelfa	135.25	202	0	339	0	0
Il7r	135.25	0	0	233	308	0
Gna12	135.25	298	0	243	0	0
Dennd10	135.25	209	0	332	0	0
Zc3h12d	135.0	236	0	304	0	0
Rheb	135.0	540	0	0	0	0
Hdac9	135.0	207	0	333	0	0
Gpr150	135.0	193	0	347	0	0
Colca2	135.0	0	0	375	165	0
Asap1	135.0	196	0	344	0	0
Zfp740	134.75	389	0	150	0	0
Tnfaip3	134.75	258	0	0	281	0
Synrg	134.75	539	0	0	0	0
Gprc5d	134.75	250	0	289	0	0
Ensa	134.75	272	0	267	0	0
Dyrk3	134.75	175	0	364	0	0
Cd72	134.75	189	0	350	0	0
Adss	134.75	177	0	253	109	0
Smn1	134.5	272	0	266	0	0
Pan3	134.5	538	0	0	0	0
B4galt5	134.5	0	0	186	352	0
Asgr2	134.5	177	0	361	0	0
Tha1	134.25	318	0	219	0	0
Taf3	134.25	188	0	349	0	0
Scfd1	134.25	424	0	113	0	0
Entpd1	134.25	189	0	244	104	0
Dap3	134.25	300	0	161	76	0
Bub1b	134.25	161	0	251	125	0
A530032D15Rik	134.25	135	0	0	402	0
Idi1	133.75	227	0	308	0	0
Usp15	133.5	0	0	367	167	0
Ifnar2	133.5	326	0	208	0	0
Gm10142	133.5	138	0	396	0	0
Gm10024	133.5	138	0	396	0	0
Flacc1	133.5	202	0	332	0	0
Col16a1	133.5	197	0	337	0	0
Xpo6	133.25	533	0	0	0	0
Rela	133.25	300	0	135	98	0
Cdc25b	133.25	373	0	160	0	0
Cat	133.25	141	0	279	113	0
Prelid3a	133.0	177	0	355	0	0
Kcnj10	133.0	218	0	314	0	0
Jak1	133.0	336	0	196	0	0
Fam118a	133.0	264	0	268	0	0
Dok4	133.0	280	0	252	0	0
Atg14	133.0	177	0	355	0	0
Thnsl1	132.75	0	0	405	126	0
Enkur	132.75	0	0	405	126	0
Dpy19l4	132.75	531	0	0	0	0
Mrpl58	132.5	324	0	206	0	0
Glg1	132.5	169	0	117	244	0
Chmp2b	132.5	223	0	307	0	0
Zfand2a	132.25	155	0	374	0	0
Txnl4a	132.25	195	0	334	0	0
Tnks2	132.25	211	0	214	104	0
Tkt	132.25	342	0	187	0	0
Gm16286	132.25	195	0	334	0	0
Echs1	132.25	224	0	305	0	0
Dtd1	132.25	248	0	281	0	0
Pura	132.0	252	0	276	0	0
Glrx	132.0	0	0	311	217	0
Edaradd	132.0	187	0	341	0	0
Csgalnact2	132.0	137	0	391	0	0
Amd2	132.0	208	0	320	0	0
Amd1	132.0	208	0	320	0	0
4833439L19Rik	132.0	148	0	380	0	0
Siglece	131.75	191	0	336	0	0
Rab3gap2	131.75	338	0	189	0	0
Phc3	131.75	337	0	190	0	0
Nfu1	131.75	158	0	369	0	0
Hcar2	131.75	0	0	344	183	0
Dyrk1b	131.75	216	0	311	0	0
Dusp12	131.75	353	0	174	0	0
Dffb	131.75	301	0	226	0	0
Cep104	131.75	301	0	226	0	0
Tesk2	131.5	208	0	318	0	0
Sun1	131.5	0	0	384	142	0
Slc41a1	131.5	230	0	296	0	0
Opa3	131.5	164	0	264	98	0
Hrc	131.5	224	0	302	0	0
Ctsg	131.5	207	0	180	139	0
Atg4d	131.5	337	0	189	0	0
Sos2	131.25	206	0	0	319	0
Rwdd3	131.25	525	0	0	0	0
Prkcb	131.25	248	0	277	0	0
Pip4k2a	131.25	525	0	0	0	0
Ngly1	131.25	196	0	329	0	0
Ethe1	131.25	333	0	192	0	0
Copg2	131.25	525	0	0	0	0
Ube2g2	131.0	278	0	246	0	0
Ube2c	130.75	0	0	373	150	0
Stx18	130.75	121	0	267	135	0
Pou6f1	130.75	158	0	365	0	0
Chst14	130.75	221	0	302	0	0
Auh	130.75	335	0	188	0	0
Zbtb34	130.5	144	0	243	135	0
Rpl13	130.5	177	0	345	0	0
Ppp1ccb	130.5	209	0	313	0	0
Ppp1cc	130.5	209	0	313	0	0
Fam98c	130.5	229	0	293	0	0
Tmem251	130.25	318	0	203	0	0
Moap1	130.25	318	0	203	0	0
Ece1	130.25	142	0	201	178	0
Dnajc25	130.25	336	0	185	0	0
Ankrd13c	130.25	158	0	182	181	0
Tamm41	130.0	520	0	0	0	0
Slc9a6	130.0	177	0	343	0	0
Psmd12	130.0	384	0	136	0	0
Fcgr4	130.0	0	0	258	262	0
Calr3	130.0	0	0	295	225	0
1700030K09Rik	130.0	0	0	295	225	0
Zfp395	129.75	308	0	211	0	0
Sfi1	129.75	316	0	0	203	0
Mmp12	129.75	164	0	355	0	0
Klf13	129.75	519	0	0	0	0
Ifit3	129.75	0	0	136	383	0
Gorasp2	129.75	519	0	0	0	0
Uchl5	129.5	358	0	160	0	0
Trim33	129.5	160	0	358	0	0
Ro60	129.5	358	0	160	0	0
Nkapl	129.5	235	0	283	0	0
Gm12185	129.5	155	0	203	160	0
Fer	129.5	341	0	177	0	0
Ttc21a	129.25	517	0	0	0	0
Tmem183a	129.25	259	0	258	0	0
Pias3	129.25	216	0	301	0	0
Pcyox1l	129.25	134	0	285	98	0
Mpeg1	129.25	159	0	192	166	0
Gorasp1	129.25	517	0	0	0	0
Tubg1	129.0	516	0	0	0	0
Retreg3	129.0	516	0	0	0	0
Nfe2l2	129.0	248	0	268	0	0
Kif19a	129.0	329	0	187	0	0
Fam131a	129.0	157	0	359	0	0
Tiprl	128.75	515	0	0	0	0
Rps6ka4	128.75	180	0	216	119	0
Prex1	128.75	199	0	171	145	0
Kif17	128.75	149	0	366	0	0
Znrf4	128.5	0	0	258	256	0
Trib1	128.5	167	0	347	0	0
Sh3bp4	128.25	105	0	196	212	0
Ptpn11	128.25	205	0	308	0	0
Ifi207	128.25	0	0	348	165	0
AW209491	128.25	149	0	364	0	0
Vsir	128.0	225	0	287	0	0
Traf1	128.0	129	0	274	109	0
Pus10	128.0	218	0	294	0	0
Pacrgl	128.0	308	0	204	0	0
Mbtps2	128.0	234	0	278	0	0
Mapk7	128.0	338	0	174	0	0
Kansl1	128.0	220	0	163	129	0
Gtf2h4	128.0	0	0	376	136	0
Sil1	127.75	158	0	193	160	0
Pth2	127.75	105	0	278	128	0
Psd	127.75	186	0	208	117	0
Homez	127.75	258	0	253	0	0
Gfy	127.75	105	0	278	128	0
Fbxl15	127.75	186	0	208	117	0
Zfp563	127.5	155	0	355	0	0
Zbtb44	127.5	0	0	381	129	0
Tmem259	127.5	175	0	229	106	0
Rpgrip1l	127.5	116	0	270	124	0
Ppp1r12b	127.5	254	0	256	0	0
Fto	127.5	116	0	270	124	0
Cstb	127.5	245	0	265	0	0
Cpt1a	127.5	344	0	166	0	0
Cnn2	127.5	175	0	229	106	0
Map3k14	127.25	274	0	235	0	0
Hemk1	127.25	131	0	247	131	0
Chm	127.25	168	0	171	170	0
Cers2	127.25	273	0	236	0	0
Anxa9	127.25	273	0	236	0	0
6430571L13Rik	127.25	131	0	247	131	0
Tle5	127.0	244	0	264	0	0
Sh3kbp1	127.0	168	0	244	96	0
Pias1	127.0	364	144	0	0	0
Dld	127.0	229	0	279	0	0
Dcakd	127.0	508	0	0	0	0
Zcchc4	126.75	0	0	0	507	0
Pomc	126.75	302	0	205	0	0
Lyrm9	126.75	291	0	0	216	0
Eef2k	126.75	204	0	303	0	0
Sfr1	126.5	268	0	238	0	0
Ran	126.5	172	0	215	119	0
Ero1a	126.5	194	0	0	312	0
Dnajb5	126.5	228	0	278	0	0
Cep83	126.5	297	0	209	0	0
Rexo5	126.25	257	0	248	0	0
Nf1	126.25	283	0	222	0	0
Ly6g6e	126.25	145	0	360	0	0
Ly6g6d	126.25	145	0	360	0	0
Eri2	126.25	257	0	248	0	0
Dym	126.25	283	0	222	0	0
Tespa1	126.0	161	0	191	152	0
Snx24	126.0	206	0	298	0	0
Hmgcl	126.0	112	0	239	153	0
Gk5	126.0	193	0	311	0	0
Fam162a	126.0	214	0	290	0	0
Chmp6	126.0	504	0	0	0	0
Ccdc58	126.0	214	0	290	0	0
Atf6	126.0	157	0	347	0	0
Serinc2	125.75	267	0	236	0	0
Sec14l2	125.75	186	0	317	0	0
Pim2	125.75	335	0	168	0	0
Lap3	125.75	503	0	0	0	0
Cdca8	125.75	0	0	253	250	0
9930104L06Rik	125.75	0	0	253	250	0
Wdtc1	125.5	502	0	0	0	0
Stk26	125.5	119	0	247	136	0
Fam3c	125.5	0	0	258	244	0
Comt	125.5	206	0	296	0	0
Ppp1r3d	125.25	147	0	195	159	0
Fam217b	125.25	147	0	195	159	0
Dpy19l1	125.25	501	0	0	0	0
Cd83	125.25	99	0	243	159	0
Dock7	125.0	196	0	304	0	0
Dcdc2b	125.0	198	0	302	0	0
Scn2b	124.75	263	0	236	0	0
Emd	124.75	0	0	300	199	0
Appbp2	124.75	247	0	252	0	0
Tmem18	124.5	175	0	323	0	0
Havcr2	124.5	151	0	347	0	0
Gtf2h2	124.5	202	0	296	0	0
Fundc1	124.5	131	0	197	170	0
Fbxw8	124.5	0	0	310	188	0
Zfp12	124.25	237	0	260	0	0
Ugt1a7c	124.25	153	0	344	0	0
Tjp2	124.25	0	0	164	333	0
Snx10	124.25	105	0	213	179	0
Ptprj	124.25	133	0	364	0	0
Plcxd2	124.25	236	0	261	0	0
Atp10d	124.25	219	0	278	0	0
Wwp1	124.0	496	0	0	0	0
Prmt2	124.0	158	0	338	0	0
Map4k4	124.0	139	0	206	151	0
Ccnf	124.0	113	0	269	114	0
Zfp146	123.75	0	0	336	159	0
Nek1	123.75	112	0	240	143	0
Fbxl4	123.75	332	0	163	0	0
Dock11	123.75	209	0	286	0	0
Daam1	123.5	0	0	166	328	0
Bin2	123.5	0	0	494	0	0
Alms1	123.5	0	0	258	236	0
Smu1	123.25	493	0	0	0	0
Lbr	123.25	190	0	199	104	0
Kctd13	123.25	493	0	0	0	0
Hs3st3b1	123.25	247	0	246	0	0
Calhm2	123.25	209	0	166	118	0
Paxip1	123.0	292	0	200	0	0
Ifna13	123.0	0	0	276	216	0
Capn15	123.0	299	0	193	0	0
Zfp963	122.75	201	0	290	0	0
Stab1	122.75	242	0	249	0	0
Rps6kc1	122.75	146	0	345	0	0
Rbm12b1	122.75	152	0	0	339	0
Ppib	122.75	491	0	0	0	0
Phf8	122.75	260	0	231	0	0
Pex14	122.75	0	0	363	128	0
Dffa	122.75	0	0	363	128	0
Tmem63a	122.5	0	0	302	188	0
Rrad	122.5	105	0	259	126	0
Ociad1	122.5	317	0	173	0	0
Il27	122.5	0	0	228	262	0
Zfp93	122.25	168	0	321	0	0
Smarcad1	122.25	489	0	0	0	0
Prnp	122.25	88	0	131	270	0
Prn	122.25	88	0	131	270	0
Plaur	122.25	0	0	266	223	0
Glb1l2	122.25	0	0	254	235	0
Dusp18	122.25	226	0	263	0	0
Cdc14a	122.25	153	0	195	141	0
4921536K21Rik	122.25	226	0	263	0	0
Tuba1a	122.0	265	0	223	0	0
Rps4x	122.0	88	0	281	119	0
Parp8	122.0	179	0	309	0	0
Galnt9	122.0	0	0	355	133	0
Zscan22	121.75	0	0	336	151	0
Ubr4	121.75	148	0	133	206	0
Gsto1	121.75	155	0	332	0	0
Dyrk2	121.75	147	0	255	85	0
Acbd3	121.75	487	0	0	0	0
Shcbp1	121.5	0	0	307	179	0
Senp8	121.5	139	0	347	0	0
Rtn4rl1	121.5	0	0	342	144	0
Myo9a	121.5	139	0	347	0	0
Hs1bp3	121.5	126	0	360	0	0
Fpgs	121.5	187	0	299	0	0
Dph1	121.5	0	0	342	144	0
Ctf1	121.5	0	0	308	178	0
Cables1	121.5	185	0	301	0	0
Bcl7c	121.5	0	0	308	178	0
Setd5	121.25	349	0	136	0	0
Pdzd8	121.25	485	0	0	0	0
Fam187a	121.25	485	0	0	0	0
Eftud2	121.25	485	0	0	0	0
Ccdc126	121.25	330	0	155	0	0
Ccdc103	121.25	485	0	0	0	0
Txndc16	121.0	192	0	292	0	0
Psma3	121.0	286	0	198	0	0
Nmnat1	121.0	355	0	129	0	0
Med28	121.0	313	0	171	0	0
Lzic	121.0	355	0	129	0	0
Gpr137c	121.0	192	0	292	0	0
Bcl2l11	121.0	484	0	0	0	0
Zfp965	120.75	0	0	267	216	0
Zfp706	120.75	276	0	207	0	0
Slc25a5	120.75	324	0	159	0	0
Ptbp3	120.75	220	0	263	0	0
Nek6	120.75	177	0	306	0	0
Add1	120.75	176	0	307	0	0
AI661453	120.75	197	0	286	0	0
1700001C19Rik	120.75	197	0	286	0	0
Hook2	120.5	152	0	174	156	0
Gpnmb	120.5	258	0	224	0	0
Ago3	120.5	482	0	0	0	0
Urah	120.25	0	0	324	157	0
Lpar6	120.25	204	0	277	0	0
Kat2a	120.25	195	0	286	0	0
Hspb9	120.25	195	0	286	0	0
Ebpl	120.25	288	0	193	0	0
Bmf	120.25	161	0	320	0	0
Vapb	120.0	0	0	258	222	0
Mrps25	120.0	480	0	0	0	0
Cyp20a1	120.0	480	0	0	0	0
Spata5l1	119.75	212	0	149	118	0
Rbm10	119.75	158	0	168	153	0
Ndufb11	119.75	158	0	168	153	0
Mthfsl	119.75	359	0	120	0	0
Cnpy2	119.75	233	0	246	0	0
Bmi1	119.75	230	0	249	0	0
Ubash3b	119.5	0	0	306	172	0
Selplg	119.5	129	0	222	127	0
Lasp1	119.5	139	0	168	171	0
Itch	119.5	142	0	182	154	0
Zfp597	119.25	199	0	193	85	0
Inpp5a	119.25	186	0	203	88	0
H13	119.25	256	0	221	0	0
Tmed1	119.0	88	0	271	117	0
Proser3	119.0	0	0	324	152	0
Hspb6	119.0	0	0	324	152	0
Hsd17b7	119.0	196	0	280	0	0
Eya3	119.0	184	0	292	0	0
Pmp22	118.75	0	0	475	0	0
Gas6	118.75	229	0	246	0	0
Fdps	118.75	126	0	193	156	0
Wdr48	118.5	274	0	200	0	0
Utp4	118.5	474	0	0	0	0
Phf20	118.5	114	0	193	167	0
Kidins220	118.5	227	0	247	0	0
Gsta1	118.5	0	0	286	188	0
Derpc	118.5	474	0	0	0	0
Chtf8	118.5	474	0	0	0	0
Atad1	118.5	474	0	0	0	0
Tatdn2	118.25	136	0	219	118	0
Son	118.25	152	0	321	0	0
Prrg1	118.25	237	0	236	0	0
Gne	118.25	473	0	0	0	0
Gart	118.25	152	0	321	0	0
Car13	118.25	0	0	179	294	0
Zranb1	118.0	0	0	369	103	0
Zfp397	118.0	472	0	0	0	0
Vsig10l	118.0	177	0	295	0	0
Sepsecs	118.0	310	0	162	0	0
Sectm1a	118.0	0	0	277	195	0
Olfr701	118.0	0	0	165	307	0
Olfr700	118.0	0	0	165	307	0
Nrros	118.0	150	0	322	0	0
Mgat5	118.0	222	0	250	0	0
Kcnip2	118.0	0	0	265	207	0
Itgax	118.0	0	0	332	140	0
Ankrd39	118.0	217	0	255	0	0
Ddx1	117.75	471	0	0	0	0
Adra1a	117.75	174	0	297	0	0
Slc3a1	117.5	0	0	211	259	0
Patz1	117.5	0	0	335	135	0
Zfp653	117.25	253	0	216	0	0
Tmc4	117.0	0	0	290	178	0
Srsf9	117.0	297	0	171	0	0
Rad23a	117.0	468	0	0	0	0
Nudt19	117.0	273	0	195	0	0
Icam2	117.0	106	0	362	0	0
Usp42	116.75	214	0	253	0	0
Rrn3	116.75	467	0	0	0	0
Lss	116.75	467	0	0	0	0
Glul	116.75	223	0	244	0	0
Fscn2	116.75	200	0	267	0	0
Retsat	116.5	0	0	323	143	0
Psmc6	116.5	255	0	211	0	0
Lefty2	116.5	0	0	314	152	0
Elmod3	116.5	0	0	323	143	0
Sesn2	116.25	465	0	0	0	0
Nudt3	116.25	358	0	107	0	0
Mybl1	116.25	465	0	0	0	0
Fut8	116.25	298	0	167	0	0
Zfp511	116.0	464	0	0	0	0
Tubgcp2	116.0	464	0	0	0	0
Tti1	116.0	195	0	269	0	0
Trerf1	116.0	0	0	294	170	0
Rprd1b	116.0	195	0	269	0	0
Paip2b	116.0	126	0	338	0	0
Natd1	116.0	176	0	288	0	0
Dgkd	116.0	216	0	248	0	0
Cdv3	116.0	260	0	204	0	0
Zfand5	115.75	463	0	0	0	0
Tymp	115.75	463	0	0	0	0
Slfn14	115.75	177	0	286	0	0
Sco2	115.75	463	0	0	0	0
Prpf3	115.75	463	0	0	0	0
Odf3b	115.75	463	0	0	0	0
Speg	115.5	104	0	358	0	0
Romo1	115.5	144	0	318	0	0
Phf11a	115.5	0	0	0	462	0
Nfs1	115.5	144	0	318	0	0
Med21	115.5	325	0	137	0	0
Il6	115.5	0	0	147	315	0
Fgr	115.5	0	0	285	177	0
Arhgef6	115.5	140	0	189	133	0
Pnp2	115.25	0	0	127	334	0
Kbtbd3	115.25	183	0	278	0	0
D830031N03Rik	115.25	259	0	202	0	0
