Target_genes	Sox10|Average	SRX1062970|embryonic_skin	SRX1062971|embryonic_skin	SRX7856758|Melanoma	SRX7856759|Melanoma	STRING
Clybl	33.750000	0	135	0	0	0
Cdc42se2	33.750000	0	135	0	0	0
Arl14ep	33.750000	0	135	0	0	0
Apbb2	33.750000	0	135	0	0	0
Anxa11	33.750000	0	135	0	0	0
Anks1	33.750000	0	135	0	0	0
4932438A13Rik	33.750000	0	135	0	0	0
Ywhag	33.500000	0	134	0	0	0
Usp19	33.500000	0	134	0	0	0
Ubl7	33.500000	0	134	0	0	0
Ubc	33.500000	0	134	0	0	0
Trim29	33.500000	0	134	0	0	0
Tnrc6a	33.500000	0	134	0	0	0
Tex10	33.500000	0	134	0	0	0
Smarce1	33.500000	0	134	0	0	0
Rnf14	33.500000	0	134	0	0	0
Rbm6	33.500000	0	134	0	0	0
Phf7	33.500000	0	134	0	0	0
Mterf4	33.500000	134	0	0	0	0
Gpi1	33.500000	0	134	0	0	0
Fuca2	33.500000	134	0	0	0	0
Dsn1	33.500000	0	134	0	0	0
Cdk1	33.500000	134	0	0	0	0
Bap1	33.500000	0	134	0	0	0
Zfp568	33.250000	0	133	0	0	0
Tgfbr2	33.250000	0	133	0	0	0
Steap3	33.250000	0	133	0	0	0
Ptprs	33.250000	133	0	0	0	0
Ppip5k2	33.250000	0	133	0	0	0
Nudt15	33.250000	0	133	0	0	0
Lyrm4	33.250000	0	133	0	0	0
Golga3	33.250000	0	133	0	0	0
Gin1	33.250000	0	133	0	0	0
Fbxo22	33.250000	0	133	0	0	0
Fars2	33.250000	0	133	0	0	0
Cryaa	33.250000	0	133	0	0	0
Chmp7	33.250000	0	133	0	0	0
Cenpw	33.250000	0	133	0	0	0
Capg	33.250000	0	133	0	0	0
Vapa	33.000000	0	132	0	0	0
Tmem167b	33.000000	132	0	0	0	0
Tfdp2	33.000000	0	132	0	0	0
Srp14	33.000000	0	132	0	0	0
Sppl2b	33.000000	0	132	0	0	0
Sco1	33.000000	0	132	0	0	0
Ropn1l	33.000000	0	132	0	0	0
Mrps25	33.000000	0	132	0	0	0
Mrpl19	33.000000	0	132	0	0	0
Manbal	33.000000	0	132	0	0	0
Lsm7	33.000000	0	132	0	0	0
Ksr1	33.000000	0	132	0	0	0
Epb41	33.000000	132	0	0	0	0
Dnajc27	33.000000	0	132	0	0	0
Chordc1	33.000000	0	132	0	0	0
Cdc37l1	33.000000	0	132	0	0	0
Atf7ip	33.000000	0	132	0	0	0
Ankrd13c	33.000000	0	132	0	0	0
Adprm	33.000000	0	132	0	0	0
Zfp784	32.750000	0	131	0	0	0
Zfp1	32.750000	0	131	0	0	0
Ylpm1	32.750000	0	131	0	0	0
Txnl4a	32.750000	0	131	0	0	0
Tmem216	32.750000	0	131	0	0	0
Srgap3	32.750000	131	0	0	0	0
Senp1	32.750000	0	131	0	0	0
Prtg	32.750000	0	131	0	0	0
Pfkm	32.750000	0	131	0	0	0
Mlst8	32.750000	0	131	0	0	0
Mettl21a	32.750000	0	131	0	0	0
Mapk8ip3	32.750000	0	131	0	0	0
Lsm11	32.750000	0	131	0	0	0
Gm16286	32.750000	0	131	0	0	0
Dnpep	32.750000	0	131	0	0	0
C2cd2	32.750000	0	131	0	0	0
Bricd5	32.750000	0	131	0	0	0
Zfp292	32.500000	0	130	0	0	0
Tmem176b	32.500000	130	0	0	0	0
Tmem176a	32.500000	130	0	0	0	0
Ndc80	32.500000	0	130	0	0	0
Grasp	32.500000	0	130	0	0	0
Fkbp3	32.500000	0	130	0	0	0
Fancm	32.500000	0	130	0	0	0
Dnttip2	32.500000	0	130	0	0	0
Zc3h7b	32.250000	0	129	0	0	0
Usp21	32.250000	0	129	0	0	0
Trip11	32.250000	0	129	0	0	0
Tkfc	32.250000	0	129	0	0	0
Stard6	32.250000	0	129	0	0	0
St6galnac4	32.250000	0	129	0	0	0
Rassf1	32.250000	0	129	0	0	0
Rab21	32.250000	0	129	0	0	0
Pou6f1	32.250000	0	129	0	0	0
Plgrkt	32.250000	0	129	0	0	0
Nedd1	32.250000	0	129	0	0	0
Ints1	32.250000	129	0	0	0	0
Eif3m	32.250000	0	129	0	0	0
Dennd1a	32.250000	0	129	0	0	0
Ddb1	32.250000	0	129	0	0	0
4930503L19Rik	32.250000	0	129	0	0	0
Zfp869	32.000000	128	0	0	0	0
Scube3	32.000000	0	128	0	0	0
Rpl12	32.000000	0	128	0	0	0
Prkacb	32.000000	0	128	0	0	0
Pigo	32.000000	128	0	0	0	0
Pdcd2l	32.000000	128	0	0	0	0
Osbpl5	32.000000	0	128	0	0	0
Mob1b	32.000000	0	128	0	0	0
Mbp	32.000000	0	128	0	0	0
Lrsam1	32.000000	0	128	0	0	0
Gss	32.000000	0	128	0	0	0
Glrx3	32.000000	128	0	0	0	0
Fus	32.000000	0	128	0	0	0
Fam20c	32.000000	0	128	0	0	0
Dlat	32.000000	0	128	0	0	0
Dis3l2	32.000000	0	128	0	0	0
Zbed3	31.750000	0	127	0	0	0
Wdsub1	31.750000	0	127	0	0	0
Wdr26	31.750000	0	127	0	0	0
Ublcp1	31.750000	0	127	0	0	0
Tgfbrap1	31.750000	0	127	0	0	0
Syt11	31.750000	127	0	0	0	0
Sppl2a	31.750000	127	0	0	0	0
Spdye4b	31.750000	0	127	0	0	0
Rbm25	31.750000	0	127	0	0	0
Rbak	31.750000	0	127	0	0	0
Polr3g	31.750000	0	127	0	0	0
Pabpc1	31.750000	0	127	0	0	0
Nphp3	31.750000	0	127	0	0	0
Mblac2	31.750000	0	127	0	0	0
Lpcat2	31.750000	0	127	0	0	0
Kctd15	31.750000	0	127	0	0	0
Ints14	31.750000	0	127	0	0	0
Hps6	31.750000	127	0	0	0	0
Gulo	31.750000	0	127	0	0	0
Fam204a	31.750000	0	127	0	0	0
Eif5	31.750000	0	127	0	0	0
Dclre1b	31.750000	0	127	0	0	0
Cep250	31.750000	0	127	0	0	0
Armh3	31.750000	127	0	0	0	0
Ap4b1	31.750000	0	127	0	0	0
Ankle2	31.750000	0	127	0	0	0
AI597479	31.750000	0	127	0	0	0
Tbl2	31.500000	0	126	0	0	0
Rraga	31.500000	126	0	0	0	0
Pomt1	31.500000	0	126	0	0	0
Nop58	31.500000	0	126	0	0	0
Invs	31.500000	0	126	0	0	0
Gm33989	31.500000	0	126	0	0	0
Fbxo30	31.500000	0	126	0	0	0
Erp44	31.500000	0	126	0	0	0
Dnajb9	31.500000	0	126	0	0	0
Dele1	31.500000	0	126	0	0	0
Cep41	31.500000	126	0	0	0	0
Bicd1	31.500000	0	126	0	0	0
Slc41a3	31.250000	0	125	0	0	0
Rab8a	31.250000	0	125	0	0	0
Qrich1	31.250000	0	125	0	0	0
Med4	31.250000	0	125	0	0	0
Klhl20	31.250000	125	0	0	0	0
Kifc5b	31.250000	0	125	0	0	0
Ddx20	31.250000	0	125	0	0	0
Cnnm3	31.250000	0	125	0	0	0
Cdk11b	31.250000	0	125	0	0	0
Ccnf	31.250000	0	125	0	0	0
Actl6a	31.250000	0	125	0	0	0
Zkscan8	31.000000	0	124	0	0	0
Utp20	31.000000	124	0	0	0	0
Usp9x	31.000000	0	124	0	0	0
Ubxn6	31.000000	0	124	0	0	0
Tox4	31.000000	0	124	0	0	0
Tcp11	31.000000	0	124	0	0	0
Tcea1	31.000000	0	124	0	0	0
Tcam1	31.000000	124	0	0	0	0
Surf6	31.000000	0	124	0	0	0
Stx18	31.000000	124	0	0	0	0
Spa17	31.000000	0	124	0	0	0
Sp2	31.000000	0	124	0	0	0
Smarcd2	31.000000	124	0	0	0	0
Slc35c2	31.000000	124	0	0	0	0
Sirt5	31.000000	0	124	0	0	0
Siae	31.000000	0	124	0	0	0
Rab2b	31.000000	0	124	0	0	0
Prpf40a	31.000000	0	124	0	0	0
Ppig	31.000000	0	124	0	0	0
Pcnp	31.000000	0	124	0	0	0
Mrps15	31.000000	0	124	0	0	0
Mpc2	31.000000	0	124	0	0	0
Mettl6	31.000000	0	124	0	0	0
Jmjd7	31.000000	0	124	0	0	0
Ikzf5	31.000000	0	124	0	0	0
Hdgfl2	31.000000	0	124	0	0	0
Gsc2	31.000000	0	124	0	0	0
Gm10354	31.000000	0	0	124	0	0
Gdpd5	31.000000	0	124	0	0	0
Ess2	31.000000	0	124	0	0	0
Eaf1	31.000000	0	124	0	0	0
Decr1	31.000000	0	124	0	0	0
Dcaf6	31.000000	0	124	0	0	0
Clptm1l	31.000000	124	0	0	0	0
Chmp2b	31.000000	0	124	0	0	0
Cdc37	31.000000	0	124	0	0	0
Arl6ip6	31.000000	0	124	0	0	0
Apba1	31.000000	0	124	0	0	0
Acadsb	31.000000	0	124	0	0	0
Abcf2	31.000000	0	124	0	0	0
Aasdh	31.000000	0	124	0	0	0
Tra2a	30.750000	0	123	0	0	0
Sp3	30.750000	0	123	0	0	0
Rbl2	30.750000	0	123	0	0	0
Rab34	30.750000	0	123	0	0	0
Proca1	30.750000	0	123	0	0	0
Prdx1	30.750000	0	123	0	0	0
Ndufb6	30.750000	123	0	0	0	0
Myl12b	30.750000	123	0	0	0	0
Mtif2	30.750000	0	123	0	0	0
Marcks	30.750000	0	123	0	0	0
Itgav	30.750000	0	123	0	0	0
Gspt1	30.750000	0	123	0	0	0
Gemin8	30.750000	0	123	0	0	0
Fdxacb1	30.750000	0	123	0	0	0
Eci1	30.750000	0	123	0	0	0
Ddx11	30.750000	0	123	0	0	0
Col20a1	30.750000	0	123	0	0	0
Cnot6	30.750000	0	123	0	0	0
Baz1b	30.750000	0	123	0	0	0
Atp6v1c1	30.750000	0	123	0	0	0
Abhd3	30.750000	123	0	0	0	0
1110032A03Rik	30.750000	0	123	0	0	0
Wdr48	30.500000	0	122	0	0	0
Ttc36	30.500000	0	122	0	0	0
Ttc3	30.500000	0	122	0	0	0
Trap1	30.500000	0	122	0	0	0
Tmem25	30.500000	0	122	0	0	0
Tedc1	30.500000	0	122	0	0	0
Tbrg1	30.500000	0	122	0	0	0
Tbpl1	30.500000	0	122	0	0	0
Styxl1	30.500000	0	122	0	0	0
Smpdl3a	30.500000	0	122	0	0	0
Slc25a4	30.500000	0	122	0	0	0
Rps6ka5	30.500000	0	122	0	0	0
Rps13	30.500000	0	122	0	0	0
Psmd7	30.500000	0	122	0	0	0
Prune1	30.500000	0	122	0	0	0
Pigp	30.500000	0	122	0	0	0
Pdia4	30.500000	0	122	0	0	0
Nck2	30.500000	0	122	0	0	0
Mindy1	30.500000	0	122	0	0	0
Mdh2	30.500000	0	122	0	0	0
Klhl21	30.500000	0	122	0	0	0
Hnrnpa0	30.500000	0	122	0	0	0
Dynlrb1	30.500000	0	122	0	0	0
Cttn	30.500000	0	122	0	0	0
Crip1	30.500000	0	122	0	0	0
Amotl2	30.500000	0	122	0	0	0
Wdr73	30.250000	0	121	0	0	0
Vps33a	30.250000	0	121	0	0	0
Vgll3	30.250000	0	121	0	0	0
Usp14	30.250000	0	121	0	0	0
Usp1	30.250000	0	121	0	0	0
Tmem33	30.250000	0	121	0	0	0
Taf3	30.250000	0	121	0	0	0
Sfxn5	30.250000	0	121	0	0	0
Rhobtb3	30.250000	0	121	0	0	0
Psmb4	30.250000	0	121	0	0	0
Prdm11	30.250000	0	121	0	0	0
Nmb	30.250000	0	121	0	0	0
Myo1b	30.250000	0	121	0	0	0
Map3k7	30.250000	121	0	0	0	0
Ing5	30.250000	0	121	0	0	0
H4c2	30.250000	0	121	0	0	0
H3c2	30.250000	0	121	0	0	0
H2ac4	30.250000	0	121	0	0	0
Dtymk	30.250000	0	121	0	0	0
Dnajc24	30.250000	0	121	0	0	0
Calu	30.250000	0	121	0	0	0
Zscan2	30.000000	120	0	0	0	0
Zfp661	30.000000	0	120	0	0	0
Tead4	30.000000	0	120	0	0	0
Slc25a40	30.000000	0	120	0	0	0
Rps24	30.000000	0	120	0	0	0
Pomt2	30.000000	0	120	0	0	0
Polr3a	30.000000	0	120	0	0	0
Mrps5	30.000000	0	120	0	0	0
Mkln1	30.000000	0	120	0	0	0
Lrwd1	30.000000	120	0	0	0	0
Lrp11	30.000000	0	120	0	0	0
Gstz1	30.000000	0	120	0	0	0
Gigyf2	30.000000	0	120	0	0	0
G3bp2	30.000000	0	120	0	0	0
Foxred2	30.000000	0	120	0	0	0
Eif4b	30.000000	0	120	0	0	0
Dbf4	30.000000	0	120	0	0	0
Csf1	30.000000	0	120	0	0	0
Cops9	30.000000	0	120	0	0	0
Copb2	30.000000	0	120	0	0	0
Alkbh4	30.000000	120	0	0	0	0
Zdhhc24	29.750000	0	119	0	0	0
Wdr89	29.750000	0	119	0	0	0
Ubb	29.750000	0	119	0	0	0
Ubash3b	29.750000	0	119	0	0	0
Tjp3	29.750000	0	119	0	0	0
Tent2	29.750000	0	119	0	0	0
Tbc1d14	29.750000	119	0	0	0	0
Srsf7	29.750000	119	0	0	0	0
Spata7	29.750000	0	119	0	0	0
Spast	29.750000	0	119	0	0	0
R3hcc1l	29.750000	119	0	0	0	0
Nolc1	29.750000	119	0	0	0	0
Nbeal1	29.750000	0	119	0	0	0
N6amt1	29.750000	0	119	0	0	0
Mfap3	29.750000	0	119	0	0	0
Josd1	29.750000	0	119	0	0	0
Gtpbp1	29.750000	0	119	0	0	0
Gpr146	29.750000	119	0	0	0	0
Fibp	29.750000	0	119	0	0	0
Fbxo9	29.750000	0	119	0	0	0
Fam114a2	29.750000	0	119	0	0	0
Exoc7	29.750000	0	119	0	0	0
Dusp12	29.750000	119	0	0	0	0
Crkl	29.750000	0	119	0	0	0
Cox14	29.750000	0	119	0	0	0
Cilk1	29.750000	0	119	0	0	0
Chmp1b	29.750000	0	119	0	0	0
Ccdc85b	29.750000	0	119	0	0	0
C2cd4d	29.750000	0	119	0	0	0
Bcl10	29.750000	0	119	0	0	0
Actn3	29.750000	0	119	0	0	0
Zfp964	29.500000	0	118	0	0	0
Zfp770	29.500000	0	118	0	0	0
Tdrd9	29.500000	0	118	0	0	0
Six5	29.500000	118	0	0	0	0
Scrn3	29.500000	0	118	0	0	0
Rps2	29.500000	0	118	0	0	0
Rnf151	29.500000	0	118	0	0	0
Rnaseh1	29.500000	0	118	0	0	0
Rer1	29.500000	0	118	0	0	0
Pts	29.500000	0	118	0	0	0
Psmd5	29.500000	0	118	0	0	0
Ndufb10	29.500000	0	118	0	0	0
Morn1	29.500000	0	118	0	0	0
Mapre2	29.500000	0	118	0	0	0
Knstrn	29.500000	118	0	0	0	0
Kansl3	29.500000	118	0	0	0	0
Fer1l5	29.500000	118	0	0	0	0
Cutal	29.500000	0	118	0	0	0
Crebl2	29.500000	0	118	0	0	0
Cir1	29.500000	0	118	0	0	0
Cep152	29.500000	0	118	0	0	0
Cenps	29.500000	0	118	0	0	0
Cdkn1b	29.500000	0	118	0	0	0
Atp5mpl	29.500000	0	118	0	0	0
Trappc8	29.250000	0	117	0	0	0
Tor1aip2	29.250000	117	0	0	0	0
Tor1aip1	29.250000	117	0	0	0	0
Ppm1a	29.250000	0	117	0	0	0
Pms1	29.250000	0	117	0	0	0
Pdia6	29.250000	0	117	0	0	0
Ormdl1	29.250000	0	117	0	0	0
Nes	29.250000	0	117	0	0	0
Ndufs7	29.250000	0	117	0	0	0
Naxe	29.250000	0	117	0	0	0
Mat2a	29.250000	0	117	0	0	0
Lmnb1	29.250000	0	117	0	0	0
Inppl1	29.250000	0	117	0	0	0
Hnrnpm	29.250000	0	117	0	0	0
Fcer1g	29.250000	117	0	0	0	0
Espl1	29.250000	0	117	0	0	0
Cs	29.250000	0	117	0	0	0
Coa6	29.250000	0	117	0	0	0
Cdc23	29.250000	0	117	0	0	0
Ccdc88c	29.250000	117	0	0	0	0
Zfp180	29.000000	0	116	0	0	0
Zbtb9	29.000000	0	116	0	0	0
Tmem131	29.000000	0	116	0	0	0
Tmco6	29.000000	0	116	0	0	0
Sin3b	29.000000	0	116	0	0	0
Sharpin	29.000000	0	116	0	0	0
Rufy1	29.000000	0	116	0	0	0
Resf1	29.000000	0	116	0	0	0
Ppp2r1a	29.000000	0	116	0	0	0
Pigc	29.000000	0	116	0	0	0
Phrf1	29.000000	0	116	0	0	0
Ndufb5	29.000000	0	116	0	0	0
Mrpl47	29.000000	0	116	0	0	0
Mettl7a1	29.000000	116	0	0	0	0
Maf1	29.000000	0	116	0	0	0
Ly6g6f	29.000000	0	116	0	0	0
Hdgf	29.000000	0	116	0	0	0
Gm35339	29.000000	0	116	0	0	0
Fancc	29.000000	0	116	0	0	0
Dennd4c	29.000000	0	116	0	0	0
Cenpa	29.000000	0	116	0	0	0
Cdca7	29.000000	0	116	0	0	0
Cct5	29.000000	0	116	0	0	0
Cct2	29.000000	0	116	0	0	0
Atpsckmt	29.000000	0	116	0	0	0
Arhgef17	29.000000	0	116	0	0	0
Apc	29.000000	0	116	0	0	0
Ahctf1	29.000000	0	116	0	0	0
Aco1	29.000000	0	116	0	0	0
Abhd16a	29.000000	0	116	0	0	0
4930558K02Rik	29.000000	0	116	0	0	0
Ubiad1	28.750000	0	115	0	0	0
Snap47	28.750000	0	115	0	0	0
Rexo5	28.750000	115	0	0	0	0
Pttg1ip	28.750000	0	115	0	0	0
Mtor	28.750000	0	115	0	0	0
Kpnb1	28.750000	0	115	0	0	0
Jmjd4	28.750000	0	115	0	0	0
Gm5617	28.750000	0	115	0	0	0
Eri2	28.750000	115	0	0	0	0
Selenot	28.500000	0	114	0	0	0
Psmd11	28.500000	0	114	0	0	0
Prkab2	28.500000	0	114	0	0	0
Myh3	28.500000	0	114	0	0	0
Mrpl34	28.500000	114	0	0	0	0
Mgat1	28.500000	0	114	0	0	0
Med6	28.500000	0	114	0	0	0
Lmbr1	28.500000	0	114	0	0	0
Ippk	28.500000	0	114	0	0	0
Ipo4	28.500000	0	114	0	0	0
Gjc3	28.500000	114	0	0	0	0
Dnmt1	28.500000	0	114	0	0	0
Dda1	28.500000	114	0	0	0	0
Crip2	28.500000	0	114	0	0	0
Cnp	28.500000	0	114	0	0	0
Abhd8	28.500000	114	0	0	0	0
2310057M21Rik	28.500000	0	114	0	0	0
Vta1	28.250000	0	113	0	0	0
Tmem116	28.250000	0	113	0	0	0
Srsf2	28.250000	0	113	0	0	0
Smim40	28.250000	0	113	0	0	0
Sh3glb1	28.250000	0	113	0	0	0
Sgo1	28.250000	0	113	0	0	0
Satb2	28.250000	113	0	0	0	0
Sap18b	28.250000	0	113	0	0	0
Sap18	28.250000	0	113	0	0	0
Rnf141	28.250000	0	113	0	0	0
Nol10	28.250000	0	113	0	0	0
Nars2	28.250000	0	113	0	0	0
Mkx	28.250000	0	113	0	0	0
Mief1	28.250000	0	113	0	0	0
Mfsd11	28.250000	0	113	0	0	0
Mecr	28.250000	0	113	0	0	0
Mbtps2	28.250000	0	113	0	0	0
Map4	28.250000	0	113	0	0	0
Kpna6	28.250000	113	0	0	0	0
Gid4	28.250000	0	113	0	0	0
Gbe1	28.250000	0	113	0	0	0
Frat1	28.250000	0	113	0	0	0
Fam50a	28.250000	0	113	0	0	0
Elk4	28.250000	0	113	0	0	0
Echdc2	28.250000	0	113	0	0	0
Dzip1l	28.250000	0	113	0	0	0
Dnajc19	28.250000	0	113	0	0	0
Ddx24	28.250000	0	113	0	0	0
Dctn4	28.250000	0	113	0	0	0
Daxx	28.250000	0	113	0	0	0
Crppa	28.250000	0	113	0	0	0
Cpt2	28.250000	0	113	0	0	0
Chd8	28.250000	0	113	0	0	0
Cacng2	28.250000	0	113	0	0	0
Bbs10	28.250000	113	0	0	0	0
Arfip1	28.250000	0	113	0	0	0
Apmap	28.250000	0	113	0	0	0
Ankhd1	28.250000	113	0	0	0	0
Zfp248	28.000000	0	112	0	0	0
Spg20	28.000000	0	112	0	0	0
Slc35a5	28.000000	0	112	0	0	0
Slc25a3	28.000000	0	112	0	0	0
Rpl35a	28.000000	112	0	0	0	0
Rbm34	28.000000	0	112	0	0	0
Pisd	28.000000	0	112	0	0	0
Nabp1	28.000000	0	112	0	0	0
Iqcg	28.000000	112	0	0	0	0
Exd2	28.000000	0	112	0	0	0
Dmrta2	28.000000	0	112	0	0	0
Atg3	28.000000	0	112	0	0	0
Zmiz1	27.750000	0	111	0	0	0
Zfp90	27.750000	0	111	0	0	0
Tmem234	27.750000	111	0	0	0	0
Rpl10a	27.750000	0	111	0	0	0
Ppp1r37	27.750000	0	111	0	0	0
Mapk6	27.750000	0	111	0	0	0
Lsm5	27.750000	111	0	0	0	0
Gtf3c5	27.750000	111	0	0	0	0
Glg1	27.750000	0	111	0	0	0
Eif3i	27.750000	111	0	0	0	0
Dhx33	27.750000	111	0	0	0	0
Cluh	27.750000	0	111	0	0	0
Ap2m1	27.750000	0	111	0	0	0
Zfp14	27.500000	0	110	0	0	0
V1rd19	27.500000	0	110	0	0	0
V1rd18	27.500000	0	110	0	0	0
Urb1	27.500000	0	110	0	0	0
Ttc21a	27.500000	0	110	0	0	0
Tmem203	27.500000	0	110	0	0	0
Tle2	27.500000	110	0	0	0	0
Spc25	27.500000	110	0	0	0	0
Snd1	27.500000	0	110	0	0	0
Saysd1	27.500000	0	110	0	0	0
Rnf40	27.500000	0	110	0	0	0
Rbm18	27.500000	0	110	0	0	0
Pxn	27.500000	0	110	0	0	0
Pa2g4	27.500000	0	110	0	0	0
Ndor1	27.500000	0	110	0	0	0
Mrrf	27.500000	0	110	0	0	0
Mfn2	27.500000	0	110	0	0	0
Kxd1	27.500000	0	110	0	0	0
Hexa	27.500000	110	0	0	0	0
Gpaa1	27.500000	110	0	0	0	0
Gorasp1	27.500000	0	110	0	0	0
G6pc2	27.500000	110	0	0	0	0
Fzr1	27.500000	0	110	0	0	0
Fkbp8	27.500000	0	110	0	0	0
Exosc4	27.500000	110	0	0	0	0
Cfap97	27.500000	0	110	0	0	0
Ccdc189	27.500000	0	110	0	0	0
Bnip2	27.500000	0	110	0	0	0
Arf1	27.500000	0	110	0	0	0
Zswim9	27.250000	0	109	0	0	0
Zfp963	27.250000	0	109	0	0	0
Zfp846	27.250000	0	109	0	0	0
Usp28	27.250000	0	109	0	0	0
Tmem139	27.250000	0	109	0	0	0
Snx14	27.250000	0	109	0	0	0
Sdf2l1	27.250000	109	0	0	0	0
Saal1	27.250000	0	109	0	0	0
Saa3	27.250000	0	109	0	0	0
Rps17	27.250000	0	109	0	0	0
Rfx2	27.250000	0	109	0	0	0
Retsat	27.250000	0	109	0	0	0
Rapgef3	27.250000	0	109	0	0	0
Plec	27.250000	0	109	0	0	0
Ndrg1	27.250000	109	0	0	0	0
Mettl3	27.250000	0	109	0	0	0
Lig1	27.250000	0	109	0	0	0
Kpna4	27.250000	0	109	0	0	0
Gemin4	27.250000	0	109	0	0	0
Elmod3	27.250000	0	109	0	0	0
Dus3l	27.250000	0	109	0	0	0
Dbil5	27.250000	0	109	0	0	0
Casp2	27.250000	0	109	0	0	0
Bud13	27.250000	0	109	0	0	0
Arid5a	27.250000	0	109	0	0	0
Ankrd39	27.250000	0	109	0	0	0
Xpnpep3	27.000000	0	108	0	0	0
Uba52	27.000000	0	108	0	0	0
Tgfb3	27.000000	0	108	0	0	0
St13	27.000000	0	108	0	0	0
Sorcs2	27.000000	0	108	0	0	0
Rex1bd	27.000000	0	108	0	0	0
Rad23b	27.000000	0	108	0	0	0
Rab7	27.000000	0	108	0	0	0
Rab11fip1	27.000000	0	108	0	0	0
Nol12	27.000000	0	108	0	0	0
Itpr1	27.000000	0	108	0	0	0
Ing3	27.000000	0	108	0	0	0
Ift43	27.000000	0	108	0	0	0
Iba57	27.000000	108	0	0	0	0
Cct4	27.000000	0	108	0	0	0
Bub1	27.000000	0	108	0	0	0
Bcas2	27.000000	0	108	0	0	0
Anln	27.000000	0	108	0	0	0
Agt	27.000000	0	108	0	0	0
9530077C05Rik	27.000000	0	108	0	0	0
Use1	26.750000	0	107	0	0	0
Trmt2a	26.750000	0	107	0	0	0
Tnfrsf12a	26.750000	0	107	0	0	0
Timm21	26.750000	107	0	0	0	0
Thoc6	26.750000	0	107	0	0	0
Slc25a26	26.750000	0	107	0	0	0
Sema6a	26.750000	0	107	0	0	0
Rpl24	26.750000	107	0	0	0	0
Rbms1	26.750000	0	107	0	0	0
Ranbp1	26.750000	0	107	0	0	0
Ocel1	26.750000	0	107	0	0	0
Mfsd13a	26.750000	0	107	0	0	0
Mef2a	26.750000	0	107	0	0	0
Hps1	26.750000	0	107	0	0	0
Hdac1	26.750000	0	107	0	0	0
Hcfc1r1	26.750000	0	107	0	0	0
Fbxo15	26.750000	107	0	0	0	0
Desi2	26.750000	107	0	0	0	0
Commd7	26.750000	0	107	0	0	0
Coa7	26.750000	0	107	0	0	0
Cldn6	26.750000	0	107	0	0	0
3110082I17Rik	26.750000	0	107	0	0	0
Tnfaip8	26.500000	0	106	0	0	0
Tmem191c	26.500000	106	0	0	0	0
Smarcc2	26.500000	0	106	0	0	0
Rpl37	26.500000	0	106	0	0	0
Parva	26.500000	0	106	0	0	0
Nr2c2ap	26.500000	0	106	0	0	0
Metap1d	26.500000	0	106	0	0	0
Megf9	26.500000	0	106	0	0	0
Khdc4	26.500000	0	106	0	0	0
Irf1	26.500000	0	106	0	0	0
Haus4	26.500000	0	106	0	0	0
Dcp1b	26.500000	0	106	0	0	0
Cnpy3	26.500000	0	106	0	0	0
Clk4	26.500000	0	106	0	0	0
Cers5	26.500000	0	106	0	0	0
BC049762	26.500000	0	106	0	0	0
Akr1b3	26.500000	106	0	0	0	0
Adam10	26.500000	0	106	0	0	0
Utp15	26.250000	0	105	0	0	0
Usp3	26.250000	0	105	0	0	0
Ube2b	26.250000	0	105	0	0	0
Tmbim1	26.250000	0	105	0	0	0
Tigd5	26.250000	105	0	0	0	0
Tgif2	26.250000	0	105	0	0	0
Taf1d	26.250000	105	0	0	0	0
Shc4	26.250000	0	105	0	0	0
Sec62	26.250000	105	0	0	0	0
Rad50	26.250000	0	105	0	0	0
Psmd8	26.250000	0	105	0	0	0
Prcp	26.250000	0	105	0	0	0
Parpbp	26.250000	105	0	0	0	0
Nup37	26.250000	105	0	0	0	0
Nup133	26.250000	0	105	0	0	0
Lrrc61	26.250000	0	105	0	0	0
Katnal1	26.250000	0	105	0	0	0
Hinfp	26.250000	0	105	0	0	0
Haspin	26.250000	0	105	0	0	0
Golga1	26.250000	0	105	0	0	0
Eef1d	26.250000	105	0	0	0	0
Ddias	26.250000	0	105	0	0	0
Cdkl3	26.250000	0	105	0	0	0
Atp5o	26.250000	0	105	0	0	0
Ankra2	26.250000	0	105	0	0	0
4931406C07Rik	26.250000	105	0	0	0	0
2410002F23Rik	26.250000	0	105	0	0	0
Zfp52	26.000000	104	0	0	0	0
Ythdf3	26.000000	0	104	0	0	0
Tatdn2	26.000000	0	104	0	0	0
Sufu	26.000000	0	104	0	0	0
Rsph3b	26.000000	0	104	0	0	0
Polb	26.000000	104	0	0	0	0
Plekhm3	26.000000	0	104	0	0	0
Pelp1	26.000000	0	104	0	0	0
Pdp1	26.000000	0	104	0	0	0
Nfkbie	26.000000	0	104	0	0	0
Naa30	26.000000	0	104	0	0	0
Mrm3	26.000000	0	104	0	0	0
Lsm14b	26.000000	0	104	0	0	0
Lnpep	26.000000	0	104	0	0	0
Kifc1	26.000000	104	0	0	0	0
Glod4	26.000000	0	104	0	0	0
Fads2	26.000000	104	0	0	0	0
Dhx40	26.000000	0	104	0	0	0
Ddx55	26.000000	0	104	0	0	0
Ahcy	26.000000	0	104	0	0	0
Actr1a	26.000000	0	104	0	0	0
Zfx	25.750000	0	103	0	0	0
Tssc4	25.750000	0	103	0	0	0
Trappc9	25.750000	0	103	0	0	0
Tmed3	25.750000	0	103	0	0	0
Timmdc1	25.750000	0	103	0	0	0
Telo2	25.750000	0	103	0	0	0
Slc6a9	25.750000	0	103	0	0	0
Sil1	25.750000	0	103	0	0	0
