Target_genes	Nfya|Average	SRX12799800|Acute_myeloid_leukemia	SRX12799801|Acute_myeloid_leukemia	SRX032472|ES_cells	SRX032473|ES_cells	SRX518333|ES_cells	SRX032482|mESC_derived_neural_cells	SRX032483|mESC_derived_neural_cells	SRX032491|Neurons	SRX032492|Neurons	STRING
Vav1	50.666667	285	171	0	0	0	0	0	0	0	0
Snx24	50.666667	224	232	0	0	0	0	0	0	0	0
Slc25a14	50.666667	174	282	0	0	0	0	0	0	0	0
Mier3	50.666667	185	271	0	0	0	0	0	0	0	0
Zdhhc6	50.555556	163	292	0	0	0	0	0	0	0	0
Vti1a	50.555556	163	292	0	0	0	0	0	0	0	0
Stc2	50.555556	213	242	0	0	0	0	0	0	0	0
Mybpc3	50.555556	0	0	0	0	0	320	0	0	135	0
Cltb	50.555556	272	183	0	0	0	0	0	0	0	0
Cdc42bpb	50.555556	239	216	0	0	0	0	0	0	0	0
Abraxas2	50.555556	172	283	0	0	0	0	0	0	0	0
Wdfy1	50.444444	137	317	0	0	0	0	0	0	0	0
Tsen34	50.444444	217	237	0	0	0	0	0	0	0	0
Taf6	50.444444	169	285	0	0	0	0	0	0	0	0
S100a8	50.444444	0	454	0	0	0	0	0	0	0	0
Myo10	50.444444	240	0	0	0	214	0	0	0	0	0
Mboat7	50.444444	217	237	0	0	0	0	0	0	0	0
Cnpy4	50.444444	169	285	0	0	0	0	0	0	0	0
Nipsnap1	50.333333	259	194	0	0	0	0	0	0	0	0
Cdk6	50.333333	142	311	0	0	0	0	0	0	0	0
Zfp937	50.222222	0	0	0	0	452	0	0	0	0	0
Zfp867	50.222222	123	329	0	0	0	0	0	0	0	0
Smim11	50.222222	223	229	0	0	0	0	0	0	0	0
Nr2c2ap	50.222222	244	208	0	0	0	0	0	0	0	0
Mtx3	50.222222	311	141	0	0	0	0	0	0	0	0
Exoc3l	50.222222	177	275	0	0	0	0	0	0	0	0
E2f4	50.222222	177	275	0	0	0	0	0	0	0	0
Arrb1	50.222222	230	222	0	0	0	0	0	0	0	0
Itpr1	50.111111	206	245	0	0	0	0	0	0	0	0
Zfp518a	50.000000	208	242	0	0	0	0	0	0	0	0
Trip12	50.000000	157	293	0	0	0	0	0	0	0	0
Fbxo36	50.000000	157	293	0	0	0	0	0	0	0	0
Zbtb45	49.888889	221	228	0	0	0	0	0	0	0	0
Tmem164	49.888889	283	166	0	0	0	0	0	0	0	0
Slc16a3	49.888889	285	164	0	0	0	0	0	0	0	0
Rpl36	49.888889	213	236	0	0	0	0	0	0	0	0
Micos13	49.888889	213	236	0	0	0	0	0	0	0	0
Epb41l5	49.888889	262	187	0	0	0	0	0	0	0	0
Htatip2	49.777778	201	247	0	0	0	0	0	0	0	0
Amfr	49.777778	204	244	0	0	0	0	0	0	0	0
Ttyh2	49.666667	308	139	0	0	0	0	0	0	0	0
Smug1	49.666667	186	261	0	0	0	0	0	0	0	0
Pgrmc1	49.666667	335	112	0	0	0	0	0	0	0	0
Mucl3	49.666667	0	0	0	210	237	0	0	0	0	0
Mosmo	49.666667	219	228	0	0	0	0	0	0	0	0
Kdelr1	49.666667	0	258	0	0	0	0	0	189	0	0
Gm14322	49.666667	0	0	0	0	447	0	0	0	0	0
Scamp4	49.555556	284	162	0	0	0	0	0	0	0	0
Itsn2	49.555556	228	218	0	0	0	0	0	0	0	0
Cmpk2	49.555556	219	227	0	0	0	0	0	0	0	0
Chd4	49.555556	283	163	0	0	0	0	0	0	0	0
Adat3	49.555556	284	162	0	0	0	0	0	0	0	0
Nhlrc2	49.444444	237	208	0	0	0	0	0	0	0	0
Hoxa10	49.444444	136	309	0	0	0	0	0	0	0	0
Gpr158	49.444444	0	0	0	0	276	0	0	169	0	0
Fundc1	49.444444	209	236	0	0	0	0	0	0	0	0
Eif2ak2	49.444444	0	224	0	0	221	0	0	0	0	0
Dclre1a	49.444444	237	208	0	0	0	0	0	0	0	0
Zrsr2	49.333333	208	236	0	0	0	0	0	0	0	0
Paqr8	49.333333	240	204	0	0	0	0	0	0	0	0
Mtx2	49.333333	144	300	0	0	0	0	0	0	0	0
Gphn	49.333333	158	286	0	0	0	0	0	0	0	0
Zfp317	49.222222	138	305	0	0	0	0	0	0	0	0
Rnf187	49.222222	189	254	0	0	0	0	0	0	0	0
Neu3	49.222222	207	236	0	0	0	0	0	0	0	0
Mgll	49.222222	200	243	0	0	0	0	0	0	0	0
E030030I06Rik	49.222222	159	284	0	0	0	0	0	0	0	0
Arhgef2	49.222222	205	238	0	0	0	0	0	0	0	0
Ap3s2	49.222222	198	245	0	0	0	0	0	0	0	0
Pigc	49.111111	151	291	0	0	0	0	0	0	0	0
4930558K02Rik	49.111111	151	291	0	0	0	0	0	0	0	0
1110038F14Rik	49.111111	214	228	0	0	0	0	0	0	0	0
Nfatc2	49.000000	270	171	0	0	0	0	0	0	0	0
Lrrc8c	49.000000	191	250	0	0	0	0	0	0	0	0
Bphl	49.000000	185	256	0	0	0	0	0	0	0	0
Wdr13	48.888889	233	207	0	0	0	0	0	0	0	0
Sh3tc1	48.888889	144	296	0	0	0	0	0	0	0	0
Exd2	48.888889	197	243	0	0	0	0	0	0	0	0
Anxa4	48.888889	254	186	0	0	0	0	0	0	0	0
Zfp647	48.777778	285	154	0	0	0	0	0	0	0	0
Yes1	48.777778	243	196	0	0	0	0	0	0	0	0
Tns2	48.777778	245	194	0	0	0	0	0	0	0	0
Sac3d1	48.777778	216	223	0	0	0	0	0	0	0	0
Idh3b	48.777778	194	245	0	0	0	0	0	0	0	0
Commd2	48.777778	152	287	0	0	0	0	0	0	0	0
Adap1	48.777778	181	258	0	0	0	0	0	0	0	0
Zbtb39	48.666667	248	190	0	0	0	0	0	0	0	0
Stx11	48.666667	258	180	0	0	0	0	0	0	0	0
Stk10	48.666667	234	204	0	0	0	0	0	0	0	0
Sh3kbp1	48.666667	246	192	0	0	0	0	0	0	0	0
Rabl6	48.666667	155	283	0	0	0	0	0	0	0	0
Ctxn1	48.666667	253	185	0	0	0	0	0	0	0	0
Zcchc10	48.555556	121	316	0	0	0	0	0	0	0	0
Tmod3	48.555556	115	322	0	0	0	0	0	0	0	0
Rps27a	48.555556	121	316	0	0	0	0	0	0	0	0
Nedd8	48.555556	94	343	0	0	0	0	0	0	0	0
Metrnl	48.555556	261	176	0	0	0	0	0	0	0	0
Gmpr2	48.555556	94	343	0	0	0	0	0	0	0	0
Clhc1	48.555556	121	316	0	0	0	0	0	0	0	0
Atp5a1	48.555556	222	215	0	0	0	0	0	0	0	0
Slc25a4	48.444444	131	104	0	0	201	0	0	0	0	0
Ndufs3	48.444444	157	279	0	0	0	0	0	0	0	0
Kbtbd4	48.444444	157	279	0	0	0	0	0	0	0	0
Dach2	48.444444	0	0	0	0	436	0	0	0	0	0
Ankrd6	48.444444	340	96	0	0	0	0	0	0	0	0
Tm9sf1	48.333333	194	241	0	0	0	0	0	0	0	0
Spata17	48.333333	134	301	0	0	0	0	0	0	0	0
Rpf2	48.333333	246	189	0	0	0	0	0	0	0	0
Nipbl	48.333333	324	111	0	0	0	0	0	0	0	0
Mettl21a	48.333333	198	237	0	0	0	0	0	0	0	0
Ktn1	48.333333	244	191	0	0	0	0	0	0	0	0
Gpatch2	48.333333	134	301	0	0	0	0	0	0	0	0
Vars	48.222222	294	140	0	0	0	0	0	0	0	0
Hyi	48.222222	241	193	0	0	0	0	0	0	0	0
D17H6S56E-5	48.222222	294	140	0	0	0	0	0	0	0	0
Cstad	48.222222	0	0	0	0	0	0	0	245	189	0
Zfp184	48.111111	211	222	0	0	0	0	0	0	0	0
Zdhhc17	48.111111	218	215	0	0	0	0	0	0	0	0
Rack1	48.111111	130	303	0	0	0	0	0	0	0	0
Castor2	48.111111	161	272	0	0	0	0	0	0	0	0
Arfgef1	48.111111	161	272	0	0	0	0	0	0	0	0
Stambpl1	48.000000	175	257	0	0	0	0	0	0	0	0
Rdh11	48.000000	0	432	0	0	0	0	0	0	0	0
Msn	48.000000	293	139	0	0	0	0	0	0	0	0
Zfp324	47.888889	119	128	0	0	184	0	0	0	0	0
Surf2	47.888889	223	208	0	0	0	0	0	0	0	0
Surf1	47.888889	223	208	0	0	0	0	0	0	0	0
Rab20	47.888889	241	190	0	0	0	0	0	0	0	0
Plscr1	47.888889	137	294	0	0	0	0	0	0	0	0
Insr	47.888889	210	221	0	0	0	0	0	0	0	0
Gas2l1	47.888889	212	219	0	0	0	0	0	0	0	0
Ercc4	47.888889	284	147	0	0	0	0	0	0	0	0
Cox6c	47.888889	155	276	0	0	0	0	0	0	0	0
Ccnc	47.888889	196	235	0	0	0	0	0	0	0	0
Alyref2	47.888889	179	252	0	0	0	0	0	0	0	0
Zc3hav1	47.777778	208	222	0	0	0	0	0	0	0	0
Tmem145	47.777778	0	0	0	0	430	0	0	0	0	0
Prr19	47.777778	0	0	0	0	430	0	0	0	0	0
Pafah1b3	47.777778	0	0	0	0	430	0	0	0	0	0
Ncoa7	47.777778	169	261	0	0	0	0	0	0	0	0
Ncam1	47.777778	214	216	0	0	0	0	0	0	0	0
Hectd1	47.777778	170	260	0	0	0	0	0	0	0	0
Cdca7	47.777778	149	281	0	0	0	0	0	0	0	0
St7	47.666667	186	243	0	0	0	0	0	0	0	0
Sh3gl3	47.666667	0	0	0	0	0	0	0	236	193	0
Mrm2	47.666667	255	174	0	0	0	0	0	0	0	0
Atp5g3	47.666667	179	250	0	0	0	0	0	0	0	0
Abcg1	47.666667	205	224	0	0	0	0	0	0	0	0
Usp46	47.555556	234	194	0	0	0	0	0	0	0	0
Slc37a3	47.555556	232	196	0	0	0	0	0	0	0	0
Rab19	47.555556	232	196	0	0	0	0	0	0	0	0
Prpsap1	47.555556	165	263	0	0	0	0	0	0	0	0
Pigh	47.555556	170	258	0	0	0	0	0	0	0	0
Hsd11b1	47.555556	0	428	0	0	0	0	0	0	0	0
Hars2	47.555556	90	338	0	0	0	0	0	0	0	0
Hars	47.555556	90	338	0	0	0	0	0	0	0	0
Efhd2	47.555556	154	274	0	0	0	0	0	0	0	0
Tfe3	47.444444	175	252	0	0	0	0	0	0	0	0
Mgst1	47.444444	229	198	0	0	0	0	0	0	0	0
Zmat5	47.333333	155	271	0	0	0	0	0	0	0	0
Uqcr10	47.333333	155	271	0	0	0	0	0	0	0	0
Slco3a1	47.333333	217	209	0	0	0	0	0	0	0	0
Klhl35	47.333333	212	214	0	0	0	0	0	0	0	0
Fam98b	47.333333	164	262	0	0	0	0	0	0	0	0
Champ1	47.333333	169	257	0	0	0	0	0	0	0	0
Arg2	47.333333	205	221	0	0	0	0	0	0	0	0
Zfp663	47.222222	0	0	0	238	187	0	0	0	0	0
Zdhhc7	47.222222	139	286	0	0	0	0	0	0	0	0
Ntng2	47.222222	163	262	0	0	0	0	0	0	0	0
H2-Ab1	47.222222	0	0	0	0	220	0	0	205	0	0
Syk	47.111111	203	221	0	0	0	0	0	0	0	0
Ifna13	47.111111	210	214	0	0	0	0	0	0	0	0
Emb	47.111111	196	228	0	0	0	0	0	0	0	0
Tbcd	47.000000	152	271	0	0	0	0	0	0	0	0
Sh3rf1	47.000000	248	175	0	0	0	0	0	0	0	0
Nova1	47.000000	0	0	0	0	0	0	0	243	180	0
Mapt	47.000000	301	122	0	0	0	0	0	0	0	0
Tomm5	46.888889	149	273	0	0	0	0	0	0	0	0
Mrpl1	46.888889	197	225	0	0	0	0	0	0	0	0
Lratd1	46.888889	0	0	0	0	314	0	0	108	0	0
Lbh	46.888889	180	242	0	0	0	0	0	0	0	0
Sec22b	46.777778	155	266	0	0	0	0	0	0	0	0
Lsg1	46.777778	114	307	0	0	0	0	0	0	0	0
Ttc24	46.666667	242	178	0	0	0	0	0	0	0	0
Iqgap3	46.666667	242	178	0	0	0	0	0	0	0	0
Grk5	46.666667	201	219	0	0	0	0	0	0	0	0
Phf14	46.555556	136	283	0	0	0	0	0	0	0	0
Vwa1	46.444444	163	255	0	0	0	0	0	0	0	0
Uprt	46.444444	0	0	0	0	196	0	0	222	0	0
Pdk4	46.444444	0	0	0	0	418	0	0	0	0	0
Pbx1	46.444444	0	192	0	0	226	0	0	0	0	0
Abcb6	46.444444	110	308	0	0	0	0	0	0	0	0
Zbtb33	46.333333	214	203	0	0	0	0	0	0	0	0
Rap2c	46.333333	235	182	0	0	0	0	0	0	0	0
Prrc2b	46.333333	211	206	0	0	0	0	0	0	0	0
Nupr1	46.333333	0	417	0	0	0	0	0	0	0	0
Fcer1g	46.333333	161	256	0	0	0	0	0	0	0	0
Eef1akmt4-ece2	46.333333	176	241	0	0	0	0	0	0	0	0
Eef1akmt4	46.333333	176	241	0	0	0	0	0	0	0	0
Dock11	46.333333	192	225	0	0	0	0	0	0	0	0
Bcl2l2	46.333333	153	264	0	0	0	0	0	0	0	0
Alg3	46.333333	176	241	0	0	0	0	0	0	0	0
Usp24	46.222222	189	227	0	0	0	0	0	0	0	0
Ttll11	46.222222	161	255	0	0	0	0	0	0	0	0
Slc31a2	46.222222	205	211	0	0	0	0	0	0	0	0
Pde12	46.222222	132	284	0	0	0	0	0	0	0	0
Il12rb2	46.222222	111	305	0	0	0	0	0	0	0	0
Gmip	46.222222	162	254	0	0	0	0	0	0	0	0
Fgfbp3	46.222222	191	225	0	0	0	0	0	0	0	0
Asrgl1	46.222222	163	253	0	0	0	0	0	0	0	0
Arhgap29	46.222222	210	206	0	0	0	0	0	0	0	0
Wdr76	46.111111	162	253	0	0	0	0	0	0	0	0
Slc39a11	46.111111	200	215	0	0	0	0	0	0	0	0
Prep	46.111111	150	265	0	0	0	0	0	0	0	0
Plin2	46.111111	163	252	0	0	0	0	0	0	0	0
Nrep	46.111111	183	232	0	0	0	0	0	0	0	0
Mfap1a	46.111111	162	253	0	0	0	0	0	0	0	0
Aatk	46.111111	110	305	0	0	0	0	0	0	0	0
Trim44	46.000000	134	280	0	0	0	0	0	0	0	0
Tpgs1	46.000000	170	244	0	0	0	0	0	0	0	0
Smyd2	46.000000	152	262	0	0	0	0	0	0	0	0
Madcam1	46.000000	170	244	0	0	0	0	0	0	0	0
Itprip	46.000000	192	222	0	0	0	0	0	0	0	0
Ccdc110	46.000000	190	0	0	0	0	105	0	0	119	0
Zfp973	45.888889	0	0	0	0	413	0	0	0	0	0
Zfp965	45.888889	0	0	0	0	413	0	0	0	0	0
Zfp82	45.888889	150	263	0	0	0	0	0	0	0	0
Wdr83os	45.888889	99	314	0	0	0	0	0	0	0	0
Wdr83	45.888889	99	314	0	0	0	0	0	0	0	0
Slc25a5	45.888889	155	258	0	0	0	0	0	0	0	0
Man2b1	45.888889	99	314	0	0	0	0	0	0	0	0
Grb14	45.888889	224	189	0	0	0	0	0	0	0	0
Arap3	45.888889	184	229	0	0	0	0	0	0	0	0
Abi2	45.888889	169	244	0	0	0	0	0	0	0	0
Txndc17	45.777778	162	250	0	0	0	0	0	0	0	0
Snx9	45.777778	253	159	0	0	0	0	0	0	0	0
Rab23	45.777778	177	235	0	0	0	0	0	0	0	0
Pls3	45.777778	0	0	0	0	412	0	0	0	0	0
Oxct1	45.777778	169	243	0	0	0	0	0	0	0	0
4933427D14Rik	45.777778	162	250	0	0	0	0	0	0	0	0
Zfp677	45.666667	0	411	0	0	0	0	0	0	0	0
Tlk1	45.666667	184	227	0	0	0	0	0	0	0	0
Snapc4	45.666667	166	245	0	0	0	0	0	0	0	0
Selenon	45.666667	199	212	0	0	0	0	0	0	0	0
Sbp	45.666667	196	215	0	0	0	0	0	0	0	0
Nipa1	45.666667	166	245	0	0	0	0	0	0	0	0
Igsf11	45.666667	235	176	0	0	0	0	0	0	0	0
Tsr1	45.555556	185	225	0	0	0	0	0	0	0	0
Slc12a4	45.555556	325	85	0	0	0	0	0	0	0	0
Sgsm2	45.555556	185	225	0	0	0	0	0	0	0	0
Micall1	45.555556	215	195	0	0	0	0	0	0	0	0
Lrig1	45.555556	0	0	0	0	410	0	0	0	0	0
Itgav	45.555556	182	228	0	0	0	0	0	0	0	0
A630001G21Rik	45.555556	160	250	0	0	0	0	0	0	0	0
Vrk2	45.444444	184	225	0	0	0	0	0	0	0	0
Spata5l1	45.444444	154	255	0	0	0	0	0	0	0	0
Hoxa11	45.444444	100	309	0	0	0	0	0	0	0	0
Rbm33	45.333333	156	252	0	0	0	0	0	0	0	0
Pdf	45.333333	194	214	0	0	0	0	0	0	0	0
Med15	45.333333	204	204	0	0	0	0	0	0	0	0
Ice1	45.333333	173	235	0	0	0	0	0	0	0	0
Wdfy3	45.222222	235	172	0	0	0	0	0	0	0	0
Lat	45.222222	125	282	0	0	0	0	0	0	0	0
Dlx1	45.222222	97	310	0	0	0	0	0	0	0	0
Pde3b	45.111111	236	170	0	0	0	0	0	0	0	0
Itgb3bp	45.111111	121	285	0	0	0	0	0	0	0	0
Hsd11b2	45.111111	283	123	0	0	0	0	0	0	0	0
Efcab7	45.111111	121	285	0	0	0	0	0	0	0	0
Eci1	45.111111	157	249	0	0	0	0	0	0	0	0
Pxk	45.000000	219	186	0	0	0	0	0	0	0	0
Nmral1	45.000000	171	234	0	0	0	0	0	0	0	0
Gm40035	45.000000	0	0	0	138	267	0	0	0	0	0
Cux1	45.000000	173	232	0	0	0	0	0	0	0	0
Acp6	45.000000	121	284	0	0	0	0	0	0	0	0
Zkscan17	44.888889	208	196	0	0	0	0	0	0	0	0
Ube2q2	44.888889	199	205	0	0	0	0	0	0	0	0
Tpd52	44.888889	186	218	0	0	0	0	0	0	0	0
Myzap	44.888889	209	195	0	0	0	0	0	0	0	0
Mef2c	44.888889	0	404	0	0	0	0	0	0	0	0
Ccdc50	44.888889	273	131	0	0	0	0	0	0	0	0
Spata25	44.777778	0	403	0	0	0	0	0	0	0	0
Mrpl19	44.777778	222	181	0	0	0	0	0	0	0	0
Dnm1l	44.777778	200	203	0	0	0	0	0	0	0	0
Tsks	44.666667	0	0	0	0	402	0	0	0	0	0
Pea15a	44.666667	290	112	0	0	0	0	0	0	0	0
Pank4	44.666667	203	199	0	0	0	0	0	0	0	0
Ndufs4	44.666667	97	305	0	0	0	0	0	0	0	0
Hes5	44.666667	203	199	0	0	0	0	0	0	0	0
Copz2	44.666667	252	0	0	150	0	0	0	0	0	0
Stat5a	44.555556	188	213	0	0	0	0	0	0	0	0
Ppa2	44.555556	213	188	0	0	0	0	0	0	0	0
Fmnl2	44.555556	224	177	0	0	0	0	0	0	0	0
Ddx1	44.555556	219	182	0	0	0	0	0	0	0	0
C3	44.555556	0	401	0	0	0	0	0	0	0	0
Tmem18	44.444444	93	307	0	0	0	0	0	0	0	0
Tlr6	44.444444	0	400	0	0	0	0	0	0	0	0
Rad54l2	44.444444	198	202	0	0	0	0	0	0	0	0
Psmb8	44.444444	0	230	0	0	170	0	0	0	0	0
Pip4p2	44.444444	180	220	0	0	0	0	0	0	0	0
Lhfp	44.444444	156	244	0	0	0	0	0	0	0	0
Klhdc2	44.444444	190	210	0	0	0	0	0	0	0	0
Ikbkg	44.444444	198	202	0	0	0	0	0	0	0	0
G6pdx	44.444444	198	202	0	0	0	0	0	0	0	0
Fas	44.444444	147	253	0	0	0	0	0	0	0	0
Dus3l	44.444444	200	200	0	0	0	0	0	0	0	0
Bpi	44.444444	135	265	0	0	0	0	0	0	0	0
Birc3	44.444444	198	202	0	0	0	0	0	0	0	0
Zfp457	44.333333	0	399	0	0	0	0	0	0	0	0
Tymp	44.333333	209	190	0	0	0	0	0	0	0	0
Tox	44.333333	179	220	0	0	0	0	0	0	0	0
Spire2	44.333333	255	144	0	0	0	0	0	0	0	0
Sco2	44.333333	209	190	0	0	0	0	0	0	0	0
Rtn4rl1	44.333333	198	201	0	0	0	0	0	0	0	0
Marcksl1	44.333333	217	182	0	0	0	0	0	0	0	0
Efnb1	44.333333	211	188	0	0	0	0	0	0	0	0
Eefsec	44.333333	191	208	0	0	0	0	0	0	0	0
Dph1	44.333333	198	201	0	0	0	0	0	0	0	0
Usp9x	44.222222	228	170	0	0	0	0	0	0	0	0
Uqcrh	44.222222	161	237	0	0	0	0	0	0	0	0
Rpl36a	44.222222	192	206	0	0	0	0	0	0	0	0
Lrrc41	44.222222	161	237	0	0	0	0	0	0	0	0
Fbxo4	44.222222	216	182	0	0	0	0	0	0	0	0
Cfap58	44.222222	0	150	0	0	248	0	0	0	0	0
Btk	44.222222	192	206	0	0	0	0	0	0	0	0
Apold1	44.222222	150	248	0	0	0	0	0	0	0	0
Satb1	44.111111	201	196	0	0	0	0	0	0	0	401
Rpl6	44.111111	138	259	0	0	0	0	0	0	0	0
Rom1	44.111111	160	237	0	0	0	0	0	0	0	0
Rmdn2	44.111111	152	245	0	0	0	0	0	0	0	0
Rbbp5	44.111111	166	231	0	0	0	0	0	0	0	0
Eml3	44.111111	160	237	0	0	0	0	0	0	0	0
Snx19	44.000000	176	220	0	0	0	0	0	0	0	0
R3hcc1	44.000000	212	184	0	0	0	0	0	0	0	0
Prkca	44.000000	123	273	0	0	0	0	0	0	0	0
Nbas	44.000000	190	206	0	0	0	0	0	0	0	0
Itih5	44.000000	169	227	0	0	0	0	0	0	0	0
Il10rb	44.000000	237	159	0	0	0	0	0	0	0	0
Gstp3	44.000000	208	188	0	0	0	0	0	0	0	0
Cdc42ep4	44.000000	162	234	0	0	0	0	0	0	0	0
Zc3hav1l	43.888889	214	181	0	0	0	0	0	0	0	0
Synj2bp	43.888889	149	246	0	0	0	0	0	0	0	0
Rnf125	43.888889	134	261	0	0	0	0	0	0	0	0
Ptpn9	43.888889	207	188	0	0	0	0	0	0	0	0
Gm20498	43.888889	149	246	0	0	0	0	0	0	0	0
Synpo2l	43.777778	169	225	0	0	0	0	0	0	0	0
Ptdss2	43.777778	164	230	0	0	0	0	0	0	0	0
Pak6	43.777778	0	232	0	0	162	0	0	0	0	0
Myoz1	43.777778	169	225	0	0	0	0	0	0	0	0
Dtx4	43.777778	188	206	0	0	0	0	0	0	0	0
Cox7c	43.777778	124	270	0	0	0	0	0	0	0	0
Rab27a	43.666667	72	321	0	0	0	0	0	0	0	0
Ndufb8	43.666667	153	240	0	0	0	0	0	0	0	0
Josd2	43.666667	120	273	0	0	0	0	0	0	0	0
Gm14295	43.666667	0	0	0	0	393	0	0	0	0	0
Fam89a	43.666667	221	172	0	0	0	0	0	0	0	0
Dusp14	43.666667	166	227	0	0	0	0	0	0	0	0
Bcr	43.666667	184	209	0	0	0	0	0	0	0	0
Aven	43.666667	180	213	0	0	0	0	0	0	0	0
Aspdh	43.666667	120	273	0	0	0	0	0	0	0	0
Zfp970	43.555556	0	0	0	0	392	0	0	0	0	0
Vcan	43.555556	136	256	0	0	0	0	0	0	0	0
Ttc26	43.555556	210	182	0	0	0	0	0	0	0	0
Rps4x	43.555556	178	214	0	0	0	0	0	0	0	0
Prdm1	43.555556	138	254	0	0	0	0	0	0	0	0
Plppr3	43.555556	260	132	0	0	0	0	0	0	0	0
Mrpl42	43.555556	253	139	0	0	0	0	0	0	0	0
Macroh2a1	43.555556	175	217	0	0	0	0	0	0	0	0
Slc39a14	43.444444	295	96	0	0	0	0	0	0	0	0
Pvr	43.444444	188	203	0	0	0	0	0	0	0	0
Eif3c	43.444444	199	192	0	0	0	0	0	0	0	0
Slc36a4	43.333333	122	268	0	0	0	0	0	0	0	0
Slc27a1	43.333333	0	0	0	0	390	0	0	0	0	0
Polr1b	43.333333	205	185	0	0	0	0	0	0	0	0
Nxnl1	43.333333	0	0	0	0	390	0	0	0	0	0
Ndufa4	43.333333	136	254	0	0	0	0	0	0	0	0
Igsf9	43.333333	0	0	0	0	269	0	0	121	0	0
Dtx2	43.333333	210	180	0	0	0	0	0	0	0	0
Clint1	43.333333	282	108	0	0	0	0	0	0	0	0
Bbs7	43.333333	229	161	0	0	0	0	0	0	0	0
Slc35d2	43.222222	179	210	0	0	0	0	0	0	0	0
Pcp4l1	43.222222	0	0	0	0	233	0	0	156	0	0
Nt5m	43.222222	181	208	0	0	0	0	0	0	0	0
Dmrt2	43.222222	0	0	0	0	389	0	0	0	0	0
Tob2	43.111111	168	220	0	0	0	0	0	0	0	0
Pja1	43.111111	247	141	0	0	0	0	0	0	0	0
Mtus1	43.111111	139	249	0	0	0	0	0	0	0	0
Map3k1	43.111111	241	147	0	0	0	0	0	0	0	0
Wdr46	43.000000	0	172	0	0	215	0	0	0	0	0
Rab44	43.000000	141	246	0	0	0	0	0	0	0	0
Pgap6	43.000000	162	225	0	0	0	0	0	0	0	0
Pfdn6	43.000000	0	172	0	0	215	0	0	0	0	0
Numa1	43.000000	203	184	0	0	0	0	0	0	0	0
Gkap1	43.000000	221	166	0	0	0	0	0	0	0	0
Zfp169	42.888889	149	237	0	0	0	0	0	0	0	0
Srpk2	42.888889	327	59	0	0	0	0	0	0	0	0
Slc35b4	42.888889	221	165	0	0	0	0	0	0	0	0
Pou2f2	42.888889	229	157	0	0	0	0	0	0	0	0
Lats1	42.888889	165	221	0	0	0	0	0	0	0	0
Egr2	42.888889	117	269	0	0	0	0	0	0	0	0
Nfkb1	42.777778	171	214	0	0	0	0	0	0	0	0
Ppargc1b	42.666667	221	163	0	0	0	0	0	0	0	0
Pitpnc1	42.666667	169	215	0	0	0	0	0	0	0	0
Bbs5	42.666667	212	172	0	0	0	0	0	0	0	0
Angptl8	42.666667	149	235	0	0	0	0	0	0	0	0
Vash2	42.555556	0	0	0	0	290	0	0	0	93	0
Unc13d	42.555556	227	156	0	0	0	0	0	0	0	0
Pkig	42.555556	144	239	0	0	0	0	0	0	0	0
Lrch1	42.555556	242	141	0	0	0	0	0	0	0	0
Fndc3a	42.555556	221	162	0	0	0	0	0	0	0	0
Fbxw8	42.555556	217	166	0	0	0	0	0	0	0	0
Zfp553	42.444444	172	210	0	0	0	0	0	0	0	0
Tbl1x	42.444444	181	201	0	0	0	0	0	0	0	0
Srprb	42.444444	171	211	0	0	0	0	0	0	0	0
Sema4f	42.444444	0	0	0	0	382	0	0	0	0	0
Rbm12b1	42.444444	165	217	0	0	0	0	0	0	0	0
Aim2	42.444444	0	0	0	0	382	0	0	0	0	0
Afmid	42.444444	135	247	0	0	0	0	0	0	0	0
Mterf4	42.333333	160	221	0	0	0	0	0	0	0	0
Gm14440	42.333333	0	0	0	0	381	0	0	0	0	0
Gm14288	42.333333	0	0	0	0	381	0	0	0	0	0
Dazl	42.333333	263	118	0	0	0	0	0	0	0	0
Zfp558	42.222222	219	161	0	0	0	0	0	0	0	0
Tmem267	42.222222	177	203	0	0	0	0	0	0	0	0
Mbd3l1	42.222222	219	161	0	0	0	0	0	0	0	0
Kpna6	42.222222	146	234	0	0	0	0	0	0	0	0
Gm7762	42.222222	88	103	0	0	189	0	0	0	0	0
Ttpa	42.111111	161	218	0	0	0	0	0	0	0	0
Tal1	42.111111	198	181	0	0	0	0	0	0	0	0
Slc50a1	42.111111	219	160	0	0	0	0	0	0	0	0
Slc35e4	42.111111	211	168	0	0	0	0	0	0	0	0
Map3k6	42.111111	112	267	0	0	0	0	0	0	0	0
Ipo13	42.111111	194	185	0	0	0	0	0	0	0	0
Gucy1b1	42.111111	0	0	0	0	379	0	0	0	0	0
Fmnl1	42.111111	168	211	0	0	0	0	0	0	0	0
Fcgr3	42.111111	222	157	0	0	0	0	0	0	0	0
Dynlrb2	42.111111	195	184	0	0	0	0	0	0	0	0
Dpm3	42.111111	219	160	0	0	0	0	0	0	0	0
Cdyl2	42.111111	240	139	0	0	0	0	0	0	0	0
Tmem141	42.000000	213	165	0	0	0	0	0	0	0	0
Syne1	42.000000	116	262	0	0	0	0	0	0	0	0
Slc2a3	42.000000	0	378	0	0	0	0	0	0	0	0
Epm2a	42.000000	151	227	0	0	0	0	0	0	0	0
Ccdc183	42.000000	213	165	0	0	0	0	0	0	0	0
Zup1	41.888889	152	225	0	0	0	0	0	0	0	0
