Target_genes	Nr1d2|Average	SRX109462|Liver	SRX128174|Liver	SRX128175|Liver	SRX1161941|Th17_Cells	STRING
Ptgfr	31.750000	127	0	0	0	0
Plekha8	31.750000	127	0	0	0	0
Pla2g12a	31.750000	0	127	0	0	0
Picalm	31.750000	127	0	0	0	0
Pgpep1	31.750000	127	0	0	0	0
Parp3	31.750000	127	0	0	0	0
Narf	31.750000	127	0	0	0	0
Mrpl9	31.750000	0	127	0	0	0
Mroh6	31.750000	0	127	0	0	0
Gm12500	31.750000	127	0	0	0	0
Fkbp14	31.750000	127	0	0	0	0
C8a	31.750000	127	0	0	0	0
Ampd2	31.750000	127	0	0	0	0
2300009A05Rik	31.750000	127	0	0	0	0
Tusc2	31.500000	126	0	0	0	0
Tubg1	31.500000	126	0	0	0	0
Snai2	31.500000	126	0	0	0	0
Retreg3	31.500000	126	0	0	0	0
Pten	31.500000	126	0	0	0	0
Ppp1ccb	31.500000	126	0	0	0	0
Ppp1cc	31.500000	126	0	0	0	0
Mrpl30	31.500000	0	126	0	0	0
Mitd1	31.500000	0	126	0	0	0
Lclat1	31.500000	126	0	0	0	0
Irgm1	31.500000	126	0	0	0	0
Fas	31.500000	0	126	0	0	0
Enc1	31.500000	0	126	0	0	0
Emsy	31.500000	126	0	0	0	0
Chuk	31.500000	126	0	0	0	0
Ccdc169	31.500000	126	0	0	0	0
Alg14	31.500000	126	0	0	0	0
Ahcy	31.500000	126	0	0	0	0
Adprh	31.500000	126	0	0	0	0
Wipf2	31.250000	0	125	0	0	0
Vps37b	31.250000	0	0	0	125	0
Trex1	31.250000	125	0	0	0	0
Srpk2	31.250000	0	0	0	125	0
Spink5	31.250000	125	0	0	0	0
Slc39a7	31.250000	0	125	0	0	0
Slc38a3	31.250000	125	0	0	0	0
Shisa5	31.250000	125	0	0	0	0
Rxrb	31.250000	0	125	0	0	0
Naaladl2	31.250000	125	0	0	0	0
Mmd	31.250000	125	0	0	0	0
Ints1	31.250000	0	125	0	0	0
Hpgd	31.250000	125	0	0	0	0
H2-Ke6	31.250000	0	125	0	0	0
Ccdc162	31.250000	0	125	0	0	0
Ahnak	31.250000	125	0	0	0	0
Wdr77	31.000000	0	124	0	0	0
Slc10a2	31.000000	124	0	0	0	0
Mrgprg	31.000000	124	0	0	0	0
Mob3c	31.000000	124	0	0	0	0
Igf1	31.000000	124	0	0	0	0
Gm21885	31.000000	0	124	0	0	0
Gar1	31.000000	124	0	0	0	0
Egln3	31.000000	124	0	0	0	0
Cdh1	31.000000	124	0	0	0	0
Atp5pb	31.000000	0	124	0	0	0
Acap2	31.000000	124	0	0	0	0
Vmn2r102	30.750000	123	0	0	0	0
Ufl1	30.750000	0	123	0	0	0
Uap1	30.750000	123	0	0	0	0
Trip12	30.750000	123	0	0	0	0
Tlr3	30.750000	123	0	0	0	0
Sult1e1	30.750000	123	0	0	0	0
Snrnp27	30.750000	0	123	0	0	0
Rnf11	30.750000	0	123	0	0	0
Ptk2b	30.750000	123	0	0	0	0
Prtn3	30.750000	123	0	0	0	0
Plppr3	30.750000	123	0	0	0	0
Mettl25	30.750000	0	123	0	0	0
Hhex	30.750000	0	123	0	0	0
Gtpbp8	30.750000	123	0	0	0	0
Gins4	30.750000	0	123	0	0	0
Fn3k	30.750000	123	0	0	0	0
Fbxo36	30.750000	123	0	0	0	0
Elmo1	30.750000	123	0	0	0	0
Dtx4	30.750000	123	0	0	0	0
Ccdc59	30.750000	0	123	0	0	0
1810055G02Rik	30.750000	123	0	0	0	0
Zfp655	30.500000	122	0	0	0	0
Zc3h14	30.500000	122	0	0	0	0
Wdr95	30.500000	0	0	0	122	0
Smim15	30.500000	122	0	0	0	0
Rhpn2	30.500000	122	0	0	0	0
Nat10	30.500000	0	122	0	0	0
Marveld1	30.500000	122	0	0	0	0
Il22ra1	30.500000	122	0	0	0	0
Cisd3	30.500000	0	122	0	0	0
Aadacl4	30.500000	122	0	0	0	0
Vps13d	30.250000	121	0	0	0	0
Txnrd1	30.250000	121	0	0	0	0
Tvp23a	30.250000	0	121	0	0	0
Rc3h1	30.250000	121	0	0	0	0
Prps1l1	30.250000	121	0	0	0	0
Ppie	30.250000	0	121	0	0	0
Ndufa12	30.250000	121	0	0	0	0
Mup21	30.250000	121	0	0	0	0
Hmga1b	30.250000	0	121	0	0	0
Hmga1	30.250000	0	121	0	0	0
Hadhb	30.250000	121	0	0	0	0
Hadha	30.250000	121	0	0	0	0
Gramd3	30.250000	0	121	0	0	0
Dnajc11	30.250000	0	121	0	0	0
Ddb2	30.250000	121	0	0	0	0
Trim12a	30.000000	0	0	0	120	0
Trim11	30.000000	120	0	0	0	0
Tmem209	30.000000	0	0	0	120	0
Tcf4	30.000000	0	120	0	0	0
Supt7l	30.000000	0	120	0	0	0
Ssmem1	30.000000	0	0	0	120	0
Srek1ip1	30.000000	0	0	0	120	0
Slc4a1ap	30.000000	0	120	0	0	0
Oxr1	30.000000	120	0	0	0	0
Mrm3	30.000000	0	0	0	120	0
Glod4	30.000000	0	0	0	120	0
E2f3	30.000000	120	0	0	0	0
Dnaja1	30.000000	120	0	0	0	0
Cwc27	30.000000	0	0	0	120	0
1700037H04Rik	30.000000	120	0	0	0	0
Vasn	29.750000	119	0	0	0	0
Rab1a	29.750000	119	0	0	0	0
Plxdc1	29.750000	0	119	0	0	0
Nsun6	29.750000	119	0	0	0	0
Nars	29.750000	0	119	0	0	0
Mob3b	29.750000	119	0	0	0	0
Mcm7	29.750000	0	119	0	0	0
Maml1	29.750000	0	119	0	0	0
Lysmd3	29.750000	119	0	0	0	0
Ifnk	29.750000	119	0	0	0	0
Gpx4	29.750000	119	0	0	0	0
Fads1	29.750000	119	0	0	0	0
Commd1	29.750000	119	0	0	0	0
Arrdc4	29.750000	119	0	0	0	0
Arl5b	29.750000	119	0	0	0	0
Ap4m1	29.750000	0	119	0	0	0
Amt	29.750000	0	119	0	0	0
Zdhhc14	29.500000	118	0	0	0	0
Wipf3	29.500000	118	0	0	0	0
Tmem245	29.500000	118	0	0	0	0
Sox9	29.500000	118	0	0	0	0
Rnf187	29.500000	118	0	0	0	0
Ptpn6	29.500000	118	0	0	0	0
Mrpl23	29.500000	118	0	0	0	0
Mctp2	29.500000	118	0	0	0	0
Grcc10	29.500000	118	0	0	0	0
Ccnd3	29.500000	118	0	0	0	0
Bsg	29.500000	0	118	0	0	0
Apoa4	29.500000	118	0	0	0	0
Tlcd4	29.250000	117	0	0	0	0
Rnf149	29.250000	0	117	0	0	0
Pomt1	29.250000	0	117	0	0	0
P2ry1	29.250000	117	0	0	0	0
Osbpl11	29.250000	0	117	0	0	0
Olig1	29.250000	117	0	0	0	0
Mtf2	29.250000	0	117	0	0	0
Asxl1	29.250000	0	117	0	0	0
Aff1	29.250000	117	0	0	0	0
Ttll11	29.000000	0	116	0	0	0
Proca1	29.000000	116	0	0	0	0
Ikbke	29.000000	116	0	0	0	0
Hsd17b13	29.000000	116	0	0	0	0
Eif2b5	29.000000	0	116	0	0	0
Noxo1	28.750000	0	115	0	0	0
Ndufs1	28.750000	115	0	0	0	0
Gfer	28.750000	0	115	0	0	0
Fam81a	28.750000	115	0	0	0	0
Eif3b	28.750000	0	0	0	115	0
Eef1b2	28.750000	115	0	0	0	0
Dyrk1a	28.750000	0	0	0	115	0
Dcaf1	28.750000	0	0	0	115	0
Bmf	28.750000	115	0	0	0	0
Tlcd5	28.500000	114	0	0	0	0
Sdha	28.500000	114	0	0	0	0
Mthfs	28.500000	0	114	0	0	0
Insr	28.500000	114	0	0	0	0
Inppl1	28.500000	114	0	0	0	0
Gm10639	28.500000	114	0	0	0	0
Dstn	28.500000	114	0	0	0	0
Dmgdh	28.500000	0	114	0	0	0
Dera	28.500000	114	0	0	0	0
Cstf2t	28.500000	0	114	0	0	0
Ccdc127	28.500000	114	0	0	0	0
Bhmt2	28.500000	0	114	0	0	0
Bcat2	28.500000	114	0	0	0	0
Arid3b	28.500000	0	114	0	0	0
Ap1m1	28.500000	114	0	0	0	0
Ubn2	28.250000	0	113	0	0	0
Ube2j2	28.250000	0	113	0	0	0
Stambpl1	28.250000	113	0	0	0	0
Slfn14	28.250000	113	0	0	0	0
Ranbp3	28.250000	113	0	0	0	0
Prickle3	28.250000	113	0	0	0	0
Plpp6	28.250000	113	0	0	0	0
Plpp1	28.250000	113	0	0	0	0
Pla2g4d	28.250000	113	0	0	0	0
Phf20	28.250000	113	0	0	0	0
Pde6c	28.250000	113	0	0	0	0
Pcsk6	28.250000	113	0	0	0	0
Nfix	28.250000	113	0	0	0	0
Mob1b	28.250000	0	113	0	0	0
Mknk2	28.250000	0	113	0	0	0
Hacd3	28.250000	113	0	0	0	0
H3c15	28.250000	0	0	0	113	0
H3c14	28.250000	0	0	0	113	0
H2ac19	28.250000	0	0	0	113	0
H2ac18	28.250000	0	0	0	113	0
Fabp1	28.250000	0	113	0	0	0
Chmp4c	28.250000	113	0	0	0	0
Ccdc63	28.250000	0	0	0	113	0
Apoc1	28.250000	113	0	0	0	0
Aco1	28.250000	113	0	0	0	0
Abcb4	28.250000	113	0	0	0	0
4430402I18Rik	28.250000	113	0	0	0	0
Zfhx4	28.000000	112	0	0	0	0
Top2b	28.000000	112	0	0	0	0
Rptor	28.000000	0	112	0	0	0
Rplp2	28.000000	0	112	0	0	0
Prr18	28.000000	112	0	0	0	0
Pidd1	28.000000	0	112	0	0	0
Pex5	28.000000	112	0	0	0	0
Nhlrc2	28.000000	112	0	0	0	0
Mx2	28.000000	112	0	0	0	0
Hemk1	28.000000	0	0	0	112	0
Fech	28.000000	112	0	0	0	0
Ddx46	28.000000	0	112	0	0	0
Dclre1a	28.000000	112	0	0	0	0
Cnnm4	28.000000	0	112	0	0	0
Chchd3	28.000000	112	0	0	0	0
Arnt	28.000000	0	112	0	0	0
Akap8	28.000000	112	0	0	0	0
Rbp4	27.750000	111	0	0	0	0
Ptp4a1	27.750000	111	0	0	0	0
Psmd7	27.750000	0	111	0	0	0
Ppargc1a	27.750000	111	0	0	0	0
Med21	27.750000	111	0	0	0	0
H4c4	27.750000	0	111	0	0	0
H2bc6	27.750000	0	111	0	0	0
D16Ertd472e	27.750000	0	0	0	111	0
Cln5	27.750000	111	0	0	0	0
Cdc34	27.750000	0	111	0	0	0
Ccnl1	27.750000	111	0	0	0	0
Acss3	27.750000	111	0	0	0	0
Tmcc3	27.500000	0	110	0	0	0
Sod1	27.500000	110	0	0	0	0
Smim13	27.500000	110	0	0	0	0
Poli	27.500000	110	0	0	0	0
Pex11g	27.500000	110	0	0	0	0
Gna12	27.500000	110	0	0	0	0
Gmfb	27.500000	0	110	0	0	0
Glt1d1	27.500000	110	0	0	0	0
Gchfr	27.500000	110	0	0	0	0
Atf1	27.500000	110	0	0	0	0
Zzef1	27.250000	0	109	0	0	0
Zfand4	27.250000	0	109	0	0	0
Tmem189	27.250000	109	0	0	0	0
Tmem131	27.250000	0	109	0	0	0
Stra8	27.250000	0	0	0	109	0
Pxn	27.250000	109	0	0	0	0
Pmm1	27.250000	109	0	0	0	0
Phyhd1	27.250000	109	0	0	0	0
Pag1	27.250000	109	0	0	0	0
Nmnat3	27.250000	109	0	0	0	0
Cyb5d2	27.250000	0	109	0	0	0
Cep250	27.250000	0	109	0	0	0
Atp6v0c	27.250000	0	109	0	0	0
Zfp428	27.000000	108	0	0	0	0
Zfp169	27.000000	0	0	0	108	0
Wdr7	27.000000	0	108	0	0	0
Tie1	27.000000	108	0	0	0	0
St3gal2	27.000000	0	108	0	0	0
Olfr525	27.000000	0	0	0	108	0
Gpld1	27.000000	108	0	0	0	0
Dnal1	27.000000	0	0	0	108	0
Aldh8a1	27.000000	108	0	0	0	0
Tmem212	26.750000	107	0	0	0	0
Tiam2	26.750000	107	0	0	0	0
Oxnad1	26.750000	107	0	0	0	0
Ndufa5	26.750000	0	107	0	0	0
Lrrk1	26.750000	107	0	0	0	0
Dph3	26.750000	107	0	0	0	0
Asb15	26.750000	0	107	0	0	0
Angptl6	26.750000	107	0	0	0	0
Anapc10	26.750000	0	107	0	0	0
Abce1	26.750000	0	107	0	0	0
Zfp652	26.500000	0	0	0	106	0
Rhof	26.500000	106	0	0	0	0
Nek6	26.500000	106	0	0	0	0
Hmgb1	26.500000	106	0	0	0	0
Ephb4	26.500000	106	0	0	0	0
Bnip1	26.500000	0	106	0	0	0
Bet1	26.500000	0	106	0	0	0
Atox1	26.500000	106	0	0	0	0
Pacsin3	26.250000	0	105	0	0	0
Lrrc24	26.250000	105	0	0	0	0
Hspb8	26.250000	105	0	0	0	0
Gpcpd1	26.250000	0	105	0	0	0
Csrnp1	26.250000	105	0	0	0	0
Cox18	26.250000	105	0	0	0	0
C030006K11Rik	26.250000	105	0	0	0	0
Zgpat	26.000000	0	104	0	0	0
Ube2g2	26.000000	104	0	0	0	0
Snrpa	26.000000	104	0	0	0	0
Slc16a12	26.000000	104	0	0	0	0
Serpinf1	26.000000	104	0	0	0	0
Nemp1	26.000000	104	0	0	0	0
Gorasp2	26.000000	0	104	0	0	0
Edem3	26.000000	104	0	0	0	0
BC024978	26.000000	104	0	0	0	0
Arfrp1	26.000000	0	104	0	0	0
Zkscan6	25.750000	103	0	0	0	0
Zfp354a	25.750000	103	0	0	0	0
Ugt1a5	25.750000	103	0	0	0	0
Txndc12	25.750000	103	0	0	0	0
Taok3	25.750000	0	103	0	0	0
Ssr3	25.750000	103	0	0	0	0
Slc7a7	25.750000	103	0	0	0	0
Rtl6	25.750000	0	103	0	0	0
Rfx4	25.750000	103	0	0	0	0
Raf1	25.750000	0	0	0	103	0
Mllt10	25.750000	0	103	0	0	0
H2bc4	25.750000	103	0	0	0	0
H2ac6	25.750000	103	0	0	0	0
Fbf1	25.750000	103	0	0	0	0
Btf3l4	25.750000	103	0	0	0	0
Asb4	25.750000	103	0	0	0	0
Adnp	25.750000	0	103	0	0	0
Wbp4	25.500000	0	102	0	0	0
Tmem150a	25.500000	102	0	0	0	0
Tmem107	25.500000	0	0	0	102	0
Rchy1	25.500000	102	0	0	0	0
Ppp1r8	25.500000	0	102	0	0	0
Opa1	25.500000	0	102	0	0	0
Myo10	25.500000	102	0	0	0	0
Krt8	25.500000	102	0	0	0	0
Hectd1	25.500000	0	102	0	0	0
Gatb	25.500000	0	102	0	0	0
Fnbp4	25.500000	102	0	0	0	0
Elf1	25.500000	0	102	0	0	0
Ddx52	25.500000	102	0	0	0	0
Carhsp1	25.500000	102	0	0	0	0
Ankrd33	25.500000	0	102	0	0	0
Uckl1	25.250000	0	101	0	0	0
Tatdn3	25.250000	0	101	0	0	0
Stat5b	25.250000	0	101	0	0	0
Stard7	25.250000	101	0	0	0	0
Sfxn5	25.250000	101	0	0	0	0
Plcd1	25.250000	101	0	0	0	0
Nsl1	25.250000	0	101	0	0	0
Mapkapk3	25.250000	101	0	0	0	0
Cdc5l	25.250000	101	0	0	0	0
Auh	25.250000	0	101	0	0	0
Aebp2	25.250000	0	0	0	101	0
Zfp703	25.000000	100	0	0	0	0
Wbp1	25.000000	0	100	0	0	0
Tfcp2l1	25.000000	0	100	0	0	0
Tet2	25.000000	100	0	0	0	0
Ppp1r14a	25.000000	100	0	0	0	0
Pdhb	25.000000	100	0	0	0	0
Mydgf	25.000000	100	0	0	0	0
Mrnip	25.000000	0	100	0	0	0
Ino80b	25.000000	0	100	0	0	0
Hipk3	25.000000	100	0	0	0	0
Haus6	25.000000	0	100	0	0	0
Ftl1	25.000000	100	0	0	0	0
Abcg2	25.000000	100	0	0	0	0
Rexo1	24.750000	0	99	0	0	0
Polr3gl	24.750000	0	99	0	0	0
Otud4	24.750000	0	99	0	0	0
Msi2	24.750000	0	99	0	0	0
H2bc12	24.750000	99	0	0	0	0
H2ac12	24.750000	99	0	0	0	0
Galm	24.750000	99	0	0	0	0
Cyp2b9	24.750000	0	99	0	0	0
Cstf1	24.750000	0	99	0	0	0
Cfap298	24.750000	0	99	0	0	0
Aurka	24.750000	0	99	0	0	0
Ankrd34a	24.750000	0	99	0	0	0
Tspan12	24.500000	98	0	0	0	0
Tatdn2	24.500000	0	98	0	0	0
Ppil1	24.500000	0	98	0	0	0
Poc1a	24.500000	98	0	0	0	0
Med31	24.500000	98	0	0	0	0
Lgals3bp	24.500000	0	98	0	0	0
G3bp1	24.500000	98	0	0	0	0
Eci2	24.500000	98	0	0	0	0
Dsg2	24.500000	98	0	0	0	0
C2cd2l	24.500000	98	0	0	0	0
BC004004	24.500000	0	98	0	0	0
4930563E22Rik	24.500000	98	0	0	0	0
Tia1	24.250000	0	97	0	0	0
Spata33	24.250000	97	0	0	0	0
Slc26a6	24.250000	97	0	0	0	0
Rab11a	24.250000	0	97	0	0	0
Polr2e	24.250000	0	97	0	0	0
Lrrc8a	24.250000	0	97	0	0	0
Gapdh	24.250000	97	0	0	0	0
Dgat1	24.250000	0	97	0	0	0
Chmp1a	24.250000	97	0	0	0	0
Atp13a1	24.250000	97	0	0	0	0
Rfx1	24.000000	96	0	0	0	0
Nomo1	24.000000	96	0	0	0	0
Hsd17b7	24.000000	96	0	0	0	0
Dcp1a	24.000000	0	96	0	0	0
Abcc6	24.000000	96	0	0	0	0
Mettl7a3	23.750000	95	0	0	0	0
Dohh	23.750000	0	95	0	0	0
Ddit4	23.750000	95	0	0	0	0
Zfp36l1	23.500000	0	94	0	0	0
Vps26c	23.500000	94	0	0	0	0
Stat5a	23.500000	0	94	0	0	0
Rps2	23.500000	0	94	0	0	0
Rpl3l	23.500000	0	94	0	0	0
Psmb6	23.500000	0	94	0	0	0
Ppp1r27	23.500000	94	0	0	0	0
Ndufb10	23.500000	0	94	0	0	0
Mgat5	23.500000	94	0	0	0	0
Mcrip1	23.500000	94	0	0	0	0
Map3k14	23.500000	94	0	0	0	0
Cracr2b	23.500000	0	94	0	0	0
Col6a6	23.500000	94	0	0	0	0
Chrnb1	23.500000	94	0	0	0	0
Usp21	23.250000	0	93	0	0	0
Prorp	23.250000	0	93	0	0	0
Ogfod2	23.250000	93	0	0	0	0
Klrc3	23.250000	0	0	0	93	0
Dthd1	23.250000	0	0	0	93	0
Arl6ip4	23.250000	93	0	0	0	0
Apobec1	23.250000	93	0	0	0	0
Anxa11	23.250000	93	0	0	0	0
Ambra1	23.250000	93	0	0	0	0
Alb	23.250000	93	0	0	0	0
Wdr75	23.000000	0	92	0	0	0
Ube3a	23.000000	92	0	0	0	0
Tmem203	23.000000	0	92	0	0	0
Rit1	23.000000	92	0	0	0	0
Pcbp2	23.000000	0	92	0	0	0
Ndor1	23.000000	0	92	0	0	0
Efnb1	23.000000	0	92	0	0	0
Aifm2	23.000000	92	0	0	0	0
Sfpq	22.750000	0	91	0	0	0
Ndufa4	22.750000	91	0	0	0	0
Litaf	22.750000	0	91	0	0	0
H4c9	22.750000	0	91	0	0	0
H2bc11	22.750000	0	91	0	0	0
H2ac11	22.750000	0	91	0	0	0
Efcab2	22.750000	0	91	0	0	0
Tecr	22.500000	90	0	0	0	0
Rarb	22.500000	90	0	0	0	0
Rab40c	22.500000	0	90	0	0	0
Plcb2	22.500000	0	90	0	0	0
Cela2a	22.500000	90	0	0	0	0
Ccdc107	22.500000	0	90	0	0	0
Atg4d	22.500000	90	0	0	0	0
Ptov1	22.250000	0	0	0	89	0
Nup188	22.250000	0	89	0	0	0
Gtf2ird2	22.250000	89	0	0	0	0
Gda	22.250000	89	0	0	0	0
Dolk	22.250000	0	89	0	0	0
Angptl4	22.250000	0	89	0	0	0
Uros	22.000000	88	0	0	0	0
Bccip	22.000000	88	0	0	0	0
Zbtb44	21.750000	87	0	0	0	0
Tgm1	21.750000	87	0	0	0	0
Pcmt1	21.750000	87	0	0	0	0
Nup43	21.750000	87	0	0	0	0
Klf10	21.750000	0	87	0	0	0
Galk2	21.750000	0	87	0	0	0
Cops2	21.750000	0	87	0	0	0
Chd8	21.750000	0	87	0	0	0
Amotl2	21.750000	0	87	0	0	0
Zfp930	21.500000	86	0	0	0	0
Slc22a27	21.500000	86	0	0	0	0
Rbpj	21.500000	0	0	0	86	0
Ier2	21.500000	86	0	0	0	0
Camk2n1	21.500000	0	86	0	0	0
Ap1g1	21.500000	0	86	0	0	0
Tsen34	21.250000	85	0	0	0	0
Trp53bp2	21.250000	85	0	0	0	0
Psd	21.250000	85	0	0	0	0
Mboat7	21.250000	85	0	0	0	0
Fbxl15	21.250000	85	0	0	0	0
Cep72	21.250000	0	85	0	0	0
Tbcd	21.000000	84	0	0	0	0
Surf4	21.000000	0	84	0	0	0
Stkld1	21.000000	0	84	0	0	0
Pcf11	21.000000	0	84	0	0	0
Gsta1	21.000000	84	0	0	0	0
Ermp1	21.000000	0	84	0	0	0
Cblb	21.000000	84	0	0	0	0
Alpk1	21.000000	84	0	0	0	0
Zfp687	20.750000	83	0	0	0	0
Trp53inp1	20.750000	83	0	0	0	0
Tnfaip1	20.750000	83	0	0	0	0
Tbccd1	20.750000	83	0	0	0	0
Rhod	20.750000	0	83	0	0	0
Nab1	20.750000	83	0	0	0	0
Ift20	20.750000	83	0	0	0	0
Dnajb11	20.750000	83	0	0	0	0
Cyren	20.750000	0	83	0	0	0
Atg14	20.750000	0	83	0	0	0
Rxra	20.500000	82	0	0	0	0
Oser1	20.500000	82	0	0	0	0
Nme1	20.500000	0	82	0	0	0
Gpr68	20.500000	0	0	0	82	0
Dync1i2	20.500000	0	82	0	0	0
Dnah8	20.500000	0	0	0	82	0
Bloc1s5	20.500000	0	82	0	0	0
Tmem115	20.250000	0	81	0	0	0
Rrp36	20.250000	81	0	0	0	0
Ngly1	20.250000	0	81	0	0	0
Ep400	20.250000	0	81	0	0	0
Zkscan3	20.000000	80	0	0	0	0
Gm33989	20.000000	80	0	0	0	0
Ctsf	20.000000	0	80	0	0	0
Ccar1	20.000000	0	80	0	0	0
Adi1	20.000000	80	0	0	0	0
Rrs1	19.500000	78	0	0	0	0
Mcts2	19.500000	0	78	0	0	0
Adhfe1	19.500000	78	0	0	0	0
Sirt7	19.250000	77	0	0	0	0
Ccnq	19.250000	0	77	0	0	0
Snrpd2	19.000000	76	0	0	0	0
Qpctl	19.000000	76	0	0	0	0
Gemin6	19.000000	76	0	0	0	0
Parp2	18.750000	0	75	0	0	0
H4c2	18.750000	0	75	0	0	0
H4c1	18.750000	0	75	0	0	0
H3c2	18.750000	0	75	0	0	0
Med13	18.500000	0	74	0	0	0
Ptgr2	18.250000	0	73	0	0	0
Med6	18.250000	0	73	0	0	0
H2bl1	18.250000	0	73	0	0	0
Anapc5	18.250000	0	73	0	0	0
Fbxo30	18.000000	0	72	0	0	0
Znrf1	17.750000	71	0	0	0	0
Sh3d19	17.750000	71	0	0	0	0
Nbr1	17.750000	71	0	0	0	0
Brca1	17.750000	71	0	0	0	0
Mtg1	17.500000	0	70	0	0	0
Tmem175	17.250000	0	69	0	0	0
Gak	17.250000	0	69	0	0	0
Utp23	16.750000	67	0	0	0	0
Gm13285	16.750000	0	67	0	0	0
Gm13279	16.750000	0	67	0	0	0
Gm13278	16.750000	0	67	0	0	0
Gm13277	16.750000	0	67	0	0	0
Gm13276	16.750000	0	67	0	0	0
Bmp2k	16.750000	67	0	0	0	0
Tm9sf4	16.500000	0	66	0	0	0
Tfr2	16.500000	66	0	0	0	0
Tubb4b	16.000000	0	64	0	0	0
Zfp692	15.500000	0	62	0	0	0
Hcrt	0.000000	0	0	0	0	401
