Target_genes	Irf5|Average	SRX10652558|CD4+_T_cells	SRX3380962|Dendritic_Cells	SRX3380963|Dendritic_Cells	SRX3380964|Dendritic_Cells	STRING
Tsc2	27.000000	0	0	0	108	0
Tnfrsf22	27.000000	0	0	0	108	0
Tcea2	27.000000	0	0	0	108	0
Tatdn1	27.000000	0	0	0	108	0
Rps13	27.000000	0	0	0	108	0
Rnf43	27.000000	0	0	0	108	0
Ric8a	27.000000	0	0	0	108	0
Rc3h2	27.000000	0	0	0	108	0
Qsox2	27.000000	0	0	0	108	0
Ntpcr	27.000000	0	0	0	108	0
Nthl1	27.000000	0	0	0	108	0
Ndufb9	27.000000	0	0	0	108	0
Natd1	27.000000	0	0	108	0	0
N4bp3	27.000000	0	0	0	108	0
Mllt1	27.000000	0	0	108	0	0
Mdh1	27.000000	0	0	0	108	0
Mbd3l1	27.000000	0	0	0	108	0
Ldlrad2	27.000000	0	0	0	108	0
Lca5l	27.000000	0	0	0	108	0
Inpp5k	27.000000	0	0	0	108	0
Ift88	27.000000	0	0	0	108	0
Icos	27.000000	0	0	108	0	0
Hif1an	27.000000	0	0	0	108	0
Hhex	27.000000	0	0	0	108	0
Gnpnat1	27.000000	0	0	0	108	0
Fbxo9	27.000000	0	0	0	108	0
Fbxo48	27.000000	0	0	0	108	0
Eml5	27.000000	0	0	0	108	0
Ctr9	27.000000	0	0	0	108	0
Cilk1	27.000000	0	0	0	108	0
Ccdc15	27.000000	0	0	0	108	0
Btbd6	27.000000	0	0	0	108	0
Bet1l	27.000000	0	0	0	108	0
Atxn2	27.000000	0	0	0	108	0
Akr1b10	27.000000	0	0	0	108	0
Agps	27.000000	0	0	0	108	0
Agk	27.000000	0	0	0	108	0
Afg3l2	27.000000	0	0	0	108	0
Afg1l	27.000000	0	0	108	0	0
Tfdp2	26.750000	0	0	0	107	0
Slc25a33	26.750000	0	0	0	107	0
Slc25a22	26.750000	0	0	107	0	0
Sbno1	26.750000	0	0	0	107	0
Qrich1	26.750000	0	0	0	107	0
Pitpnc1	26.750000	0	0	0	107	0
Pip4k2c	26.750000	0	0	0	107	0
Olig1	26.750000	0	0	107	0	0
Nono	26.750000	0	0	107	0	0
Neurl1b	26.750000	0	0	0	107	0
Mrtfb	26.750000	0	0	0	107	0
Mib1	26.750000	0	0	107	0	0
Mbd1	26.750000	0	0	0	107	0
Lgals3bp	26.750000	0	0	107	0	0
Klc3	26.750000	0	0	107	0	0
Kifc1	26.750000	0	0	0	107	0
Golga5	26.750000	0	0	0	107	0
Gm5174	26.750000	0	0	107	0	0
Dnm1	26.750000	0	0	107	0	0
Cxxc1	26.750000	0	0	0	107	0
C330007P06Rik	26.750000	0	0	107	0	0
Zbtb25	26.500000	0	0	0	106	0
Zbtb1	26.500000	0	0	0	106	0
Uqcrh	26.500000	0	0	0	106	0
Ubap2	26.500000	0	0	0	106	0
Trim46	26.500000	0	0	106	0	0
Top2b	26.500000	0	0	0	106	0
Tec	26.500000	0	0	0	106	0
Slc38a2	26.500000	0	0	0	106	0
Sh3glb1	26.500000	0	106	0	0	0
Raly	26.500000	0	0	0	106	0
Rab27a	26.500000	0	0	0	106	0
Ptbp3	26.500000	0	0	0	106	0
Pigbos1	26.500000	0	0	0	106	0
Pigb	26.500000	0	0	0	106	0
Nagpa	26.500000	0	0	0	106	0
Mrpl34	26.500000	0	0	0	106	0
Mier3	26.500000	0	0	0	106	0
Lrrc41	26.500000	0	0	0	106	0
Krtcap2	26.500000	0	0	106	0	0
Hspa4	26.500000	0	0	0	106	0
Helz	26.500000	0	0	0	106	0
Haghl	26.500000	0	0	106	0	0
Gzf1	26.500000	0	0	0	106	0
Ear10	26.500000	0	106	0	0	0
Ctnna3	26.500000	0	0	0	106	0
Ccdc78	26.500000	0	0	106	0	0
Bub3	26.500000	0	0	0	106	0
B9d1	26.500000	0	0	106	0	0
Abhd8	26.500000	0	0	0	106	0
Abcc2	26.500000	0	106	0	0	0
Zmym2	26.250000	0	0	0	105	0
Wdr45b	26.250000	0	0	0	105	0
Txnl4a	26.250000	0	0	0	105	0
Tigar	26.250000	0	0	0	105	0
Stx7	26.250000	0	0	0	105	0
Ss18l1	26.250000	0	0	0	105	0
Rcn1	26.250000	0	0	0	105	0
Psma7	26.250000	0	0	0	105	0
Oplah	26.250000	0	0	105	0	0
Mindy2	26.250000	0	0	0	105	0
Kpna6	26.250000	0	0	0	105	0
Ints2	26.250000	0	0	105	0	0
Hspa14	26.250000	0	0	0	105	0
Gm16286	26.250000	0	0	0	105	0
Fam53b	26.250000	0	0	0	105	0
Efr3b	26.250000	0	0	0	105	0
Cdyl2	26.250000	0	0	0	105	0
Cdnf	26.250000	0	0	0	105	0
Adam10	26.250000	0	0	0	105	0
1700025G04Rik	26.250000	0	105	0	0	0
Zdhhc17	26.000000	0	0	104	0	0
Ube2g2	26.000000	0	0	0	104	0
Tmem88b	26.000000	0	0	0	104	0
Tesmin	26.000000	0	0	0	104	0
Slc2a8	26.000000	0	0	0	104	0
Rp2	26.000000	0	0	104	0	0
Kmt5c	26.000000	0	0	0	104	0
Kat6b	26.000000	0	0	0	104	0
Irgq	26.000000	0	0	104	0	0
Gm7932	26.000000	0	104	0	0	0
Dicer1	26.000000	0	0	0	104	0
Cfb	26.000000	0	0	104	0	0
Cd81	26.000000	0	0	0	104	0
Ascl4	26.000000	0	0	0	104	0
Arhgap28	26.000000	0	0	104	0	0
Appl1	26.000000	0	0	104	0	0
Ankrd39	26.000000	0	0	0	104	0
2310033P09Rik	26.000000	0	0	0	104	0
Zfp664	25.750000	0	0	0	103	0
Zdhhc5	25.750000	0	0	0	103	0
Urod	25.750000	0	0	103	0	0
Tbx2	25.750000	0	0	0	103	0
St3gal5	25.750000	0	0	0	103	0
Spata7	25.750000	0	103	0	0	0
Smap1	25.750000	0	0	0	103	0
Sfmbt1	25.750000	0	0	0	103	0
Sec24c	25.750000	0	0	0	103	0
Saxo2	25.750000	0	103	0	0	0
Rap2a	25.750000	0	0	0	103	0
Rab40c	25.750000	0	0	0	103	0
Nucks1	25.750000	0	0	103	0	0
Lars	25.750000	0	103	0	0	0
Inppl1	25.750000	0	0	0	103	0
Hectd3	25.750000	0	0	103	0	0
Ercc4	25.750000	0	0	0	103	0
Efl1	25.750000	0	103	0	0	0
Dact3	25.750000	0	103	0	0	0
Colgalt2	25.750000	0	103	0	0	0
Celf4	25.750000	0	103	0	0	0
Ccdc92	25.750000	0	0	0	103	0
Ccdc117	25.750000	0	0	0	103	0
Zfx	25.500000	0	0	0	102	0
Zfp398	25.500000	0	0	0	102	0
Tent4b	25.500000	0	0	102	0	0
Surf2	25.500000	0	0	102	0	0
Surf1	25.500000	0	0	102	0	0
Slk	25.500000	0	0	0	102	0
Rrp8	25.500000	0	0	0	102	0
Recql4	25.500000	0	0	0	102	0
Mast4	25.500000	0	0	0	102	0
Lrrc14	25.500000	0	0	0	102	0
Lig3	25.500000	0	0	0	102	0
Ilk	25.500000	0	0	0	102	0
Glrx5	25.500000	0	0	0	102	0
Fabp5	25.500000	0	0	0	102	0
Ccdc43	25.500000	0	0	0	102	0
Zfp938	25.250000	0	0	0	101	0
Zfp82	25.250000	0	0	0	101	0
Zfp638	25.250000	0	0	0	101	0
Wdtc1	25.250000	0	0	0	101	0
Vat1	25.250000	0	0	101	0	0
Tbc1d10a	25.250000	0	0	0	101	0
Taar8b	25.250000	0	0	0	101	0
Spryd3	25.250000	0	0	0	101	0
Smim4	25.250000	0	0	0	101	0
Rtf1	25.250000	0	0	0	101	0
Rps6ka1	25.250000	0	0	0	101	0
Rnd2	25.250000	0	0	101	0	0
Ring1	25.250000	0	0	0	101	0
Rere	25.250000	0	0	0	101	0
Popdc3	25.250000	0	0	0	101	0
Pdhx	25.250000	0	0	0	101	0
Nt5dc2	25.250000	0	0	0	101	0
Ndufaf2	25.250000	0	0	0	101	0
Med12	25.250000	0	0	0	101	0
Mcrs1	25.250000	0	0	0	101	0
Laptm4b	25.250000	0	0	0	101	0
Kif1c	25.250000	0	0	0	101	0
Inca1	25.250000	0	0	0	101	0
Ifrd2	25.250000	0	101	0	0	0
Ifi206	25.250000	0	0	101	0	0
Hmx2	25.250000	0	0	0	101	0
Hibadh	25.250000	0	0	0	101	0
Hapln2	25.250000	0	0	0	101	0
Gosr1	25.250000	0	0	0	101	0
Gm14410	25.250000	0	0	0	101	0
Gemin4	25.250000	0	0	0	101	0
Gabarapl1	25.250000	0	0	0	101	0
Ergic1	25.250000	0	101	0	0	0
Dnajc18	25.250000	0	0	0	101	0
Dcaf10	25.250000	0	0	0	101	0
Dbil5	25.250000	0	0	0	101	0
Crbn	25.250000	0	0	0	101	0
Commd4	25.250000	0	0	101	0	0
Cep152	25.250000	0	0	0	101	0
Brpf1	25.250000	0	0	0	101	0
Apip	25.250000	0	0	0	101	0
Ap4e1	25.250000	0	101	0	0	0
Alg6	25.250000	0	0	0	101	0
2510002D24Rik	25.250000	0	0	0	101	0
a	25.000000	0	0	100	0	0
Zfp451	25.000000	0	0	0	100	0
Yipf2	25.000000	0	0	0	100	0
Wdr59	25.000000	0	100	0	0	0
Trim68	25.000000	0	0	100	0	0
Timm29	25.000000	0	0	0	100	0
Tdg	25.000000	0	0	100	0	0
Rprd1a	25.000000	0	0	0	100	0
Rftn1	25.000000	0	0	0	100	0
Rbm12	25.000000	0	0	0	100	0
Proser3	25.000000	0	0	100	0	0
Pdk3	25.000000	0	0	100	0	0
Olfr741	25.000000	0	0	100	0	0
Lrrc51	25.000000	100	0	0	0	0
Kptn	25.000000	0	0	0	100	0
Kif2c	25.000000	0	0	100	0	0
Isoc1	25.000000	0	0	100	0	0
Hspb6	25.000000	0	0	100	0	0
Hnf1a	25.000000	0	0	100	0	0
H2bu2	25.000000	0	0	0	100	0
Dld	25.000000	0	0	0	100	0
Dffb	25.000000	0	0	0	100	0
Cyc1	25.000000	0	0	0	100	0
Cpne1	25.000000	0	0	0	100	0
Cnih2	25.000000	0	0	100	0	0
Cep104	25.000000	0	0	0	100	0
Btnl6	25.000000	0	0	100	0	0
B3gnt3	25.000000	0	100	0	0	0
Akap1	25.000000	0	100	0	0	0
Adcy4	25.000000	0	0	100	0	0
Aatk	25.000000	0	0	100	0	0
Zfyve26	24.750000	0	0	99	0	0
Zfp341	24.750000	0	0	0	99	0
Txnl1	24.750000	0	0	0	99	0
Tbc1d20	24.750000	0	0	0	99	0
Srp68	24.750000	0	0	99	0	0
Rad51b	24.750000	0	0	99	0	0
Nfrkb	24.750000	0	0	0	99	0
Naip7	24.750000	0	0	99	0	0
Naip6	24.750000	0	0	99	0	0
Map1s	24.750000	0	0	0	99	0
Impdh2	24.750000	0	0	0	99	0
Gpt2	24.750000	0	0	0	99	0
Gcdh	24.750000	0	0	0	99	0
Etfbkmt	24.750000	0	0	99	0	0
Dhcr24	24.750000	0	0	0	99	0
Daglb	24.750000	0	0	0	99	0
Cxcl3	24.750000	0	99	0	0	0
Btrc	24.750000	0	0	0	99	0
Zc3h18	24.500000	0	0	98	0	0
Ube2cbp	24.500000	0	0	0	98	0
Ttc38	24.500000	0	0	98	0	0
Tgoln2	24.500000	0	0	98	0	0
Tgoln1	24.500000	0	0	98	0	0
Slc25a16	24.500000	0	0	0	98	0
Rint1	24.500000	0	0	0	98	0
Pus7	24.500000	0	0	0	98	0
Prickle1	24.500000	0	0	0	98	0
Pelo	24.500000	0	0	98	0	0
Kdm4c	24.500000	0	0	0	98	0
Hpdl	24.500000	0	98	0	0	0
Hdhd5	24.500000	0	0	0	98	0
Hacd2	24.500000	0	0	98	0	0
Habp4	24.500000	0	0	0	98	0
Eif4ebp2	24.500000	0	0	0	98	0
Dph2	24.500000	0	0	0	98	0
Dop1a	24.500000	0	0	0	98	0
Acot4	24.500000	0	0	0	98	0
Wdr88	24.250000	0	0	0	97	0
Spry1	24.250000	0	0	0	97	0
Smpd4	24.250000	0	0	0	97	0
Smox	24.250000	0	0	97	0	0
Recql	24.250000	0	0	0	97	0
Ppp4r3b	24.250000	0	0	0	97	0
Pigyl	24.250000	0	0	0	97	0
Pdzd8	24.250000	0	0	0	97	0
Palm	24.250000	0	97	0	0	0
Lsm8	24.250000	0	0	97	0	0
Lsm11	24.250000	0	0	0	97	0
Hal	24.250000	0	0	97	0	0
Golt1b	24.250000	0	0	0	97	0
Dgkh	24.250000	0	0	0	97	0
Clic4	24.250000	0	0	0	97	0
Ccnq	24.250000	0	0	0	97	0
Arhgap8	24.250000	0	0	97	0	0
Zfr	24.000000	0	0	96	0	0
Vmn2r81	24.000000	0	96	0	0	0
Tmem198b	24.000000	0	0	0	96	0
Tead4	24.000000	0	0	0	96	0
Tc2n	24.000000	0	0	0	96	0
Stat4	24.000000	96	0	0	0	0
Snapc4	24.000000	0	0	0	96	0
Snap29	24.000000	0	0	0	96	0
Smyd4	24.000000	0	0	0	96	0
Smarca4	24.000000	0	0	0	96	0
Slc35f2	24.000000	0	0	0	96	0
Rpa1	24.000000	0	0	0	96	0
Ppil1	24.000000	0	0	0	96	0
Pi4ka	24.000000	0	0	0	96	0
Mtrf1l	24.000000	0	0	96	0	0
Mfsd5	24.000000	0	0	0	96	0
Ift52	24.000000	0	0	0	96	0
Dop1b	24.000000	0	0	0	96	0
Dnajc14	24.000000	0	0	0	96	0
Ddx56	24.000000	0	96	0	0	0
Cryl1	24.000000	0	0	96	0	0
Chpf2	24.000000	0	0	96	0	0
Cdv3	24.000000	0	0	96	0	0
Ccpg1os	24.000000	0	0	0	96	0
Ccpg1	24.000000	0	0	0	96	0
Ccdc184	24.000000	0	0	96	0	0
Cby3	24.000000	0	0	0	96	0
Catsperg2	24.000000	0	96	0	0	0
BC004004	24.000000	0	0	0	96	0
Ak3	24.000000	0	0	0	96	0
Ahi1	24.000000	0	96	0	0	0
Abt1	24.000000	0	0	0	96	0
Usp44	23.750000	0	0	0	95	0
Ubtf	23.750000	0	0	0	95	0
Ticrr	23.750000	0	0	0	95	0
Tbc1d15	23.750000	0	0	0	95	0
Tango2	23.750000	0	0	0	95	0
Swi5	23.750000	0	0	95	0	0
Spag7	23.750000	0	0	0	95	0
Rtn4	23.750000	0	0	95	0	0
Nr2c2	23.750000	0	0	0	95	0
Mtfr1l	23.750000	0	0	0	95	0
Msrb1	23.750000	0	0	95	0	0
Mfge8	23.750000	0	0	0	95	0
Golga2	23.750000	0	0	95	0	0
Cox19	23.750000	0	95	0	0	0
Ccdc17	23.750000	0	0	0	95	0
Cap1	23.750000	0	0	0	95	0
Zfp637	23.500000	0	0	0	94	0
Zfp59	23.500000	0	0	94	0	0
Zfp184	23.500000	0	0	94	0	0
Xrcc1	23.500000	0	0	94	0	0
Vinac1	23.500000	0	0	0	94	0
Usp15	23.500000	0	94	0	0	0
Usf3	23.500000	0	0	94	0	0
Ubxn2b	23.500000	0	0	0	94	0
Ube2s	23.500000	0	0	0	94	0
Ttl	23.500000	0	0	0	94	0
Tmem97	23.500000	0	0	0	94	0
Tbc1d2	23.500000	0	0	0	94	0
Syngr2	23.500000	0	0	94	0	0
Sumf2	23.500000	0	0	94	0	0
Suclg2	23.500000	0	0	0	94	0
Stard6	23.500000	0	0	0	94	0
Smim26	23.500000	0	0	94	0	0
Serinc2	23.500000	0	0	94	0	0
Rrnad1	23.500000	0	0	94	0	0
Rps4x	23.500000	0	0	0	94	0
Rfx3	23.500000	0	0	0	94	0
Psmc6	23.500000	0	0	0	94	0
Pip4p2	23.500000	0	0	0	94	0
Pinlyp	23.500000	0	0	94	0	0
Pde6g	23.500000	0	0	0	94	0
Pdcl3	23.500000	0	0	94	0	0
Pdcl	23.500000	0	0	0	94	0
Oxld1	23.500000	0	0	0	94	0
Olfr549	23.500000	0	0	94	0	0
Ninl	23.500000	0	0	0	94	0
Ndufc2	23.500000	0	0	0	94	0
Ndufaf4	23.500000	0	0	0	94	0
Myh6	23.500000	0	0	94	0	0
Mphosph10	23.500000	0	0	94	0	0
Mfap1b	23.500000	0	0	94	0	0
Mettl15	23.500000	0	0	94	0	0
Mcee	23.500000	0	0	94	0	0
Kif18a	23.500000	0	0	94	0	0
Isg20l2	23.500000	0	0	94	0	0
Ing3	23.500000	0	0	0	94	0
Hnrnpab	23.500000	0	0	0	94	0
Grhpr	23.500000	0	0	0	94	0
Csf2	23.500000	0	0	94	0	0
Ccdc137	23.500000	0	0	0	94	0
Camk2n2	23.500000	0	0	0	94	0
Boc	23.500000	0	0	0	94	0
Atxn7l3b	23.500000	0	0	0	94	0
Atrip	23.500000	0	0	0	94	0
Asic1	23.500000	0	0	94	0	0
Asb7	23.500000	0	0	0	94	0
Ap1s2	23.500000	0	0	0	94	0
Ampd3	23.500000	0	0	94	0	0
4930503L19Rik	23.500000	0	0	0	94	0
2810459M11Rik	23.500000	0	0	94	0	0
2010315B03Rik	23.500000	0	0	0	94	0
Zfp865	23.250000	0	0	93	0	0
Zfp524	23.250000	0	0	93	0	0
Ubr4	23.250000	0	0	93	0	0
Timm50	23.250000	0	0	0	93	0
Tbccd1	23.250000	0	0	0	93	0
Smco3	23.250000	0	0	93	0	0
Slc24a4	23.250000	0	0	0	93	0
Prkra	23.250000	0	0	0	93	0
Pjvk	23.250000	0	0	0	93	0
Pcnt	23.250000	0	0	0	93	0
Nfix	23.250000	0	0	0	93	0
Kdm4b	23.250000	0	0	93	0	0
Iqce	23.250000	0	0	0	93	0
Grpel1	23.250000	0	0	0	93	0
Gch1	23.250000	0	0	0	93	0
Fiz1	23.250000	0	0	93	0	0
Espl1	23.250000	0	0	0	93	0
Dnajb11	23.250000	0	0	0	93	0
Brat1	23.250000	0	0	0	93	0
Asb1	23.250000	0	0	0	93	0
Zfp281	23.000000	0	0	0	92	0
Ucp2	23.000000	0	0	0	92	0
Tmem88	23.000000	0	0	0	92	0
Tmem50a	23.000000	0	0	92	0	0
Slc2a1	23.000000	0	0	92	0	0
Sdc1	23.000000	0	0	0	92	0
Rab11fip3	23.000000	0	0	92	0	0
Phlpp1	23.000000	0	0	0	92	0
Otud1	23.000000	0	92	0	0	0
Otub2	23.000000	0	0	0	92	0
Npr1	23.000000	0	0	92	0	0
Naa38	23.000000	0	0	0	92	0
Kctd7	23.000000	0	0	0	92	0
Cyb5d1	23.000000	0	0	0	92	0
Crygd	23.000000	0	0	92	0	0
0610009B22Rik	23.000000	0	0	0	92	0
Tbcb	22.750000	0	0	0	91	0
Spata5l1	22.750000	0	0	0	91	0
Ruvbl2	22.750000	0	0	91	0	0
Rrm1	22.750000	0	0	91	0	0
Prrg2	22.750000	0	0	0	91	0
Polr2i	22.750000	0	0	0	91	0
Pogz	22.750000	0	0	91	0	0
Pex5	22.750000	0	0	0	91	0
Ovol3	22.750000	0	0	0	91	0
Nosip	22.750000	0	0	0	91	0
Marchf6	22.750000	0	0	0	91	0
Gys1	22.750000	0	0	91	0	0
Ext1	22.750000	0	0	0	91	0
E430018J23Rik	22.750000	0	0	0	91	0
Ugt1a9	22.500000	0	0	90	0	0
Tcerg1	22.500000	0	0	0	90	0
Taf15	22.500000	0	0	0	90	0
Smad2	22.500000	0	0	0	90	0
Ppp1r13b	22.500000	0	0	0	90	0
Pin1	22.500000	0	0	0	90	0
Phkg2	22.500000	0	0	90	0	0
Olfr239	22.500000	0	0	90	0	0
Nomo1	22.500000	0	0	0	90	0
Neurl4	22.500000	0	0	90	0	0
Eef1akmt4-ece2	22.500000	0	0	90	0	0
Eef1akmt4	22.500000	0	0	90	0	0
Ctsh	22.500000	0	90	0	0	0
Crcp	22.500000	0	0	0	90	0
Alg3	22.500000	0	0	90	0	0
Abcc6	22.500000	0	0	0	90	0
Abcc5	22.500000	0	0	0	90	0
2810408A11Rik	22.500000	0	0	90	0	0
Zfp949	22.250000	0	89	0	0	0
Uxt	22.250000	0	89	0	0	0
Tnrc6c	22.250000	0	0	0	89	0
Tlr1	22.250000	0	0	89	0	0
Tas2r135	22.250000	0	89	0	0	0
Slc25a1	22.250000	0	89	0	0	0
Riox1	22.250000	0	0	0	89	0
Psmb3	22.250000	0	0	0	89	0
Prkci	22.250000	0	89	0	0	0
Prdx4	22.250000	0	89	0	0	0
Ppard	22.250000	0	89	0	0	0
Pcgf2	22.250000	0	0	0	89	0
Olfr572	22.250000	0	89	0	0	0
Mycn	22.250000	0	89	0	0	0
Lrrc14b	22.250000	0	0	89	0	0
Gmpr	22.250000	0	0	0	89	0
Gapt	22.250000	0	89	0	0	0
Cep295	22.250000	0	89	0	0	0
Baiap2	22.250000	0	0	89	0	0
Arntl	22.250000	0	89	0	0	0
Arfgef1	22.250000	0	0	0	89	0
5730455P16Rik	22.250000	0	0	89	0	0
5430403G16Rik	22.250000	0	89	0	0	0
Zfp786	22.000000	0	0	0	88	0
Ttll12	22.000000	0	0	0	88	0
Trp53inp2	22.000000	0	0	0	88	0
Rpl14	22.000000	0	0	88	0	0
Rex1bd	22.000000	0	0	88	0	0
Ly6g5b	22.000000	0	0	88	0	0
Itga6	22.000000	0	0	0	88	0
Inpp4b	22.000000	0	0	0	88	0
Erp27	22.000000	88	0	0	0	0
Chac1	22.000000	0	0	0	88	0
Cabin1	22.000000	0	0	0	88	0
Zranb1	21.750000	0	0	0	87	0
Tpcn2	21.750000	0	0	87	0	0
Tmem59	21.750000	0	0	0	87	0
Thyn1	21.750000	0	0	0	87	0
Tgds	21.750000	0	0	87	0	0
Tex264	21.750000	0	0	0	87	0
Tceanc2	21.750000	0	0	0	87	0
Strap	21.750000	0	0	0	87	0
Slc35d1	21.750000	0	0	0	87	0
Slc25a37	21.750000	0	0	0	87	0
Shroom4	21.750000	0	0	0	87	0
Rpp14	21.750000	0	0	0	87	0
Prmt2	21.750000	0	0	0	87	0
Pip4k2a	21.750000	0	0	0	87	0
Nutm1	21.750000	0	0	87	0	0
Nudt3	21.750000	0	0	0	87	0
Npm1	21.750000	0	0	0	87	0
Ndrg3	21.750000	0	0	0	87	0
Mtx3	21.750000	0	0	0	87	0
Mss51	21.750000	0	0	87	0	0
Lgr4	21.750000	0	0	87	0	0
Htd2	21.750000	0	0	0	87	0
Gpr180	21.750000	0	0	87	0	0
Ggact	21.750000	0	0	0	87	0
Fzd2	21.750000	0	0	87	0	0
Fa2h	21.750000	0	0	0	87	0
Etnk1	21.750000	0	0	0	87	0
Ei24	21.750000	0	0	0	87	0
Ctf2	21.750000	0	0	87	0	0
Cpox	21.750000	0	0	0	87	0
Chsy1	21.750000	0	0	0	87	0
Caprin2	21.750000	0	0	0	87	0
Arhgef6	21.750000	0	0	87	0	0
Acad8	21.750000	0	0	0	87	0
Zscan30	21.500000	0	0	86	0	0
Zfp574	21.500000	0	0	86	0	0
Zfp35	21.500000	0	0	86	0	0
Spag4	21.500000	0	0	0	86	0
Sncb	21.500000	0	0	0	86	0
Rnpepl1	21.500000	0	0	86	0	0
Ripply3	21.500000	0	86	0	0	0
Prkch	21.500000	0	0	0	86	0
Oma1	21.500000	86	0	0	0	0
Nrros	21.500000	0	0	0	86	0
Kdm3b	21.500000	0	0	0	86	0
Irf4	21.500000	0	0	0	86	0
Gna14	21.500000	0	0	0	86	0
Galm	21.500000	0	86	0	0	0
Dusp28	21.500000	0	0	86	0	0
Atat1	21.500000	0	0	0	86	0
Armc1	21.500000	0	86	0	0	0
Ankmy1	21.500000	0	0	86	0	0
Usp34	21.250000	0	0	0	85	0
Tjap1	21.250000	0	0	85	0	0
Pef1	21.250000	0	85	0	0	0
Emb	21.250000	0	0	0	85	0
Cebpa	21.250000	0	0	0	85	0
Arhgdib	21.250000	0	0	0	85	0
Arhgap4	21.250000	0	0	85	0	0
Akirin1	21.250000	0	0	0	85	0
Wdr34	21.000000	0	0	0	84	0
Trappc6a	21.000000	0	0	0	84	0
Mrps26	21.000000	0	0	0	84	0
Lsm10	21.000000	0	0	84	0	0
Lrfn4	21.000000	0	0	0	84	0
Flna	21.000000	0	0	0	84	0
Cxcl12	21.000000	0	0	0	84	0
Ccr5	21.000000	0	84	0	0	0
Bloc1s3	21.000000	0	0	0	84	0
Tmem52b	20.750000	0	0	83	0	0
Sptb	20.750000	0	0	0	83	0
Sfxn5	20.750000	0	83	0	0	0
Rgp1	20.750000	0	0	0	83	0
Psmd4	20.750000	0	0	0	83	0
Mknk1	20.750000	0	0	0	83	0
Map6d1	20.750000	0	0	0	83	0
Lsm12	20.750000	0	83	0	0	0
Ino80d	20.750000	0	0	83	0	0
Hrh2	20.750000	0	83	0	0	0
Hnrnph1	20.750000	0	0	0	83	0
Gm3238	20.750000	0	0	0	83	0
Glyctk	20.750000	0	0	83	0	0
Gba2	20.750000	0	0	0	83	0
G6pc3	20.750000	0	83	0	0	0
Ddx41	20.750000	0	0	0	83	0
Zbtb12	20.500000	0	0	0	82	0
Taf1d	20.500000	0	0	82	0	0
Surf6	20.500000	0	0	82	0	0
Supv3l1	20.500000	0	0	0	82	0
Ssx2ip	20.500000	0	0	82	0	0
Sra1	20.500000	0	0	0	82	0
Serpinb1b	20.500000	0	82	0	0	0
Nrarp	20.500000	0	0	0	82	0
Ndufaf6	20.500000	0	0	82	0	0
Mzf1	20.500000	0	82	0	0	0
Morc3	20.500000	0	0	82	0	0
Mea1	20.500000	0	82	0	0	0
Klhdc3	20.500000	0	82	0	0	0
Eid2b	20.500000	0	0	0	82	0
Ehmt2	20.500000	0	0	0	82	0
Dock6	20.500000	0	0	0	82	0
Dad1	20.500000	0	82	0	0	0
Banp	20.500000	0	0	0	82	0
Akip1	20.500000	0	0	0	82	0
4931406C07Rik	20.500000	0	0	82	0	0
Zbtb40	20.250000	0	0	0	81	0
Xndc1	20.250000	0	0	0	81	0
Tm9sf3	20.250000	0	0	0	81	0
Serpinb6b	20.250000	0	0	0	81	0
Rnf121	20.250000	0	0	0	81	0
Polr2h	20.250000	0	0	81	0	0
Plpp2	20.250000	0	0	0	81	0
Nkg7	20.250000	0	0	81	0	0
Lrrc8a	20.250000	0	0	81	0	0
Krtcap3	20.250000	0	81	0	0	0
Ifnz	20.250000	0	0	81	0	0
Gm13276	20.250000	0	0	81	0	0
Eva1c	20.250000	0	0	0	81	0
Clcn2	20.250000	0	0	81	0	0
B3gat3	20.250000	0	0	81	0	0
Aqp11	20.250000	0	0	0	81	0
Zfp593	20.000000	0	0	80	0	0
Usp24	20.000000	0	0	80	0	0
Ugcg	20.000000	0	0	80	0	0
Topors	20.000000	0	0	0	80	0
Tex38	20.000000	0	0	0	80	0
Syn1	20.000000	0	0	0	80	0
Smim27	20.000000	0	0	0	80	0
Smad6	20.000000	0	0	0	80	0
Slc4a2	20.000000	0	0	80	0	0
Rbm26	20.000000	0	0	80	0	0
Qprt	20.000000	0	0	80	0	0
Prelid3a	20.000000	0	0	0	80	0
Pdrg1	20.000000	0	0	0	80	0
Nbas	20.000000	0	0	0	80	0
Mtx2	20.000000	0	0	0	80	0
Gpx4	20.000000	0	0	0	80	0
Gm30191	20.000000	0	0	80	0	0
Cdk5	20.000000	0	0	80	0	0
Ccp110	20.000000	0	0	0	80	0
Atpaf1	20.000000	0	0	0	80	0
Antxr1	20.000000	0	0	0	80	0
Adipoq	20.000000	0	0	80	0	0
Zfp7	19.750000	0	79	0	0	0
Sugt1	19.750000	0	0	79	0	0
Rps15	19.750000	0	0	79	0	0
Kdelr1	19.750000	0	0	0	79	0
Iffo1	19.750000	0	0	0	79	0
Gng3	19.750000	0	0	79	0	0
Eif3g	19.750000	0	0	79	0	0
Dnajb7	19.750000	0	0	79	0	0
Crebrf	19.750000	0	0	0	79	0
Bscl2	19.750000	0	0	79	0	0
Acsf3	19.750000	0	0	0	79	0
Aamp	19.750000	0	0	79	0	0
Trib3	19.500000	0	0	0	78	0
Tmem249	19.500000	0	0	0	78	0
Stard7	19.500000	0	0	0	78	0
Slc52a2	19.500000	0	0	0	78	0
