Target_genes	Irf5|Average	SRX10652558|CD4+_T_cells	SRX3380962|Dendritic_Cells	SRX3380963|Dendritic_Cells	SRX3380964|Dendritic_Cells	STRING
Iqck	36.500000	0	0	0	146	0
Hadh	36.500000	0	0	0	146	0
Gabbr1	36.500000	0	0	0	146	0
Flvcr1	36.500000	0	0	0	146	0
Ect2	36.500000	0	0	0	146	0
Cnbp	36.500000	0	0	0	146	0
Chmp2a	36.500000	0	0	0	146	0
Bcar3	36.500000	0	0	0	146	0
Ube2g1	36.250000	0	0	0	145	0
Tmem256	36.250000	0	145	0	0	0
Sidt2	36.250000	0	0	0	145	0
Pofut2	36.250000	0	0	0	145	0
Plscr3	36.250000	0	145	0	0	0
Plrg1	36.250000	0	0	145	0	0
P3h2	36.250000	0	0	0	145	0
Mmp15	36.250000	0	0	0	145	0
Ldlrap1	36.250000	0	0	0	145	0
Immp2l	36.250000	0	0	0	145	0
Fam234b	36.250000	0	0	0	145	0
Fam187a	36.250000	0	0	0	145	0
Enah	36.250000	0	0	145	0	0
Eftud2	36.250000	0	0	0	145	0
Dipk2a	36.250000	0	0	0	145	0
Csrnp2	36.250000	0	0	0	145	0
Cox6a2	36.250000	0	0	145	0	0
Chaf1b	36.250000	0	0	0	145	0
Ccdc103	36.250000	0	0	0	145	0
Caskin1	36.250000	0	0	145	0	0
B230219D22Rik	36.250000	0	0	145	0	0
Arhgap15	36.250000	0	75	70	0	0
Zswim9	36.000000	0	0	0	144	0
Zfp771	36.000000	0	0	0	144	0
Usp28	36.000000	0	0	0	144	0
U2af1	36.000000	0	0	0	144	0
Smpd2	36.000000	0	0	0	144	0
Sergef	36.000000	0	0	0	144	0
Rccd1	36.000000	0	0	144	0	0
Ppil6	36.000000	0	0	0	144	0
Plcl1	36.000000	144	0	0	0	0
Nup107	36.000000	0	0	0	144	0
Mrps11	36.000000	0	0	0	144	0
Mrpl46	36.000000	0	0	0	144	0
Mlh3	36.000000	0	0	0	144	0
Mfsd7a	36.000000	0	0	144	0	0
Med10	36.000000	0	0	0	144	0
Mcidas	36.000000	0	0	144	0	0
Lig1	36.000000	0	0	0	144	0
Glp1r	36.000000	0	0	0	144	0
Dnah2	36.000000	0	0	0	144	0
Cdc73	36.000000	0	0	0	144	0
Ccdc71l	36.000000	0	0	0	144	0
Btnl4	36.000000	0	144	0	0	0
Bcl7a	36.000000	0	0	0	144	0
Aldh1a3	36.000000	0	0	144	0	0
Akap8l	36.000000	0	0	0	144	0
Wipi2	35.750000	0	0	0	143	0
Trpt1	35.750000	0	143	0	0	0
Sumf1	35.750000	0	0	0	143	0
Rad51ap1	35.750000	0	0	0	143	0
Prmt5	35.750000	0	0	0	143	0
Nudt22	35.750000	0	143	0	0	0
Neurog2	35.750000	0	0	0	143	0
Map3k2	35.750000	0	0	0	143	0
Kxd1	35.750000	0	0	0	143	0
Fkbp8	35.750000	0	0	0	143	0
Dynll1	35.750000	0	0	0	143	0
Dnajc4	35.750000	0	143	0	0	0
D6Wsu163e	35.750000	0	0	0	143	0
Crot	35.750000	0	0	0	143	0
Canx	35.750000	0	0	0	143	0
Trp53rkb	35.500000	0	0	0	142	0
Snx4	35.500000	0	0	0	142	0
Slc35b1	35.500000	0	0	0	142	0
Serpinb1a	35.500000	0	142	0	0	0
Rtf2	35.500000	0	0	0	142	0
Rpn1	35.500000	0	0	0	142	0
Rbm15b	35.500000	0	0	0	142	0
Pigh	35.500000	0	0	0	142	0
Pdcd7	35.500000	0	0	142	0	0
Pak1	35.500000	0	0	142	0	0
Mgl2	35.500000	0	0	142	0	0
Mettl27	35.500000	0	0	0	142	0
Ltn1	35.500000	0	0	0	142	0
Klhl36	35.500000	0	0	0	142	0
Hsf1	35.500000	0	0	0	142	0
Hipk2	35.500000	0	0	142	0	0
Dgke	35.500000	0	0	0	142	0
Dcaf7	35.500000	0	0	0	142	0
Chadl	35.500000	0	0	0	142	0
Ccnl2	35.500000	0	0	0	142	0
Bop1	35.500000	0	0	0	142	0
Apeh	35.500000	0	0	0	142	0
Wac	35.250000	0	0	0	141	0
Uhrf1bp1	35.250000	0	0	0	141	0
Tsnax	35.250000	0	0	0	141	0
Tanc2	35.250000	0	141	0	0	0
Podnl1	35.250000	141	0	0	0	0
Pebp1	35.250000	0	0	0	141	0
Nap1l1	35.250000	0	0	141	0	0
Klhdc2	35.250000	0	0	0	141	0
Grb2	35.250000	0	73	68	0	0
Fsd2	35.250000	0	0	0	141	0
Dhx30	35.250000	0	0	0	141	0
Des	35.250000	0	0	141	0	0
Cep250	35.250000	0	0	0	141	0
Bcl2l13	35.250000	0	0	0	141	0
Rit2	35.000000	0	140	0	0	0
Rab21	35.000000	0	0	140	0	0
Ppp1r8	35.000000	0	0	0	140	0
Pllp	35.000000	0	0	0	140	0
Pkd1l2	35.000000	0	0	140	0	0
Nasp	35.000000	0	0	0	140	0
Lrr1	35.000000	0	0	0	140	0
Gm11541	35.000000	0	140	0	0	0
Dpp6	35.000000	0	140	0	0	0
Cox4i2	35.000000	0	140	0	0	0
Clip4	35.000000	0	140	0	0	0
Cep63	35.000000	0	0	0	140	0
Celf1	35.000000	0	0	0	140	0
Anapc13	35.000000	0	0	0	140	0
1700034J05Rik	35.000000	0	140	0	0	0
Zfp870	34.750000	0	0	0	139	0
Yipf6	34.750000	0	0	0	139	0
Wipi1	34.750000	0	0	0	139	0
Tufm	34.750000	0	0	139	0	0
Tmed4	34.750000	0	0	139	0	0
Tarsl2	34.750000	0	0	0	139	0
Stx17	34.750000	0	0	0	139	0
Spg20	34.750000	0	0	0	139	0
Slc26a2	34.750000	0	0	0	139	0
Sem1	34.750000	0	0	0	139	0
Ptar1	34.750000	0	0	0	139	0
Prkcq	34.750000	0	0	0	139	0
Ppp2r2a	34.750000	0	0	0	139	0
Pkp4	34.750000	0	0	0	139	0
Mmgt2	34.750000	0	0	0	139	0
Lrrc75a	34.750000	0	0	0	139	0
Hipk3	34.750000	0	0	0	139	0
Gpr37	34.750000	0	0	0	139	0
Gcc1	34.750000	0	0	139	0	0
Chst14	34.750000	0	0	0	139	0
Cdc16	34.750000	0	0	0	139	0
Ccdc66	34.750000	0	0	0	139	0
Ccdc148	34.750000	0	0	0	139	0
Arf5	34.750000	0	0	139	0	0
Aldh5a1	34.750000	0	0	0	139	0
Aktip	34.750000	0	0	0	139	0
Zfp599	34.500000	0	0	0	138	0
Zcchc17	34.500000	0	0	0	138	0
Usp37	34.500000	0	0	0	138	0
Trmt11	34.500000	0	0	138	0	0
Tomm6	34.500000	0	0	138	0	0
Tmie	34.500000	0	0	138	0	0
Stau1	34.500000	0	0	138	0	0
Snrnp40	34.500000	0	0	0	138	0
Rbbp6	34.500000	0	0	0	138	0
Pcnx4	34.500000	0	0	0	138	0
Nsmce4a	34.500000	0	0	0	138	0
Lmnb1	34.500000	0	0	0	138	0
Kifap3	34.500000	0	0	0	138	0
Igdcc3	34.500000	0	0	0	138	0
Ctif	34.500000	0	0	0	138	0
Cnot9	34.500000	0	0	0	138	0
Cebpe	34.500000	0	138	0	0	0
C2cd5	34.500000	0	0	0	138	0
Ankrd54	34.500000	0	0	0	138	0
Als2cl	34.500000	0	0	138	0	0
4931414P19Rik	34.500000	0	0	0	138	0
Wdr53	34.250000	0	0	137	0	0
Ubr1	34.250000	0	0	0	137	0
Smchd1	34.250000	0	0	0	137	0
Shld2	34.250000	0	0	0	137	0
Prkcsh	34.250000	0	0	137	0	0
Pde9a	34.250000	0	0	0	137	0
Osbpl1a	34.250000	0	0	0	137	0
Nrbp1	34.250000	0	0	0	137	0
Micos10	34.250000	0	0	0	137	0
Grsf1	34.250000	0	0	0	137	0
Glud1	34.250000	0	0	0	137	0
Ggnbp2	34.250000	0	0	0	137	0
Fbxo45	34.250000	0	0	137	0	0
Crtc1	34.250000	0	0	0	137	0
Ccdc151	34.250000	0	0	137	0	0
Apobec4	34.250000	0	0	137	0	0
Apmap	34.250000	0	0	0	137	0
Amd2	34.250000	0	0	0	137	0
Amd1	34.250000	0	0	0	137	0
Zfp809	34.000000	0	0	0	136	0
Usp21	34.000000	0	0	0	136	0
Twnk	34.000000	0	0	0	136	0
Ttc9b	34.000000	0	0	136	0	0
Sqor	34.000000	0	0	136	0	0
Spr	34.000000	0	0	0	136	0
Sntb2	34.000000	0	0	0	136	0
Slco4a1	34.000000	136	0	0	0	0
Slc9a3r1	34.000000	0	0	0	136	0
Slc25a36	34.000000	0	0	0	136	0
Plcxd2	34.000000	0	0	0	136	0
Pla2g6	34.000000	0	0	136	0	0
Pgp	34.000000	0	0	0	136	0
Osbp2	34.000000	0	0	136	0	0
Mrpl43	34.000000	0	0	0	136	0
Mettl16	34.000000	0	0	0	136	0
Iqch	34.000000	0	0	0	136	0
Ifi35	34.000000	0	0	136	0	0
Higd1a	34.000000	0	0	0	136	0
Cycs	34.000000	0	0	0	136	0
Cpt2	34.000000	0	0	0	136	0
Cpne2	34.000000	0	0	0	136	0
Cln5	34.000000	0	136	0	0	0
Cers5	34.000000	0	136	0	0	0
Btbd9	34.000000	0	0	0	136	0
Bricd5	34.000000	0	0	0	136	0
Armc12	34.000000	0	0	136	0	0
Aagab	34.000000	0	0	0	136	0
Yeats4	33.750000	0	0	0	135	0
Tob1	33.750000	0	0	0	135	0
Stard9	33.750000	0	135	0	0	0
Snx2	33.750000	0	0	135	0	0
Polr3g	33.750000	0	0	0	135	0
Mef2d	33.750000	0	0	135	0	0
Mblac2	33.750000	0	0	0	135	0
Lmo2	33.750000	0	0	0	135	0
Hopx	33.750000	0	0	0	135	0
Fkbp1a	33.750000	0	135	0	0	0
Eif2b2	33.750000	0	0	0	135	0
Dgkz	33.750000	0	0	0	135	0
Crkl	33.750000	0	0	0	135	0
Copb1	33.750000	0	0	0	135	0
Chmp6	33.750000	0	0	0	135	0
Cdc37l1	33.750000	0	0	0	135	0
Bax	33.750000	0	0	0	135	0
B3gntl1	33.750000	0	0	0	135	0
Zfp267	33.500000	0	0	0	134	0
Wdr20	33.500000	0	0	0	134	0
Ube3c	33.500000	0	0	0	134	0
Trappc12	33.500000	0	134	0	0	0
Sptssa	33.500000	0	134	0	0	0
Smndc1	33.500000	0	0	0	134	0
Rmdn2	33.500000	0	0	0	134	0
Prrg4	33.500000	134	0	0	0	0
Prkar2b	33.500000	0	0	0	134	0
Polq	33.500000	0	0	0	134	0
Pitrm1	33.500000	0	0	0	134	0
Itpripl2	33.500000	0	0	0	134	0
Fndc3b	33.500000	0	0	0	134	0
Ets2	33.500000	0	0	0	134	0
Epb41	33.500000	0	0	0	134	0
Eipr1	33.500000	0	134	0	0	0
Ddost	33.500000	0	0	0	134	0
Zkscan17	33.250000	0	0	0	133	0
Zfp768	33.250000	0	0	0	133	0
Zfp746	33.250000	0	133	0	0	0
Zfp667	33.250000	0	133	0	0	0
Zfand1	33.250000	0	0	0	133	0
Zc3h7b	33.250000	0	0	0	133	0
Ywhab	33.250000	0	0	0	133	0
Wbp2nl	33.250000	0	0	133	0	0
Tmem170	33.250000	0	0	0	133	0
Srcap	33.250000	0	0	0	133	0
Socs2	33.250000	0	0	0	133	0
Slc22a21	33.250000	0	0	0	133	0
Samd1	33.250000	0	0	0	133	0
Rmdn3	33.250000	0	0	0	133	0
Rell1	33.250000	0	0	0	133	0
Rasl11b	33.250000	0	0	0	133	0
Prss36	33.250000	0	133	0	0	0
Pheta1	33.250000	0	0	133	0	0
Pdia6	33.250000	0	0	0	133	0
Parp16	33.250000	0	0	0	133	0
Paqr9	33.250000	0	133	0	0	0
Pald1	33.250000	0	133	0	0	0
Olfr561	33.250000	0	133	0	0	0
Nr2f6	33.250000	0	0	0	133	0
Nkain1	33.250000	0	133	0	0	0
Ndufs3	33.250000	0	0	0	133	0
Ncbp2	33.250000	0	0	0	133	0
Lck	33.250000	0	133	0	0	0
Kbtbd4	33.250000	0	0	0	133	0
Ireb2	33.250000	0	0	0	133	0
Hltf	33.250000	0	0	0	133	0
Gm13286	33.250000	0	0	133	0	0
Gbgt1	33.250000	0	133	0	0	0
Fez2	33.250000	0	133	0	0	0
Emilin1	33.250000	0	133	0	0	0
Eif4e2	33.250000	0	0	0	133	0
Crtap	33.250000	0	0	0	133	0
Cldnd2	33.250000	0	0	133	0	0
Api5	33.250000	0	0	0	133	0
Alg8	33.250000	0	133	0	0	0
1700006A11Rik	33.250000	0	133	0	0	0
0610012G03Rik	33.250000	0	0	0	133	0
Yipf3	33.000000	0	0	0	132	0
Ubap2l	33.000000	0	0	0	132	0
Tmppe	33.000000	0	0	0	132	0
Srsf9	33.000000	0	0	132	0	0
Rnf185	33.000000	0	0	0	132	0
Rhbdd2	33.000000	0	0	0	132	0
Prpsap1	33.000000	0	132	0	0	0
Ppp1r35	33.000000	0	0	0	132	0
Polr1c	33.000000	0	0	0	132	0
Pld2	33.000000	0	0	132	0	0
Nifk	33.000000	0	0	0	132	0
Kdm6a	33.000000	0	0	0	132	0
Fancg	33.000000	0	0	132	0	0
Efcc1	33.000000	0	0	0	132	0
Cdk17	33.000000	0	0	0	132	0
Aco1	33.000000	0	0	0	132	0
Aacs	33.000000	0	0	0	132	0
4933434E20Rik	33.000000	0	0	0	132	0
Zmym6	32.750000	0	0	0	131	0
Zfp871	32.750000	0	0	0	131	0
Zfp867	32.750000	0	0	0	131	0
Zbtb9	32.750000	0	0	0	131	0
Uhrf2	32.750000	0	0	0	131	0
Thoc2	32.750000	0	0	0	131	0
Strbp	32.750000	0	0	0	131	0
Snrnp27	32.750000	0	0	0	131	0
Slc5a9	32.750000	0	131	0	0	0
Sh3rf1	32.750000	0	0	0	131	0
Setbp1	32.750000	0	0	0	131	0
Rrp1	32.750000	0	0	0	131	0
Rprd2	32.750000	0	0	0	131	0
Rfk	32.750000	0	0	0	131	0
Pibf1	32.750000	0	0	0	131	0
Nod1	32.750000	0	0	131	0	0
Mon2	32.750000	0	0	0	131	0
Mob1b	32.750000	0	0	0	131	0
Iffo2	32.750000	131	0	0	0	0
Ice2	32.750000	0	0	0	131	0
H2bc1	32.750000	0	0	0	131	0
H2ac1	32.750000	0	0	0	131	0
Gigyf2	32.750000	0	0	0	131	0
Gcc2	32.750000	0	0	0	131	0
Fitm2	32.750000	0	0	0	131	0
Fam104a	32.750000	0	0	0	131	0
Faim	32.750000	0	0	0	131	0
E130311K13Rik	32.750000	0	0	0	131	0
Dnah12	32.750000	0	0	0	131	0
Dis3	32.750000	0	0	0	131	0
D11Wsu47e	32.750000	0	0	0	131	0
Creg2	32.750000	0	0	0	131	0
Commd6	32.750000	0	0	0	131	0
Coa4	32.750000	0	0	0	131	0
Cfl2	32.750000	0	0	131	0	0
Arl14ep	32.750000	0	0	0	131	0
Ube2l3	32.500000	0	0	0	130	0
Slc25a3	32.500000	0	0	0	130	0
Setd4	32.500000	0	0	0	130	0
Septin9	32.500000	0	0	130	0	0
Samd10	32.500000	0	0	0	130	0
Rida	32.500000	0	0	0	130	0
Rabepk	32.500000	0	0	0	130	0
Prpf6	32.500000	0	0	0	130	0
Pop1	32.500000	0	0	0	130	0
Polr3d	32.500000	0	0	0	130	0
P2ry10b	32.500000	0	130	0	0	0
Nudcd2	32.500000	0	0	0	130	0
Nabp2	32.500000	0	0	0	130	0
Mrps33	32.500000	0	0	0	130	0
Mrpl37	32.500000	0	0	0	130	0
Kbtbd2	32.500000	0	0	0	130	0
Ifi213	32.500000	0	0	130	0	0
Hnrnpa0	32.500000	0	0	0	130	0
Hmmr	32.500000	0	0	0	130	0
Hbs1l	32.500000	0	0	0	130	0
Gm4952	32.500000	0	0	0	130	0
Fam222a	32.500000	0	0	0	130	0
Fam161a	32.500000	0	0	0	130	0
Elac2	32.500000	0	0	130	0	0
Cyb5rl	32.500000	0	0	0	130	0
Cbr1	32.500000	0	0	0	130	0
Zscan18	32.250000	0	0	129	0	0
Zfp212	32.250000	0	0	0	129	0
Zfp11	32.250000	0	0	0	129	0
Xylb	32.250000	0	0	0	129	0
Vcp	32.250000	0	0	0	129	0
Ube2n	32.250000	0	0	0	129	0
Ttyh2	32.250000	0	0	0	129	0
Sh2d1b2	32.250000	0	0	129	0	0
Rtel1	32.250000	0	0	129	0	0
Rpl27a	32.250000	0	0	0	129	0
Rexo2	32.250000	0	0	0	129	0
Ptov1	32.250000	0	0	129	0	0
Ppp1r37	32.250000	0	0	0	129	0
Olfr1361	32.250000	0	0	129	0	0
Nin	32.250000	0	0	0	129	0
Mterf2	32.250000	0	0	129	0	0
Mfn1	32.250000	0	0	0	129	0
Med13	32.250000	0	0	0	129	0
Fam207a	32.250000	0	0	0	129	0
Fam160b1	32.250000	0	0	129	0	0
Ezh1	32.250000	0	129	0	0	0
Ddx27	32.250000	0	0	0	129	0
Coa8	32.250000	0	0	0	129	0
Cldn18	32.250000	0	0	129	0	0
Ccdc77	32.250000	0	0	129	0	0
Bag5	32.250000	0	0	0	129	0
Xpo4	32.000000	0	0	0	128	0
Ucn2	32.000000	0	128	0	0	0
Tns1	32.000000	0	0	128	0	0
Smad9	32.000000	0	0	0	128	0
Slc10a5	32.000000	0	0	0	128	0
Sdk1	32.000000	0	0	0	128	0
Sapcd2	32.000000	0	0	0	128	0
Rufy4	32.000000	0	0	128	0	0
Prkcb	32.000000	0	0	0	128	0
Pknox1	32.000000	0	0	128	0	0
Pigl	32.000000	0	0	0	128	0
Ncor1	32.000000	0	0	0	128	0
Kif1b	32.000000	0	0	128	0	0
Impa1	32.000000	0	0	0	128	0
Hells	32.000000	0	0	0	128	0
Dusp6	32.000000	0	0	0	128	0
Caprin1	32.000000	0	0	0	128	0
Cadm1	32.000000	0	0	0	128	0
Atp5k	32.000000	0	0	0	128	0
5730409E04Rik	32.000000	0	0	0	128	0
Zfp24	31.750000	0	0	0	127	0
Wdr78	31.750000	0	0	0	127	0
Utp11	31.750000	0	0	0	127	0
Usp1	31.750000	0	0	0	127	0
Tmx2	31.750000	0	0	127	0	0
Shcbp1l	31.750000	0	127	0	0	0
