Target_genes	Nfatc1|Average	SRX376930|Hair_Follicle	DRX111909|Osteoclasts	SRX174585|Pancreatic_cancer_cells	SRX174586|Pancreatic_cancer_cells	STRING
Ap5z1	34.250000	0	137	0	0	0
2310011J03Rik	34.250000	0	137	0	0	0
Zfp91	34.000000	0	136	0	0	0
Zfp493	34.000000	0	136	0	0	0
Ufc1	34.000000	0	136	0	0	0
Ube2g2	34.000000	0	136	0	0	0
Tceanc	34.000000	0	136	0	0	0
Sycp2l	34.000000	0	0	0	136	0
Suclg1	34.000000	0	136	0	0	0
Slc25a40	34.000000	0	136	0	0	0
S100a13	34.000000	0	136	0	0	0
S100a1	34.000000	0	136	0	0	0
Rps4x	34.000000	0	136	0	0	0
Ring1	34.000000	0	136	0	0	0
Rad1	34.000000	0	136	0	0	0
Pigyl	34.000000	0	136	0	0	0
Pde12	34.000000	0	136	0	0	0
Mrps7	34.000000	0	136	0	0	0
Mrpl53	34.000000	0	136	0	0	0
Mcm5	34.000000	0	136	0	0	0
Mapk6	34.000000	0	136	0	0	0
Mansc4	34.000000	0	136	0	0	0
Lsm1	34.000000	0	136	0	0	0
Lrrtm1	34.000000	0	0	0	136	0
Lpxn	34.000000	0	136	0	0	0
Klhl42	34.000000	0	136	0	0	0
Jtb	34.000000	0	136	0	0	0
H2-Ke6	34.000000	0	136	0	0	0
Gga3	34.000000	0	136	0	0	0
Dut	34.000000	0	136	0	0	0
Dpp9	34.000000	0	136	0	0	0
Dbf4	34.000000	0	136	0	0	0
Coa4	34.000000	0	136	0	0	0
Chtop	34.000000	0	136	0	0	0
Cebpzos	34.000000	0	136	0	0	0
Cdiptos	34.000000	0	136	0	0	0
Cdipt	34.000000	0	136	0	0	0
Brix1	34.000000	0	136	0	0	0
Bag4	34.000000	0	136	0	0	0
Atp6v1c1	34.000000	0	136	0	0	0
1700066B19Rik	34.000000	0	136	0	0	0
Zfp212	33.750000	0	135	0	0	0
Yif1a	33.750000	0	135	0	0	0
Vamp8	33.750000	0	135	0	0	0
Twistnb	33.750000	0	135	0	0	0
Tmem151a	33.750000	0	135	0	0	0
Tdp1	33.750000	0	135	0	0	0
Rabggta	33.750000	0	135	0	0	0
Prdm11	33.750000	0	135	0	0	0
Ppm1f	33.750000	0	135	0	0	0
Pias4	33.750000	0	135	0	0	0
Pdia6	33.750000	0	135	0	0	0
Paxx	33.750000	0	135	0	0	0
Pank4	33.750000	0	135	0	0	0
Osbpl2	33.750000	0	135	0	0	0
Nucb2	33.750000	0	135	0	0	0
Mrps18c	33.750000	0	135	0	0	0
Mkrn1	33.750000	0	135	0	0	0
Mavs	33.750000	0	135	0	0	0
Magi3	33.750000	0	135	0	0	0
Kdm6a	33.750000	0	135	0	0	0
Ifit1bl1	33.750000	0	0	135	0	0
Ier3	33.750000	0	135	0	0	0
Hpdl	33.750000	0	135	0	0	0
Hes5	33.750000	0	135	0	0	0
Hemk1	33.750000	0	135	0	0	0
Helq	33.750000	0	135	0	0	0
Gps2	33.750000	0	135	0	0	0
Gm12250	33.750000	0	0	135	0	0
Flot1	33.750000	0	135	0	0	0
Fkbp3	33.750000	0	135	0	0	0
Fancm	33.750000	0	135	0	0	0
Exoc3l	33.750000	0	135	0	0	0
Eri3	33.750000	0	135	0	0	0
Efcab11	33.750000	0	135	0	0	0
E2f4	33.750000	0	135	0	0	0
Ddx20	33.750000	0	135	0	0	0
Clic3	33.750000	0	135	0	0	0
Cdkn2aipnl	33.750000	0	135	0	0	0
Armcx3	33.750000	0	135	0	0	0
Alpk3	33.750000	0	135	0	0	0
6430571L13Rik	33.750000	0	135	0	0	0
Xab2	33.500000	0	134	0	0	0
Sys1	33.500000	0	134	0	0	0
Slc35b1	33.500000	0	134	0	0	0
Psme1	33.500000	0	134	0	0	0
Ppt1	33.500000	0	134	0	0	0
Pet100	33.500000	0	134	0	0	0
Pcp2	33.500000	0	134	0	0	0
Niban2	33.500000	0	134	0	0	0
Nbas	33.500000	0	134	0	0	0
Mapkapk2	33.500000	0	134	0	0	0
Gng12	33.500000	0	134	0	0	0
Fitm1	33.500000	0	134	0	0	0
Fgd4	33.500000	0	134	0	0	0
Cln6	33.500000	0	134	0	0	0
Ccng2	33.500000	0	134	0	0	0
Borcs7	33.500000	0	134	0	0	0
Bcl7b	33.500000	0	134	0	0	0
Atp5k	33.500000	0	134	0	0	0
Actr8	33.500000	0	134	0	0	0
AW209491	33.500000	0	134	0	0	0
3300002I08Rik	33.500000	0	134	0	0	0
Ywhae	33.250000	0	133	0	0	0
Wdr27	33.250000	0	133	0	0	0
Vps8	33.250000	0	133	0	0	0
Timm9	33.250000	0	133	0	0	0
Stt3a	33.250000	0	133	0	0	0
Sptbn4	33.250000	0	133	0	0	0
Sorbs3	33.250000	0	133	0	0	0
Slc35e2	33.250000	0	133	0	0	0
Sh3bp4	33.250000	0	133	0	0	0
Rpn1	33.250000	0	133	0	0	0
Rae1	33.250000	0	133	0	0	0
Ppp2r2a	33.250000	0	133	0	0	0
Ppm1b	33.250000	0	133	0	0	0
Ppig	33.250000	0	133	0	0	0
Pgs1	33.250000	0	133	0	0	0
Pfkp	33.250000	0	133	0	0	0
Olfr702	33.250000	0	0	0	133	0
Nsfl1c	33.250000	0	133	0	0	0
Mlxipl	33.250000	0	0	0	133	0
Mfsd3	33.250000	0	133	0	0	0
Mars1	33.250000	0	133	0	0	0
Lrrc20	33.250000	0	133	0	0	0
Gpt	33.250000	0	133	0	0	0
Fez2	33.250000	0	133	0	0	0
Ep300	33.250000	0	133	0	0	0
Eid2b	33.250000	0	133	0	0	0
Eef2k	33.250000	0	133	0	0	0
Blvrb	33.250000	0	133	0	0	0
Asxl1	33.250000	0	133	0	0	0
Aktip	33.250000	0	133	0	0	0
2700049A03Rik	33.250000	0	133	0	0	0
1700042G07Rik	33.250000	0	133	0	0	0
1600012H06Rik	33.250000	0	133	0	0	0
Zfp938	33.000000	0	132	0	0	0
Wee1	33.000000	0	132	0	0	0
Ube2t	33.000000	0	132	0	0	0
Tesmin	33.000000	0	132	0	0	0
Swi5	33.000000	0	132	0	0	0
Ss18l1	33.000000	0	132	0	0	0
Scgb2b3	33.000000	0	0	0	132	0
Rpl10	33.000000	0	132	0	0	0
Psma7	33.000000	0	132	0	0	0
Ppme1	33.000000	0	132	0	0	0
Ppie	33.000000	0	132	0	0	0
Pitpnm1	33.000000	0	132	0	0	0
Pam16	33.000000	0	132	0	0	0
Notch1	33.000000	0	132	0	0	0
Noct	33.000000	0	132	0	0	0
Ms4a12	33.000000	132	0	0	0	0
Lsm10	33.000000	0	132	0	0	0
Jpt2	33.000000	0	132	0	0	0
Ilkap	33.000000	0	132	0	0	0
Golga2	33.000000	0	132	0	0	0
Frg1	33.000000	0	132	0	0	0
Fancd2	33.000000	0	132	0	0	0
Emc3	33.000000	0	132	0	0	0
Dhx37	33.000000	0	132	0	0	0
Cops4	33.000000	0	132	0	0	0
Cdk2ap2	33.000000	0	132	0	0	0
Cdca4	33.000000	0	132	0	0	0
Ccdc130	33.000000	0	132	0	0	0
Cand1	33.000000	0	132	0	0	0
C2cd3	33.000000	0	132	0	0	0
Best3	33.000000	0	0	132	0	0
Tuft1	32.750000	0	131	0	0	0
Slc39a7	32.750000	0	131	0	0	0
Satb1	32.750000	0	131	0	0	0
Rxrb	32.750000	0	131	0	0	0
Ptpn23	32.750000	0	131	0	0	0
Prorsd1	32.750000	0	131	0	0	0
Krr1	32.750000	0	131	0	0	0
Gle1	32.750000	0	131	0	0	0
Fdps	32.750000	0	131	0	0	0
Dot1l	32.750000	0	131	0	0	0
Dnajb2	32.750000	0	131	0	0	0
Dgkh	32.750000	0	131	0	0	0
Ap1s1	32.750000	0	131	0	0	0
Angel1	32.750000	0	131	0	0	0
Zcchc14	32.500000	0	130	0	0	0
Zbtb14	32.500000	0	130	0	0	0
Ywhaz	32.500000	0	130	0	0	0
Vipas39	32.500000	0	130	0	0	0
Ugp2	32.500000	0	130	0	0	0
Ube2i	32.500000	0	130	0	0	0
Tusc2	32.500000	0	130	0	0	0
Tnfsf15	32.500000	0	0	0	130	0
Tmx2	32.500000	0	130	0	0	0
Tarbp1	32.500000	0	130	0	0	0
Slc12a9	32.500000	0	130	0	0	0
Shc2	32.500000	0	130	0	0	0
S1pr4	32.500000	0	130	0	0	0
Rpn2	32.500000	0	130	0	0	0
Rpain	32.500000	0	130	0	0	0
Parp11	32.500000	0	130	0	0	0
Ncln	32.500000	0	130	0	0	0
Mtmr3	32.500000	0	130	0	0	0
Mrpl16	32.500000	0	130	0	0	0
Mroh8	32.500000	0	130	0	0	0
Med19	32.500000	0	130	0	0	0
Mcrs1	32.500000	0	130	0	0	0
Mbnl1	32.500000	0	130	0	0	0
Ints4	32.500000	0	130	0	0	0
Hells	32.500000	0	130	0	0	0
Gatad2b	32.500000	0	130	0	0	0
Fra10ac1	32.500000	0	130	0	0	0
Exosc6	32.500000	0	130	0	0	0
Disp1	32.500000	0	130	0	0	0
Denr	32.500000	0	130	0	0	0
Chmp2b	32.500000	0	130	0	0	0
Cbx1	32.500000	0	130	0	0	0
Btbd3	32.500000	0	130	0	0	0
Arf3	32.500000	0	130	0	0	0
Ampd3	32.500000	0	130	0	0	0
Ahsa1	32.500000	0	130	0	0	0
Zfp267	32.250000	0	129	0	0	0
Vmn1r60	32.250000	0	0	129	0	0
Trim65	32.250000	0	129	0	0	0
Trim23	32.250000	0	129	0	0	0
Trappc13	32.250000	0	129	0	0	0
Tnfsfm13	32.250000	0	129	0	0	0
Tnfsf12	32.250000	0	129	0	0	0
Tmub1	32.250000	0	129	0	0	0
Slc27a4	32.250000	0	129	0	0	0
Slc22a5	32.250000	0	129	0	0	0
Shld3	32.250000	0	129	0	0	0
S100a8	32.250000	129	0	0	0	0
Rasal3	32.250000	0	0	0	129	0
Psmd14	32.250000	129	0	0	0	0
Psmc4	32.250000	0	129	0	0	0
Olfr982	32.250000	129	0	0	0	0
Olfr1512	32.250000	0	129	0	0	0
Olfr1031	32.250000	129	0	0	0	0
Nek8	32.250000	0	0	129	0	0
Mrps28	32.250000	0	129	0	0	0
Mfsd13a	32.250000	0	129	0	0	0
Map3k9	32.250000	0	129	0	0	0
Iqcm	32.250000	0	0	0	129	0
Inip	32.250000	0	129	0	0	0
Golga4	32.250000	0	129	0	0	0
Gm5150	32.250000	129	0	0	0	0
Galk2	32.250000	0	129	0	0	0
Fmr1	32.250000	0	129	0	0	0
Fmo9	32.250000	129	0	0	0	0
Fastk	32.250000	0	129	0	0	0
Esp24	32.250000	129	0	0	0	0
Erap1	32.250000	0	129	0	0	0
Elf4	32.250000	0	129	0	0	0
Dnajc25	32.250000	0	129	0	0	0
Dnajb5	32.250000	0	129	0	0	0
Cops2	32.250000	0	129	0	0	0
Ccdc80	32.250000	0	0	129	0	0
Bloc1s4	32.250000	0	129	0	0	0
Afp	32.250000	129	0	0	0	0
Zfp874b	32.000000	0	128	0	0	0
Zfp647	32.000000	0	128	0	0	0
Zfp566	32.000000	0	128	0	0	0
Zfp260	32.000000	0	128	0	0	0
Wrn	32.000000	0	128	0	0	0
Virma	32.000000	0	128	0	0	0
Usf1	32.000000	0	128	0	0	0
Ubox5	32.000000	0	128	0	0	0
Txndc5	32.000000	0	128	0	0	0
Ttk	32.000000	0	128	0	0	0
Taldo1	32.000000	0	128	0	0	0
Stat5a	32.000000	0	128	0	0	0
Smu1	32.000000	0	128	0	0	0
Smpdl3a	32.000000	0	128	0	0	0
Rnf213	32.000000	0	128	0	0	0
Rbm5	32.000000	0	128	0	0	0
Purg	32.000000	0	128	0	0	0
Prdm2	32.000000	0	128	0	0	0
Plcd3	32.000000	0	128	0	0	0
Mrps2	32.000000	0	128	0	0	0
Mfap3l	32.000000	0	128	0	0	0
Megf8	32.000000	0	128	0	0	0
Ldah	32.000000	0	128	0	0	0
Kat8	32.000000	0	128	0	0	0
Gm6712	32.000000	0	128	0	0	0
Fastkd5	32.000000	0	128	0	0	0
Ethe1	32.000000	0	128	0	0	0
Dusp3	32.000000	0	128	0	0	0
Dap	32.000000	0	128	0	0	0
Chd2	32.000000	0	128	0	0	0
Cfap97d1	32.000000	0	128	0	0	0
Acbd4	32.000000	0	128	0	0	0
1700007K13Rik	32.000000	0	128	0	0	0
Zscan30	31.750000	0	127	0	0	0
Zfp865	31.750000	0	127	0	0	0
Zfp760	31.750000	0	127	0	0	0
Zfp65	31.750000	0	127	0	0	0
Zfp524	31.750000	0	127	0	0	0
Zfp35	31.750000	0	127	0	0	0
Zfp235	31.750000	0	127	0	0	0
Trpm1	31.750000	0	0	0	127	0
Trim34a	31.750000	0	0	0	127	0
Tes	31.750000	0	127	0	0	0
Synpr	31.750000	0	0	0	127	0
Supt7l	31.750000	0	127	0	0	0
Stx5a	31.750000	0	127	0	0	0
Snrpa1	31.750000	0	127	0	0	0
Smarca4	31.750000	0	127	0	0	0
Slc66a2	31.750000	0	127	0	0	0
Slc4a1ap	31.750000	0	127	0	0	0
Slc43a2	31.750000	0	127	0	0	0
Slc38a5	31.750000	0	0	0	127	0
Shisa7	31.750000	0	0	0	127	0
Rufy3	31.750000	0	127	0	0	0
Rspry1	31.750000	0	127	0	0	0
Rcbtb2	31.750000	0	127	0	0	0
Rab21	31.750000	0	127	0	0	0
Psme3ip1	31.750000	0	127	0	0	0
Prr12	31.750000	0	127	0	0	0
Polr3e	31.750000	0	0	0	127	0
Plaa	31.750000	0	127	0	0	0
Pgam5	31.750000	0	127	0	0	0
Olfr809	31.750000	0	0	0	127	0
Olfr56	31.750000	0	0	0	127	0
Olfr121	31.750000	0	0	0	127	0
Nus1	31.750000	0	127	0	0	0
Nudt18	31.750000	0	127	0	0	0
Nme3	31.750000	0	127	0	0	0
Ndufb1	31.750000	0	127	0	0	0
Ncam1	31.750000	0	0	0	127	0
Naxe	31.750000	0	127	0	0	0
Msmo1	31.750000	0	127	0	0	0
Mrps34	31.750000	0	127	0	0	0
Mlh3	31.750000	0	0	0	127	0
Knl1	31.750000	0	0	0	127	0
Klri1	31.750000	0	0	0	127	0
Ilf3	31.750000	0	127	0	0	0
Il20rb	31.750000	0	127	0	0	0
Ikzf4	31.750000	0	0	0	127	0
Gcsh	31.750000	0	127	0	0	0
Gatad1	31.750000	0	127	0	0	0
Etf1	31.750000	0	127	0	0	0
Epcam	31.750000	0	0	0	127	0
Eme2	31.750000	0	127	0	0	0
Dzip3	31.750000	0	127	0	0	0
Crygf	31.750000	0	0	0	127	0
Cpsf2	31.750000	0	127	0	0	0
Cip2a	31.750000	0	127	0	0	0
Chic1	31.750000	0	0	0	127	0
Chchd1	31.750000	0	127	0	0	0
Cenpf	31.750000	0	0	0	127	0
Bard1	31.750000	0	127	0	0	0
Atg12	31.750000	0	127	0	0	0
Ap3s1	31.750000	0	127	0	0	0
Adcy7	31.750000	0	127	0	0	0
2210016L21Rik	31.750000	0	127	0	0	0
Zfyve21	31.500000	0	126	0	0	0
Xrcc3	31.500000	0	126	0	0	0
Ube4a	31.500000	0	126	0	0	0
Ube2l3	31.500000	0	126	0	0	0
Stam2	31.500000	0	126	0	0	0
Sri	31.500000	0	126	0	0	0
Smc5	31.500000	0	126	0	0	0
Slc35a3	31.500000	0	126	0	0	0
Rtca	31.500000	0	126	0	0	0
Psmd7	31.500000	0	126	0	0	0
Opa1	31.500000	0	126	0	0	0
Nit2	31.500000	0	126	0	0	0
Mvk	31.500000	0	126	0	0	0
Mmab	31.500000	0	126	0	0	0
Map4k5	31.500000	0	126	0	0	0
Lsg1	31.500000	0	126	0	0	0
Kdm3b	31.500000	0	126	0	0	0
Id3	31.500000	0	126	0	0	0
Gnl2	31.500000	0	0	0	126	0
Gdi2	31.500000	0	126	0	0	0
Exosc10	31.500000	0	126	0	0	0
Ddx46	31.500000	0	126	0	0	0
Dbt	31.500000	0	126	0	0	0
BC048403	31.500000	0	126	0	0	0
Atl1	31.500000	0	126	0	0	0
Ap3s2	31.500000	0	126	0	0	0
Zscan25	31.250000	0	125	0	0	0
Zscan18	31.250000	0	125	0	0	0
Zfp74	31.250000	0	125	0	0	0
Zfp157	31.250000	0	125	0	0	0
Zbtb17	31.250000	0	125	0	0	0
Yju2	31.250000	0	125	0	0	0
Xpr1	31.250000	0	125	0	0	0
Usp39	31.250000	0	125	0	0	0
Tedc2	31.250000	0	125	0	0	0
Supt16	31.250000	0	125	0	0	0
Sp1	31.250000	0	125	0	0	0
Sirpa	31.250000	0	125	0	0	0
Setd1a	31.250000	0	125	0	0	0
Rpia	31.250000	0	125	0	0	0
Rad21	31.250000	0	125	0	0	0
Prkx	31.250000	0	125	0	0	0
Plekho1	31.250000	0	125	0	0	0
Pi4k2a	31.250000	0	125	0	0	0
Pfdn5	31.250000	0	125	0	0	0
Ola1	31.250000	0	125	0	0	0
Myl12b	31.250000	0	125	0	0	0
Msantd4	31.250000	0	125	0	0	0
Morn4	31.250000	0	125	0	0	0
Mob3a	31.250000	0	125	0	0	0
Mapkapk5	31.250000	0	125	0	0	0
Lrrc61	31.250000	0	125	0	0	0
Izumo4	31.250000	0	125	0	0	0
Gdi1	31.250000	0	125	0	0	0
Fbxl22	31.250000	0	125	0	0	0
Emsy	31.250000	0	125	0	0	0
Edem3	31.250000	0	125	0	0	0
Dnajc19	31.250000	0	125	0	0	0
Cyp51	31.250000	0	125	0	0	0
Cse1l	31.250000	0	125	0	0	0
Chfr	31.250000	0	125	0	0	0
Ccdc90b	31.250000	0	125	0	0	0
Atp6v1g1	31.250000	0	125	0	0	0
Anxa4	31.250000	0	125	0	0	0
0610030E20Rik	31.250000	0	125	0	0	0
Zfp84	31.000000	0	124	0	0	0
Zfp277	31.000000	0	124	0	0	0
Wdhd1	31.000000	0	124	0	0	0
Trappc12	31.000000	0	124	0	0	0
Tbc1d24	31.000000	0	124	0	0	0
Stk25	31.000000	0	124	0	0	0
Srfbp1	31.000000	0	124	0	0	0
Socs4	31.000000	0	124	0	0	0
Slc35d2	31.000000	0	124	0	0	0
Rbis	31.000000	0	124	0	0	0
Parp14	31.000000	0	124	0	0	0
Ntn3	31.000000	0	124	0	0	0
Nrp1	31.000000	0	124	0	0	0
Nmt1	31.000000	0	124	0	0	0
Nbeal2	31.000000	0	124	0	0	0
Med9	31.000000	0	124	0	0	0
Lrrc59	31.000000	0	124	0	0	0
Gjc1	31.000000	0	0	0	124	0
Fbrs	31.000000	0	124	0	0	0
Emp1	31.000000	0	124	0	0	0
Eipr1	31.000000	0	124	0	0	0
Dock4	31.000000	0	124	0	0	0
Ccl2	31.000000	0	124	0	0	0
Ccdc12	31.000000	0	124	0	0	0
Bambi	31.000000	0	124	0	0	0
Atg2a	31.000000	0	124	0	0	0
Apmap	31.000000	0	124	0	0	0
Zfp59	30.750000	0	123	0	0	0
Xpnpep3	30.750000	0	123	0	0	0
Washc3	30.750000	0	123	0	0	0
Vps16	30.750000	0	123	0	0	0
Tada3	30.750000	0	123	0	0	0
St13	30.750000	0	123	0	0	0
Smg1	30.750000	0	123	0	0	0
Slc44a1	30.750000	0	123	0	0	0
Skiv2l	30.750000	0	123	0	0	0
Selenom	30.750000	0	0	123	0	0
Pyroxd2	30.750000	0	123	0	0	0
Prss56	30.750000	0	0	123	0	0
Prss35	30.750000	0	0	123	0	0
Pced1a	30.750000	0	123	0	0	0
P2rx6	30.750000	0	0	0	123	0
Nelfe	30.750000	0	123	0	0	0
Mtmr6	30.750000	0	123	0	0	0
Med25	30.750000	0	123	0	0	0
Mamdc2	30.750000	0	0	123	0	0
Lrrc74b	30.750000	0	0	0	123	0
Kir3dl1	30.750000	123	0	0	0	0
Inppl1	30.750000	0	123	0	0	0
Glrp1	30.750000	0	0	123	0	0
Fuz	30.750000	0	123	0	0	0
Cobll1	30.750000	0	0	123	0	0
Catsperg1	30.750000	0	123	0	0	0
Arpc4	30.750000	0	123	0	0	0
Aptx	30.750000	0	123	0	0	0
Ank3	30.750000	0	0	123	0	0
9930012K11Rik	30.750000	0	0	123	0	0
Zfp24	30.500000	0	122	0	0	0
Zdhhc12	30.500000	0	122	0	0	0
Ythdc2	30.500000	0	122	0	0	0
Yipf5	30.500000	0	122	0	0	0
Tsr1	30.500000	0	122	0	0	0
Trappc2l	30.500000	0	122	0	0	0
Sgsm2	30.500000	0	122	0	0	0
Sf3a3	30.500000	0	122	0	0	0
Sdhaf3	30.500000	0	122	0	0	0
Rbl1	30.500000	0	122	0	0	0
Ptges2	30.500000	0	122	0	0	0
Ptgdr	30.500000	0	0	0	122	0
Prkcb	30.500000	0	0	0	122	0
Pkn2	30.500000	0	122	0	0	0
Lcorl	30.500000	0	122	0	0	0
Kremen1	30.500000	0	122	0	0	0
Irgq	30.500000	0	122	0	0	0
Il25	30.500000	0	0	122	0	0
Hsdl1	30.500000	0	122	0	0	0
Hs6st1	30.500000	0	122	0	0	0
Hivep1	30.500000	0	122	0	0	0
Hbs1l	30.500000	0	122	0	0	0
Glyctk	30.500000	0	122	0	0	0
Galns	30.500000	0	122	0	0	0
Efs	30.500000	0	0	122	0	0
Dnaaf1	30.500000	0	122	0	0	0
Ccnd3	30.500000	0	122	0	0	0
Cc2d1a	30.500000	0	122	0	0	0
Ap1g1	30.500000	0	122	0	0	0
4930432K21Rik	30.500000	0	122	0	0	0
Wdr33	30.250000	0	121	0	0	0
Thap4	30.250000	0	121	0	0	0
Slc35f5	30.250000	0	121	0	0	0
Sh2d3c	30.250000	0	121	0	0	0
Rnaseh2b	30.250000	0	121	0	0	0
Rab3d	30.250000	0	121	0	0	0
Pja2	30.250000	0	121	0	0	0
Ogt	30.250000	0	121	0	0	0
Nufip1	30.250000	0	121	0	0	0
Max	30.250000	0	121	0	0	0
Lrrc27	30.250000	0	121	0	0	0
Kif5a	30.250000	0	121	0	0	0
Jrk	30.250000	0	121	0	0	0
Hlx	30.250000	0	0	0	121	0
Gpr89	30.250000	0	121	0	0	0
Gpalpp1	30.250000	0	121	0	0	0
Get4	30.250000	0	121	0	0	0
Faap24	30.250000	0	121	0	0	0
Dctn2	30.250000	0	121	0	0	0
Cspp1	30.250000	0	121	0	0	0
Cops5	30.250000	0	121	0	0	0
Atg4b	30.250000	0	121	0	0	0
Alkbh3	30.250000	0	121	0	0	0
Actl6a	30.250000	0	121	0	0	0
Zfp516	30.000000	0	120	0	0	0
Zfp513	30.000000	0	120	0	0	0
Usp45	30.000000	0	120	0	0	0
Smim11	30.000000	0	120	0	0	0
Slc12a6	30.000000	0	120	0	0	0
Rai1	30.000000	0	120	0	0	0
Pdcd2l	30.000000	0	120	0	0	0
Nop10	30.000000	0	120	0	0	0
Mien1	30.000000	0	120	0	0	0
Lrch1	30.000000	0	120	0	0	0
Hsd17b12	30.000000	0	120	0	0	0
Ggact	30.000000	0	120	0	0	0
Fam50a	30.000000	0	120	0	0	0
F12	30.000000	0	120	0	0	0
Clasp1	30.000000	0	120	0	0	0
Cep57l1	30.000000	0	120	0	0	0
C9orf72	30.000000	0	120	0	0	0
Zfp429	29.750000	0	119	0	0	0
Wdr45	29.750000	0	119	0	0	0
Usp11	29.750000	0	119	0	0	0
Tulp2	29.750000	0	119	0	0	0
Taf8	29.750000	0	119	0	0	0
Rps6ka2	29.750000	0	119	0	0	0
Rnf31	29.750000	0	119	0	0	0
Rlim	29.750000	0	119	0	0	0
Retreg1	29.750000	0	119	0	0	0
Psmg4	29.750000	0	119	0	0	0
Psme2	29.750000	0	119	0	0	0
Prim2	29.750000	0	119	0	0	0
Ppp2r1a	29.750000	0	119	0	0	0
Plekha3	29.750000	0	119	0	0	0
Nup62	29.750000	0	119	0	0	0
Nucb1	29.750000	0	119	0	0	0
Nol6	29.750000	0	119	0	0	0
Nat2	29.750000	0	119	0	0	0
Nat1	29.750000	0	119	0	0	0
Mrm2	29.750000	0	119	0	0	0
Klhdc8b	29.750000	0	119	0	0	0
Il4i1b	29.750000	0	119	0	0	0
Hnrnpl	29.750000	0	119	0	0	0
Hexim2	29.750000	0	119	0	0	0
Ggnbp2	29.750000	0	119	0	0	0
Gem	29.750000	0	119	0	0	0
Fkbp7	29.750000	0	119	0	0	0
Ddt	29.750000	0	119	0	0	0
Cdk20	29.750000	0	119	0	0	0
Ccdc71	29.750000	0	119	0	0	0
Atf5	29.750000	0	119	0	0	0
Angptl1	29.750000	0	119	0	0	0
Abtb1	29.750000	0	119	0	0	0
Abraxas2	29.750000	0	119	0	0	0
Wdr5	29.500000	0	118	0	0	0
Ttf2	29.500000	0	118	0	0	0
Tnfrsf21	29.500000	0	118	0	0	0
Tm2d2	29.500000	0	118	0	0	0
Slf2	29.500000	0	118	0	0	0
Slc2a8	29.500000	0	118	0	0	0
Septin2	29.500000	0	118	0	0	0
Prrt2	29.500000	0	118	0	0	0
Prrc1	29.500000	0	118	0	0	0
Polr3gl	29.500000	0	118	0	0	0
Pheta2	29.500000	0	118	0	0	0
Pbrm1	29.500000	0	118	0	0	0
Naga	29.500000	0	118	0	0	0
Kmt2a	29.500000	0	118	0	0	0
Fermt3	29.500000	0	118	0	0	0
Esrp2	29.500000	0	118	0	0	0
Ankrd34a	29.500000	0	118	0	0	0
Adam9	29.500000	0	118	0	0	0
Wasf1	29.250000	0	117	0	0	0
Vmn1r171	29.250000	117	0	0	0	0
Usp10	29.250000	0	117	0	0	0
Ubtfl1	29.250000	117	0	0	0	0
Ube2r2	29.250000	0	117	0	0	0
Smc1a	29.250000	0	117	0	0	0
Slc39a10	29.250000	0	117	0	0	0
Rps6ka1	29.250000	0	117	0	0	0
Ribc1	29.250000	0	117	0	0	0
Rbm12b1	29.250000	0	117	0	0	0
Pafah1b2	29.250000	0	117	0	0	0
Olfr564	29.250000	117	0	0	0	0
Olfr561	29.250000	117	0	0	0	0
Nicn1	29.250000	117	0	0	0	0
Nfix	29.250000	0	0	0	117	0
Ndst1	29.250000	0	117	0	0	0
Naalad2	29.250000	117	0	0	0	0
Med30	29.250000	117	0	0	0	0
Irf9	29.250000	0	117	0	0	0
Ikbkg	29.250000	0	117	0	0	0
Ift140	29.250000	0	117	0	0	0
Ibsp	29.250000	0	0	0	117	0
Galm	29.250000	0	117	0	0	0
Gaa	29.250000	0	117	0	0	0
G6pdx	29.250000	0	117	0	0	0
Fosb	29.250000	0	117	0	0	0
Dhdh	29.250000	0	117	0	0	0
Decr2	29.250000	0	117	0	0	0
Cramp1l	29.250000	0	117	0	0	0
Cep120	29.250000	0	117	0	0	0
Cdc40	29.250000	0	117	0	0	0
B230307C23Rik	29.250000	0	117	0	0	0
Arhgap45	29.250000	0	117	0	0	0
Anapc4	29.250000	0	117	0	0	0
Amt	29.250000	117	0	0	0	0
Zfp458	29.000000	0	116	0	0	0
Slc35c2	29.000000	0	116	0	0	0
Rab8a	29.000000	0	116	0	0	0
Ptrhd1	29.000000	0	116	0	0	0
Pla2g6	29.000000	0	116	0	0	0
Pibf1	29.000000	0	116	0	0	0
Pdzd8	29.000000	0	116	0	0	0
Pbx3	29.000000	0	116	0	0	0
Parp2	29.000000	0	116	0	0	0
P2rx5	29.000000	0	116	0	0	0
Nfkbil1	29.000000	0	116	0	0	0
Mrpl22	29.000000	0	116	0	0	0
Lrp1	29.000000	0	116	0	0	0
Lig4	29.000000	0	116	0	0	0
Itsn1	29.000000	0	116	0	0	0
Gga1	29.000000	0	116	0	0	0
Gemin5	29.000000	0	116	0	0	0
Dock8	29.000000	0	116	0	0	0
Dis3	29.000000	0	116	0	0	0
Cryzl1	29.000000	0	116	0	0	0
Cops9	29.000000	0	116	0	0	0
Cenpo	29.000000	0	116	0	0	0
Atp6v1g2	29.000000	0	116	0	0	0
Arrb2	29.000000	0	116	0	0	0
Aldh9a1	29.000000	0	116	0	0	0
Adck1	29.000000	0	116	0	0	0
Abhd13	29.000000	0	116	0	0	0
Znrf4	28.750000	0	115	0	0	0
