Target_genes	Nfatc1|Average	SRX376930|Hair_Follicle	DRX111909|Osteoclasts	SRX174585|Pancreatic_cancer_cells	SRX174586|Pancreatic_cancer_cells	STRING
Tdrd1	51.500000	0	206	0	0	0
Tdp2	51.500000	0	206	0	0	0
Spata18	51.500000	0	206	0	0	0
Shprh	51.500000	0	206	0	0	0
Sgcb	51.500000	0	206	0	0	0
Sesn1	51.500000	0	206	0	0	0
Samd8	51.500000	0	206	0	0	0
Rtcb	51.500000	0	206	0	0	0
Rap2a	51.500000	0	206	0	0	0
Polr2f	51.500000	0	206	0	0	0
Piezo1	51.500000	0	206	0	0	0
Pctp	51.500000	0	206	0	0	0
Nupl1	51.500000	0	206	0	0	0
Nqo2	51.500000	0	206	0	0	0
Mphosph6	51.500000	0	206	0	0	0
Med1	51.500000	0	206	0	0	0
Mapkap1	51.500000	63	143	0	0	0
Itpripl2	51.500000	0	206	0	0	0
Ier5l	51.500000	0	206	0	0	0
Hic2	51.500000	0	206	0	0	0
H3c4	51.500000	0	206	0	0	0
H2bc8	51.500000	0	206	0	0	0
H2bc7	51.500000	0	206	0	0	0
H2ac8	51.500000	0	206	0	0	0
H2ac7	51.500000	0	206	0	0	0
Gtdc1	51.500000	0	206	0	0	0
Gatd3a	51.500000	0	206	0	0	0
Fbxl13	51.500000	0	206	0	0	0
Fam3c	51.500000	0	206	0	0	0
Ehmt1	51.500000	0	206	0	0	0
Dusp13	51.500000	0	206	0	0	0
Cnpy3	51.500000	0	206	0	0	0
Ccdc186	51.500000	0	206	0	0	0
Caprin2	51.500000	0	206	0	0	0
Armc10	51.500000	0	206	0	0	0
Acot13	51.500000	0	206	0	0	0
Acat1	51.500000	0	206	0	0	0
1700088E04Rik	51.500000	0	206	0	0	0
Znrd2	51.250000	0	205	0	0	0
Zfyve27	51.250000	0	205	0	0	0
Zfp994	51.250000	0	205	0	0	0
Zfp691	51.250000	0	205	0	0	0
Vps29	51.250000	0	205	0	0	0
Vmn2r4	51.250000	205	0	0	0	0
Tmem248	51.250000	0	205	0	0	0
Tmem165	51.250000	0	205	0	0	0
Tars2	51.250000	205	0	0	0	0
Taco1	51.250000	0	205	0	0	0
Srrm1	51.250000	0	205	0	0	0
Smad7	51.250000	0	205	0	0	0
Slc4a2	51.250000	0	205	0	0	0
Slamf6	51.250000	205	0	0	0	0
Sil1	51.250000	0	205	0	0	0
Rad9b	51.250000	0	205	0	0	0
Rab22a	51.250000	0	205	0	0	0
Pum1	51.250000	0	205	0	0	0
Prrc2c	51.250000	0	205	0	0	0
Ppip5k2	51.250000	0	205	0	0	0
Pnpla8	51.250000	0	205	0	0	0
Nrros	51.250000	0	205	0	0	0
Nap1l2	51.250000	205	0	0	0	0
Mtmr12	51.250000	0	205	0	0	0
Mthfd2	51.250000	0	205	0	0	0
Mmp28	51.250000	205	0	0	0	0
Klhl26	51.250000	0	205	0	0	0
Ifna13	51.250000	205	0	0	0	0
Gin1	51.250000	0	205	0	0	0
Fam89b	51.250000	0	205	0	0	0
Ero1a	51.250000	0	205	0	0	0
Erf	51.250000	0	205	0	0	0
Ehbp1l1	51.250000	0	205	0	0	0
Csgalnact2	51.250000	0	205	0	0	0
Colgalt1	51.250000	0	205	0	0	0
Cog3	51.250000	0	205	0	0	0
Coa6	51.250000	0	205	0	0	0
Cnnm3	51.250000	0	205	0	0	0
Cldn18	51.250000	205	0	0	0	0
Cdk5	51.250000	0	205	0	0	0
Cdh12	51.250000	205	0	0	0	0
Cd82	51.250000	0	205	0	0	0
Bpnt2	51.250000	0	205	0	0	0
Arl14ep	51.250000	0	205	0	0	0
Zfp142	51.000000	0	204	0	0	0
Tesk1	51.000000	0	204	0	0	0
Srsf1	51.000000	0	204	0	0	0
Spata17	51.000000	0	204	0	0	0
Slc25a25	51.000000	0	204	0	0	0
Slc16a6	51.000000	0	204	0	0	0
Slc12a4	51.000000	0	204	0	0	0
Rhbdd2	51.000000	0	204	0	0	0
Prpf4b	51.000000	0	204	0	0	0
Prcd	51.000000	0	204	0	0	0
Phf5a	51.000000	0	204	0	0	0
Nelfa	51.000000	0	204	0	0	0
Nedd4l	51.000000	0	204	0	0	0
Naif1	51.000000	0	204	0	0	0
Mrps22	51.000000	0	204	0	0	0
Mrpl2	51.000000	0	204	0	0	0
Macroh2a1	51.000000	0	204	0	0	0
Macir	51.000000	0	204	0	0	0
Klc4	51.000000	0	204	0	0	0
Ifnar1	51.000000	0	204	0	0	0
Hif1a	51.000000	0	204	0	0	0
Grn	51.000000	0	204	0	0	0
Gpatch2	51.000000	0	204	0	0	0
Elp6	51.000000	0	204	0	0	0
Cygb	51.000000	0	204	0	0	0
Cul7	51.000000	0	204	0	0	0
Cep85l	51.000000	0	204	0	0	0
Bcs1l	51.000000	0	204	0	0	0
Arsg	51.000000	0	204	0	0	0
Anks3	51.000000	0	204	0	0	0
Aco2	51.000000	0	204	0	0	0
4930451G09Rik	51.000000	0	204	0	0	0
4930402H24Rik	51.000000	0	204	0	0	0
2210016F16Rik	51.000000	0	204	0	0	0
Zfp644	50.750000	0	203	0	0	0
Zfp1	50.750000	0	203	0	0	0
Zdhhc16	50.750000	0	203	0	0	0
Zbtb3	50.750000	0	203	0	0	0
Vps26b	50.750000	0	203	0	0	0
Ttc26	50.750000	0	203	0	0	0
Thg1l	50.750000	0	203	0	0	0
Tbc1d4	50.750000	0	203	0	0	0
Smad1	50.750000	0	203	0	0	0
Slc48a1	50.750000	0	203	0	0	0
Slc35e1	50.750000	0	203	0	0	0
Slc17a5	50.750000	0	203	0	0	0
Rbm39	50.750000	0	203	0	0	0
Polr2g	50.750000	0	203	0	0	0
Ormdl3	50.750000	0	203	0	0	0
Ncapd3	50.750000	0	203	0	0	0
Lrrc63	50.750000	0	203	0	0	0
Lcp1	50.750000	0	203	0	0	0
Kctd13	50.750000	0	203	0	0	0
Ikbip	50.750000	0	203	0	0	0
Gpr146	50.750000	0	203	0	0	0
F8a	50.750000	0	203	0	0	0
Exosc1	50.750000	0	203	0	0	0
Dis3l	50.750000	0	203	0	0	0
Dgcr8	50.750000	0	203	0	0	0
Ddx55	50.750000	0	203	0	0	0
Cox6b1	50.750000	0	203	0	0	0
Cnot11	50.750000	0	203	0	0	0
Chordc1	50.750000	0	203	0	0	0
Cdk16	50.750000	0	203	0	0	0
Atp5g2	50.750000	0	203	0	0	0
Apaf1	50.750000	0	203	0	0	0
0610009B22Rik	50.750000	0	203	0	0	0
Zfp275	50.500000	0	0	0	202	0
Tomm22	50.500000	0	202	0	0	0
Supt6	50.500000	0	202	0	0	0
Sugp2	50.500000	0	202	0	0	0
Stxbp3	50.500000	0	202	0	0	0
Slc24a3	50.500000	202	0	0	0	0
Sdf2	50.500000	0	202	0	0	0
Scamp3	50.500000	0	202	0	0	0
Rpp14	50.500000	0	202	0	0	0
Rfx5	50.500000	0	0	0	202	0
Rbmy	50.500000	0	0	0	202	0
Rab2a	50.500000	0	202	0	0	0
Plekhg5	50.500000	0	202	0	0	0
Olfr1510	50.500000	0	0	0	202	0
Magoh	50.500000	0	202	0	0	0
Lyplal1	50.500000	0	202	0	0	0
Htd2	50.500000	0	202	0	0	0
Hsdl2	50.500000	0	202	0	0	0
Hnrnpf	50.500000	0	202	0	0	0
Gnpda1	50.500000	0	202	0	0	0
Gm21708	50.500000	0	0	0	202	0
Gm21677	50.500000	0	0	0	202	0
Gc	50.500000	0	0	0	202	0
Fam163a	50.500000	0	0	0	202	0
Defb8	50.500000	0	0	0	202	0
Ctnna3	50.500000	0	0	0	202	0
Ccr1	50.500000	0	202	0	0	0
Bub3	50.500000	0	202	0	0	0
Armc6	50.500000	0	202	0	0	0
Zfp426	50.250000	0	201	0	0	0
Tmem30a	50.250000	0	201	0	0	0
Stx7	50.250000	0	201	0	0	0
Slc20a1	50.250000	0	201	0	0	0
Sec24a	50.250000	0	201	0	0	0
Sdcbp2	50.250000	0	201	0	0	0
Rwdd2a	50.250000	0	201	0	0	0
Pgm3	50.250000	0	201	0	0	0
Pcmtd2	50.250000	0	201	0	0	0
P3h1	50.250000	0	201	0	0	0
Nudt16	50.250000	0	201	0	0	0
Nfatc1	50.250000	0	201	0	0	0
Mmd	50.250000	0	201	0	0	0
Mad2l1	50.250000	0	201	0	0	0
Lpar3	50.250000	0	0	201	0	0
Lalba	50.250000	0	201	0	0	0
Hspa4	50.250000	0	201	0	0	0
Hbb-bt	50.250000	0	0	0	201	0
Hbb-b2	50.250000	0	0	0	201	0
Gpr19	50.250000	0	201	0	0	0
Gmppa	50.250000	0	201	0	0	0
Dlg1	50.250000	0	0	0	201	0
Atp6ap2	50.250000	61	140	0	0	0
Acbd3	50.250000	0	201	0	0	0
AU022252	50.250000	0	201	0	0	0
Zfp266	50.000000	0	200	0	0	0
Zfp207	50.000000	0	200	0	0	0
Ubald1	50.000000	0	200	0	0	0
Tuba4a	50.000000	0	200	0	0	0
Tnfaip1	50.000000	0	200	0	0	0
Sra1	50.000000	0	200	0	0	0
Spi1	50.000000	0	200	0	0	0
Simc1	50.000000	0	200	0	0	0
Shoc2	50.000000	0	200	0	0	0
Samm50	50.000000	0	200	0	0	0
Samd4	50.000000	0	0	200	0	0
Rchy1	50.000000	0	200	0	0	0
Rbm4b	50.000000	0	200	0	0	0
Ppcdc	50.000000	0	200	0	0	0
Plekhm1	50.000000	0	200	0	0	0
Phrf1	50.000000	0	200	0	0	0
Mettl21a	50.000000	0	200	0	0	0
Lmtk2	50.000000	0	200	0	0	0
Klrh1	50.000000	200	0	0	0	0
Jup	50.000000	0	200	0	0	0
Immt	50.000000	0	200	0	0	0
Ift20	50.000000	0	200	0	0	0
Guf1	50.000000	0	200	0	0	0
Fbxo5	50.000000	0	200	0	0	0
Fam214b	50.000000	0	200	0	0	0
Eed	50.000000	0	200	0	0	0
Ctbp2	50.000000	0	200	0	0	0
Crlf3	50.000000	0	200	0	0	0
Bbip1	50.000000	0	200	0	0	0
Atrn	50.000000	0	200	0	0	0
Atp6v0c	50.000000	0	200	0	0	0
Ap4e1	50.000000	0	200	0	0	0
Ap1s2	50.000000	0	200	0	0	0
Ankzf1	50.000000	0	200	0	0	0
Acp1	50.000000	0	200	0	0	0
Abhd11	50.000000	0	200	0	0	0
A630095N17Rik	50.000000	0	200	0	0	0
4930453N24Rik	50.000000	0	200	0	0	0
Ythdc1	49.750000	0	199	0	0	0
Xpc	49.750000	0	199	0	0	0
Ube2b	49.750000	0	199	0	0	0
Smndc1	49.750000	0	199	0	0	0
Serbp1	49.750000	0	199	0	0	0
Poln	49.750000	0	199	0	0	0
Phkg2	49.750000	0	199	0	0	0
Parp16	49.750000	0	199	0	0	0
Parp1	49.750000	0	199	0	0	0
Ndufs3	49.750000	0	199	0	0	0
Mrpl40	49.750000	0	199	0	0	0
Lsm3	49.750000	0	199	0	0	0
Kbtbd4	49.750000	0	199	0	0	0
Hira	49.750000	0	199	0	0	0
Haus3	49.750000	0	199	0	0	0
Golga7	49.750000	0	199	0	0	0
Gm6803	49.750000	199	0	0	0	0
Cntln	49.750000	0	199	0	0	0
Cdkl3	49.750000	0	199	0	0	0
Asnsd1	49.750000	0	199	0	0	0
Asdurf	49.750000	0	199	0	0	0
Zfp770	49.500000	0	198	0	0	0
Wdr36	49.500000	0	198	0	0	0
Tysnd1	49.500000	0	198	0	0	0
Tssk1	49.500000	0	198	0	0	0
Tor4a	49.500000	0	198	0	0	0
Tctex1d4	49.500000	0	198	0	0	0
Socs2	49.500000	0	198	0	0	0
Rpl36	49.500000	0	198	0	0	0
Rnaseh2a	49.500000	0	198	0	0	0
Pygo2	49.500000	0	198	0	0	0
Prr13	49.500000	0	198	0	0	0
Prdx2	49.500000	0	198	0	0	0
Nvl	49.500000	0	198	0	0	0
Ndufb3	49.500000	0	198	0	0	0
Mrps23	49.500000	0	198	0	0	0
Micos13	49.500000	0	198	0	0	0
Jade1	49.500000	0	198	0	0	0
Hnrnpc	49.500000	0	198	0	0	0
Fkbp1a	49.500000	0	198	0	0	0
Fam126b	49.500000	0	198	0	0	0
Esyt3	49.500000	0	198	0	0	0
Esyt1	49.500000	0	198	0	0	0
Elof1	49.500000	0	198	0	0	0
Dnajb12	49.500000	0	198	0	0	0
Dip2a	49.500000	0	198	0	0	0
Dgcr2	49.500000	0	198	0	0	0
Ddx27	49.500000	0	198	0	0	0
Cnot10	49.500000	0	198	0	0	0
Bud13	49.500000	0	198	0	0	0
Btbd19	49.500000	0	198	0	0	0
Birc6	49.500000	0	198	0	0	0
Atf7	49.500000	0	198	0	0	0
Arcn1	49.500000	0	198	0	0	0
Znrf2	49.250000	0	197	0	0	0
Wdsub1	49.250000	0	197	0	0	0
Wdr61	49.250000	0	197	0	0	0
Wdr25	49.250000	0	197	0	0	0
Wars	49.250000	0	197	0	0	0
Tex10	49.250000	0	197	0	0	0
Sntb2	49.250000	0	197	0	0	0
Psmd3	49.250000	0	197	0	0	0
Pcbp1	49.250000	0	197	0	0	0
Osgepl1	49.250000	0	197	0	0	0
Olfr623	49.250000	197	0	0	0	0
Npy5r	49.250000	0	0	0	197	0
Nop53	49.250000	0	197	0	0	0
Nek1	49.250000	0	197	0	0	0
Ndufb4	49.250000	0	197	0	0	0
Mettl23	49.250000	0	197	0	0	0
Haus4	49.250000	0	197	0	0	0
H3c3	49.250000	0	197	0	0	0
H2bc3	49.250000	0	197	0	0	0
Ergic3	49.250000	0	197	0	0	0
Dhx34	49.250000	0	197	0	0	0
Cox10	49.250000	0	197	0	0	0
Commd4	49.250000	0	197	0	0	0
Cd63	49.250000	0	197	0	0	0
Cabin1	49.250000	0	197	0	0	0
Arnt	49.250000	0	197	0	0	0
Akr1b8	49.250000	0	0	197	0	0
6430550D23Rik	49.250000	0	197	0	0	0
Zfp955b	49.000000	0	196	0	0	0
Zfp764	49.000000	0	196	0	0	0
Trim11	49.000000	0	196	0	0	0
Tmem184b	49.000000	0	196	0	0	0
Tfg	49.000000	0	196	0	0	0
Surf6	49.000000	0	196	0	0	0
Sqle	49.000000	0	196	0	0	0
Snd1	49.000000	0	196	0	0	0
Slc6a12	49.000000	0	196	0	0	0
Serpine1	49.000000	0	196	0	0	0
Sap30l	49.000000	0	196	0	0	0
Rpl35	49.000000	0	196	0	0	0
Pym1	49.000000	0	196	0	0	0
Psmc2	49.000000	0	196	0	0	0
Phf13	49.000000	0	196	0	0	0
Pdcd5	49.000000	0	196	0	0	0
Ndufa5	49.000000	0	196	0	0	0
Msra	49.000000	0	196	0	0	0
Maml1	49.000000	0	196	0	0	0
Lman1	49.000000	0	196	0	0	0
Kmt2c	49.000000	0	196	0	0	0
Kcnk3	49.000000	0	0	196	0	0
Ino80c	49.000000	0	196	0	0	0
Hyls1	49.000000	0	196	0	0	0
Fhl3	49.000000	0	196	0	0	0
Eno2	49.000000	0	0	0	196	0
Dnajc2	49.000000	0	196	0	0	0
Dgke	49.000000	0	196	0	0	0
Dgka	49.000000	0	196	0	0	0
Cdk17	49.000000	0	196	0	0	0
Ccn3	49.000000	0	0	81	115	0
Ccdc17	49.000000	0	196	0	0	0
Atxn7l2	49.000000	0	196	0	0	0
Asb15	49.000000	0	196	0	0	0
Arpp19	49.000000	0	196	0	0	0
Arpc5l	49.000000	0	196	0	0	0
Adarb1	49.000000	0	196	0	0	0
5730409E04Rik	49.000000	0	196	0	0	0
Zbtb2	48.750000	0	195	0	0	0
Tgfbr3l	48.750000	0	195	0	0	0
Stx16	48.750000	0	195	0	0	0
Snapc2	48.750000	0	195	0	0	0
Safb2	48.750000	0	195	0	0	0
Safb	48.750000	0	195	0	0	0
Rps5	48.750000	0	195	0	0	0
Ppp4r3b	48.750000	0	195	0	0	0
Pgd	48.750000	0	195	0	0	0
Patl1	48.750000	0	195	0	0	0
Nasp	48.750000	0	195	0	0	0
Mybbp1a	48.750000	0	195	0	0	0
Mgat5	48.750000	0	195	0	0	0
Mctp1	48.750000	0	0	0	195	0
Gpkow	48.750000	0	195	0	0	0
Gm5165	48.750000	0	195	0	0	0
Glrx5	48.750000	0	195	0	0	0
Fam89a	48.750000	0	0	0	195	0
Dhx15	48.750000	0	195	0	0	0
Cep20	48.750000	0	195	0	0	0
Atp7b	48.750000	0	195	0	0	0
Alg11	48.750000	0	195	0	0	0
Aggf1	48.750000	0	195	0	0	0
Yif1b	48.500000	0	194	0	0	0
Uba5	48.500000	0	194	0	0	0
Tmpo	48.500000	0	194	0	0	0
Tmem242	48.500000	0	194	0	0	0
Thada	48.500000	0	194	0	0	0
Tbc1d15	48.500000	0	194	0	0	0
Synj1	48.500000	0	194	0	0	0
Stk32c	48.500000	73	121	0	0	0
Rnf115	48.500000	0	194	0	0	0
Polr3c	48.500000	0	194	0	0	0
Nudcd3	48.500000	0	194	0	0	0
Myl12a	48.500000	0	194	0	0	0
Mtfmt	48.500000	0	194	0	0	0
Mov10	48.500000	0	194	0	0	0
Lekr1	48.500000	0	194	0	0	0
Hscb	48.500000	0	194	0	0	0
Gphn	48.500000	0	194	0	0	0
Fabp5	48.500000	0	194	0	0	0
Emc4	48.500000	0	194	0	0	0
Elovl1	48.500000	0	194	0	0	0
Eif3b	48.500000	0	194	0	0	0
Dimt1	48.500000	0	194	0	0	0
Ctbp1	48.500000	0	194	0	0	0
Chek2	48.500000	0	194	0	0	0
Ccdc84	48.500000	0	194	0	0	0
Car9	48.500000	0	194	0	0	0
Arhgef39	48.500000	0	194	0	0	0
Apobec3	48.500000	0	194	0	0	0
Acad11	48.500000	0	194	0	0	0
Abhd10	48.500000	0	194	0	0	0
Yipf2	48.250000	0	193	0	0	0
Wdr82	48.250000	0	193	0	0	0
Vps45	48.250000	0	193	0	0	0
Vps11	48.250000	0	193	0	0	0
Trim56	48.250000	0	193	0	0	0
Timm29	48.250000	0	193	0	0	0
Tbc1d8b	48.250000	0	193	0	0	0
Syf2	48.250000	0	193	0	0	0
St8sia4	48.250000	0	193	0	0	0
Srsf10	48.250000	0	193	0	0	0
Snrk	48.250000	0	193	0	0	0
Snapc1	48.250000	0	193	0	0	0
Slc41a1	48.250000	0	193	0	0	0
Serinc1	48.250000	0	193	0	0	0
Sall2	48.250000	0	193	0	0	0
S100a11	48.250000	0	193	0	0	0
Rlbp1	48.250000	0	0	0	193	0
Rfx1	48.250000	0	193	0	0	0
Pxmp4	48.250000	0	193	0	0	0
Pth2	48.250000	0	193	0	0	0
Polr3k	48.250000	0	193	0	0	0
Phf14	48.250000	0	193	0	0	0
Ndufb7	48.250000	0	193	0	0	0
Lamtor4	48.250000	0	193	0	0	0
Kcne4	48.250000	0	0	193	0	0
Ino80e	48.250000	0	193	0	0	0
Il6ra	48.250000	0	193	0	0	0
Hirip3	48.250000	0	193	0	0	0
Hat1	48.250000	0	193	0	0	0
Gfy	48.250000	0	193	0	0	0
Fxn	48.250000	0	193	0	0	0
Fanci	48.250000	0	0	0	193	0
Entpd7	48.250000	0	193	0	0	0
Eif1b	48.250000	0	193	0	0	0
Dgcr6	48.250000	0	193	0	0	0
D16Ertd472e	48.250000	0	193	0	0	0
Crls1	48.250000	0	193	0	0	0
Cox19	48.250000	0	193	0	0	0
Cd2bp2	48.250000	0	193	0	0	0
C330018D20Rik	48.250000	0	193	0	0	0
Brf2	48.250000	0	193	0	0	0
Atxn2	48.250000	0	193	0	0	0
Zfp867	48.000000	0	192	0	0	0
Zfp626	48.000000	0	192	0	0	0
Uchl5	48.000000	0	192	0	0	0
Trappc1	48.000000	0	192	0	0	0
Tmco3	48.000000	0	192	0	0	0
Syncrip	48.000000	0	192	0	0	0
Sppl2b	48.000000	0	192	0	0	0
Slc41a3	48.000000	0	192	0	0	0
Serf2	48.000000	0	192	0	0	0
Scfd2	48.000000	0	192	0	0	0
Rsu1	48.000000	0	192	0	0	0
Ro60	48.000000	0	192	0	0	0
Rint1	48.000000	0	192	0	0	0
Pus7	48.000000	0	192	0	0	0
Psph	48.000000	0	192	0	0	0
Ngrn	48.000000	0	192	0	0	0
Naa40	48.000000	0	192	0	0	0
Mrpl28	48.000000	0	192	0	0	0
Mppe1	48.000000	0	192	0	0	0
Lsm7	48.000000	0	192	0	0	0
Lamtor3	48.000000	0	192	0	0	0
Kcnab3	48.000000	0	192	0	0	0
Kbtbd3	48.000000	0	192	0	0	0
Iqce	48.000000	0	192	0	0	0
Ice2	48.000000	0	192	0	0	0
Fip1l1	48.000000	0	192	0	0	0
Fgl2	48.000000	0	0	0	192	0
Dennd4b	48.000000	0	192	0	0	0
Dcun1d2	48.000000	0	192	0	0	0
Cpeb1	48.000000	0	192	0	0	0
Cntrob	48.000000	0	192	0	0	0
Cct6a	48.000000	0	192	0	0	0
Brat1	48.000000	0	192	0	0	0
Atp2c1	48.000000	0	192	0	0	0
Ap3d1	48.000000	0	192	0	0	0
Adam8	48.000000	0	192	0	0	0
Aasdhppt	48.000000	0	192	0	0	0
3110040N11Rik	48.000000	0	192	0	0	0
Zfp677	47.750000	0	191	0	0	0
Zbtb21	47.750000	0	191	0	0	0
Wdr46	47.750000	191	0	0	0	0
Utp6	47.750000	0	191	0	0	0
Urb2	47.750000	0	191	0	0	0
Unc50	47.750000	0	191	0	0	0
Ube2h	47.750000	0	191	0	0	0
Tbccd1	47.750000	0	191	0	0	0
Taf5l	47.750000	0	191	0	0	0
Stard8	47.750000	0	191	0	0	0
Sh3bgrl2	47.750000	0	191	0	0	0
Septin12	47.750000	191	0	0	0	0
Rsl1d1	47.750000	0	191	0	0	0
Rbm8a	47.750000	0	191	0	0	0
Pspn	47.750000	0	191	0	0	0
Prmt9	47.750000	0	191	0	0	0
Ppp2r2d	47.750000	0	191	0	0	0
Pfdn6	47.750000	191	0	0	0	0
Oacyl	47.750000	191	0	0	0	0
Ndufaf4	47.750000	0	191	0	0	0
Nagpa	47.750000	0	191	0	0	0
Mocs1	47.750000	0	191	0	0	0
Mfsd12	47.750000	0	191	0	0	0
Mapk1ip1	47.750000	0	191	0	0	0
Map2k5	47.750000	0	191	0	0	0
Larp4	47.750000	0	191	0	0	0
Klhl36	47.750000	0	191	0	0	0
Ip6k2	47.750000	0	191	0	0	0
Hbb-y	47.750000	191	0	0	0	0
Fndc10	47.750000	191	0	0	0	0
Fancd2os	47.750000	0	191	0	0	0
Ezh2	47.750000	0	191	0	0	0
Epn1	47.750000	0	191	0	0	0
Eif2d	47.750000	0	191	0	0	0
Dpp8	47.750000	0	191	0	0	0
Dnajb11	47.750000	0	191	0	0	0
Dmwd	47.750000	191	0	0	0	0
Coa5	47.750000	0	191	0	0	0
Cbln3	47.750000	0	191	0	0	0
Brk1	47.750000	0	191	0	0	0
Ap2a2	47.750000	0	191	0	0	0
Alkbh7	47.750000	0	191	0	0	0
Abl2	47.750000	0	191	0	0	0
Zfp771	47.500000	0	190	0	0	0
Tspyl1	47.500000	0	190	0	0	0
Trmt11	47.500000	0	190	0	0	0
Tjp3	47.500000	0	190	0	0	0
Taf10	47.500000	0	190	0	0	0
Suz12	47.500000	0	190	0	0	0
Surf4	47.500000	0	190	0	0	0
Stkld1	47.500000	0	190	0	0	0
Stk40	47.500000	0	190	0	0	0
Sptlc1	47.500000	0	190	0	0	0
Snrpe	47.500000	0	190	0	0	0
Slfn14	47.500000	0	190	0	0	0
Slc39a11	47.500000	0	190	0	0	0
Psmg3	47.500000	0	190	0	0	0
Prss8	47.500000	0	190	0	0	0
Pip5k1c	47.500000	0	190	0	0	0
Pip4p2	47.500000	0	190	0	0	0
Lims1	47.500000	0	190	0	0	0
Jagn1	47.500000	0	190	0	0	0
H2bc14	47.500000	0	190	0	0	0
Gpr155	47.500000	0	190	0	0	0
Fuom	47.500000	0	190	0	0	0
Fosl2	47.500000	0	190	0	0	0
Fcf1	47.500000	0	190	0	0	0
Engase	47.500000	0	190	0	0	0
Cog1	47.500000	0	190	0	0	0
Clec12a	47.500000	0	190	0	0	0
Cebpg	47.500000	0	190	0	0	0
Casd1	47.500000	0	0	0	190	0
Arel1	47.500000	0	190	0	0	0
Zfp707	47.250000	0	189	0	0	0
Wdr95	47.250000	0	0	189	0	0
Ttyh2	47.250000	0	189	0	0	0
Tnn	47.250000	0	0	189	0	0
Tex261	47.250000	0	189	0	0	0
Sertad2	47.250000	0	189	0	0	0
Pfdn2	47.250000	0	189	0	0	0
Pex10	47.250000	0	189	0	0	0
Nt5c2	47.250000	0	189	0	0	0
Nit1	47.250000	0	189	0	0	0
Ndufa9	47.250000	0	189	0	0	0
Mybl2	47.250000	0	189	0	0	0
Mettl4	47.250000	0	189	0	0	0
Lin7c	47.250000	0	189	0	0	0
Il4ra	47.250000	0	189	0	0	0
Hyou1	47.250000	0	189	0	0	0
Hsd11b1	47.250000	0	0	0	189	0
Erc1	47.250000	0	189	0	0	0
Ccdc71l	47.250000	0	189	0	0	0
Casc3	47.250000	0	189	0	0	0
Blcap	47.250000	0	189	0	0	0
Ascc2	47.250000	0	189	0	0	0
Akap3	47.250000	0	189	0	0	0
Abcb4	47.250000	0	189	0	0	0
Zhx3	47.000000	0	188	0	0	0
Zfp954	47.000000	0	188	0	0	0
Txnrd1	47.000000	0	188	0	0	0
Trmt10c	47.000000	0	188	0	0	0
Tmem97	47.000000	0	188	0	0	0
Tbpl1	47.000000	0	188	0	0	0
Stx17	47.000000	0	188	0	0	0
Smim4	47.000000	0	188	0	0	0
Rpf1	47.000000	0	188	0	0	0
Rnf44	47.000000	0	188	0	0	0
Rims2	47.000000	0	188	0	0	0
Ppp4r1	47.000000	0	188	0	0	0
Pdlim5	47.000000	0	188	0	0	0
Nt5dc2	47.000000	0	188	0	0	0
Msgn1	47.000000	0	0	188	0	0
Mocs3	47.000000	0	188	0	0	0
Metrn	47.000000	0	188	0	0	0
Kansl1l	47.000000	0	188	0	0	0
Hoxb4	47.000000	0	188	0	0	0
Gapvd1	47.000000	0	188	0	0	0
Fxr1	47.000000	0	188	0	0	0
Eef1aknmt	47.000000	0	188	0	0	0
Dpp3	47.000000	0	188	0	0	0
Dpm1	47.000000	0	188	0	0	0
Dad1	47.000000	0	188	0	0	0
Cxcl2	47.000000	0	188	0	0	0
Commd2	47.000000	0	188	0	0	0
Cnnm4	47.000000	0	188	0	0	0
Cep83	47.000000	0	188	0	0	0
Ap5s1	47.000000	0	188	0	0	0
Anxa11	47.000000	0	188	0	0	0
Antkmt	47.000000	0	188	0	0	0
Akirin1	47.000000	0	188	0	0	0
Agpat5	47.000000	0	188	0	0	0
Adap2	47.000000	0	188	0	0	0
Abhd4	47.000000	0	188	0	0	0
Aars2	47.000000	0	188	0	0	0
Wdfy1	46.750000	0	187	0	0	0
Tspan14	46.750000	0	187	0	0	0
Tmem9b	46.750000	0	187	0	0	0
Tmem86a	46.750000	0	187	0	0	0
Supt20	46.750000	0	187	0	0	0
Sumf2	46.750000	0	187	0	0	0
Stk16	46.750000	0	187	0	0	0
Slc30a7	46.750000	0	187	0	0	0
Siva1	46.750000	0	187	0	0	0
Setx	46.750000	0	187	0	0	0
Nrn1	46.750000	0	0	187	0	0
Ncf4	46.750000	0	187	0	0	0
Il17ra	46.750000	0	187	0	0	0
Glb1l	46.750000	0	187	0	0	0
Extl2	46.750000	0	187	0	0	0
Drg2	46.750000	0	187	0	0	0
Ddx10	46.750000	0	187	0	0	0
Cacul1	46.750000	0	187	0	0	0
Arfgap2	46.750000	0	187	0	0	0
Ankfy1	46.750000	0	187	0	0	0
Abhd2	46.750000	0	187	0	0	0
A930018P22Rik	46.750000	0	187	0	0	0
Zfp445	46.500000	0	186	0	0	0
Zdhhc20	46.500000	0	186	0	0	0
Wbp1	46.500000	0	186	0	0	0
Vps41	46.500000	0	186	0	0	0
Ubr3	46.500000	0	186	0	0	0
Uap1	46.500000	0	186	0	0	0
Rbck1	46.500000	0	186	0	0	0
Pias2	46.500000	0	186	0	0	0
Pfdn1	46.500000	0	186	0	0	0
