Target_genes	Lhx2|Average	SRX11976466|Cerebral_Cortex	SRX310225|Dermal_fibroblasts	SRX310227|Dermal_fibroblasts	SRX310229|Dermal_fibroblasts	SRX2487346|Olfactory_Nerve	SRX2487347|Olfactory_Nerve	SRX2487356|Olfactory_Nerve	SRX3064886|Olfactory_Nerve	STRING
Gpr180	30.625000	0	0	0	0	124	121	0	0	0
Mphosph8	30.500000	0	0	0	0	244	0	0	0	0
Txndc11	30.125000	0	0	0	0	0	241	0	0	0
Dact3	29.750000	0	0	0	0	128	110	0	0	0
Gtse1	29.500000	0	0	0	0	117	119	0	0	0
Gm51425	29.500000	0	0	0	0	236	0	0	0	0
Polr3e	29.375000	0	0	0	0	116	119	0	0	0
1110017D15Rik	29.375000	0	235	0	0	0	0	0	0	0
Tia1	29.250000	0	0	0	0	234	0	0	0	0
Sox4	29.250000	0	0	0	0	0	234	0	0	0
Skor1	29.250000	0	0	0	0	128	106	0	0	0
Pcyox1	29.250000	0	0	0	0	234	0	0	0	0
Nenf	29.250000	0	0	0	0	0	234	0	0	0
Erich6	29.125000	0	0	0	0	84	149	0	0	0
Acvr2b	29.125000	0	0	0	0	114	119	0	0	0
Gap43	29.000000	0	232	0	0	0	0	0	0	0
Dym	29.000000	0	0	0	0	232	0	0	0	0
Zfp11	28.875000	0	0	0	0	231	0	0	0	0
Emcn	28.875000	0	0	0	0	104	127	0	0	0
Mtmr10	28.750000	0	0	0	0	230	0	0	0	0
Mettl14	28.750000	0	230	0	0	0	0	0	0	0
Klf6	28.500000	0	0	0	0	0	228	0	0	0
Dhx30	28.500000	0	0	0	0	228	0	0	0	0
Bcl11a	28.375000	0	0	0	0	227	0	0	0	0
Hspa14	28.250000	0	0	0	0	120	106	0	0	0
Creb3l1	28.250000	0	0	0	0	126	100	0	0	0
Cdnf	28.250000	0	0	0	0	120	106	0	0	0
Mettl17	28.125000	0	0	0	0	225	0	0	0	0
Cebpg	28.000000	0	0	0	0	224	0	0	0	0
Tmem260	27.875000	0	0	0	0	0	223	0	0	0
Lrrc4c	27.875000	0	0	0	0	0	223	0	0	0
Loxl4	27.875000	0	0	0	0	0	223	0	0	0
Osbp	27.750000	0	0	0	0	222	0	0	0	0
Erlin2	27.750000	0	0	0	0	0	222	0	0	0
Sfr1	27.625000	0	0	0	0	0	221	0	0	0
Oaz1	27.625000	0	0	0	0	0	221	0	0	0
Etv5	27.625000	0	0	0	0	120	101	0	0	0
Zfp91	27.500000	0	0	0	0	0	220	0	0	0
Lpxn	27.500000	0	0	0	0	0	220	0	0	0
Gm4791	27.250000	0	0	0	218	0	0	0	0	0
Gm38396	27.250000	0	0	0	0	218	0	0	0	0
Fbxo7	27.125000	0	0	0	0	0	217	0	0	0
Gatad2b	27.000000	0	0	0	0	216	0	0	0	0
Trmt2b	26.875000	0	0	0	0	215	0	0	0	0
Crocc	26.875000	0	0	0	0	108	107	0	0	0
Zmym4	26.625000	0	213	0	0	0	0	0	0	0
S1pr3	26.625000	0	213	0	0	0	0	0	0	0
Lrif1	26.500000	0	0	0	0	0	212	0	0	0
Dpysl5	26.500000	0	0	0	0	0	212	0	0	0
Trpc2	26.250000	0	0	0	0	114	96	0	0	0
Nf1	26.250000	0	0	0	0	116	94	0	0	0
Cabcoco1	26.250000	0	0	0	0	0	210	0	0	0
Lyrm9	26.125000	0	0	0	0	91	118	0	0	0
Dnajc6	26.125000	0	0	0	0	209	0	0	0	0
Rps26	26.000000	0	208	0	0	0	0	0	0	0
Gm3488	25.875000	0	0	0	0	207	0	0	0	0
Gm3317	25.875000	0	0	0	0	207	0	0	0	0
Neurl4	25.750000	0	0	0	0	206	0	0	0	0
Lsm11	25.750000	0	206	0	0	0	0	0	0	0
Il17rd	25.750000	0	0	0	0	206	0	0	0	0
B4galnt3	25.750000	0	0	0	0	0	206	0	0	0
2810408A11Rik	25.750000	0	0	0	0	206	0	0	0	0
Snx8	25.500000	0	0	0	0	204	0	0	0	0
Tmem200c	25.375000	0	0	0	0	203	0	0	0	0
Neil1	25.375000	0	0	0	0	0	203	0	0	0
A1bg	25.375000	0	0	0	0	0	203	0	0	0
Rpl27a	25.250000	0	0	0	0	93	109	0	0	0
Grm7	25.250000	202	0	0	0	0	0	0	0	0
Xpnpep3	25.000000	0	200	0	0	0	0	0	0	0
St13	25.000000	0	200	0	0	0	0	0	0	0
Cep85l	25.000000	0	0	0	0	0	200	0	0	0
Vnn1	24.875000	0	0	0	0	0	199	0	0	0
Pebp1	24.750000	0	0	0	0	198	0	0	0	0
Mterf2	24.750000	0	0	0	0	198	0	0	0	0
Capsl	24.750000	0	0	0	0	198	0	0	0	0
Ddx3x	24.625000	0	0	0	0	197	0	0	0	0
Rexo1	24.500000	0	0	0	0	196	0	0	0	0
Pacrgl	24.500000	0	0	0	0	196	0	0	0	0
Glyatl3	24.500000	0	0	0	0	196	0	0	0	0
Snrpb	24.375000	0	0	0	0	0	195	0	0	0
Rbm12b2	24.375000	0	0	0	0	0	195	0	0	0
Rtkn	24.250000	0	194	0	0	0	0	0	0	0
Mpzl2	24.250000	0	0	0	0	194	0	0	0	0
Shq1	24.125000	0	0	0	0	193	0	0	0	0
Golm2	24.125000	0	0	0	0	0	193	0	0	0
Bbs7	24.125000	0	0	0	0	0	193	0	0	0
Snapc5	24.000000	0	0	0	0	192	0	0	0	0
Sesn1	24.000000	0	0	0	0	192	0	0	0	0
Mink1	24.000000	0	0	0	0	192	0	0	0	0
Grk6	24.000000	0	0	0	0	192	0	0	0	0
Gnb2	24.000000	0	0	0	0	192	0	0	0	0
Cfap69	24.000000	0	0	0	0	192	0	0	0	0
Kat7	23.875000	0	0	0	0	191	0	0	0	0
Zfp598	23.750000	0	0	0	0	0	0	0	190	0
Ube4a	23.750000	0	0	0	0	190	0	0	0	0
Olfr1416	23.750000	0	0	0	0	0	190	0	0	0
Safb2	23.625000	0	0	0	0	189	0	0	0	0
Safb	23.625000	0	0	0	0	189	0	0	0	0
Kctd19	23.500000	0	0	0	0	0	188	0	0	0
Tshz2	23.375000	0	0	0	0	0	187	0	0	0
Bmpr2	23.375000	0	187	0	0	0	0	0	0	0
Olfr1367	23.250000	0	0	0	0	0	186	0	0	0
Rhbdd1	23.125000	0	0	0	0	0	185	0	0	0
Esyt1	23.125000	0	0	0	0	185	0	0	0	0
D930020B18Rik	23.125000	0	0	0	0	92	93	0	0	0
Ranbp9	23.000000	0	0	0	0	0	184	0	0	0
Osmr	23.000000	0	0	0	0	184	0	0	0	0
Cdkn2a	23.000000	0	0	0	0	79	105	0	0	0
Angel2	23.000000	0	0	0	0	0	184	0	0	0
Zfp251	22.875000	0	183	0	0	0	0	0	0	0
Map1s	22.875000	0	0	0	0	183	0	0	0	0
Tnik	22.750000	0	0	0	0	182	0	0	0	0
Tnfrsf12a	22.750000	0	0	0	0	182	0	0	0	0
Thoc6	22.750000	0	0	0	0	182	0	0	0	0
Ints6	22.750000	0	0	0	0	182	0	0	0	0
Hcfc1r1	22.750000	0	0	0	0	182	0	0	0	0
Ttc8	22.625000	0	0	0	0	0	181	0	0	0
Ppp2r1a	22.625000	0	0	0	0	181	0	0	0	0
Lrp10	22.625000	0	0	0	0	181	0	0	0	0
Kazald1	22.625000	0	0	0	0	181	0	0	0	0
Gm6712	22.625000	0	0	0	0	181	0	0	0	0
Zfp750	22.500000	0	0	0	0	0	180	0	0	0
Wdtc1	22.500000	0	0	0	0	180	0	0	0	0
Sgsm1	22.500000	0	0	0	0	180	0	0	0	0
Dscam	22.500000	0	0	0	0	180	0	0	0	0
Zfp217	22.375000	0	0	0	0	0	179	0	0	0
Sh3bgrl	22.375000	0	0	0	0	0	179	0	0	0
Ppp6r3	22.375000	0	0	0	0	0	179	0	0	0
Pdcd2l	22.375000	0	0	0	0	0	179	0	0	0
Krt222	22.375000	0	0	0	0	0	179	0	0	0
Glt28d2	22.375000	0	0	0	0	179	0	0	0	0
Esrra	22.375000	0	0	0	0	179	0	0	0	0
Copz1	22.375000	0	0	179	0	0	0	0	0	0
Catsperz	22.375000	0	0	0	0	179	0	0	0	0
Rcn2	22.250000	0	178	0	0	0	0	0	0	0
Morf4l2	22.250000	0	0	0	0	178	0	0	0	0
Ehd1	22.250000	0	0	0	0	178	0	0	0	0
Znhit1	22.125000	0	0	177	0	0	0	0	0	0
Plod3	22.125000	0	0	177	0	0	0	0	0	0
Dcaf15	22.125000	0	0	0	0	0	177	0	0	0
Cdk18	22.125000	0	0	0	0	177	0	0	0	0
Znrd2	22.000000	0	0	0	0	176	0	0	0	0
Tssk6	22.000000	0	176	0	0	0	0	0	0	0
Trappc6b	22.000000	0	0	0	0	176	0	0	0	0
Pnn	22.000000	0	0	0	0	176	0	0	0	0
Phlda1	22.000000	0	0	0	0	176	0	0	0	0
Ndufa13	22.000000	0	176	0	0	0	0	0	0	0
Fam89b	22.000000	0	0	0	0	176	0	0	0	0
Ehbp1l1	22.000000	0	0	0	0	176	0	0	0	0
Acss1	22.000000	0	0	0	0	176	0	0	0	0
Rps29	21.875000	0	0	0	0	0	0	175	0	0
Tysnd1	21.750000	0	0	0	0	174	0	0	0	0
Syp	21.750000	0	0	0	0	174	0	0	0	0
Kif5b	21.750000	0	0	0	0	174	0	0	0	0
Trip12	21.625000	0	0	0	0	173	0	0	0	0
Odf2	21.625000	0	0	0	0	0	173	0	0	0
Fbxo36	21.625000	0	0	0	0	173	0	0	0	0
Zbtb3	21.500000	0	0	0	0	172	0	0	0	0
Rnf5	21.500000	0	0	0	0	172	0	0	0	0
Polr2g	21.500000	0	0	0	0	172	0	0	0	0
Eif4g3	21.500000	0	0	0	0	0	172	0	0	0
Agpat1	21.500000	0	0	0	0	172	0	0	0	0
Adnp	21.375000	0	0	0	0	85	86	0	0	0
Zfp120	21.250000	0	0	0	0	170	0	0	0	0
Tex10	21.250000	0	0	0	0	170	0	0	0	0
Sec23a	21.250000	0	0	0	0	170	0	0	0	0
Nucks1	21.250000	0	0	0	0	170	0	0	0	0
Inafm2	21.250000	0	0	0	0	170	0	0	0	0
Gemin2	21.250000	0	0	0	0	170	0	0	0	0
Zbed4	21.125000	0	0	0	0	169	0	0	0	0
Vav1	21.125000	0	0	0	0	169	0	0	0	0
Tbl1x	21.125000	0	0	0	0	0	169	0	0	0
Serpini1	21.125000	0	0	0	0	169	0	0	0	0
Rnf26	21.125000	0	0	0	0	0	169	0	0	0
Pdcd10	21.125000	0	0	0	0	169	0	0	0	0
Nub1	21.125000	0	0	0	0	169	0	0	0	0
Nfe2l3	21.125000	0	0	0	0	0	169	0	0	0
Neo1	21.125000	0	0	0	0	0	169	0	0	0
Mbd6	21.125000	0	0	0	0	0	169	0	0	0
Lgals3bp	21.125000	0	0	0	0	0	169	0	0	0
Ift88	21.125000	0	0	0	0	0	169	0	0	0
Ddit3	21.125000	0	0	0	0	0	169	0	0	0
Chchd3	21.125000	0	0	0	0	0	169	0	0	0
Mthfd1l	21.000000	0	0	0	0	168	0	0	0	0
Gpr85	21.000000	0	0	0	0	0	168	0	0	0
Eml2	21.000000	0	0	0	0	168	0	0	0	0
Clec4n	21.000000	0	0	0	168	0	0	0	0	0
Rab11a	20.875000	0	167	0	0	0	0	0	0	0
Ppp4r2	20.750000	0	0	0	0	0	166	0	0	0
Mlana	20.750000	0	0	0	0	166	0	0	0	0
Manea	20.750000	0	0	0	0	166	0	0	0	0
Arhgef19	20.750000	0	0	0	0	166	0	0	0	0
Enc1	20.625000	165	0	0	0	0	0	0	0	401
Gbe1	20.625000	0	0	0	0	0	165	0	0	0
Fnbp1	20.625000	0	0	0	0	0	165	0	0	0
Ifna13	20.500000	0	0	164	0	0	0	0	0	0
Znrd1as	20.375000	0	0	0	0	163	0	0	0	0
Znrd1	20.375000	0	0	0	0	163	0	0	0	0
Sirt4	20.250000	0	0	0	0	162	0	0	0	0
Rpl35a	20.250000	0	0	0	0	162	0	0	0	0
Iqcg	20.250000	0	0	0	0	162	0	0	0	0
Gnb1	20.250000	0	0	0	0	0	162	0	0	0
Fam219a	20.250000	0	0	0	0	0	162	0	0	0
Dnaic1	20.250000	0	0	0	0	0	162	0	0	0
Ctcf	20.250000	0	0	0	0	0	162	0	0	0
Cstf3	20.250000	0	0	0	0	0	162	0	0	0
4930432M17Rik	20.250000	0	0	0	162	0	0	0	0	0
Tmem220	20.125000	0	0	0	0	161	0	0	0	0
Mlf2	20.125000	0	0	0	0	161	0	0	0	0
Mettl6	20.125000	0	0	0	0	161	0	0	0	0
Gm12258	20.125000	0	0	0	0	161	0	0	0	0
Eaf1	20.125000	0	0	0	0	161	0	0	0	0
Dusp8	20.125000	0	0	0	0	0	161	0	0	0
Actl6a	20.125000	0	0	0	0	0	161	0	0	0
Bbs2	20.000000	0	0	0	0	0	0	160	0	0
Vsig10l	19.875000	0	0	0	0	0	159	0	0	0
Tff2	19.875000	0	0	0	0	159	0	0	0	0
Kif11	19.875000	0	0	0	0	159	0	0	0	0
Isyna1	19.875000	0	0	0	0	159	0	0	0	0
Ggps1	19.875000	0	0	0	0	0	159	0	0	0
Eola1	19.875000	0	0	0	0	0	159	0	0	0
Clec5a	19.875000	0	0	0	0	159	0	0	0	0
Cd248	19.875000	0	0	0	0	159	0	0	0	0
Cant1	19.875000	0	0	0	0	0	159	0	0	0
C1qtnf1	19.875000	0	0	0	0	0	159	0	0	0
Bspry	19.875000	0	0	0	0	159	0	0	0	0
Arid4b	19.875000	0	0	0	0	0	159	0	0	0
Zadh2	19.750000	0	0	0	0	0	158	0	0	0
Tshz1	19.750000	0	0	0	0	0	158	0	0	0
Snx19	19.750000	0	0	0	0	158	0	0	0	0
Setd3	19.750000	0	0	0	0	158	0	0	0	0
Scd2	19.750000	0	0	0	0	0	158	0	0	0
Nsrp1	19.750000	0	0	0	0	158	0	0	0	0
Hnf4a	19.750000	0	0	0	0	158	0	0	0	0
Erf	19.750000	0	0	0	0	158	0	0	0	0
Ccnk	19.750000	0	0	0	0	158	0	0	0	0
Ccdc177	19.750000	0	0	0	0	158	0	0	0	0
Nr2e3	19.625000	0	0	0	0	157	0	0	0	0
Rmnd5a	19.500000	0	0	0	0	156	0	0	0	0
Nme7	19.500000	0	0	0	0	156	0	0	0	0
Blzf1	19.500000	0	0	0	0	156	0	0	0	0
Ptprr	19.375000	0	0	0	0	155	0	0	0	0
Gna12	19.375000	0	0	0	0	155	0	0	0	0
Fam221a	19.375000	0	0	0	0	155	0	0	0	0
Bod1	19.375000	0	0	0	0	0	155	0	0	0
Ppp2cb	19.250000	154	0	0	0	0	0	0	0	0
Med16	19.250000	0	0	0	0	0	154	0	0	0
Uqcrq	19.125000	0	0	0	0	153	0	0	0	0
Trib2	19.125000	0	153	0	0	0	0	0	0	0
Thbd	19.125000	0	0	0	0	153	0	0	0	0
Marcks	19.125000	0	0	0	0	0	153	0	0	0
Gdf9	19.125000	0	0	0	0	153	0	0	0	0
Celf2	19.125000	0	153	0	0	0	0	0	0	0
Stmn1	19.000000	0	0	0	0	152	0	0	0	0
Serpine2	19.000000	0	0	0	0	0	152	0	0	0
Lipe	19.000000	0	152	0	0	0	0	0	0	0
Ccdc9b	19.000000	0	0	0	0	152	0	0	0	0
Tmem274	18.875000	0	0	0	0	151	0	0	0	0
Map9	18.875000	0	0	0	0	151	0	0	0	0
Kctd7	18.875000	0	0	0	0	151	0	0	0	0
A730046J19Rik	18.750000	0	0	0	0	150	0	0	0	0
Rpl31	18.625000	0	0	0	149	0	0	0	0	0
Rad21l	18.625000	0	0	0	0	0	149	0	0	0
Ppfia2	18.625000	0	149	0	0	0	0	0	0	0
Pi4k2a	18.625000	0	149	0	0	0	0	0	0	0
Spag9	18.500000	0	0	0	0	148	0	0	0	0
Rassf7	18.500000	0	0	0	0	0	148	0	0	0
Myo1b	18.500000	0	0	0	0	148	0	0	0	0
Mvb12a	18.500000	0	0	0	0	0	148	0	0	0
Lmntd2	18.500000	0	0	0	0	0	148	0	0	0
H2-T9	18.500000	0	0	0	0	148	0	0	0	0
H2-T22	18.500000	0	0	0	0	148	0	0	0	0
Grin2c	18.500000	0	0	0	0	0	148	0	0	0
Gm6034	18.500000	0	0	0	0	148	0	0	0	0
Emp3	18.500000	0	0	0	0	148	0	0	0	0
Calca	18.500000	0	0	0	0	148	0	0	0	0
Bst2	18.500000	0	0	0	0	0	148	0	0	0
Atg3	18.500000	0	0	0	0	0	148	0	0	0
Atf3	18.500000	0	0	0	0	0	148	0	0	0
1810010H24Rik	18.500000	0	0	0	0	0	148	0	0	0
Xkr4	18.375000	0	0	0	0	0	147	0	0	0
Sh3gl1	18.375000	0	0	0	0	147	0	0	0	0
Nudt18	18.375000	0	0	0	0	147	0	0	0	0
Chaf1a	18.375000	0	0	0	0	147	0	0	0	0
Sipa1l1	18.250000	0	0	0	0	146	0	0	0	0
Rdx	18.250000	0	0	0	0	146	0	0	0	0
Lama3	18.250000	0	0	0	0	146	0	0	0	0
Fbrs	18.250000	0	0	0	0	146	0	0	0	0
Ciz1	18.250000	0	0	0	0	0	146	0	0	0
9530068E07Rik	18.250000	0	146	0	0	0	0	0	0	0
Mad2l2	18.125000	0	0	0	0	145	0	0	0	0
Foxk1	18.125000	0	0	0	0	145	0	0	0	0
Eml5	18.125000	0	0	0	0	0	145	0	0	0
Ascc1	18.125000	0	0	0	0	145	0	0	0	0
Lman1	18.000000	0	0	0	0	144	0	0	0	0
Trappc8	17.875000	0	0	0	0	143	0	0	0	0
Pick1	17.875000	0	0	0	0	0	143	0	0	0
Magi1	17.875000	0	0	0	0	143	0	0	0	0
F11r	17.875000	0	0	0	0	143	0	0	0	0
Cables1	17.875000	0	0	0	0	143	0	0	0	0
Adamts17	17.875000	0	0	0	0	143	0	0	0	0
Rnft1	17.750000	0	0	0	0	142	0	0	0	0
Cd300ld3	17.625000	0	0	0	0	0	141	0	0	0
Amer2	17.625000	0	0	0	0	0	141	0	0	0
Xndc1	17.500000	0	0	0	0	140	0	0	0	0
Trim45	17.500000	0	0	0	0	140	0	0	0	0
Rnf121	17.500000	0	0	0	0	140	0	0	0	0
2310033P09Rik	17.500000	0	0	0	0	0	140	0	0	0
Tmem144	17.375000	0	0	0	0	0	139	0	0	0
Slc6a5	17.375000	0	0	0	0	0	139	0	0	0
Rnf20	17.375000	0	0	0	0	139	0	0	0	0
Ckap2	17.375000	0	0	0	0	139	0	0	0	0
Tle1	17.250000	0	0	0	0	138	0	0	0	0
Surf4	17.250000	0	0	0	0	0	138	0	0	0
Stkld1	17.250000	0	0	0	0	0	138	0	0	0
Rnf169	17.250000	0	0	0	0	138	0	0	0	0
Ptcd3	17.250000	0	0	0	0	138	0	0	0	0
Psmd12	17.250000	0	0	0	0	138	0	0	0	0
Polr1a	17.250000	0	0	0	0	138	0	0	0	0
Phb	17.250000	0	0	0	0	138	0	0	0	0
Mx2	17.250000	0	0	0	0	138	0	0	0	0
Il21r	17.250000	0	0	0	0	138	0	0	0	0
Hmgb2	17.250000	0	0	0	0	138	0	0	0	0
Gm5165	17.250000	0	0	0	0	0	138	0	0	0
Frat2	17.250000	0	0	0	0	138	0	0	0	0
Cnrip1	17.250000	0	0	0	0	138	0	0	0	0
Atp11c	17.250000	0	0	0	0	138	0	0	0	0
Scaf1	17.125000	0	0	0	0	0	137	0	0	0
Rras	17.125000	0	0	0	0	0	137	0	0	0
Rab40c	17.125000	0	0	0	0	0	137	0	0	0
Hecw2	17.125000	0	0	0	0	137	0	0	0	0
Gm21308	17.125000	0	137	0	0	0	0	0	0	0
Gm20867	17.125000	0	137	0	0	0	0	0	0	0
Gm20816	17.125000	0	137	0	0	0	0	0	0	0
Slc25a12	17.000000	0	0	0	0	136	0	0	0	0
Cdv3	17.000000	0	0	0	0	136	0	0	0	0
Serpinb2	16.875000	0	0	0	0	0	135	0	0	0
Scap	16.875000	0	0	0	0	0	135	0	0	0
Ank1	16.875000	0	0	0	0	135	0	0	0	0
Vmn2r82	16.750000	0	0	134	0	0	0	0	0	0
Scgn	16.750000	0	0	0	0	134	0	0	0	0
Zfp207	16.625000	0	0	0	0	133	0	0	0	0
Wsb2	16.500000	0	0	0	0	132	0	0	0	0
Syt4	16.500000	0	0	0	0	132	0	0	0	0
Serpinb13	16.500000	0	0	0	0	132	0	0	0	0
Tle4	16.375000	0	0	0	0	131	0	0	0	0
Slc2a10	16.375000	0	0	0	0	131	0	0	0	0
Nptn	16.375000	0	0	0	0	0	131	0	0	0
Trim3	16.250000	0	0	0	0	130	0	0	0	0
Rab3a	16.250000	0	0	0	0	130	0	0	0	0
Fezf1	16.250000	0	0	0	0	0	130	0	0	0
Zfp260	16.125000	0	0	0	0	129	0	0	0	0
Ccdc66	16.125000	0	0	0	0	0	129	0	0	0
Timm10	16.000000	0	0	0	0	128	0	0	0	0
Smtnl1	16.000000	0	0	0	0	128	0	0	0	0
Sfxn2	16.000000	0	0	0	0	128	0	0	0	0
Rbm3	16.000000	0	0	0	0	128	0	0	0	0
Gsg1l2	16.000000	0	0	0	0	0	128	0	0	0
Gpd1	16.000000	0	0	0	0	128	0	0	0	0
Gas2	16.000000	0	0	0	0	128	0	0	0	0
Fkbp9	16.000000	0	0	0	0	128	0	0	0	0
D3Ertd751e	16.000000	0	0	0	0	128	0	0	0	0
Arl3	16.000000	0	0	0	0	128	0	0	0	0
Anxa11	16.000000	0	0	0	0	0	128	0	0	0
Fam178b	15.875000	0	0	0	0	127	0	0	0	0
Cd300ld5	15.875000	0	0	0	0	127	0	0	0	0
Cd300ld4	15.875000	0	0	0	0	127	0	0	0	0
Art5	15.875000	0	0	0	0	0	127	0	0	0
Art1	15.875000	0	0	0	0	0	127	0	0	0
Ackr1	15.875000	0	0	0	0	127	0	0	0	0
Rab11b	15.750000	0	0	0	0	0	126	0	0	0
Ppp1r2	15.750000	0	0	0	0	126	0	0	0	0
Nr4a2	15.750000	0	0	0	0	0	126	0	0	0
Nphs2	15.750000	0	0	0	0	126	0	0	0	0
Mcl1	15.750000	0	0	0	0	126	0	0	0	0
Gosr1	15.750000	0	0	0	0	126	0	0	0	0
Kcnj1	15.625000	0	0	0	0	0	125	0	0	0
Hsd17b2	15.625000	0	0	0	125	0	0	0	0	0
Ensa	15.625000	0	0	0	0	0	125	0	0	0
Alg14	15.625000	0	0	0	0	125	0	0	0	0
Zdhhc14	15.500000	0	0	0	0	0	124	0	0	0
Pfdn4	15.500000	0	0	0	0	124	0	0	0	0
Armc2	15.500000	0	0	0	0	124	0	0	0	0
Tmem138	15.375000	0	0	0	0	123	0	0	0	0
Eloc	15.375000	0	0	0	0	123	0	0	0	0
Dnah6	15.375000	0	0	0	0	123	0	0	0	0
Cyb561a3	15.375000	0	0	0	0	123	0	0	0	0
Ppa1	15.250000	0	0	0	0	122	0	0	0	0
Jun	15.250000	0	0	0	0	0	122	0	0	0
Zfp7	15.125000	0	0	0	0	121	0	0	0	0
Tmem256	15.125000	0	0	0	0	121	0	0	0	0
Snta1	15.125000	0	0	0	0	0	121	0	0	0
Ptprg	15.125000	0	0	0	0	121	0	0	0	0
Nt5c2	15.125000	0	0	0	0	0	121	0	0	0
Nlgn2	15.125000	0	0	0	0	121	0	0	0	0
Rab4b	15.000000	0	0	0	0	0	120	0	0	0
Mif	15.000000	0	0	0	0	120	0	0	0	0
Mia	15.000000	0	0	0	0	0	120	0	0	0
Mfsd9	15.000000	0	0	0	120	0	0	0	0	0
Atp5l	15.000000	0	0	0	0	120	0	0	0	0
Wasf2	14.875000	0	0	0	0	0	119	0	0	0
Poc5	14.875000	0	0	0	0	0	119	0	0	0
Pdxk	14.875000	0	0	0	0	0	119	0	0	0
Atg4c	14.750000	0	0	0	0	0	118	0	0	0
Scamp4	14.625000	0	0	0	0	0	117	0	0	0
Pcmtd2	14.625000	0	0	0	0	117	0	0	0	0
Olfr223	14.625000	0	0	0	0	0	117	0	0	0
Col6a5	14.625000	0	0	0	0	117	0	0	0	0
Adat3	14.625000	0	0	0	0	0	117	0	0	0
Zfyve21	14.500000	0	0	0	0	116	0	0	0	0
Xrcc3	14.500000	0	0	0	0	116	0	0	0	0
Zranb3	14.375000	0	0	0	0	115	0	0	0	0
Zmat3	14.375000	0	0	0	0	115	0	0	0	0
Wdpcp	14.375000	0	0	0	0	0	115	0	0	0
R3hdm1	14.375000	0	0	0	0	115	0	0	0	0
Pank4	14.375000	0	0	0	0	0	115	0	0	0
Myl1	14.375000	0	0	0	0	0	115	0	0	0
Mdh1	14.375000	0	0	0	0	0	115	0	0	0
Hes5	14.375000	0	0	0	0	0	115	0	0	0
Enah	14.375000	0	0	0	0	115	0	0	0	0
Csnk1g3	14.375000	0	0	0	0	0	115	0	0	0
Amacr	14.375000	0	0	0	0	115	0	0	0	0
Tubb5	14.250000	0	0	0	0	0	114	0	0	0
Pias1	14.250000	0	0	0	0	114	0	0	0	0
Mdc1	14.250000	0	0	0	0	0	114	0	0	0
Sfi1	14.000000	0	0	0	0	0	112	0	0	0
Eif4enif1	14.000000	0	0	0	0	0	112	0	0	0
Apmap	14.000000	0	0	0	0	112	0	0	0	0
Aldh9a1	14.000000	0	0	0	0	112	0	0	0	0
Tex14	13.875000	0	0	0	0	111	0	0	0	0
Spink2	13.875000	0	111	0	0	0	0	0	0	0
Stat5b	13.750000	0	0	0	0	0	110	0	0	0
Slc35a1	13.750000	0	0	0	0	0	110	0	0	0
Lrch4	13.750000	0	0	0	0	110	0	0	0	0
Hsf2	13.750000	0	0	0	0	0	110	0	0	0
Fbxo24	13.750000	0	0	0	0	110	0	0	0	0
5031439G07Rik	13.750000	0	0	0	0	110	0	0	0	0
Krt15	13.625000	0	0	0	109	0	0	0	0	0
Alox12	13.625000	0	0	0	109	0	0	0	0	0
Wdr63	13.500000	0	0	0	0	108	0	0	0	0
Ric8b	13.500000	0	0	0	0	108	0	0	0	0
Jakmip2	13.500000	0	0	0	0	0	108	0	0	0
Elmod1	13.500000	0	0	0	0	108	0	0	0	0
Acbd5	13.500000	0	0	0	0	108	0	0	0	0
Tcf7l2	13.375000	0	0	0	0	107	0	0	0	0
Serinc3	13.375000	0	0	0	0	107	0	0	0	0
Pla2g15	13.375000	0	0	0	0	107	0	0	0	0
Mical3	13.375000	0	0	0	0	107	0	0	0	0
Dyrk1a	13.375000	0	0	0	0	107	0	0	0	0
Cdk15	13.375000	0	0	0	0	107	0	0	0	0
Camk2d	13.375000	0	0	0	0	107	0	0	0	0
Trip10	13.250000	0	0	0	0	0	106	0	0	0
Gpr108	13.250000	0	0	0	0	0	106	0	0	0
Alms1	13.250000	0	0	0	0	106	0	0	0	0
Dad1	13.125000	0	0	0	0	105	0	0	0	0
Abhd4	13.125000	0	0	0	0	105	0	0	0	0
Kcns1	13.000000	0	0	0	0	104	0	0	0	0
Iqschfp	13.000000	0	0	0	0	0	104	0	0	0
Iqcj	13.000000	0	0	0	0	0	104	0	0	0
Atp9a	13.000000	0	0	0	0	104	0	0	0	0
Ahcyl1	12.875000	0	0	0	0	103	0	0	0	0
Ywhaq	12.625000	0	0	0	0	101	0	0	0	0
Commd4	12.625000	0	0	0	0	101	0	0	0	0
Fank1	12.500000	0	0	0	0	0	100	0	0	0
Fam184a	12.500000	0	0	0	0	0	100	0	0	0
Dhx32	12.500000	0	0	0	0	0	100	0	0	0
Ccdc85c	12.375000	0	0	0	0	99	0	0	0	0
Zbtb7b	12.250000	0	0	0	0	98	0	0	0	0
Prps1	12.250000	0	0	0	0	98	0	0	0	0
Ociad1	12.250000	0	0	0	98	0	0	0	0	0
Ndp	12.250000	0	0	0	0	98	0	0	0	0
Defb45	12.250000	0	0	0	0	0	98	0	0	0
Wdr54	12.125000	0	0	0	0	97	0	0	0	0
Rps5	12.125000	0	0	0	0	97	0	0	0	0
Lemd1	12.125000	0	0	0	0	97	0	0	0	0
