Target_genes	Ikzf2|Average	SRX8167498|HPC-7	SRX1241149|Treg	SRX1241152|Treg	STRING
Aplf	111.000000	333	0	0	0
9130008F23Rik	111.000000	333	0	0	0
Zfp28	110.666667	332	0	0	0
Zbtb43	110.666667	0	208	124	0
Tmem63a	110.666667	221	111	0	0
Shank3	110.666667	332	0	0	0
Pik3r3	110.666667	332	0	0	0
Odc1	110.666667	164	168	0	0
Nudt1	110.666667	332	0	0	0
Ncoa2	110.666667	332	0	0	0
Mthfs	110.666667	0	211	121	0
Mrm2	110.666667	332	0	0	0
Iws1	110.666667	213	119	0	0
Hbegf	110.666667	332	0	0	0
Gal3st2b	110.666667	332	0	0	0
Dpy19l4	110.666667	332	0	0	0
Ddost	110.666667	332	0	0	0
Cercam	110.666667	332	0	0	0
Arid3b	110.666667	332	0	0	0
Aftph	110.666667	332	0	0	0
Zscan29	110.333333	0	192	139	0
Smim3	110.333333	331	0	0	0
Smim20	110.333333	331	0	0	0
Slc39a11	110.333333	331	0	0	0
Rhebl1	110.333333	331	0	0	0
Pxmp2	110.333333	331	0	0	0
Pole	110.333333	331	0	0	0
Pcna	110.333333	331	0	0	0
Nipa2	110.333333	331	0	0	0
Eng	110.333333	331	0	0	0
Cog1	110.333333	331	0	0	0
Vps13d	110.000000	330	0	0	0
Vav1	110.000000	330	0	0	0
Tmem86a	110.000000	330	0	0	0
Stxbp5	110.000000	180	150	0	0
Spns2	110.000000	330	0	0	0
Rapgef3	110.000000	330	0	0	0
Nck2	110.000000	330	0	0	0
Kremen1	110.000000	129	101	100	0
Kif14	110.000000	330	0	0	0
Fmnl3	110.000000	330	0	0	0
Cdk17	110.000000	330	0	0	0
Ap2a2	110.000000	154	176	0	0
Ago3	110.000000	330	0	0	0
P3h1	109.666667	329	0	0	0
Megf8	109.666667	329	0	0	0
Lmo1	109.666667	329	0	0	0
Lca5l	109.666667	173	156	0	0
Dnajc25	109.666667	0	254	75	0
Clp1	109.666667	329	0	0	0
AU022252	109.666667	329	0	0	0
Ric8b	109.333333	328	0	0	0
Nrtn	109.333333	144	184	0	0
Macir	109.333333	328	0	0	0
Edaradd	109.333333	328	0	0	0
Dus3l	109.333333	144	184	0	0
Cables2	109.333333	328	0	0	0
Aebp2	109.333333	206	122	0	0
Vegfa	109.000000	327	0	0	0
Tspan2	109.000000	327	0	0	0
Tsc22d1	109.000000	327	0	0	0
Tnfsf14	109.000000	327	0	0	0
Tle6	109.000000	327	0	0	0
Spata1	109.000000	0	242	85	0
Rprd1a	109.000000	327	0	0	0
Rpap2	109.000000	327	0	0	0
Pacc1	109.000000	188	139	0	0
Mga	109.000000	0	240	87	0
Man1b1	109.000000	0	215	112	0
Hectd1	109.000000	327	0	0	0
Gng5	109.000000	0	242	85	0
Glmn	109.000000	327	0	0	0
Evi5l	109.000000	327	0	0	0
Cep120	109.000000	0	201	126	0
Vasp	108.666667	326	0	0	0
Tigd4	108.666667	326	0	0	0
Rnf31	108.666667	326	0	0	0
Psme2	108.666667	326	0	0	0
Pgap2	108.666667	326	0	0	0
Mvk	108.666667	326	0	0	0
Mrps23	108.666667	326	0	0	0
Mmab	108.666667	326	0	0	0
Fbxl17	108.666667	326	0	0	0
Dnlz	108.666667	326	0	0	0
Csf2rb2	108.666667	326	0	0	0
Afap1	108.666667	0	251	75	0
Adcy7	108.666667	326	0	0	0
Wfikkn1	108.333333	325	0	0	0
Snx32	108.333333	177	148	0	0
Mettl26	108.333333	325	0	0	0
Fbxo21	108.333333	325	0	0	0
Zfp395	108.000000	324	0	0	0
Tusc3	108.000000	324	0	0	0
Slc2a9	108.000000	324	0	0	0
Pgpep1	108.000000	324	0	0	0
Mef2a	108.000000	181	143	0	0
Katna1	108.000000	114	124	86	0
H2-Ke6	108.000000	97	227	0	0
Cntnap1	108.000000	324	0	0	0
Cdh5	108.000000	324	0	0	0
Zcchc4	107.666667	323	0	0	0
Tom1l1	107.666667	323	0	0	0
Tgfbrap1	107.666667	323	0	0	0
Tbck	107.666667	323	0	0	0
Smad5	107.666667	144	179	0	0
Cux2	107.666667	323	0	0	0
Aimp1	107.666667	323	0	0	0
AI597479	107.666667	323	0	0	0
Wdr5	107.333333	119	203	0	0
Stk11	107.333333	322	0	0	0
Psmg2	107.333333	322	0	0	0
Mpp4	107.333333	322	0	0	0
Maz	107.333333	322	0	0	0
Gtf2ird1	107.333333	322	0	0	0
Gm3005	107.333333	322	0	0	0
Cep76	107.333333	322	0	0	0
Aif1	107.333333	322	0	0	0
Ubb	107.000000	321	0	0	0
Pot1b	107.000000	195	126	0	0
Kcna7	107.000000	321	0	0	0
Cdc73	107.000000	321	0	0	0
Akap13	107.000000	0	196	125	0
Zbtb5	106.666667	320	0	0	0
Tlcd1	106.666667	320	0	0	0
Ripor1	106.666667	320	0	0	0
Rdh14	106.666667	320	0	0	0
Pdp1	106.666667	320	0	0	0
Nek8	106.666667	320	0	0	0
Muc5b	106.666667	320	0	0	0
Jmy	106.666667	195	125	0	0
Itgb1bp1	106.666667	143	177	0	0
Gm4925	106.666667	320	0	0	0
Cpsf3	106.666667	143	177	0	0
Cds2	106.666667	140	180	0	0
Ccdc88c	106.666667	0	179	141	0
Bclaf1	106.666667	0	198	122	0
Arl1	106.666667	320	0	0	0
Zfp82	106.333333	0	141	178	0
Stk36	106.333333	319	0	0	0
Sh3bp1	106.333333	319	0	0	0
Rnf25	106.333333	319	0	0	0
Rassf7	106.333333	319	0	0	0
Mtfr2	106.333333	175	144	0	0
Lmntd2	106.333333	319	0	0	0
Kat8	106.333333	319	0	0	0
Gabarapl1	106.333333	319	0	0	0
Tmtc4	106.000000	318	0	0	0
Thsd1	106.000000	318	0	0	0
Rhbdf1	106.000000	318	0	0	0
Prkcd	106.000000	318	0	0	0
Nfam1	106.000000	318	0	0	0
Ndufa8	106.000000	0	169	149	0
Mpg	106.000000	318	0	0	0
Morn5	106.000000	0	169	149	0
Khdc4	106.000000	318	0	0	0
Gfpt1	106.000000	195	123	0	0
Eprs	106.000000	318	0	0	0
Dbp	106.000000	206	112	0	0
Cdc20	106.000000	318	0	0	0
Bcl9l	106.000000	318	0	0	0
Arfgap3	106.000000	0	221	97	0
Tdp2	105.666667	121	196	0	0
Stx4a	105.666667	171	146	0	0
Stk19	105.666667	317	0	0	0
Slc18a1	105.666667	147	170	0	0
Prrt1	105.666667	317	0	0	0
Prkd3	105.666667	317	0	0	0
Ppt2	105.666667	317	0	0	0
Pdlim7	105.666667	317	0	0	0
Naf1	105.666667	317	0	0	0
Lpp	105.666667	317	0	0	0
Edf1	105.666667	317	0	0	0
Dxo	105.666667	317	0	0	0
Cebpe	105.666667	317	0	0	0
Atp6v1b2	105.666667	147	170	0	0
Anapc10	105.666667	162	155	0	0
Acot13	105.666667	121	196	0	0
Abce1	105.666667	162	155	0	0
Zfyve28	105.333333	316	0	0	0
Tmem53	105.333333	316	0	0	0
Sema4b	105.333333	316	0	0	0
Oat	105.333333	316	0	0	0
Npat	105.333333	213	103	0	0
Mllt6	105.333333	316	0	0	0
Icam2	105.333333	316	0	0	0
Cnot6l	105.333333	316	0	0	0
Cbfb	105.333333	182	134	0	0
Atm	105.333333	213	103	0	0
Armh1	105.333333	316	0	0	0
Akap1	105.333333	82	147	87	0
Vsig10l	105.000000	315	0	0	0
Usp49	105.000000	315	0	0	0
Tyrobp	105.000000	315	0	0	0
Triobp	105.000000	315	0	0	0
Trappc3	105.000000	117	198	0	0
Slc25a24	105.000000	315	0	0	0
Pwp1	105.000000	151	164	0	0
Proser2	105.000000	315	0	0	0
Pcdhgc3	105.000000	315	0	0	0
Nfkbid	105.000000	315	0	0	0
Mrtfb	105.000000	103	212	0	0
Htt	105.000000	315	0	0	0
Hcst	105.000000	315	0	0	0
Fchsd2	105.000000	315	0	0	0
Akirin2	105.000000	133	182	0	0
Usp46	104.666667	314	0	0	0
Tfb2m	104.666667	314	0	0	0
Ppfia1	104.666667	0	314	0	0
Lin9	104.666667	314	0	0	0
Gm3488	104.666667	314	0	0	0
Erf	104.666667	314	0	0	0
Cnst	104.666667	314	0	0	0
Adi1	104.666667	314	0	0	0
Zscan22	104.333333	313	0	0	0
Telo2	104.333333	100	213	0	0
Ran	104.333333	122	191	0	0
Polrmt	104.333333	0	238	75	0
Mmgt1	104.333333	313	0	0	0
Mex3b	104.333333	313	0	0	0
Hexa	104.333333	313	0	0	0
Dnajc13	104.333333	313	0	0	0
Dcp1a	104.333333	75	238	0	0
Adar	104.333333	313	0	0	0
Tmem60	104.000000	171	141	0	0
Taf4b	104.000000	0	212	100	0
Sp7	104.000000	312	0	0	0
Smtn	104.000000	312	0	0	0
Slc48a1	104.000000	312	0	0	0
Selenot	104.000000	0	312	0	0
Rpl5	104.000000	108	204	0	0
Rnf166	104.000000	312	0	0	0
Phtf2	104.000000	171	141	0	0
Naa16	104.000000	180	132	0	0
Lzts2	104.000000	312	0	0	0
Klhl6	104.000000	312	0	0	0
Ezr	104.000000	312	0	0	0
Ctu2	104.000000	312	0	0	0
Castor2	104.000000	136	176	0	0
BC031181	104.000000	0	161	151	0
1810046K07Rik	104.000000	312	0	0	0
Wdr27	103.666667	311	0	0	0
Vps35	103.666667	183	128	0	0
Tiprl	103.666667	311	0	0	0
Srd5a3	103.666667	311	0	0	0
Rnf32	103.666667	0	162	149	0
Orc6	103.666667	183	128	0	0
Mpp5	103.666667	311	0	0	0
Ints10	103.666667	0	311	0	0
Csk	103.666667	107	204	0	0
1600012H06Rik	103.666667	311	0	0	0
Tmem107	103.333333	310	0	0	0
Sntb2	103.333333	310	0	0	0
Rnf220	103.333333	310	0	0	0
Rcn1	103.333333	310	0	0	0
Nox1	103.333333	310	0	0	0
N4bp2l1	103.333333	310	0	0	0
Flywch1	103.333333	0	210	100	0
Palm	103.000000	309	0	0	0
Mknk1	103.000000	0	309	0	0
Lgals8	103.000000	309	0	0	0
Dstn	103.000000	309	0	0	0
Col23a1	103.000000	309	0	0	0
Ankfy1	103.000000	309	0	0	0
Akr1b3	103.000000	309	0	0	0
Trpt1	102.666667	308	0	0	0
Tmem30a	102.666667	124	184	0	0
Taz	102.666667	308	0	0	0
Tada1	102.666667	308	0	0	0
Stx11	102.666667	117	0	191	0
Smad4	102.666667	119	189	0	0
Pnisr	102.666667	308	0	0	0
Nudt22	102.666667	308	0	0	0
Nipsnap2	102.666667	308	0	0	0
Mxi1	102.666667	156	152	0	0
Ly6g5b	102.666667	148	160	0	0
Klra5	102.666667	308	0	0	0
Gtf3c3	102.666667	308	0	0	0
Gpank1	102.666667	148	160	0	0
Evl	102.666667	308	0	0	0
Dnase1l1	102.666667	308	0	0	0
Dnajc4	102.666667	308	0	0	0
Dennd1c	102.666667	308	0	0	0
Csnk2b	102.666667	148	160	0	0
Tsc22d4	102.333333	307	0	0	0
Ssr3	102.333333	307	0	0	0
Setd7	102.333333	307	0	0	0
Ppp4r1	102.333333	307	0	0	0
Plec	102.333333	307	0	0	0
P2ry14	102.333333	307	0	0	0
Hspa4	102.333333	307	0	0	0
Eloc	102.333333	307	0	0	0
Zfp873	102.000000	166	140	0	0
Shbg	102.000000	306	0	0	0
Ndufa6	102.000000	0	219	87	0
Lgr5	102.000000	306	0	0	0
Kansl1l	102.000000	306	0	0	0
Copg1	102.000000	0	197	109	0
Cmpk1	102.000000	306	0	0	0
Cd82	102.000000	306	0	0	0
Tmem119	101.666667	305	0	0	0
St6galnac6	101.666667	305	0	0	0
Spaca6	101.666667	305	0	0	0
Slc66a1	101.666667	139	166	0	0
Sec61g	101.666667	305	0	0	0
Qser1	101.666667	305	0	0	0
Prune1	101.666667	305	0	0	0
Olfr646	101.666667	305	0	0	0
Mos	101.666667	305	0	0	0
Mindy1	101.666667	305	0	0	0
Lcorl	101.666667	305	0	0	0
Dynlt1a	101.666667	146	159	0	0
Ddx39a	101.666667	116	189	0	0
Akr7a5	101.666667	139	166	0	0
Ttc3	101.333333	88	216	0	0
Tbcel	101.333333	304	0	0	0
Rbm34	101.333333	304	0	0	0
Rbm18	101.333333	304	0	0	0
Prss2	101.333333	304	0	0	0
Ppm1d	101.333333	172	132	0	0
Pigp	101.333333	88	216	0	0
Mrrf	101.333333	304	0	0	0
Kctd12	101.333333	304	0	0	0
Gatd3a	101.333333	0	178	126	0
Brpf1	101.333333	304	0	0	0
Atic	101.333333	304	0	0	0
Tsr1	101.000000	303	0	0	0
Sgsm2	101.000000	303	0	0	0
Ndufv2	101.000000	303	0	0	0
Kri1	101.000000	303	0	0	0
Cdkn2d	101.000000	303	0	0	0
Bri3bp	101.000000	303	0	0	0
1190007I07Rik	101.000000	303	0	0	0
Ubxn11	100.666667	302	0	0	0
Twf2	100.666667	156	146	0	0
Slc66a2	100.666667	302	0	0	0
Sart3	100.666667	144	158	0	0
Rreb1	100.666667	302	0	0	0
Ppm1m	100.666667	156	146	0	0
Naaa	100.666667	0	202	100	0
Iscu	100.666667	144	158	0	0
Glt28d2	100.666667	302	0	0	0
Gab1	100.666667	302	0	0	0
Erlin2	100.666667	302	0	0	0
Dock5	100.666667	302	0	0	0
Zmat5	100.333333	210	91	0	0
Zfp341	100.333333	301	0	0	0
Uqcr10	100.333333	210	91	0	0
Ssbp2	100.333333	301	0	0	0
Sell	100.333333	301	0	0	0
Rrp9	100.333333	301	0	0	0
Rnf122	100.333333	301	0	0	0
Rhog	100.333333	301	0	0	0
Plscr4	100.333333	301	0	0	0
Parp3	100.333333	301	0	0	0
Lrrc72	100.333333	301	0	0	0
Ivns1abp	100.333333	301	0	0	0
Hmg20b	100.333333	301	0	0	0
Hdac1	100.333333	301	0	0	0
Gpr39	100.333333	301	0	0	0
Galk2	100.333333	301	0	0	0
Dnph1	100.333333	301	0	0	0
Dlg3	100.333333	301	0	0	0
Dhrs11	100.333333	301	0	0	0
Ccs	100.333333	0	189	112	0
Ccdc87	100.333333	0	189	112	0
Ahcyl2	100.333333	301	0	0	0
Acap2	100.333333	301	0	0	0
Tmco6	100.000000	300	0	0	0
Tceanc	100.000000	300	0	0	0
Sort1	100.000000	300	0	0	0
Rpl37a	100.000000	132	168	0	0
Ptms	100.000000	300	0	0	0
Prrc2c	100.000000	300	0	0	0
Pole2	100.000000	300	0	0	0
Nbdy	100.000000	300	0	0	0
Arf1	100.000000	300	0	0	0
Shprh	99.666667	0	221	78	0
Myl6b	99.666667	299	0	0	0
Myl6	99.666667	299	0	0	0
Il10	99.666667	299	0	0	0
Bicd1	99.666667	299	0	0	0
2610507B11Rik	99.666667	161	138	0	0
Zc3h12c	99.333333	298	0	0	0
Vamp5	99.333333	298	0	0	0
Tollip	99.333333	0	168	130	0
Sp140	99.333333	298	0	0	0
Sp110	99.333333	298	0	0	0
Snrpd2	99.333333	165	133	0	0
Qpctl	99.333333	165	133	0	0
Prr19	99.333333	298	0	0	0
Ppox	99.333333	298	0	0	0
Polr1d	99.333333	298	0	0	0
Pafah1b3	99.333333	298	0	0	0
Osbpl3	99.333333	298	0	0	0
Map3k19	99.333333	298	0	0	0
Lnx2	99.333333	298	0	0	0
Ifi203	99.333333	298	0	0	0
Gm3500	99.333333	298	0	0	0
Fbxw5	99.333333	105	89	104	0
Cdk16	99.333333	189	109	0	0
Cand2	99.333333	298	0	0	0
C8g	99.333333	105	89	104	0
Bace1	99.333333	298	0	0	0
5031439G07Rik	99.333333	298	0	0	0
Zfp639	99.000000	174	123	0	0
Zc2hc1a	99.000000	297	0	0	0
Spdye4b	99.000000	0	297	0	0
Rgs2	99.000000	297	0	0	0
Rbak	99.000000	0	297	0	0
Otos	99.000000	297	0	0	0
Ndufaf5	99.000000	297	0	0	0
Ncaph2	99.000000	297	0	0	0
Mxra8	99.000000	297	0	0	0
Lmf2	99.000000	297	0	0	0
Gsto2	99.000000	297	0	0	0
Esf1	99.000000	297	0	0	0
Cpne2	99.000000	297	0	0	0
Cant1	99.000000	0	215	82	0
Camta1	99.000000	297	0	0	0
Atxn7	99.000000	297	0	0	0
Zfpm1	98.666667	296	0	0	0
Tmed9	98.666667	0	227	69	0
Stag2	98.666667	296	0	0	0
Smg7	98.666667	296	0	0	0
Slc27a1	98.666667	296	0	0	0
Sidt2	98.666667	296	0	0	0
Rsbn1l	98.666667	296	0	0	0
Pfas	98.666667	296	0	0	0
Nxnl1	98.666667	296	0	0	0
Isoc2b	98.666667	296	0	0	0
Fam160a2	98.666667	296	0	0	0
Cox20	98.666667	296	0	0	0
Cnga4	98.666667	296	0	0	0
Asph	98.666667	296	0	0	0
Zc3hav1l	98.333333	295	0	0	0
Steap3	98.333333	295	0	0	0
Slc9a2	98.333333	295	0	0	0
Rfx1	98.333333	295	0	0	0
Prkra	98.333333	295	0	0	0
Pjvk	98.333333	295	0	0	0
Mrps36	98.333333	295	0	0	0
Knl1	98.333333	108	187	0	0
Gm51425	98.333333	295	0	0	0
Aim2	98.333333	295	0	0	0
Adcy9	98.333333	295	0	0	0
Zscan21	98.000000	294	0	0	0
Zfp609	98.000000	294	0	0	0
Spop	98.000000	119	175	0	0
Sh3glb2	98.000000	95	199	0	0
S1pr2	98.000000	294	0	0	0
Riok1	98.000000	144	150	0	0
Pusl1	98.000000	103	191	0	0
Pitpnm1	98.000000	0	168	126	0
Nodal	98.000000	294	0	0	0
Miga2	98.000000	95	199	0	0
Kctd4	98.000000	294	0	0	0
Epb41l5	98.000000	294	0	0	0
Cfap410	98.000000	0	198	96	0
Cdk2ap2	98.000000	0	168	126	0
Cage1	98.000000	144	150	0	0
Acap3	98.000000	103	191	0	0
9930021J03Rik	98.000000	149	145	0	0
1700042G07Rik	98.000000	294	0	0	0
Zfp971	97.666667	293	0	0	0
Unc13a	97.666667	293	0	0	0
Ube2m	97.666667	0	218	75	0
Stab1	97.666667	293	0	0	0
Sh3bp5	97.666667	293	0	0	0
Rflnb	97.666667	293	0	0	0
Rexo4	97.666667	147	146	0	0
Pheta1	97.666667	293	0	0	0
Ndufs7	97.666667	293	0	0	0
Jak3	97.666667	293	0	0	0
Hmgxb3	97.666667	293	0	0	0
Dgcr6	97.666667	293	0	0	0
Cmtm8	97.666667	293	0	0	0
Chmp2a	97.666667	0	218	75	0
Ccar1	97.666667	120	173	0	0
Stam	97.333333	292	0	0	0
Shkbp1	97.333333	292	0	0	0
Pithd1	97.333333	0	189	103	0
Phc2	97.333333	292	0	0	0
Pcgf5	97.333333	292	0	0	0
Nxpe5	97.333333	292	0	0	0
Gfus	97.333333	292	0	0	0
Btbd17	97.333333	292	0	0	0
4833439L19Rik	97.333333	292	0	0	0
Zfp40	97.000000	291	0	0	0
Vps4b	97.000000	291	0	0	0
Six1	97.000000	291	0	0	0
Sh3bp5l	97.000000	291	0	0	0
Sdcbp	97.000000	195	96	0	0
Scamp3	97.000000	153	138	0	0
Pros1	97.000000	291	0	0	0
Ppp1r9b	97.000000	291	0	0	0
Parn	97.000000	0	197	94	0
Nudt9	97.000000	0	191	100	0
Myb	97.000000	291	0	0	0
Mcm3	97.000000	291	0	0	0
Lrrc8d	97.000000	291	0	0	0
Irf2	97.000000	291	0	0	0
Etv5	97.000000	291	0	0	0
Efcab14	97.000000	291	0	0	0
Cplx2	97.000000	291	0	0	0
Chn1	97.000000	291	0	0	0
Chd8	97.000000	291	0	0	0
Bfar	97.000000	0	197	94	0
Atp2a2	97.000000	291	0	0	0
Zrsr2	96.666667	290	0	0	0
Tut4	96.666667	290	0	0	0
Rin3	96.666667	290	0	0	0
Ppp1r37	96.666667	0	181	109	0
Pdzd9	96.666667	290	0	0	0
Pan3	96.666667	164	0	126	0
Hivep1	96.666667	290	0	0	0
Gigyf2	96.666667	290	0	0	0
Rwdd1	96.333333	289	0	0	0
Rmnd1	96.333333	154	135	0	0
Rad51ap1	96.333333	0	199	90	0
Nrm	96.333333	289	0	0	0
Map2k7	96.333333	109	180	0	0
Gm3264	96.333333	289	0	0	0
D6Wsu163e	96.333333	0	199	90	0
Camk1d	96.333333	289	0	0	0
Armt1	96.333333	154	135	0	0
Ube2cbp	96.000000	125	163	0	0
Sbf1	96.000000	118	170	0	0
Fermt3	96.000000	288	0	0	0
Dop1a	96.000000	125	163	0	0
Atp5g3	96.000000	145	143	0	0
Arl13b	96.000000	288	0	0	0
Uxt	95.666667	287	0	0	0
Tada2b	95.666667	0	287	0	0
Rpp21	95.666667	287	0	0	0
Rhov	95.666667	287	0	0	0
Rhbdd1	95.666667	143	144	0	0
Reps1	95.666667	287	0	0	0
Fignl1	95.666667	0	167	120	0
Ccdc96	95.666667	0	287	0	0
1810013L24Rik	95.666667	287	0	0	0
Rbm12b1	95.333333	132	154	0	0
Rab28	95.333333	286	0	0	0
Orc4	95.333333	167	119	0	0
Nsd3	95.333333	286	0	0	0
Mndal	95.333333	286	0	0	0
Mbd5	95.333333	167	119	0	0
Ldlrap1	95.333333	286	0	0	0
Akip1	95.333333	286	0	0	0
Zfp46	95.000000	285	0	0	0
Odf2	95.000000	285	0	0	0
Mllt1	95.000000	285	0	0	0
Mgat1	95.000000	285	0	0	0
Map3k6	95.000000	285	0	0	0
Kdelr1	95.000000	285	0	0	0
Gm2897	95.000000	285	0	0	0
Fbxo30	95.000000	135	150	0	0
Ercc5	95.000000	285	0	0	0
Decr1	95.000000	285	0	0	0
Cradd	95.000000	285	0	0	0
Chmp7	95.000000	0	205	80	0
Arhgap9	95.000000	285	0	0	0
Srcap	94.666667	173	111	0	0
Smg8	94.666667	284	0	0	0
Nob1	94.666667	0	284	0	0
Ldlrad3	94.666667	284	0	0	0
Foxc1	94.666667	284	0	0	0
Elac2	94.666667	284	0	0	0
Bcl3	94.666667	284	0	0	0
B3gnt7	94.666667	284	0	0	0
Vmn1r210	94.333333	283	0	0	0
Smad1	94.333333	283	0	0	0
Prmt3	94.333333	0	196	87	0
Ocrl	94.333333	283	0	0	0
Mpp2	94.333333	283	0	0	0
Mob3a	94.333333	0	283	0	0
Izumo4	94.333333	0	283	0	0
Glul	94.333333	283	0	0	0
Fmn2	94.333333	283	0	0	0
B3galt4	94.333333	283	0	0	0
Anxa5	94.333333	0	283	0	0
1810062G17Rik	94.333333	0	283	0	0
Ufc1	94.000000	282	0	0	0
Snrpe	94.000000	282	0	0	0
Slc26a9	94.000000	282	0	0	0
Rufy3	94.000000	282	0	0	0
Rfc2	94.000000	99	183	0	0
Ost4	94.000000	282	0	0	0
Mfsd13a	94.000000	282	0	0	0
Maml1	94.000000	282	0	0	0
Hsdl1	94.000000	159	123	0	0
Dtd2	94.000000	145	137	0	0
Drg1	94.000000	76	206	0	0
Dnaaf1	94.000000	159	123	0	0
Cnih3	94.000000	282	0	0	0
Btbd9	94.000000	282	0	0	0
Ankrd6	94.000000	282	0	0	0
Wdr5b	93.666667	92	189	0	0
Vps37c	93.666667	157	124	0	0
Usp21	93.666667	128	153	0	0
Tmem161b	93.666667	281	0	0	0
Tchp	93.666667	281	0	0	0
Rhoq	93.666667	281	0	0	0
Rfxap	93.666667	128	153	0	0
Ptpn18	93.666667	281	0	0	0
Pheta2	93.666667	160	121	0	0
Parp8	93.666667	281	0	0	0
Nek4	93.666667	0	135	146	0
Mycbp2	93.666667	155	126	0	0
Gid8	93.666667	142	139	0	0
Dtnbp1	93.666667	183	98	0	0
B4galnt1	93.666667	281	0	0	0
Akr1a1	93.666667	281	0	0	0
Zfp955b	93.333333	280	0	0	0
Thap1	93.333333	280	0	0	0
Tgfb1	93.333333	280	0	0	0
Stat6	93.333333	280	0	0	0
Ntn5	93.333333	280	0	0	0
Mppe1	93.333333	280	0	0	0
Med4	93.333333	88	192	0	0
Lyrm1	93.333333	280	0	0	0
Letm2	93.333333	280	0	0	0
Fam126a	93.333333	280	0	0	0
Dennd1b	93.333333	280	0	0	0
Dcun1d3	93.333333	280	0	0	0
Cldnd2	93.333333	218	62	0	0
Atrnl1	93.333333	280	0	0	0
Atf6	93.333333	280	0	0	0
Agtrap	93.333333	280	0	0	0
Zfp947	93.000000	279	0	0	0
Ubox5	93.000000	279	0	0	0
Tmed10	93.000000	279	0	0	0
Shoc2	93.000000	279	0	0	0
Robo3	93.000000	279	0	0	0
Klhl21	93.000000	279	0	0	0
Gm2696	93.000000	279	0	0	0
Fastkd5	93.000000	279	0	0	0
E230025N22Rik	93.000000	279	0	0	0
Bbip1	93.000000	279	0	0	0
Aacs	93.000000	90	189	0	0
Zfp687	92.666667	278	0	0	0
Uqcrc1	92.666667	0	278	0	0
Stk11ip	92.666667	278	0	0	0
Pde5a	92.666667	278	0	0	0
Pcif1	92.666667	0	189	89	0
Ncapg2	92.666667	0	125	153	0
Gm14137	92.666667	278	0	0	0
Cers6	92.666667	278	0	0	0
Cd44	92.666667	278	0	0	0
Vps45	92.333333	277	0	0	0
Slc45a3	92.333333	277	0	0	0
Sf3a2	92.333333	0	190	87	0
Rad21	92.333333	0	161	116	0
Plekhj1	92.333333	0	190	87	0
Pdcd6	92.333333	277	0	0	0
Nfkb1	92.333333	277	0	0	0
Mtfr1l	92.333333	277	0	0	0
Hint3	92.333333	0	167	110	0
Fastkd1	92.333333	277	0	0	0
Eif2d	92.333333	277	0	0	0
Clk3	92.333333	277	0	0	0
Arl4c	92.333333	95	182	0	0
Ttc7	92.000000	276	0	0	0
Trpm2	92.000000	276	0	0	0
Stat2	92.000000	276	0	0	0
Snrnp48	92.000000	276	0	0	0
Mob1a	92.000000	276	0	0	0
Mlf2	92.000000	276	0	0	0
Idnk	92.000000	276	0	0	0
Hax1	92.000000	276	0	0	0
Gm13278	92.000000	276	0	0	0
Gm13277	92.000000	276	0	0	0
Gm13276	92.000000	276	0	0	0
Dnajb8	92.000000	276	0	0	0
Cxcr4	92.000000	133	143	0	0
Bicd2	92.000000	276	0	0	0
Apof	92.000000	276	0	0	0
Aatf	92.000000	90	186	0	0
Zdhhc12	91.666667	0	159	116	0
Zbtb16	91.666667	275	0	0	0
Xpo1	91.666667	275	0	0	0
Ttc21b	91.666667	275	0	0	0
Tefm	91.666667	275	0	0	0
Spindoc	91.666667	275	0	0	0
Setd1b	91.666667	275	0	0	0
Mrpl4	91.666667	275	0	0	0
Lancl2	91.666667	275	0	0	0
Itm2c	91.666667	275	0	0	0
Gm12500	91.666667	275	0	0	0
Angptl4	91.666667	275	0	0	0
Ampd2	91.666667	275	0	0	0
Agk	91.666667	275	0	0	0
2610301B20Rik	91.666667	275	0	0	0
Zfp626	91.333333	274	0	0	0
Snrpb2	91.333333	274	0	0	0
Sh3rf1	91.333333	274	0	0	0
Rgl2	91.333333	274	0	0	0
Pdss1	91.333333	274	0	0	0
Mto1	91.333333	0	185	89	0
Mroh1	91.333333	148	126	0	0
Lrrcc1	91.333333	274	0	0	0
Lrrc24	91.333333	274	0	0	0
Epop	91.333333	274	0	0	0
Dph5	91.333333	274	0	0	0
C030006K11Rik	91.333333	274	0	0	0
Arid1a	91.333333	274	0	0	0
Ap3m1	91.333333	274	0	0	0
Adk	91.333333	274	0	0	0
Acsl4	91.333333	274	0	0	0
Tatdn3	91.000000	273	0	0	0
Stard8	91.000000	273	0	0	0
Rprd2	91.000000	0	273	0	0
Pdcd7	91.000000	273	0	0	0
Parp11	91.000000	273	0	0	0
Numbl	91.000000	273	0	0	0
Nsl1	91.000000	273	0	0	0
Mlx	91.000000	273	0	0	0
Kif23	91.000000	273	0	0	0
Hsd17b1	91.000000	273	0	0	0
Gm13283	91.000000	273	0	0	0
Fhit	91.000000	273	0	0	0
Fam168a	91.000000	273	0	0	0
Ddx17	91.000000	273	0	0	0
Crk	91.000000	273	0	0	0
Creb5	91.000000	273	0	0	0
Coasy	91.000000	273	0	0	0
Clec4n	91.000000	273	0	0	0
Atp6v1g1	91.000000	80	193	0	0
Zfp36l2	90.666667	272	0	0	0
Trak2	90.666667	272	0	0	0
Tmppe	90.666667	272	0	0	0
Tbc1d8b	90.666667	272	0	0	0
