Target_genes	Ikzf2|Average	SRX8167498|HPC-7	SRX1241149|Treg	SRX1241152|Treg	STRING
Upp2	76.000000	228	0	0	0
Tlk2	76.000000	228	0	0	0
Sos1	76.000000	106	0	122	0
Snap29	76.000000	0	228	0	0
Rcc2	76.000000	158	70	0	0
R3hdm1	76.000000	228	0	0	0
Pxylp1	76.000000	228	0	0	0
Pi4ka	76.000000	0	228	0	0
Parp4	76.000000	228	0	0	0
Osbpl10	76.000000	228	0	0	0
Nceh1	76.000000	228	0	0	0
M6pr	76.000000	228	0	0	0
Ift22	76.000000	228	0	0	0
Fbxl13	76.000000	228	0	0	0
Dpp9	76.000000	228	0	0	0
Chek1	76.000000	228	0	0	0
Cenpj	76.000000	228	0	0	0
Armc10	76.000000	228	0	0	0
Agtpbp1	76.000000	153	75	0	0
Acvr1	76.000000	228	0	0	0
Actr5	76.000000	228	0	0	0
Virma	75.666667	227	0	0	0
Tmem210	75.666667	227	0	0	0
Tmco1	75.666667	227	0	0	0
Spef1l	75.666667	227	0	0	0
Sp4	75.666667	227	0	0	0
Slc39a7	75.666667	0	227	0	0
Rxrb	75.666667	0	227	0	0
Psd4	75.666667	227	0	0	0
Nab2	75.666667	227	0	0	0
N4bp2	75.666667	227	0	0	0
Mfsd14a	75.666667	227	0	0	0
Lrrc26	75.666667	227	0	0	0
Lonp2	75.666667	227	0	0	0
Gm45871	75.666667	227	0	0	0
Fcgr3	75.666667	227	0	0	0
Dlat	75.666667	227	0	0	0
Aplp2	75.666667	227	0	0	0
2300002M23Rik	75.666667	227	0	0	0
Vps13b	75.333333	226	0	0	0
Twsg1	75.333333	226	0	0	0
Timm21	75.333333	0	226	0	0
Sirt2	75.333333	226	0	0	0
Nfkbib	75.333333	226	0	0	0
Nadk2	75.333333	116	110	0	0
Mif4gd	75.333333	226	0	0	0
Kif22	75.333333	226	0	0	0
Kif1b	75.333333	226	0	0	0
Gpx2	75.333333	226	0	0	0
Gphn	75.333333	226	0	0	0
Gcc1	75.333333	226	0	0	0
Fbxo15	75.333333	0	226	0	0
Fam3c	75.333333	226	0	0	0
Dnal1	75.333333	226	0	0	0
Dlg4	75.333333	226	0	0	0
D830031N03Rik	75.333333	226	0	0	0
Clpsl2	75.333333	226	0	0	0
Camkk2	75.333333	226	0	0	0
Arf5	75.333333	226	0	0	0
Ak1	75.333333	226	0	0	0
Acadvl	75.333333	226	0	0	0
Zfp428	75.000000	225	0	0	0
Xrcc4	75.000000	225	0	0	0
Tspan32	75.000000	225	0	0	0
Tmem167	75.000000	225	0	0	0
Tlcd2	75.000000	225	0	0	0
Tbp	75.000000	225	0	0	0
Smim11	75.000000	79	146	0	0
Slfn5	75.000000	225	0	0	0
S1pr1	75.000000	225	0	0	0
Pycr2	75.000000	225	0	0	0
Psmb1	75.000000	225	0	0	0
Icam5	75.000000	225	0	0	0
Icam4	75.000000	225	0	0	0
Fut7	75.000000	225	0	0	0
Fis1	75.000000	225	0	0	0
Cpsf1	75.000000	0	225	0	0
Abca2	75.000000	225	0	0	0
1600014C23Rik	75.000000	225	0	0	0
Tsga10ip	74.666667	224	0	0	0
Tm7sf2	74.666667	224	0	0	0
Tle3	74.666667	224	0	0	0
Spi1	74.666667	224	0	0	0
Socs5	74.666667	224	0	0	0
Snx13	74.666667	224	0	0	0
Selenoh	74.666667	224	0	0	0
Rpp38	74.666667	0	224	0	0
Ppat	74.666667	132	0	92	0
Paics	74.666667	132	0	92	0
Lasp1	74.666667	224	0	0	0
Kmt2a	74.666667	224	0	0	0
Idi1	74.666667	224	0	0	0
Hnrnpm	74.666667	0	127	97	0
Gsk3a	74.666667	224	0	0	0
Dynlrb1	74.666667	224	0	0	0
Acbd7	74.666667	0	224	0	0
Zfp605	74.333333	140	83	0	0
Zfp444	74.333333	223	0	0	0
Zfp120	74.333333	223	0	0	0
Tor3a	74.333333	223	0	0	0
Slc22a7	74.333333	223	0	0	0
Slc17a8	74.333333	223	0	0	0
Rnasek	74.333333	223	0	0	0
Ppp1r15a	74.333333	223	0	0	0
Plekha4	74.333333	223	0	0	0
Nme6	74.333333	223	0	0	0
Nabp1	74.333333	223	0	0	0
Mrps2	74.333333	223	0	0	0
Mical1	74.333333	223	0	0	0
Mafg	74.333333	223	0	0	0
Lsr	74.333333	223	0	0	0
Kifc1	74.333333	0	223	0	0
Il15ra	74.333333	223	0	0	0
Hipk2	74.333333	223	0	0	0
Haao	74.333333	223	0	0	0
Gtpbp6	74.333333	140	83	0	0
Gpr34	74.333333	223	0	0	0
Gmnn	74.333333	0	223	0	0
Gabpb2	74.333333	223	0	0	0
Fam187b	74.333333	223	0	0	0
Esyt1	74.333333	223	0	0	0
Cd2bp2	74.333333	223	0	0	0
Adcy3	74.333333	223	0	0	0
2610524H06Rik	74.333333	223	0	0	0
1700007K13Rik	74.333333	223	0	0	0
0610010K14Rik	74.333333	223	0	0	0
Zfp976	74.000000	222	0	0	0
Tlr12	74.000000	222	0	0	0
Terf2ip	74.000000	78	144	0	0
Stk17b	74.000000	222	0	0	0
Sftpc	74.000000	222	0	0	0
Rnf24	74.000000	222	0	0	0
Pus3	74.000000	222	0	0	0
Prr14l	74.000000	222	0	0	0
Mob3c	74.000000	222	0	0	0
Kars	74.000000	78	144	0	0
Gbe1	74.000000	222	0	0	0
Ercc6	74.000000	0	222	0	0
Ddx25	74.000000	222	0	0	0
Camp	74.000000	222	0	0	0
Bmp1	74.000000	222	0	0	0
Atrip	74.000000	222	0	0	0
Zdhhc6	73.666667	221	0	0	0
Vti1a	73.666667	221	0	0	0
Socs7	73.666667	221	0	0	0
Rars	73.666667	221	0	0	0
R3hdm2	73.666667	221	0	0	0
Prkar2b	73.666667	221	0	0	0
Plekhg6	73.666667	221	0	0	0
Mideas	73.666667	221	0	0	0
Mia2	73.666667	221	0	0	0
Lpin2	73.666667	221	0	0	0
Gm45915	73.666667	221	0	0	0
Gm33887	73.666667	221	0	0	0
Fam214b	73.666667	221	0	0	0
Dnajb9	73.666667	0	221	0	0
Dennd11	73.666667	221	0	0	0
Ccdc43	73.666667	0	221	0	0
Als2	73.666667	221	0	0	0
Trim13	73.333333	0	220	0	0
Ppie	73.333333	220	0	0	0
Nabp2	73.333333	220	0	0	0
Myo18a	73.333333	220	0	0	0
Mlec	73.333333	220	0	0	0
Lratd2	73.333333	220	0	0	0
Lck	73.333333	220	0	0	0
Krtcap2	73.333333	220	0	0	0
Ift172	73.333333	0	220	0	0
Gm13212	73.333333	220	0	0	0
Fstl3	73.333333	220	0	0	0
Fndc4	73.333333	0	220	0	0
Exosc2	73.333333	0	220	0	0
Dap3	73.333333	220	0	0	0
Csrnp2	73.333333	220	0	0	0
Cdk5r2	73.333333	220	0	0	0
Ccnd1	73.333333	220	0	0	0
Ccdc68	73.333333	220	0	0	0
Wwtr1	73.000000	219	0	0	0
Unc45b	73.000000	219	0	0	0
Trappc10	73.000000	219	0	0	0
Spsb4	73.000000	219	0	0	0
Rnf2	73.000000	219	0	0	0
Pdcd5	73.000000	0	120	99	0
Opa3	73.000000	219	0	0	0
Nle1	73.000000	219	0	0	0
Myo1g	73.000000	219	0	0	0
Mrps24	73.000000	0	219	0	0
Marcksl1	73.000000	219	0	0	0
Lamp1	73.000000	219	0	0	0
Gm33933	73.000000	219	0	0	0
Galc	73.000000	219	0	0	0
Akna	73.000000	219	0	0	0
Zfp784	72.666667	0	218	0	0
Ttc13	72.666667	0	218	0	0
Spsb2	72.666667	218	0	0	0
Snx10	72.666667	218	0	0	0
Rplp2	72.666667	218	0	0	0
Rap2c	72.666667	218	0	0	0
Pms2	72.666667	218	0	0	0
Pidd1	72.666667	218	0	0	0
Nab1	72.666667	218	0	0	0
Mmp15	72.666667	218	0	0	0
Il15	72.666667	218	0	0	0
Gopc	72.666667	218	0	0	0
Eif4g3	72.666667	218	0	0	0
Cd46	72.666667	218	0	0	0
Arv1	72.666667	0	218	0	0
Ankrd17	72.666667	218	0	0	0
Aimp2	72.666667	218	0	0	0
Zfp451	72.333333	217	0	0	0
Vwa7	72.333333	217	0	0	0
Tnrc6b	72.333333	217	0	0	0
Sun1	72.333333	217	0	0	0
Skp2	72.333333	217	0	0	0
Shmt1	72.333333	217	0	0	0
Rnf185	72.333333	217	0	0	0
Rbx1	72.333333	105	112	0	0
Ptbp1	72.333333	217	0	0	0
Mrps33	72.333333	217	0	0	0
Mapkapk2	72.333333	217	0	0	0
Lmbrd2	72.333333	217	0	0	0
Lgr6	72.333333	217	0	0	0
Lamc1	72.333333	217	0	0	0
Irf1	72.333333	217	0	0	0
Gse1	72.333333	217	0	0	0
Fam120b	72.333333	217	0	0	0
Ccne2	72.333333	217	0	0	0
Arl14ep	72.333333	217	0	0	0
Txnip	72.000000	216	0	0	0
Smurf2	72.000000	216	0	0	0
Slc44a1	72.000000	216	0	0	0
Slc16a6	72.000000	216	0	0	0
Pcbp4	72.000000	216	0	0	0
Narf	72.000000	0	216	0	0
Mta3	72.000000	216	0	0	0
Metap1	72.000000	0	216	0	0
Ifitm2	72.000000	216	0	0	0
Ier2	72.000000	216	0	0	0
Fhl3	72.000000	216	0	0	0
Arsg	72.000000	216	0	0	0
Actg1	72.000000	216	0	0	0
Abhd14b	72.000000	216	0	0	0
Abhd14a	72.000000	216	0	0	0
Zfp943	71.666667	215	0	0	0
Zfp942	71.666667	215	0	0	0
Wdr38	71.666667	0	215	0	0
Tfeb	71.666667	215	0	0	0
Tbc1d4	71.666667	215	0	0	0
Rgs9bp	71.666667	215	0	0	0
Polr2e	71.666667	0	215	0	0
Il12rb2	71.666667	215	0	0	0
Gm29797	71.666667	215	0	0	0
Gbx2	71.666667	215	0	0	0
Fancd2	71.666667	215	0	0	0
Ero1a	71.666667	106	109	0	0
Emc3	71.666667	215	0	0	0
Ankrd27	71.666667	215	0	0	0
Zmynd8	71.333333	214	0	0	0
Zfp953	71.333333	214	0	0	0
Zfp874b	71.333333	214	0	0	0
Timmdc1	71.333333	214	0	0	0
Slc51b	71.333333	214	0	0	0
Slc12a5	71.333333	214	0	0	0
Serpinb7	71.333333	214	0	0	0
Prkar1b	71.333333	214	0	0	0
Nup35	71.333333	214	0	0	0
Myo6	71.333333	214	0	0	0
Mapk6	71.333333	214	0	0	0
Map3k1	71.333333	214	0	0	0
Lsm1	71.333333	0	214	0	0
Ifitm1	71.333333	214	0	0	0
Hs1bp3	71.333333	214	0	0	0
Gab2	71.333333	214	0	0	0
Dnaaf5	71.333333	214	0	0	0
Dis3l	71.333333	214	0	0	0
Dip2b	71.333333	214	0	0	0
Commd9	71.333333	214	0	0	0
Bag4	71.333333	0	214	0	0
Atp5g2	71.333333	0	94	120	0
Zscan30	71.000000	213	0	0	0
Zfp35	71.000000	213	0	0	0
Ywhae	71.000000	213	0	0	0
Tulp4	71.000000	213	0	0	0
Trip13	71.000000	213	0	0	0
Tob1	71.000000	213	0	0	0
Ptx4	71.000000	0	213	0	0
Plod2	71.000000	213	0	0	0
Pdlim5	71.000000	213	0	0	0
Neurl3	71.000000	213	0	0	0
Klhdc4	71.000000	213	0	0	0
Kat5	71.000000	213	0	0	0
Grap2	71.000000	213	0	0	0
Gnai2	71.000000	213	0	0	0
Gcnt4	71.000000	213	0	0	0
Fam136a	71.000000	213	0	0	0
F2rl2	71.000000	213	0	0	0
Epc1	71.000000	213	0	0	0
Dhrs4	71.000000	213	0	0	0
Clec2d	71.000000	213	0	0	0
Cdx1	71.000000	213	0	0	0
C5ar2	71.000000	213	0	0	0
Brd9	71.000000	213	0	0	0
Ankrd42	71.000000	213	0	0	0
Abcf3	71.000000	0	213	0	0
Ube2l3	70.666667	212	0	0	0
Rbm27	70.666667	212	0	0	0
Pimreg	70.666667	212	0	0	0
Pex16	70.666667	212	0	0	0
Pdzd2	70.666667	212	0	0	0
Palld	70.666667	212	0	0	0
Optc	70.666667	212	0	0	0
Mtch1	70.666667	212	0	0	0
Med1	70.666667	212	0	0	0
Large2	70.666667	212	0	0	0
Klhl20	70.666667	212	0	0	0
Glis2	70.666667	212	0	0	0
Gadd45gip1	70.666667	212	0	0	0
Dpagt1	70.666667	212	0	0	0
D10Wsu102e	70.666667	212	0	0	0
Aipl1	70.666667	212	0	0	0
Zkscan17	70.333333	211	0	0	0
Zfp52	70.333333	211	0	0	0
Zbed4	70.333333	0	135	76	0
Wnt10b	70.333333	211	0	0	0
Tyro3	70.333333	211	0	0	0
Tcf12	70.333333	211	0	0	0
Strn	70.333333	211	0	0	0
Setmar	70.333333	211	0	0	0
Samd4b	70.333333	211	0	0	0
Ptprs	70.333333	87	124	0	0
Prpf40b	70.333333	211	0	0	0
Ogfod1	70.333333	211	0	0	0
Nudt21	70.333333	211	0	0	0
Ilf2	70.333333	211	0	0	0
Gmfg	70.333333	211	0	0	0
Gm960	70.333333	211	0	0	0
Eola1	70.333333	211	0	0	0
Atp10a	70.333333	211	0	0	0
Zkscan4	70.000000	210	0	0	0
Zfp825	70.000000	210	0	0	0
Usp40	70.000000	210	0	0	0
Tbl1xr1	70.000000	210	0	0	0
Slc13a2	70.000000	210	0	0	0
Primpol	70.000000	210	0	0	0
Lbr	70.000000	210	0	0	0
Id1	70.000000	210	0	0	0
Glrx2	70.000000	210	0	0	0
Exoc3l2	70.000000	210	0	0	0
Eogt	70.000000	210	0	0	0
Cblc	70.000000	210	0	0	0
Casp3	70.000000	210	0	0	0
Abcg2	70.000000	210	0	0	0
Zfyve1	69.666667	209	0	0	0
Zfp955a	69.666667	209	0	0	0
Tspan31	69.666667	209	0	0	0
Ticam1	69.666667	209	0	0	0
Sfxn3	69.666667	209	0	0	0
Setdb1	69.666667	209	0	0	0
Scfd2	69.666667	0	209	0	0
Rbm45	69.666667	209	0	0	0
Pdzd7	69.666667	209	0	0	0
Nelfcd	69.666667	0	209	0	0
Lyz2	69.666667	209	0	0	0
Layn	69.666667	209	0	0	0
Fip1l1	69.666667	0	209	0	0
Clpb	69.666667	209	0	0	0
Ccdc71l	69.666667	209	0	0	0
Alcam	69.666667	209	0	0	0
9930012K11Rik	69.666667	209	0	0	0
Zc3h10	69.333333	208	0	0	0
Ubr5	69.333333	208	0	0	0
Traf2	69.333333	208	0	0	0
Tbrg4	69.333333	208	0	0	0
Skiv2l	69.333333	208	0	0	0
Sec31a	69.333333	208	0	0	0
Rpl41	69.333333	208	0	0	0
Prr3	69.333333	208	0	0	0
Ppm1l	69.333333	208	0	0	0
Oaz1	69.333333	208	0	0	0
Nelfe	69.333333	208	0	0	0
Mindy2	69.333333	208	0	0	0
Mfsd5	69.333333	208	0	0	0
Mfge8	69.333333	208	0	0	0
Mcat	69.333333	0	208	0	0
Irf2bpl	69.333333	208	0	0	0
Hspa1b	69.333333	208	0	0	0
Hscb	69.333333	208	0	0	0
Gnl1	69.333333	208	0	0	0
Gm10778	69.333333	208	0	0	0
Gata2	69.333333	208	0	0	0
Dolpp1	69.333333	0	208	0	0
Dock1	69.333333	208	0	0	0
Cltc	69.333333	208	0	0	0
Chek2	69.333333	208	0	0	0
Cdkl4	69.333333	208	0	0	0
Zfp821	69.000000	207	0	0	0
Wwp1	69.000000	0	207	0	0
Washc1	69.000000	207	0	0	0
U2surp	69.000000	207	0	0	0
Stx7	69.000000	121	86	0	0
St6galnac4	69.000000	0	147	60	0
Rgs19	69.000000	93	114	0	0
Rfx7	69.000000	0	207	0	0
Pgbd1	69.000000	207	0	0	0
Med9	69.000000	207	0	0	0
Lmna	69.000000	207	0	0	0
Lkaaear1	69.000000	93	114	0	0
Ist1	69.000000	207	0	0	0
Asrgl1	69.000000	0	207	0	0
Arpp19	69.000000	207	0	0	0
Appl2	69.000000	207	0	0	0
Ap1ar	69.000000	207	0	0	0
Zfp438	68.666667	206	0	0	0
Zan	68.666667	206	0	0	0
Xkrx	68.666667	206	0	0	0
Srsf5	68.666667	104	102	0	0
Snx12	68.666667	0	206	0	0
Slc30a3	68.666667	206	0	0	0
Rcor3	68.666667	206	0	0	0
Rbm3	68.666667	206	0	0	0
Polr1e	68.666667	206	0	0	0
Nsrp1	68.666667	206	0	0	0
Nme4	68.666667	206	0	0	0
Mrps18c	68.666667	206	0	0	0
Lgr4	68.666667	206	0	0	0
Helq	68.666667	206	0	0	0
Ezh2	68.666667	86	120	0	0
Epo	68.666667	206	0	0	0
Eif2b3	68.666667	80	126	0	0
Decr2	68.666667	206	0	0	0
Cpeb4	68.666667	206	0	0	0
Coa6	68.666667	206	0	0	0
Cast	68.666667	206	0	0	0
B4galt3	68.666667	206	0	0	0
Arhgef10l	68.666667	206	0	0	0
Tdg	68.333333	0	205	0	0
Slfn3	68.333333	205	0	0	0
Senp8	68.333333	92	113	0	0
Sec23b	68.333333	205	0	0	0
Rpusd1	68.333333	205	0	0	0
Rbbp9	68.333333	205	0	0	0
Rasal2	68.333333	205	0	0	0
Prcp	68.333333	205	0	0	0
Pnp	68.333333	205	0	0	0
Npnt	68.333333	205	0	0	0
Nhs	68.333333	205	0	0	0
Neo1	68.333333	205	0	0	0
Naglu	68.333333	205	0	0	0
Myo9a	68.333333	92	113	0	0
Ippk	68.333333	205	0	0	0
Il1rl1	68.333333	205	0	0	0
Fuca2	68.333333	205	0	0	0
Fry	68.333333	205	0	0	0
Ddias	68.333333	205	0	0	0
Chtf18	68.333333	205	0	0	0
Cd74	68.333333	205	0	0	0
Bbs9	68.333333	98	107	0	0
Zfp763	68.000000	204	0	0	0
Wrap53	68.000000	204	0	0	0
Trp53	68.000000	204	0	0	0
Trim37	68.000000	120	84	0	0
Timm23	68.000000	204	0	0	0
Sit1	68.000000	204	0	0	0
Setd3	68.000000	204	0	0	0
Rwdd2a	68.000000	204	0	0	0
Ptger4	68.000000	204	0	0	0
Pgm3	68.000000	204	0	0	0
Pcmtd1	68.000000	0	204	0	0
Parg	68.000000	204	0	0	0
Mex3a	68.000000	204	0	0	0
Ifnar2	68.000000	204	0	0	0
Ifi211	68.000000	204	0	0	0
Gpr107	68.000000	204	0	0	0
Gm3448	68.000000	204	0	0	0
Gm3417	68.000000	204	0	0	0
Epcam	68.000000	204	0	0	0
Ccnk	68.000000	204	0	0	0
Adgrg5	68.000000	204	0	0	0
9030025P20Rik	68.000000	204	0	0	0
a	67.666667	203	0	0	0
Tamm41	67.666667	203	0	0	0
Papss1	67.666667	203	0	0	0
Neu2	67.666667	203	0	0	0
Myadm	67.666667	203	0	0	0
Map3k8	67.666667	203	0	0	0
Ikzf3	67.666667	0	203	0	0
Ift140	67.666667	203	0	0	0
Gpx1	67.666667	203	0	0	0
Elovl6	67.666667	203	0	0	0
Dcaf4	67.666667	203	0	0	0
Cramp1l	67.666667	203	0	0	0
Cd3d	67.666667	203	0	0	0
Angel2	67.666667	0	203	0	0
Anapc5	67.666667	203	0	0	0
Ugdh	67.333333	202	0	0	0
Tm7sf3	67.333333	202	0	0	0
Snn	67.333333	202	0	0	0
Samd1	67.333333	202	0	0	0
Rab19	67.333333	202	0	0	0
Pfkp	67.333333	202	0	0	0
Pfdn1	67.333333	0	202	0	0
Nr1d1	67.333333	202	0	0	0
Nhlrc2	67.333333	202	0	0	0
Mrvi1	67.333333	202	0	0	0
Mapk8ip3	67.333333	202	0	0	0
Ifngr2	67.333333	202	0	0	0
Hmx2	67.333333	202	0	0	0
Fam160b2	67.333333	202	0	0	0
Erich1	67.333333	202	0	0	0
Dclre1a	67.333333	202	0	0	0
Crlf3	67.333333	202	0	0	0
Cacng8	67.333333	202	0	0	0
Arhgef4	67.333333	202	0	0	0
Acy1	67.333333	202	0	0	0
Acsf2	67.333333	202	0	0	0
Zfp715	67.000000	201	0	0	0
Zfhx3	67.000000	201	0	0	0
Zbtb44	67.000000	117	84	0	0
Xkr5	67.000000	201	0	0	0
Vamp8	67.000000	201	0	0	0
Trim36	67.000000	201	0	0	0
Tomm40	67.000000	201	0	0	0
Synpo	67.000000	201	0	0	0
Ssna1	67.000000	0	201	0	0
Socs3	67.000000	201	0	0	0
Slc39a14	67.000000	0	201	0	0
Rsrc2	67.000000	201	0	0	0
Rsf1	67.000000	201	0	0	0
Rgcc	67.000000	201	0	0	0
Raet1e	67.000000	201	0	0	0
Raet1c	67.000000	201	0	0	0
Raet1b	67.000000	201	0	0	0
Nt5c3	67.000000	0	201	0	0
Ngrn	67.000000	201	0	0	0
Nek11	67.000000	201	0	0	0
Matk	67.000000	201	0	0	0
Kntc1	67.000000	201	0	0	0
Kank2	67.000000	201	0	0	0
Hspa1l	67.000000	201	0	0	0
Hspa1a	67.000000	201	0	0	0
H4f16	67.000000	201	0	0	0
H2aj	67.000000	201	0	0	0
Fam122c	67.000000	201	0	0	0
Fam122b	67.000000	201	0	0	0
Colgalt2	67.000000	201	0	0	0
Cfdp1	67.000000	73	0	128	0
Aste1	67.000000	201	0	0	0
Anxa4	67.000000	201	0	0	0
Anapc2	67.000000	0	201	0	0
Aamdc	67.000000	201	0	0	0
Zfp579	66.666667	200	0	0	0
Xpr1	66.666667	200	0	0	0
Triap1	66.666667	200	0	0	0
Tmem138	66.666667	200	0	0	0
Syne1	66.666667	200	0	0	0
Rbp2	66.666667	200	0	0	0
Phf13	66.666667	200	0	0	0
Orc2	66.666667	101	99	0	0
Nop16	66.666667	200	0	0	0
Ms4a6d	66.666667	200	0	0	0
Manba	66.666667	200	0	0	0
Lactb2	66.666667	200	0	0	0
Jade2	66.666667	200	0	0	0
Higd2a	66.666667	200	0	0	0
Gatc	66.666667	200	0	0	0
Dhx16	66.666667	200	0	0	0
Dab2	66.666667	200	0	0	0
Cyb561a3	66.666667	200	0	0	0
Ccdc125	66.666667	200	0	0	0
Adipor2	66.666667	0	200	0	0
Zfp84	66.333333	199	0	0	0
Zfp277	66.333333	199	0	0	0
Tfec	66.333333	199	0	0	0
Tex2	66.333333	199	0	0	0
Tecr	66.333333	0	199	0	0
Spa17	66.333333	199	0	0	0
Slc25a15	66.333333	199	0	0	0
Siae	66.333333	199	0	0	0
Pdlim3	66.333333	199	0	0	0
Paqr4	66.333333	0	199	0	0
Nudt3	66.333333	0	199	0	0
Naa25	66.333333	0	199	0	0
Mfsd1	66.333333	199	0	0	0
Mettl14	66.333333	0	199	0	0
Mapkap1	66.333333	0	199	0	0
Grn	66.333333	199	0	0	0
Gng2	66.333333	199	0	0	0
Fbxw9	66.333333	199	0	0	0
Dock4	66.333333	199	0	0	0
Cnot4	66.333333	0	199	0	0
Zfp870	66.000000	198	0	0	0
Zfp629	66.000000	198	0	0	0
Tmem121	66.000000	198	0	0	0
Pkd2	66.000000	198	0	0	0
Pipox	66.000000	198	0	0	0
Peg12	66.000000	198	0	0	0
Pdgfrb	66.000000	198	0	0	0
Pcbp1	66.000000	0	198	0	0
Nrip1	66.000000	198	0	0	0
Npas4	66.000000	198	0	0	0
Loxl3	66.000000	198	0	0	0
Entpd4b	66.000000	198	0	0	0
Entpd4	66.000000	198	0	0	0
Dok1	66.000000	198	0	0	0
Dars	66.000000	198	0	0	0
Ckb	66.000000	198	0	0	0
Atad5	66.000000	198	0	0	0
Acvr2b	66.000000	198	0	0	0
4933430I17Rik	66.000000	198	0	0	0
Zfp654	65.666667	197	0	0	0
Trim71	65.666667	197	0	0	0
Tnfrsf17	65.666667	197	0	0	0
Tmf1	65.666667	83	114	0	0
Tmem131	65.666667	0	197	0	0
Shox2	65.666667	197	0	0	0
Rsrc1	65.666667	197	0	0	0
Ripply1	65.666667	197	0	0	0
Rhof	65.666667	197	0	0	0
Prkag1	65.666667	197	0	0	0
Plvap	65.666667	197	0	0	0
Patj	65.666667	197	0	0	0
Notch4	65.666667	197	0	0	0
Msl1	65.666667	197	0	0	0
Mamdc2	65.666667	197	0	0	0
Llgl1	65.666667	0	197	0	0
Hacd3	65.666667	0	197	0	0
Epb41	65.666667	197	0	0	0
Cggbp1	65.666667	197	0	0	0
Cenpu	65.666667	197	0	0	0
Ccdc14	65.666667	197	0	0	0
Brd3	65.666667	197	0	0	0
Arf2	65.666667	197	0	0	0
Adora2a	65.666667	197	0	0	0
Zfp668	65.333333	196	0	0	0
Zfp646	65.333333	196	0	0	0
Wdr36	65.333333	196	0	0	0
Tcp11l1	65.333333	196	0	0	0
Slk	65.333333	196	0	0	0
Ska2	65.333333	196	0	0	0
Setd5	65.333333	196	0	0	0
Rdh5	65.333333	196	0	0	0
Prr12	65.333333	196	0	0	0
Prr11	65.333333	196	0	0	0
Ppm1b	65.333333	196	0	0	0
Pdzd8	65.333333	196	0	0	0
Micall2	65.333333	196	0	0	0
Mdfi	65.333333	196	0	0	0
Lrrc40	65.333333	0	196	0	0
Irak1bp1	65.333333	196	0	0	0
Galnt2	65.333333	196	0	0	0
Dusp4	65.333333	196	0	0	0
Cyb5b	65.333333	196	0	0	0
Cdc37	65.333333	196	0	0	0
Bloc1s1	65.333333	196	0	0	0
Vim	65.000000	195	0	0	0
Tank	65.000000	195	0	0	0
Stmn1	65.000000	195	0	0	0
Spata17	65.000000	195	0	0	0
Smchd1	65.000000	195	0	0	0
Slc4a8	65.000000	195	0	0	0
Seh1l	65.000000	0	195	0	0
Scly	65.000000	195	0	0	0
Rnf5	65.000000	195	0	0	0
Relb	65.000000	195	0	0	0
Mef2c	65.000000	195	0	0	0
Lrrc8c	65.000000	195	0	0	0
Hivep2	65.000000	195	0	0	0
Hif1an	65.000000	195	0	0	0
H4c6	65.000000	195	0	0	0
H1f3	65.000000	195	0	0	0
Gpatch2	65.000000	195	0	0	0
Dennd4a	65.000000	195	0	0	0
Def8	65.000000	195	0	0	0
Cnrip1	65.000000	195	0	0	0
Clptm1l	65.000000	195	0	0	0
Cdc42bpa	65.000000	195	0	0	0
Ccz1	65.000000	195	0	0	0
Casp7	65.000000	195	0	0	0
Arhgef12	65.000000	195	0	0	0
Ankrd11	65.000000	195	0	0	0
Agpat1	65.000000	195	0	0	0
Zfp143	64.666667	194	0	0	0
Zdhhc14	64.666667	194	0	0	0
Ywhaq	64.666667	194	0	0	0
Trpc4ap	64.666667	194	0	0	0
Sars2	64.666667	0	194	0	0
Rrad	64.666667	194	0	0	0
Rpl23a	64.666667	194	0	0	0
Rab34	64.666667	194	0	0	0
Proca1	64.666667	194	0	0	0
Phc1	64.666667	194	0	0	0
Pdcd6ip	64.666667	0	194	0	0
Pdcd4	64.666667	194	0	0	0
Orc5	64.666667	194	0	0	0
Mrps12	64.666667	0	194	0	0
Lyplal1	64.666667	194	0	0	0
Kdm5b	64.666667	194	0	0	0
Itgal	64.666667	194	0	0	0
Inpp4a	64.666667	0	194	0	0
Hyls1	64.666667	0	194	0	0
Fbxo48	64.666667	194	0	0	0
Fbxl20	64.666667	194	0	0	0
Cbfa2t2	64.666667	194	0	0	0
BC048403	64.666667	0	194	0	0
Ankrd34c	64.666667	194	0	0	0
Akap7	64.666667	194	0	0	0
Abcf1	64.666667	0	194	0	0
Txndc2	64.333333	193	0	0	0
Tubb2a	64.333333	193	0	0	0
Traf3ip1	64.333333	193	0	0	0
Tmem104	64.333333	0	75	118	0
Tmem102	64.333333	193	0	0	0
Tcf4	64.333333	193	0	0	0
Rogdi	64.333333	193	0	0	0
Rnpc3	64.333333	0	193	0	0
Rab15	64.333333	193	0	0	0
Pafah2	64.333333	193	0	0	0
P2rx2	64.333333	193	0	0	0
Nfic	64.333333	193	0	0	0
Nat9	64.333333	0	75	118	0
Lrcol1	64.333333	193	0	0	0
Hsd17b6	64.333333	193	0	0	0
Gfap	64.333333	193	0	0	0
Gatad2b	64.333333	193	0	0	0
Fgf11	64.333333	193	0	0	0
Fdps	64.333333	193	0	0	0
Baz2a	64.333333	193	0	0	0
Atxn7l3	64.333333	193	0	0	0
Alkbh3	64.333333	193	0	0	0
Adora2b	64.333333	193	0	0	0
1700037H04Rik	64.333333	193	0	0	0
Zfp148	64.000000	192	0	0	0
Ubn2	64.000000	192	0	0	0
