Target_genes	Tfcp2l1|Average	SRX9345864|ES_cells	SRX9345866|ES_cells	SRX2229890|Kidney	STRING
Ptpn11	103.333333	170	140	0	0
Hkdc1	103.333333	187	123	0	0
Gpr21	103.333333	310	0	0	0
Adora2a	103.333333	0	310	0	0
Abcg2	103.333333	310	0	0	0
Tsen15	103.000000	164	145	0	0
Tgfbr3l	103.000000	309	0	0	0
Snapc2	103.000000	309	0	0	0
Sh3bp4	103.000000	202	107	0	0
Rasip1	103.000000	156	153	0	0
Mmp25	103.000000	168	141	0	0
Gsdma3	103.000000	153	156	0	0
Eif4e1b	103.000000	139	170	0	0
Csn1s2a	103.000000	164	145	0	0
Cant1	103.000000	309	0	0	0
Arhgef12	103.000000	167	142	0	0
Zfp229	102.666667	125	183	0	0
Taldo1	102.666667	178	130	0	0
Romo1	102.666667	232	76	0	0
Rnf103	102.666667	308	0	0	0
Nfs1	102.666667	232	76	0	0
Kcnj5	102.666667	116	192	0	0
Card19	102.666667	308	0	0	0
Acaca	102.666667	130	178	0	0
4932438H23Rik	102.666667	141	167	0	0
Pcdh12	102.333333	159	148	0	0
Cfap65	102.333333	153	154	0	0
Zfp358	102.000000	306	0	0	0
Ulk1	102.000000	138	168	0	0
Stoml3	102.000000	306	0	0	0
Fiz1	102.000000	189	117	0	0
Aqp9	102.000000	170	136	0	0
Wdr46	101.666667	305	0	0	0
Taf3	101.666667	305	0	0	0
Sertm1	101.666667	160	145	0	0
Pfdn6	101.666667	305	0	0	0
Myh7	101.666667	149	156	0	0
Fam98a	101.666667	305	0	0	0
Trappc8	101.333333	172	132	0	0
Ptar1	101.333333	304	0	0	0
Gga2	101.333333	159	145	0	0
Asxl3	101.333333	304	0	0	0
Slc6a6	101.000000	132	171	0	0
Rnf7	101.000000	303	0	0	0
Lgi4	101.000000	168	135	0	0
Gbp10	101.000000	147	156	0	0
Fxyd1	101.000000	168	135	0	0
Wdr47	100.666667	156	146	0	0
Rps5	100.666667	146	156	0	0
Nol3	100.666667	170	132	0	0
Lsmem2	100.666667	141	161	0	0
Klhl7	100.666667	188	114	0	0
Golt1a	100.666667	135	167	0	0
Erlin1	100.666667	138	164	0	0
Brd4	100.666667	302	0	0	0
Asb9	100.666667	188	114	0	0
4833439L19Rik	100.666667	127	175	0	0
Zfp667	100.333333	301	0	0	0
Zfp568	100.333333	301	0	0	0
Wfikkn2	100.333333	144	157	0	0
Tle3	100.333333	149	152	0	0
Taar7a	100.333333	0	0	301	0
Taar6	100.333333	0	0	301	0
Snrnp25	100.333333	149	152	0	0
Ndufv1	100.333333	157	144	0	0
Jmy	100.333333	301	0	0	0
Ddo	100.333333	301	0	0	0
Cdc42ep1	100.333333	130	171	0	0
Akap8	100.333333	124	177	0	0
Tonsl	100.000000	176	124	0	0
Sco1	100.000000	300	0	0	0
Pelp1	100.000000	103	197	0	0
Fut11	100.000000	136	164	0	0
Crb2	100.000000	147	153	0	0
Arfgap1	100.000000	151	149	0	0
Adprm	100.000000	300	0	0	0
Pdgfb	99.666667	139	160	0	0
Oprk1	99.666667	164	135	0	0
Lonp2	99.666667	164	135	0	0
Lmbr1	99.666667	115	184	0	0
Gne	99.666667	132	167	0	0
Bloc1s4	99.666667	299	0	0	0
Atp6v1g1	99.666667	0	299	0	0
Zfp433	99.333333	298	0	0	0
Smim24	99.333333	298	0	0	0
Serinc1	99.333333	298	0	0	0
Rimbp3	99.333333	213	85	0	0
Pde7a	99.333333	130	168	0	0
Met	99.333333	153	145	0	0
Gm48552	99.333333	298	0	0	0
Gm32687	99.333333	298	0	0	0
G3bp1	99.333333	298	0	0	0
Aatk	99.333333	298	0	0	0
Znrf3	99.000000	141	156	0	0
Zfp583	99.000000	130	167	0	0
Tgfbr2	99.000000	165	132	0	0
Glg1	99.000000	146	151	0	0
Fbxw11	99.000000	297	0	0	0
Fbxo46	99.000000	144	153	0	0
Dtna	99.000000	130	167	0	0
Ccnj	99.000000	172	125	0	0
Bhmg1	99.000000	144	153	0	0
Kif26b	98.666667	155	141	0	0
Inf2	98.666667	296	0	0	0
Hspe1	98.666667	163	133	0	0
Hspd1	98.666667	163	133	0	0
Clec4g	98.666667	0	296	0	0
Atl3	98.666667	296	0	0	0
1700102P08Rik	98.666667	141	155	0	0
Upf3a	98.333333	295	0	0	0
Tmem210	98.333333	295	0	0	0
Tmem161a	98.333333	0	295	0	0
Septin11	98.333333	295	0	0	0
Psmg2	98.333333	150	145	0	0
Lrrc26	98.333333	295	0	0	0
Itprip	98.333333	134	161	0	0
Cep76	98.333333	150	145	0	0
Adat1	98.333333	295	0	0	0
Zfp809	98.000000	294	0	0	0
Uchl3	98.000000	164	130	0	0
Prok2	98.000000	149	145	0	0
Mex3c	98.000000	294	0	0	0
Dsg2	98.000000	177	117	0	0
Atxn1	98.000000	0	294	0	0
Atp9b	98.000000	127	167	0	0
Pcgf3	97.666667	184	109	0	0
Abhd12	97.666667	293	0	0	0
Zfp251	97.333333	292	0	0	0
Tmsb4x	97.333333	130	162	0	0
Sptssa	97.333333	168	124	0	0
Spaca9	97.333333	143	149	0	0
Pdgfra	97.333333	106	186	0	0
Magt1	97.333333	0	292	0	0
Kdm2a	97.333333	292	0	0	0
Fuca1	97.333333	292	0	0	0
Ak8	97.333333	143	149	0	0
AB124611	97.333333	145	147	0	0
Ust	97.000000	156	135	0	0
Lyve1	97.000000	291	0	0	0
Kifap3	97.000000	291	0	0	0
Inhbb	97.000000	164	127	0	0
Acbd6	97.000000	291	0	0	0
Yeats4	96.666667	185	105	0	0
Tent5c	96.666667	290	0	0	0
Sez6	96.666667	166	124	0	0
Gm7972	96.666667	290	0	0	0
Agfg1	96.666667	158	132	0	0
Zfp606	96.333333	164	125	0	0
Serbp1	96.333333	0	289	0	0
Psmc1	96.333333	154	135	0	0
Jagn1	96.333333	145	144	0	0
Cyria	96.333333	289	0	0	0
Cish	96.333333	161	128	0	0
Scamp5	96.000000	173	115	0	0
Pola1	96.000000	153	135	0	0
Paqr6	96.000000	288	0	0	0
Otop3	96.000000	143	145	0	0
Eipr1	96.000000	105	183	0	0
Eif4h	96.000000	288	0	0	0
Ccdc15	96.000000	153	135	0	0
Zadh2	95.666667	152	135	0	0
Tshz1	95.666667	152	135	0	0
Tmem240	95.666667	287	0	0	0
Sox6	95.666667	152	135	0	0
Slc25a15	95.666667	287	0	0	0
Ralgps2	95.666667	147	140	0	0
Fam210b	95.666667	287	0	0	0
Cdk10	95.666667	287	0	0	0
Cdc14a	95.666667	287	0	0	0
Zscan26	95.333333	130	156	0	0
Zfp709	95.333333	119	167	0	0
Rabep2	95.333333	140	146	0	0
Pik3c2g	95.333333	141	145	0	0
Ncoa2	95.333333	286	0	0	0
Jtb	95.333333	172	114	0	0
Cacng4	95.333333	122	164	0	0
Asb4	95.333333	141	145	0	0
Ankrd29	95.333333	108	178	0	0
Acot4	95.333333	118	168	0	0
Sptlc2	95.000000	173	112	0	0
Maml3	95.000000	285	0	0	0
Gramd2	95.000000	134	151	0	0
Cldn3	95.000000	142	143	0	0
Arg2	95.000000	141	144	0	0
Zfp575	94.666667	128	156	0	0
Zdbf2	94.666667	284	0	0	0
Tmem131	94.666667	114	170	0	0
Slc5a11	94.666667	0	284	0	0
Ethe1	94.666667	128	156	0	0
Sec14l1	94.333333	158	125	0	0
Rab25	94.333333	283	0	0	0
Pde1b	94.333333	283	0	0	0
Dmrtb1	94.333333	283	0	0	0
Cnr2	94.333333	283	0	0	0
Tmc5	94.000000	131	151	0	0
Plxnb1	94.000000	282	0	0	0
Mtmr6	94.000000	181	101	0	0
Alox5ap	94.000000	282	0	0	0
Alox12b	94.000000	150	132	0	0
Thoc7	93.666667	119	162	0	0
Tepsin	93.666667	281	0	0	0
Slain2	93.666667	124	157	0	0
Serac1	93.666667	281	0	0	0
Samd5	93.666667	146	135	0	0
Nkiras2	93.666667	177	104	0	0
Ndufaf8	93.666667	281	0	0	0
Mogat2	93.666667	281	0	0	0
Mapk9	93.666667	146	135	0	0
Gtf2h5	93.666667	281	0	0	0
Galnt9	93.666667	138	143	0	0
Galm	93.666667	130	151	0	0
Chn1	93.666667	176	105	0	0
Zfp267	93.333333	280	0	0	0
Cdhr5	93.333333	170	110	0	0
Tmem132a	93.000000	279	0	0	0
Fgf18	93.000000	158	121	0	0
Dscc1	93.000000	279	0	0	0
Tmem235	92.666667	154	124	0	0
Tbx1	92.666667	278	0	0	0
Sun3	92.666667	111	167	0	0
Rps24	92.666667	145	133	0	0
Rp1l1	92.666667	278	0	0	0
Rnf225	92.666667	146	132	0	0
Rbm12b2	92.666667	278	0	0	0
Pparg	92.666667	278	0	0	0
Polr3a	92.666667	145	133	0	0
Meox1	92.666667	143	135	0	0
Hadh	92.666667	278	0	0	0
Gm11992	92.666667	111	167	0	0
Egln3	92.666667	278	0	0	0
Atp6v0a4	92.666667	138	140	0	0
Ajm1	92.666667	278	0	0	0
Zfp983	92.333333	153	124	0	0
Tmem250-ps	92.333333	277	0	0	0
Tmem151b	92.333333	0	277	0	0
Slc35e4	92.333333	135	142	0	0
Ddhd2	92.333333	154	123	0	0
Casq2	92.333333	277	0	0	0
Bmper	92.333333	277	0	0	0
Bbs5	92.333333	277	0	0	0
Ahi1	92.333333	277	0	0	0
Ttc24	92.000000	276	0	0	0
Rspo3	92.000000	276	0	0	0
Nucb2	92.000000	276	0	0	0
Nrg1	92.000000	276	0	0	0
Mto1	92.000000	276	0	0	0
Mmaa	92.000000	276	0	0	0
Man2c1	92.000000	151	125	0	0
Irf7	92.000000	276	0	0	0
Ajuba	92.000000	125	151	0	0
Zfp763	91.666667	0	275	0	0
Zbtb6	91.666667	85	190	0	0
Stpg3	91.666667	275	0	0	0
Sox18	91.666667	161	114	0	0
Nelfb	91.666667	275	0	0	0
Acaa2	91.666667	275	0	0	0
Abcc5	91.666667	275	0	0	0
Kcnn2	91.333333	119	155	0	0
Eif3a	91.333333	126	148	0	0
Celf6	91.333333	189	85	0	0
Knstrn	91.000000	273	0	0	0
Fam76b	91.000000	273	0	0	0
Cep57	91.000000	273	0	0	0
Bmp3	91.000000	117	156	0	0
Vdac3	90.666667	140	132	0	0
Tex36	90.666667	0	272	0	0
Rimbp2	90.666667	0	272	0	0
Ric8b	90.666667	144	128	0	0
Pdhx	90.666667	272	0	0	0
Ing2	90.666667	272	0	0	0
Efna3	90.666667	272	0	0	0
Dock1	90.666667	135	137	0	0
Apip	90.666667	272	0	0	0
Gpr107	90.333333	0	271	0	0
Glis2	90.333333	92	179	0	0
Gas2l3	90.333333	271	0	0	0
Zfp936	90.000000	270	0	0	0
Tmem60	90.000000	104	166	0	0
Scamp1	90.000000	181	89	0	0
Phtf2	90.000000	104	166	0	0
Phlpp2	90.000000	130	140	0	0
Liph	90.000000	270	0	0	0
Kcnab3	90.000000	0	270	0	0
Gamt	90.000000	162	108	0	0
Dazap1	90.000000	162	108	0	0
Zbtb10	89.666667	0	269	0	0
Rps6ka4	89.666667	145	124	0	0
Prkci	89.666667	0	269	0	0
Hacd2	89.666667	0	269	0	0
Eif5	89.666667	269	0	0	0
Tent4a	89.333333	79	189	0	0
Syt14	89.333333	130	138	0	0
Palm	89.333333	136	132	0	0
Mmp19	89.333333	101	167	0	0
Krcc1	89.333333	268	0	0	0
Igsf8	89.333333	268	0	0	0
Cygb	89.333333	268	0	0	0
Wdr83os	89.000000	135	132	0	0
Wdr83	89.000000	135	132	0	0
Nefm	89.000000	267	0	0	0
Man2b1	89.000000	135	132	0	0
Grk3	89.000000	267	0	0	0
Ext2	89.000000	267	0	0	0
Capn8	89.000000	267	0	0	0
Acer3	89.000000	267	0	0	0
Stom	88.666667	266	0	0	0
Hey2	88.666667	110	156	0	0
Srsf7	88.333333	179	86	0	0
Rps8	88.333333	117	148	0	0
Ppp1r12b	88.333333	130	135	0	0
Ncl	88.333333	265	0	0	0
Myh9	88.333333	265	0	0	0
Hyi	88.333333	265	0	0	0
Exd2	88.333333	265	0	0	0
Egf	88.333333	130	135	0	0
Apbb2	88.333333	265	0	0	0
Trim37	88.000000	264	0	0	0
St6gal2	88.000000	264	0	0	0
Rasef	88.000000	264	0	0	0
Rab32	88.000000	264	0	0	0
Prkra	88.000000	264	0	0	0
Pjvk	88.000000	264	0	0	0
Gtpbp10	88.000000	264	0	0	0
Fzr1	88.000000	264	0	0	0
Wdr18	87.666667	263	0	0	0
Slitrk5	87.666667	263	0	0	0
Usp40	87.333333	108	154	0	0
Supt16	87.333333	127	135	0	0
Slc25a21	87.333333	0	262	0	0
Pkia	87.333333	137	125	0	0
Khdc4	87.333333	262	0	0	0
Chmp4b	87.333333	0	262	0	0
Tmem251	87.000000	261	0	0	0
Ss18l2	87.000000	161	100	0	0
Runx1	87.000000	261	0	0	0
Mpv17l	87.000000	261	0	0	0
Moap1	87.000000	261	0	0	0
Kdelr3	87.000000	261	0	0	0
Ica1l	87.000000	141	120	0	0
Gpd1l	87.000000	261	0	0	0
Atf1	87.000000	0	261	0	0
Sh3rf2	86.666667	175	85	0	0
Prmt9	86.666667	260	0	0	0
Pde10a	86.666667	136	124	0	0
Cd83	86.666667	260	0	0	0
Slc37a3	86.333333	0	259	0	0
Plk5	86.333333	259	0	0	0
Meaf6	86.333333	114	145	0	0
Irs2	86.333333	259	0	0	0
Erfl	86.333333	112	147	0	0
Cyrib	86.333333	259	0	0	0
Sfrp2	86.000000	258	0	0	0
Marcksl1	85.666667	121	136	0	0
Igsf9b	85.666667	137	120	0	0
Ssx2ip	85.333333	256	0	0	0
Mri1	85.333333	256	0	0	0
H4c9	85.333333	256	0	0	0
H2bc11	85.333333	256	0	0	0
H2ac11	85.333333	256	0	0	0
Fbln7	85.333333	121	135	0	0
2310033P09Rik	85.333333	256	0	0	0
Ufm1	85.000000	255	0	0	0
Trip12	85.000000	255	0	0	0
Prx	85.000000	255	0	0	0
Nedd1	85.000000	130	125	0	0
Gm2a	85.000000	94	161	0	0
Fbxo36	85.000000	255	0	0	0
Dbr1	85.000000	164	91	0	0
Snapc5	84.666667	141	113	0	0
Slc35b2	84.666667	254	0	0	0
Rela	84.666667	254	0	0	0
P2ry4	84.666667	119	135	0	0
Incenp	84.666667	140	114	0	0
Gldc	84.666667	102	152	0	0
Csf2rb	84.666667	0	254	0	0
Zbtb44	84.333333	253	0	0	0
Yme1l1	84.333333	253	0	0	0
Spata7	84.333333	108	145	0	0
Rpp14	84.333333	253	0	0	0
Mrpl34	84.333333	96	157	0	0
Mastl	84.333333	253	0	0	0
Htd2	84.333333	253	0	0	0
Hacd1	84.333333	253	0	0	0
Fahd2a	84.333333	253	0	0	0
Dda1	84.333333	96	157	0	0
Zfp472	84.000000	148	104	0	0
Stag1	84.000000	252	0	0	0
Sh2d6	84.000000	176	76	0	0
Rangrf	84.000000	148	104	0	0
Lpar3	84.000000	252	0	0	0
Gstp2	84.000000	147	105	0	0
Epha7	84.000000	252	0	0	0
Yipf5	83.666667	251	0	0	0
Rell2	83.666667	147	104	0	0
Prkcb	83.666667	251	0	0	0
Osbpl1a	83.666667	116	135	0	0
Jmjd8	83.666667	251	0	0	0
Hdac3	83.666667	147	104	0	0
Gtse1	83.666667	90	161	0	0
Eif4b	83.666667	251	0	0	0
Crygs	83.666667	251	0	0	0
Ccdc14	83.666667	251	0	0	0
Zkscan5	83.333333	159	91	0	0
Zkscan14	83.333333	159	91	0	0
Zfp597	83.333333	0	250	0	0
Ssr3	83.333333	250	0	0	0
Setd5	83.333333	250	0	0	0
Pygb	83.333333	145	105	0	0
Hdac2	83.333333	250	0	0	0
Cbln4	83.333333	250	0	0	0
Arl2bp	83.333333	250	0	0	0
Actn1	83.333333	250	0	0	0
Tubb4a	83.000000	249	0	0	0
Tmem268	83.000000	249	0	0	0
Smim41	83.000000	98	151	0	0
Slc44a3	83.000000	249	0	0	0
Rnf138	83.000000	249	0	0	0
Pgk1	83.000000	249	0	0	0
Lmbr1l	83.000000	104	145	0	0
Cgref1	83.000000	159	90	0	0
Capn7	83.000000	249	0	0	0
B3gnt4	83.000000	0	249	0	0
Abhd1	83.000000	159	90	0	0
Rasa3	82.666667	248	0	0	0
Ppp1r2	82.666667	146	102	0	0
Mtdh	82.666667	248	0	0	0
Gm10033	82.666667	122	126	0	0
Bcas1	82.666667	248	0	0	0
Anxa4	82.666667	127	121	0	0
Vmn2r85	82.333333	0	247	0	0
Med12	82.333333	0	247	0	0
Gm11213	82.333333	0	0	247	0
Dolpp1	82.333333	247	0	0	0
Creld1	82.333333	0	247	0	0
Yjefn3	82.000000	139	107	0	0
Tssk6	82.000000	139	107	0	0
Tbcel	82.000000	141	105	0	0
Taf4b	82.000000	141	105	0	0
Ptges2	82.000000	246	0	0	0
Ndufa13	82.000000	139	107	0	0
Lingo3	82.000000	246	0	0	0
Lcn2	82.000000	246	0	0	0
Id2	82.000000	246	0	0	0
6720489N17Rik	82.000000	246	0	0	0
Sp9	81.666667	245	0	0	0
Sod1	81.666667	0	245	0	0
Samd8	81.666667	245	0	0	0
Fndc11	81.666667	245	0	0	0
Dusp13	81.666667	245	0	0	0
Zfp637	81.333333	244	0	0	0
Tmem104	81.333333	244	0	0	0
Slc7a7	81.333333	244	0	0	0
Rfxap	81.333333	244	0	0	0
Nat9	81.333333	244	0	0	0
Ltbr	81.333333	244	0	0	0
LOC102633783	81.333333	244	0	0	0
H2-Q8	81.333333	244	0	0	0
H2-Q6	81.333333	244	0	0	0
Cfp	81.333333	244	0	0	0
Cd80	81.333333	0	244	0	0
Carm1	81.333333	244	0	0	0
C130026I21Rik	81.333333	244	0	0	0
Slc22a5	81.000000	243	0	0	0
Ppm1a	81.000000	243	0	0	0
Pou2f3	81.000000	243	0	0	0
Lifr	81.000000	243	0	0	0
Fam20a	81.000000	243	0	0	0
Ermp1	81.000000	243	0	0	0
Aspdh	81.000000	243	0	0	0
Tbl1xr1	80.666667	97	145	0	0
Pkp4	80.666667	242	0	0	0
Krt222	80.666667	0	242	0	0
Fbxo31	80.666667	242	0	0	0
Eps8l1	80.666667	242	0	0	0
Ccdc148	80.666667	242	0	0	0
Syncrip	80.333333	241	0	0	0
Snx22	80.333333	241	0	0	0
Mical2	80.333333	128	113	0	0
Med28	80.333333	241	0	0	0
Klhl25	80.333333	241	0	0	0
Ier5l	80.333333	0	241	0	0
Folr2	80.333333	241	0	0	0
Zfp707	80.000000	240	0	0	0
Prss48	80.000000	0	240	0	0
Pcdhac2	80.000000	240	0	0	0
Mpp2	80.000000	164	76	0	0
Mmut	80.000000	0	240	0	0
Mfsd6	80.000000	164	76	0	0
Lrp8	80.000000	240	0	0	0
Ddx17	80.000000	112	128	0	0
Cenpq	80.000000	0	240	0	0
Apc2	80.000000	240	0	0	0
4921524J17Rik	80.000000	108	132	0	0
Hmces	79.666667	100	139	0	0
Helz2	79.666667	0	239	0	0
Fbxo5	79.666667	0	239	0	0
Dnlz	79.666667	239	0	0	0
Stard7	79.333333	238	0	0	0
Slc35f6	79.333333	238	0	0	0
Slc35a2	79.333333	238	0	0	0
Raver2	79.333333	238	0	0	0
Prex2	79.333333	238	0	0	0
P2rx2	79.333333	238	0	0	0
Morc4	79.333333	238	0	0	0
Lrcol1	79.333333	238	0	0	0
Klhl9	79.333333	238	0	0	0
Idi1	79.333333	238	0	0	0
Coq3	79.333333	238	0	0	0
Coprs	79.333333	238	0	0	0
Angptl4	79.333333	238	0	0	0
Tle2	79.000000	237	0	0	0
Tbk1	79.000000	138	99	0	0
St6galnac2	79.000000	237	0	0	0
Foxi3	79.000000	237	0	0	0
Thop1	78.666667	236	0	0	0
Rnf39	78.666667	236	0	0	0
Psme4	78.666667	236	0	0	0
Ppp1r11	78.666667	236	0	0	0
Pbx2	78.666667	0	236	0	0
Itgb4	78.666667	236	0	0	0
Gpsm3	78.666667	0	236	0	0
Bmp8b	78.666667	236	0	0	0
Urgcp	78.333333	235	0	0	0
Tmem80	78.333333	235	0	0	0
Tmem14a	78.333333	235	0	0	0
Rnf14	78.333333	235	0	0	0
Prom1	78.333333	235	0	0	0
Nudt18	78.333333	235	0	0	0
Rpl12	78.000000	234	0	0	0
Lrsam1	78.000000	234	0	0	0
Fezf2	78.000000	234	0	0	0
Ctc1	78.000000	234	0	0	0
Tnip2	77.666667	233	0	0	0
Snai2	77.666667	119	114	0	0
Rhog	77.666667	233	0	0	0
Mapre1	77.666667	233	0	0	0
Ldlr	77.666667	110	123	0	0
Itga10	77.666667	233	0	0	0
Icam4	77.666667	233	0	0	0
Fdxr	77.666667	233	0	0	0
Arhgap31	77.666667	233	0	0	0
Ubxn6	77.333333	232	0	0	0
Rmdn3	77.333333	82	150	0	0
Reep4	77.333333	232	0	0	0
Nppc	77.333333	232	0	0	0
Hdgfl2	77.333333	232	0	0	0
Spring1	77.000000	231	0	0	0
Slc25a53	77.000000	0	231	0	0
Rnft2	77.000000	231	0	0	0
Pik3r1	77.000000	94	137	0	0
Pax1	77.000000	0	231	0	0
Fgd2	77.000000	0	231	0	0
Alox15	77.000000	231	0	0	0
Mrtfb	76.666667	230	0	0	0
Cspg4b	76.666667	230	0	0	0
Cd164	76.666667	230	0	0	0
Ahcyl2	76.666667	0	230	0	0
Wasf2	76.333333	229	0	0	0
Tmem64	76.333333	0	229	0	0
Syt5	76.333333	229	0	0	0
Slc66a2	76.333333	229	0	0	0
Nr2e1	76.333333	229	0	0	0
Nmnat2	76.333333	229	0	0	0
Gpx2	76.333333	124	105	0	0
Gpr85	76.333333	229	0	0	0
Wscd1	76.000000	228	0	0	0
Ubr3	76.000000	0	228	0	0
Slc5a5	76.000000	228	0	0	0
Nsd1	76.000000	116	112	0	0
Fkbp6	76.000000	228	0	0	0
Bglap2	76.000000	228	0	0	0
Bglap	76.000000	228	0	0	0
Tnfaip8	75.666667	227	0	0	0
Sftpc	75.666667	227	0	0	0
Ryr2	75.666667	227	0	0	0
Riok1	75.666667	0	227	0	0
Cttnbp2	75.666667	227	0	0	0
Cage1	75.666667	0	227	0	0
Bmp1	75.666667	227	0	0	0
Acap2	75.666667	0	227	0	0
Abracl	75.666667	227	0	0	0
Zkscan17	75.333333	105	121	0	0
Zfp385c	75.333333	0	226	0	0
Zfand6	75.333333	226	0	0	0
Zbtb42	75.333333	226	0	0	0
Zbtb18	75.333333	226	0	0	0
Stk31	75.333333	226	0	0	0
Socs6	75.333333	226	0	0	0
Slc39a8	75.333333	226	0	0	0
Ranbp2	75.333333	226	0	0	0
Pcp4	75.333333	226	0	0	0
Nhs	75.333333	226	0	0	0
Myl7	75.333333	0	226	0	0
Mob3b	75.333333	226	0	0	0
Maea	75.333333	226	0	0	0
Inpp5b	75.333333	0	226	0	0
Gpr55	75.333333	226	0	0	0
Gpkow	75.333333	226	0	0	0
Gm7592	75.333333	96	130	0	0
Gm33989	75.333333	226	0	0	0
Gjb2	75.333333	226	0	0	0
Fbh1	75.333333	226	0	0	0
Erlec1	75.333333	226	0	0	0
Dnajb9	75.333333	226	0	0	0
Ccdc149	75.333333	226	0	0	0
Asb3	75.333333	226	0	0	0
Ankrd16	75.333333	226	0	0	0
Akt1	75.333333	226	0	0	0
Zfand3	75.000000	225	0	0	0
Ptpn9	75.000000	225	0	0	0
Zdhhc3	74.666667	224	0	0	0
Tram1	74.666667	0	224	0	0
Tmem54	74.666667	136	88	0	0
Slc2a7	74.666667	224	0	0	0
Ppp1r1b	74.666667	122	102	0	0
Pag1	74.666667	0	224	0	0
Lrrc51	74.666667	224	0	0	0
Fam120c	74.666667	0	224	0	0
Exosc7	74.666667	224	0	0	0
Dlat	74.666667	224	0	0	0
Ppp1r21	74.333333	223	0	0	0
Gab1	74.333333	223	0	0	0
Erbin	74.333333	223	0	0	0
Cacna2d2	74.333333	223	0	0	0
Asb8	74.333333	223	0	0	0
Arhgap18	74.333333	0	223	0	0
Zmynd19	74.000000	108	114	0	0
Tmem201	74.000000	222	0	0	0
Dip2a	74.000000	222	0	0	0
Crybg2	74.000000	222	0	0	0
Stmn1	73.666667	221	0	0	0
Slc47a1	73.666667	221	0	0	0
Pura	73.666667	221	0	0	0
Mrc2	73.666667	221	0	0	0
Ltbp3	73.666667	221	0	0	0
Dyrk3	73.666667	0	221	0	0
Tbx3	73.333333	220	0	0	0
Mrnip	73.333333	220	0	0	0
Mapk3	73.333333	0	220	0	0
Kcnk3	73.333333	220	0	0	0
Gjc1	73.333333	0	220	0	0
Eml6	73.333333	220	0	0	0
Egln1	73.333333	0	220	0	0
Cyp4a31	73.333333	220	0	0	0
Ctnnb1	73.333333	220	0	0	0
Creld2	73.333333	220	0	0	0
Alg12	73.333333	220	0	0	0
A530032D15Rik	73.333333	220	0	0	0
Vac14	73.000000	219	0	0	0
Usp36	73.000000	219	0	0	0
Thbs1	73.000000	219	0	0	0
Tcf15	73.000000	0	219	0	0
Sorcs2	73.000000	219	0	0	0
Sema6a	73.000000	219	0	0	0
Polr2d	73.000000	0	219	0	0
Map3k20	73.000000	219	0	0	0
Gata4	73.000000	219	0	0	0
C87436	73.000000	219	0	0	0
Ap1g1	73.000000	219	0	0	0
Cnot6l	72.666667	218	0	0	0
Calcoco1	72.666667	218	0	0	0
Yars	72.333333	0	217	0	0
Wdr64	72.333333	141	76	0	0
Tor3a	72.333333	0	217	0	0
S100pbp	72.333333	0	217	0	0
Nfil3	72.333333	217	0	0	0
Fam171a2	72.333333	0	217	0	0
Tox2	72.000000	216	0	0	0
Paqr7	72.000000	216	0	0	0
Clpsl2	72.000000	216	0	0	0
Aldh1b1	72.000000	0	216	0	0
Tmem63b	71.666667	215	0	0	0
Taf4	71.666667	215	0	0	0
Pafah1b1	71.666667	215	0	0	0
Mrpl14	71.666667	215	0	0	0
Fosb	71.666667	215	0	0	0
Egr2	71.666667	215	0	0	0
Chd7	71.666667	215	0	0	0
Pwwp3a	71.333333	214	0	0	0
Ptpn21	71.333333	214	0	0	0
Nek11	71.333333	214	0	0	0
Ints1	71.333333	214	0	0	0
Ilrun	71.333333	214	0	0	0
Gm11634	71.333333	0	214	0	0
Fam114a1	71.333333	214	0	0	0
Endog	71.333333	214	0	0	0
Aste1	71.333333	214	0	0	0
Vit	71.000000	213	0	0	0
Twnk	71.000000	213	0	0	0
Ttc30b	71.000000	213	0	0	0
Trex1	71.000000	213	0	0	0
Rpusd4	71.000000	213	0	0	0
Rps20	71.000000	213	0	0	0
Rpl13a	71.000000	0	213	0	0
Olfr1123	71.000000	213	0	0	0
Mrps26	71.000000	213	0	0	0
Mrpl43	71.000000	213	0	0	0
Isyna1	71.000000	213	0	0	0
Il11ra2	71.000000	213	0	0	0
Gm2002	71.000000	213	0	0	0
Gm13305	71.000000	213	0	0	0
Fam118b	71.000000	213	0	0	0
Epop	71.000000	137	76	0	0
Elp6	71.000000	213	0	0	0
Doc2g	71.000000	0	213	0	0
Ctps2	71.000000	213	0	0	0
Chp2	71.000000	213	0	0	0
Ccl21b	71.000000	213	0	0	0
Camk4	71.000000	213	0	0	0
Tlr12	70.666667	212	0	0	0
Scrt2	70.666667	107	105	0	0
Rorc	70.666667	0	212	0	0
Mef2c	70.666667	0	212	0	0
Mapkapk5	70.666667	212	0	0	0
Lgals8	70.666667	78	134	0	0
Gch1	70.666667	212	0	0	0
Dus2	70.666667	212	0	0	0
Dlx3	70.666667	212	0	0	0
Ddx28	70.666667	212	0	0	0
Cpe	70.666667	212	0	0	0
Cisd3	70.666667	212	0	0	0
Ces2a	70.666667	0	212	0	0
Cadps	70.666667	0	212	0	0
Atg16l1	70.666667	0	212	0	0
1700071K01Rik	70.666667	212	0	0	0
1700020L24Rik	70.666667	0	212	0	0
Zyx	70.333333	211	0	0	0
Rbp1	70.333333	211	0	0	0
Ptprj	70.333333	211	0	0	0
Ptpa	70.333333	211	0	0	0
Nt5dc3	70.333333	211	0	0	0
Hspb3	70.333333	211	0	0	0
