Target_genes	Hoxa13|Average	SRX4618294|Embryonic_limb	SRX4618296|Embryonic_limb	SRX4618301|Embryonic_limb	SRX1757411|Forelimb	STRING
Ggact	92.250000	0	244	0	125	0
2300009A05Rik	92.250000	0	369	0	0	0
Gm21190	92.000000	129	157	82	0	0
Fkbp5	92.000000	0	251	0	117	0
Egfl6	92.000000	0	0	0	368	0
Dap	92.000000	0	244	0	124	0
Uqcrfs1	91.750000	0	367	0	0	0
Thumpd1	91.750000	0	367	0	0	0
Srgap2	91.750000	0	367	0	0	0
Sncaip	91.750000	0	367	0	0	0
Sgf29	91.750000	0	367	0	0	0
Olfr732	91.750000	0	367	0	0	0
Olfr620	91.750000	0	367	0	0	0
Olfr62	91.750000	0	367	0	0	0
Olfr430	91.750000	0	367	0	0	0
Olfr1312	91.750000	0	367	0	0	0
Ofcc1	91.750000	0	367	0	0	0
Nxph2	91.750000	0	367	0	0	0
Nrf1	91.750000	0	367	0	0	0
Lrrc52	91.750000	0	367	0	0	0
Krtap2-4	91.750000	0	367	0	0	0
Ift88	91.750000	0	367	0	0	0
Ifna16	91.750000	0	367	0	0	0
Grxcr1	91.750000	0	367	0	0	0
Gm6551	91.750000	0	367	0	0	0
Gm11937	91.750000	0	367	0	0	0
Fundc1	91.750000	0	367	0	0	0
Fam72a	91.750000	0	367	0	0	0
Fads2b	91.750000	0	367	0	0	0
Dpy30	91.750000	0	367	0	0	0
Des	91.750000	0	367	0	0	0
Defb29	91.750000	0	367	0	0	0
Cyp4v3	91.750000	0	367	0	0	0
Cfap100	91.750000	0	367	0	0	0
Ccnb2	91.750000	0	367	0	0	0
Serinc5	91.500000	0	0	0	366	0
Nfib	91.500000	0	214	0	152	0
Ifnz	91.500000	0	132	234	0	0
Gm19774	91.500000	0	175	0	191	0
Gm13276	91.500000	0	132	234	0	0
Ttc32	91.250000	0	297	0	68	0
Slc36a4	91.250000	84	281	0	0	0
Gpc6	91.250000	0	252	0	113	0
Taf1a	91.000000	0	169	0	195	0
Rnf38	91.000000	0	240	0	124	0
Morc2a	91.000000	0	364	0	0	0
Ipo9	91.000000	0	144	0	220	0
Guf1	91.000000	0	364	0	0	0
Etf1	91.000000	0	230	0	134	0
Cyb5r1	91.000000	107	257	0	0	0
Stat5b	90.750000	0	0	0	363	0
Pip4p2	90.750000	0	132	0	231	0
Lyrm7	90.750000	0	363	0	0	0
Wdr82	90.500000	0	0	0	362	0
Smim15	90.500000	0	296	66	0	0
Mettl18	90.500000	0	251	0	111	0
Mbnl1	90.500000	0	266	0	96	0
BC055324	90.500000	0	251	0	111	0
Rbms1	90.250000	0	361	0	0	0
Prrc2b	90.250000	0	0	0	361	0
Pik3ca	90.250000	0	132	0	229	0
Lvrn	90.250000	0	202	0	159	0
Ado	90.250000	0	209	0	152	0
Acss3	90.250000	0	120	0	241	0
Zic3	90.000000	0	144	0	216	0
Stn1	90.000000	0	0	0	360	0
Neil3	90.000000	0	360	0	0	0
Lpl	90.000000	0	202	0	158	0
Zscan29	89.750000	0	359	0	0	0
Zfp719	89.750000	0	359	0	0	0
Zfp637	89.750000	0	359	0	0	0
Stard4	89.750000	0	359	0	0	0
Snca	89.750000	0	359	0	0	0
Sh2d5	89.750000	0	359	0	0	0
Sertm1	89.750000	0	359	0	0	0
S100a11	89.750000	0	359	0	0	0
Rnf26	89.750000	0	144	0	215	0
Ppfia2	89.750000	0	359	0	0	0
Olfr869	89.750000	0	359	0	0	0
Olfr345	89.750000	0	359	0	0	0
Olfr1252	89.750000	0	359	0	0	0
Mideas	89.750000	0	0	0	359	0
LOC100861969	89.750000	0	359	0	0	0
Klk7	89.750000	0	359	0	0	0
Il11ra2	89.750000	0	359	0	0	0
Heatr9	89.750000	0	359	0	0	0
Gm2002	89.750000	0	359	0	0	0
Gm13305	89.750000	0	359	0	0	0
Gm128	89.750000	0	359	0	0	0
Garre1	89.750000	0	359	0	0	0
Ect2l	89.750000	0	359	0	0	0
Cnbd1	89.750000	0	359	0	0	0
Ankrd37	89.750000	0	359	0	0	0
Slc30a7	89.500000	0	358	0	0	0
Lin9	89.500000	0	188	0	170	0
Id1	89.500000	0	196	0	162	0
Extl2	89.500000	0	358	0	0	0
Asf1b	89.500000	0	0	0	358	0
Stard6	89.250000	0	357	0	0	0
Spin4	89.250000	0	195	0	162	0
Rbm15	89.250000	0	136	0	221	0
Map2k5	89.250000	130	227	0	0	0
Kremen1	89.250000	0	247	0	110	0
Itgb2l	89.250000	0	0	0	357	0
4930503L19Rik	89.250000	0	357	0	0	0
Vax2	89.000000	0	0	0	356	0
Rnpc3	89.000000	0	202	0	154	0
Aven	89.000000	0	273	0	83	0
Chkb	88.750000	0	216	0	139	0
Slc22a30	88.500000	0	0	0	354	0
Sgce	88.500000	0	354	0	0	0
Peg10	88.500000	0	354	0	0	0
Neurl4	88.500000	0	230	0	124	0
Mrtfa	88.500000	0	126	0	228	0
Elavl4	88.500000	0	216	0	138	0
Adgrl4	88.500000	0	251	0	103	0
2810408A11Rik	88.500000	0	230	0	124	0
Zfp644	88.250000	0	353	0	0	0
Rps15	88.250000	0	0	0	353	0
Hdac9	88.250000	0	353	0	0	0
Cracr2a	88.250000	0	0	0	353	0
Apc2	88.250000	0	0	0	353	0
Olfr1201	88.000000	0	352	0	0	0
L3mbtl3	88.000000	0	352	0	0	0
Areg	88.000000	0	182	0	170	0
Ucn3	87.750000	0	0	0	351	0
Tcf21	87.750000	0	351	0	0	0
Sst	87.750000	0	0	0	351	0
Sec31a	87.750000	0	351	0	0	0
Ripk3	87.750000	0	351	0	0	0
Rb1	87.750000	0	351	0	0	0
Rap1gds1	87.750000	0	351	0	0	0
Paip2	87.750000	0	351	0	0	0
Olfr99	87.750000	0	351	0	0	0
Olfr1270	87.750000	0	351	0	0	0
Olfr1195	87.750000	0	351	0	0	0
Mtpap	87.750000	0	351	0	0	0
Mex3c	87.750000	0	351	0	0	0
Map1b	87.750000	0	351	0	0	0
Lsm14a	87.750000	0	351	0	0	0
Lactb	87.750000	0	351	0	0	0
Il1f8	87.750000	0	351	0	0	0
Igsf8	87.750000	0	351	0	0	0
Hnrnpa1l2-ps2	87.750000	0	351	0	0	0
Gm36028	87.750000	0	351	0	0	0
Ghitm	87.750000	0	351	0	0	0
Csgalnact2	87.750000	0	351	0	0	0
Bmp5	87.750000	0	205	0	146	0
Ap1s2	87.750000	0	351	0	0	0
Adamts17	87.750000	0	351	0	0	0
Slc8b1	87.500000	0	0	0	350	0
Lhfp	87.500000	0	0	0	350	0
Fut4	87.500000	0	216	0	134	0
Cln5	87.500000	0	350	0	0	0
H1f4	87.250000	0	0	0	349	0
Zfp980	87.000000	0	348	0	0	0
Stat1	87.000000	0	348	0	0	0
Pan2	87.000000	0	202	146	0	0
Inppl1	87.000000	0	0	0	348	0
Il23a	87.000000	0	202	146	0	0
Hoxc10	87.000000	0	348	0	0	0
Fmn1	87.000000	0	138	0	210	0
Dusp11	87.000000	0	216	0	132	0
Rtn4	86.750000	0	237	0	110	0
Isca1	86.750000	0	347	0	0	0
Hmga2	86.750000	0	223	0	124	0
Gm826	86.500000	0	223	0	123	0
2310002L09Rik	86.500000	0	346	0	0	0
Tmem119	86.250000	0	0	0	345	0
Slc10a4	86.250000	0	230	115	0	0
Ing1	86.250000	0	178	0	167	0
Gja8	86.250000	0	0	0	345	0
Evx2	86.250000	0	0	0	345	0
Cdkn2aip	86.250000	0	256	0	89	0
Atf1	86.250000	0	258	0	87	0
Wnk1	86.000000	0	0	0	344	0
Map3k1	86.000000	0	344	0	0	0
Lnx1	86.000000	0	202	0	142	0
Gns	86.000000	0	344	0	0	0
Etfbkmt	86.000000	0	344	0	0	0
Atoh1	86.000000	0	190	0	154	0
Abhd16b	86.000000	0	0	0	344	0
Zmat1	85.750000	0	343	0	0	0
Zfp292	85.750000	0	343	0	0	0
Tbc1d20	85.750000	0	343	0	0	0
Tab2	85.750000	0	343	0	0	0
Svip	85.750000	0	343	0	0	0
Sult2a1	85.750000	0	343	0	0	0
Spata6	85.750000	0	343	0	0	0
Spata16	85.750000	0	343	0	0	0
Sntg1	85.750000	0	343	0	0	0
Slc49a4	85.750000	0	207	0	136	0
Slc25a30	85.750000	0	343	0	0	0
Sh3rf3	85.750000	0	343	0	0	0
Rps6ka3	85.750000	0	343	0	0	0
Rbm12	85.750000	0	89	0	254	0
Primpol	85.750000	0	343	0	0	0
Ppp1r3a	85.750000	0	343	0	0	0
Olfr782	85.750000	0	343	0	0	0
Olfr339	85.750000	0	343	0	0	0
Olfr180	85.750000	0	343	0	0	0
Olfr1217	85.750000	0	343	0	0	0
Mtfr1l	85.750000	0	343	0	0	0
Lgals7	85.750000	0	343	0	0	0
Klk1b24	85.750000	0	343	0	0	0
Kif18b	85.750000	0	343	0	0	0
Ing2	85.750000	0	343	0	0	0
Ifna12	85.750000	0	343	0	0	0
Hrh4	85.750000	0	343	0	0	0
Gtf2a1	85.750000	0	258	0	85	0
Gm7244	85.750000	0	343	0	0	0
Gemin4	85.750000	0	343	0	0	0
Dbil5	85.750000	0	343	0	0	0
Cpne1	85.750000	0	89	0	254	0
Ccnh	85.750000	0	343	0	0	0
Ccdc74a	85.750000	0	343	0	0	0
Casp3	85.750000	0	343	0	0	0
Bco1	85.750000	0	343	0	0	0
Bcl7b	85.750000	0	343	0	0	0
B4galt6	85.750000	0	343	0	0	0
Atp8a2	85.750000	0	343	0	0	0
1700015G11Rik	85.750000	0	343	0	0	0
Tecta	85.500000	0	0	0	342	0
Rfwd3	85.500000	0	342	0	0	0
Marchf7	85.500000	0	342	0	0	0
Gsto1	85.500000	0	0	0	342	0
Gorab	85.500000	0	342	0	0	0
Fip1l1	85.500000	0	234	108	0	0
Uimc1	85.250000	0	341	0	0	0
Txnip	85.250000	0	202	0	139	0
Nmral1	85.250000	0	341	0	0	0
Matr3	85.250000	0	341	0	0	0
Crlf1	85.250000	0	237	0	104	0
BC052040	85.250000	0	0	0	341	0
Ppp1cb	85.000000	0	74	0	266	0
Mgat5	85.000000	0	156	0	184	0
Dpys	85.000000	0	223	0	117	0
Zpbp2	84.750000	0	339	0	0	0
Zfp658	84.750000	0	0	0	339	0
Tti2	84.750000	0	0	0	339	0
Gpr12	84.750000	0	0	0	339	0
1700049E17Rik2	84.750000	130	209	0	0	0
1700049E17Rik1	84.750000	130	209	0	0	0
Zfp760	84.500000	0	0	0	338	0
Zadh2	84.500000	0	121	0	217	0
Srsf1	84.500000	0	215	123	0	0
Sox4	84.500000	0	130	0	208	0
Pomt1	84.500000	0	0	252	86	0
Cpeb3	84.500000	0	202	0	136	0
Vta1	84.250000	0	337	0	0	0
Scn2a	84.250000	0	175	0	162	0
Rps6ka6	84.250000	0	126	0	211	0
Mthfd2	84.250000	0	162	0	175	0
Twist1	84.000000	0	182	0	154	0
Prkn	84.000000	0	336	0	0	0
Pacrg	84.000000	0	336	0	0	0
Olfr1459	84.000000	0	336	0	0	0
Zbtb22	83.750000	0	335	0	0	0
Vsig1	83.750000	0	335	0	0	0
Tapbp	83.750000	0	335	0	0	0
Strbp	83.750000	0	335	0	0	0
Slc35g1	83.750000	0	335	0	0	0
Rbl1	83.750000	0	335	0	0	0
Rapgef4	83.750000	0	335	0	0	0
Rad51	83.750000	0	335	0	0	0
Plekhg1	83.750000	0	120	0	215	0
Olfr786	83.750000	0	335	0	0	0
Olfr64	83.750000	0	335	0	0	0
Olfr399	83.750000	0	335	0	0	0
Olfr204	83.750000	0	335	0	0	0
Olfr1043	83.750000	0	335	0	0	0
Olfr1042	83.750000	0	335	0	0	0
Olfr1030	83.750000	0	335	0	0	0
Olfr1029	83.750000	0	335	0	0	0
Nupl2	83.750000	0	335	0	0	0
N6amt1	83.750000	0	335	0	0	0
Mylk4	83.750000	0	335	0	0	0
Mesd	83.750000	0	335	0	0	0
Mcemp1	83.750000	0	335	0	0	0
Ino80e	83.750000	0	335	0	0	0
Il15	83.750000	0	335	0	0	0
Igbp1b	83.750000	0	335	0	0	0
Hsd3b1	83.750000	0	335	0	0	0
Hsd17b13	83.750000	0	335	0	0	0
Hirip3	83.750000	0	335	0	0	0
Hdc	83.750000	0	335	0	0	0
Gnal	83.750000	0	335	0	0	0
Gm6377	83.750000	0	335	0	0	0
Gm17266	83.750000	0	335	0	0	0
Gk2	83.750000	0	335	0	0	0
Gabrb1	83.750000	0	335	0	0	0
Fcrla	83.750000	0	335	0	0	0
Col14a1	83.750000	0	335	0	0	0
Atl2	83.750000	0	0	0	335	0
Alg6	83.750000	0	335	0	0	0
Acsm3	83.750000	0	335	0	0	0
Abl1	83.750000	0	335	0	0	0
AY761185	83.750000	0	138	197	0	0
Trafd1	83.500000	0	195	0	139	0
Top1	83.500000	0	146	188	0	0
Prss43	83.500000	0	0	0	334	0
Ankrd24	83.500000	0	195	0	139	0
Zfp982	83.250000	0	126	207	0	0
Synpr	83.250000	0	237	0	96	0
Stk38l	83.250000	0	223	0	110	0
Prrt2	83.250000	0	0	130	203	0
Pagr1a	83.250000	0	0	130	203	0
Mvp	83.250000	0	0	130	203	0
Elovl6	83.250000	0	125	0	208	0
Ube2g1	83.000000	0	175	0	157	0
Pitpnc1	83.000000	0	0	0	332	0
Hmgxb4	83.000000	0	0	0	332	0
Galnt7	83.000000	0	251	0	81	0
Flrt3	83.000000	0	332	0	0	0
Hoxd10	82.750000	0	196	0	135	0
Zfr	82.500000	0	330	0	0	0
Trip4	82.500000	0	162	0	168	0
Mcm9	82.500000	0	144	0	186	0
Zbtb25	82.250000	0	187	0	142	0
Zbtb1	82.250000	0	187	0	142	0
Tmco6	82.250000	0	0	0	329	0
Pfkl	82.250000	0	0	0	329	0
Mmp9	82.250000	0	0	0	329	0
Micu1	82.250000	0	329	0	0	0
Ergic1	82.250000	0	0	0	329	0
Eif5a	82.250000	0	126	0	203	0
Ccz1	82.250000	0	175	154	0	0
Aatf	82.250000	0	329	0	0	0
Shisal1	82.000000	0	0	0	328	0
Psmg2	82.000000	0	103	0	225	0
Nudcd1	82.000000	0	206	122	0	0
Ncoa6	82.000000	0	221	107	0	0
Eny2	82.000000	0	206	122	0	0
Cep76	82.000000	0	103	0	225	0
Zfp943	81.750000	0	327	0	0	0
Zfp942	81.750000	0	327	0	0	0
Zfp830	81.750000	0	327	0	0	0
Zbp1	81.750000	0	327	0	0	0
Vmn1r237	81.750000	0	327	0	0	0
Vmn1r124	81.750000	0	327	0	0	0
Tmem144	81.750000	0	223	0	104	0
Sucnr1	81.750000	0	327	0	0	0
Spry1	81.750000	0	327	0	0	0
Sgtb	81.750000	0	327	0	0	0
Scara3	81.750000	0	327	0	0	0
Rpn1	81.750000	0	327	0	0	0
Rnf217	81.750000	0	327	0	0	0
Rbfox1	81.750000	0	327	0	0	0
Olfr702	81.750000	0	327	0	0	0
Olfr693	81.750000	0	327	0	0	0
Olfr27	81.750000	0	327	0	0	0
Olfr171	81.750000	0	327	0	0	0
Olfr1158	81.750000	0	327	0	0	0
Olfm2	81.750000	0	327	0	0	0
Nudt12	81.750000	0	0	0	327	0
Nln	81.750000	0	327	0	0	0
Mocs3	81.750000	0	327	0	0	0
Lrmda	81.750000	0	327	0	0	0
Kctd4	81.750000	0	327	0	0	0
Gvin1	81.750000	0	327	0	0	0
Gm4070	81.750000	0	327	0	0	0
Glo1	81.750000	0	138	0	189	0
Filip1	81.750000	0	327	0	0	0
Dpm1	81.750000	0	327	0	0	0
Dck	81.750000	0	327	0	0	0
Cux1	81.750000	0	327	0	0	0
Cog3	81.750000	0	251	0	76	0
Chd1	81.750000	0	0	0	327	0
Cct6b	81.750000	0	327	0	0	0
Bfsp2	81.750000	0	327	0	0	0
B3gnt2	81.750000	0	327	0	0	0
Agmo	81.750000	0	327	0	0	0
2310061I04Rik	81.750000	0	327	0	0	0
Tgfbr3	81.500000	0	326	0	0	0
Rnf111	81.500000	0	202	0	124	0
Myadml2	81.500000	0	209	0	117	0
Cdc42ep3	81.500000	0	153	0	173	0
Alyref2	81.500000	0	126	0	200	0
Agbl5	81.500000	0	326	0	0	0
S1pr1	81.250000	0	144	0	181	0
Ramp2	81.250000	0	0	0	325	0
Mrpl15	81.250000	0	201	0	124	0
Homer1	81.250000	0	163	0	162	0
Acp6	81.250000	0	0	0	325	0
Trappc4	81.000000	0	195	0	129	0
Rps25	81.000000	0	195	0	129	0
Pik3cd	81.000000	0	0	0	324	0
Snai1	80.750000	0	323	0	0	0
Slx4ip	80.750000	0	120	0	203	0
Lama3	80.750000	0	0	0	323	0
Prokr2	80.500000	0	0	130	192	0
Polr1d	80.250000	0	235	0	86	0
Pgap4	80.250000	0	321	0	0	0
Lnx2	80.250000	0	235	0	86	0
H4c4	80.250000	0	321	0	0	0
Crebzf	80.250000	0	0	0	321	0
Arx	80.250000	0	0	0	321	0
Zfp334	80.000000	0	192	0	128	0
Triobp	80.000000	0	0	0	320	0
Togaram1	80.000000	0	320	0	0	0
Pccb	80.000000	0	0	0	320	0
Myl6b	80.000000	0	0	0	320	0
Myl6	80.000000	0	0	0	320	0
Krt87	80.000000	0	0	0	320	0
Klhl28	80.000000	0	320	0	0	0
Gm8764	80.000000	0	320	0	0	0
Gm6763	80.000000	0	320	0	0	0
Gm4340	80.000000	0	320	0	0	0
Gm21312	80.000000	0	320	0	0	0
Gm21304	80.000000	0	320	0	0	0
Gm21293	80.000000	0	320	0	0	0
Gm20765	80.000000	0	320	0	0	0
Gm13889	80.000000	0	150	0	170	0
Zscan30	79.750000	0	319	0	0	0
Zfp35	79.750000	0	319	0	0	0
Zfand6	79.750000	0	319	0	0	0
Tmem79	79.750000	0	319	0	0	0
Tex30	79.750000	0	319	0	0	0
Smg5	79.750000	0	319	0	0	0
Slf2	79.750000	0	319	0	0	0
Riok3	79.750000	0	319	0	0	0
Rhbg	79.750000	0	319	0	0	0
Rdh12	79.750000	0	319	0	0	0
Rasa3	79.750000	0	319	0	0	0
Prl2a1	79.750000	0	319	0	0	0
Phf5a	79.750000	0	223	0	96	0
Pdcd2l	79.750000	0	319	0	0	0
Olfr777	79.750000	0	319	0	0	0
Olfr679	79.750000	0	319	0	0	0
Olfr406	79.750000	0	319	0	0	0
Olfr231	79.750000	0	319	0	0	0
Olfr1448	79.750000	0	319	0	0	0
Olfr1383	79.750000	0	319	0	0	0
Olfr1093	79.750000	0	319	0	0	0
Nts	79.750000	0	319	0	0	0
Nat8	79.750000	0	209	0	110	0
Lrrc7	79.750000	0	319	0	0	0
Krt40	79.750000	0	319	0	0	0
Kmo	79.750000	0	319	0	0	0
Kcnd3	79.750000	0	319	0	0	0
Hyi	79.750000	0	175	0	144	0
Htr4	79.750000	0	319	0	0	0
Gtf2e2	79.750000	0	319	0	0	0
Gm136	79.750000	0	319	0	0	0
Gcnt1	79.750000	0	162	0	157	0
Fgf7	79.750000	0	216	0	103	0
Dact1	79.750000	0	133	0	186	0
Ctnnal1	79.750000	0	319	0	0	0
Cdc14b	79.750000	0	319	0	0	0
Bbs9	79.750000	0	202	0	117	0
Ankrd7	79.750000	0	209	0	110	0
Adgrg4	79.750000	0	319	0	0	0
Aco2	79.750000	0	223	0	96	0
2310057N15Rik	79.750000	0	319	0	0	0
Zfp1	79.500000	0	0	0	318	0
Galnt5	79.500000	0	132	0	186	0
4930550C14Rik	79.500000	0	222	0	96	0
Scd2	79.250000	0	0	0	317	0
Rit2	79.250000	0	0	0	317	0
Rere	79.250000	0	217	0	100	0
Lnpep	79.250000	0	0	0	317	0
Khdc4	79.250000	0	317	0	0	0
Kdm7a	79.250000	0	251	0	66	0
Cutc	79.250000	0	155	0	162	0
Cox15	79.250000	0	155	0	162	0
Zfp605	79.000000	0	169	0	147	0
Slc25a24	79.000000	0	316	0	0	0
Gtpbp6	79.000000	0	169	0	147	0
Thra	78.750000	0	0	0	315	0
Hapln1	78.750000	0	188	0	127	0
Nr2f1	78.500000	0	314	0	0	0
Akap7	78.500000	0	244	0	70	0
Pcdh18	78.250000	0	0	0	313	0
Ngdn	78.250000	0	0	0	313	0
Fmo2	78.250000	0	209	0	104	0
Tagap1	78.000000	0	312	0	0	0
Slc17a6	78.000000	0	188	0	124	0
Gkn3	78.000000	0	202	0	110	0
Galnt10	78.000000	0	195	0	117	0
Cfap44	78.000000	0	0	0	312	0
Armcx4	78.000000	0	150	0	162	0
Zfp850	77.750000	0	311	0	0	0
Vmn2r37	77.750000	0	311	0	0	0
Usp6nl	77.750000	0	311	0	0	0
Txndc11	77.750000	0	311	0	0	0
Tmsb4x	77.750000	0	311	0	0	0
Tktl1	77.750000	0	311	0	0	0
Timm17a	77.750000	0	311	0	0	0
Tex29	77.750000	0	311	0	0	0
Stmnd1	77.750000	0	311	0	0	0
Spef2	77.750000	0	311	0	0	0
Snx32	77.750000	0	311	0	0	0
Scrn3	77.750000	0	311	0	0	0
Pramel7	77.750000	0	311	0	0	0
Pou6f2	77.750000	0	311	0	0	0
Olfr154	77.750000	0	311	0	0	0
Olfr1250	77.750000	0	311	0	0	0
Olfr1221	77.750000	0	311	0	0	0
Olfr1133	77.750000	0	311	0	0	0
Olfr101	77.750000	0	311	0	0	0
Nr3c2	77.750000	0	311	0	0	0
Ndufb4c	77.750000	0	311	0	0	0
Ncoa2	77.750000	0	311	0	0	0
Mrs2	77.750000	0	311	0	0	0
Mdk	77.750000	0	311	0	0	0
Kif21a	77.750000	0	311	0	0	0
Kctd13	77.750000	0	311	0	0	0
Ikzf1	77.750000	0	311	0	0	0
Ifih1	77.750000	0	311	0	0	0
Gm5617	77.750000	0	311	0	0	0
Gipc2	77.750000	0	311	0	0	0
Foxb2	77.750000	0	311	0	0	0
Fli1	77.750000	0	0	0	311	0
Dnaaf6	77.750000	0	311	0	0	0
Dmac1	77.750000	0	311	0	0	0
Ctla4	77.750000	0	311	0	0	0
Cntnap5b	77.750000	0	311	0	0	0
Cir1	77.750000	0	311	0	0	0
Chil5	77.750000	0	311	0	0	0
Appl1	77.750000	0	311	0	0	0
Amy2a5	77.750000	0	311	0	0	0
Akap8l	77.750000	0	311	0	0	0
Acvr1	77.750000	0	311	0	0	0
Tbc1d17	77.500000	0	0	0	310	0
Rcan1	77.500000	0	0	0	310	0
Mab21l1	77.500000	0	310	0	0	0
Fbxo9	77.500000	0	310	0	0	0
Cx3cl1	77.500000	0	0	0	310	0
Cilk1	77.500000	0	310	0	0	0
Akt1s1	77.500000	0	0	0	310	0
Abca9	77.500000	0	178	0	132	0
Rps27l	77.250000	0	309	0	0	0
Mrps31	77.250000	0	309	0	0	0
Il16	77.250000	0	0	0	309	0
Gpam	77.250000	0	0	0	309	0
Eva1a	77.250000	0	0	0	309	0
Hoxd8	77.000000	0	308	0	0	0
Gm5127	77.000000	0	0	0	308	0
Vim	76.750000	0	138	0	169	0
Psip1	76.750000	0	0	0	307	0
Klf3	76.750000	0	0	0	307	0
Hnrnpf	76.750000	0	0	0	307	0
Cped1	76.750000	0	307	0	0	0
Cdc42bpa	76.750000	0	223	0	84	0
Sox1	76.500000	0	306	0	0	0
Olfr954	76.500000	0	306	0	0	0
Nox4	76.500000	0	182	0	124	0
Mr1	76.500000	0	144	0	162	0
Mia2	76.250000	0	0	73	232	0
Cep170	76.250000	0	305	0	0	0
Tjp3	76.000000	0	304	0	0	0
Setd1b	76.000000	0	304	0	0	0
Rarg	76.000000	0	0	0	304	0
Pip5k1c	76.000000	0	304	0	0	0
Echs1	76.000000	0	150	0	154	0
Zfp442	75.750000	0	303	0	0	0
Zfc3h1	75.750000	0	188	115	0	0
Zc3h13	75.750000	0	303	0	0	0
Vpreb1	75.750000	0	303	0	0	0
Vmn1r77	75.750000	0	303	0	0	0
Ust	75.750000	0	303	0	0	0
Usp31	75.750000	0	303	0	0	0
Twsg1	75.750000	0	303	0	0	0
Tspyl4	75.750000	0	303	0	0	0
Top3b	75.750000	0	303	0	0	0
Thap2	75.750000	0	188	115	0	0
Tgfbrap1	75.750000	0	303	0	0	0
Spag6l	75.750000	0	303	0	0	0
Rpl31-ps12	75.750000	0	303	0	0	0
Rlf	75.750000	0	303	0	0	0
Retreg1	75.750000	0	303	0	0	0
Pdia6	75.750000	0	303	0	0	0
Olfr310	75.750000	0	303	0	0	0
Olfr299	75.750000	0	303	0	0	0
Ncor2	75.750000	0	0	0	303	0
Lrrc19	75.750000	0	303	0	0	0
Kl	75.750000	0	303	0	0	0
Kcnq3	75.750000	0	303	0	0	0
Kansl2	75.750000	0	303	0	0	0
Gucy1a1	75.750000	0	303	0	0	0
Gtf2ird2	75.750000	0	303	0	0	0
Gpr63	75.750000	0	303	0	0	0
Gm11780	75.750000	0	303	0	0	0
Dip2b	75.750000	0	303	0	0	0
Dcdc2c	75.750000	0	303	0	0	0
Col7a1	75.750000	0	303	0	0	0
Clec9a	75.750000	0	303	0	0	0
Chst12	75.750000	0	303	0	0	0
Brip1	75.750000	0	303	0	0	0
Brd4	75.750000	0	303	0	0	0
Bpifa3	75.750000	0	303	0	0	0
Bard1	75.750000	0	303	0	0	0
Amy2a4	75.750000	0	303	0	0	0
Amy2a3	75.750000	0	303	0	0	0
Amy2a2	75.750000	0	303	0	0	0
Acad9	75.750000	0	303	0	0	0
AI597479	75.750000	0	303	0	0	0
AB010352	75.750000	0	303	0	0	0
Srf	75.500000	0	0	0	302	0
Ptprg	75.500000	0	169	0	133	0
Mfsd14b	75.500000	0	302	0	0	0
Knl1	75.500000	0	302	0	0	0
Txnl4a	75.250000	0	0	301	0	0
Syt13	75.250000	0	0	0	301	0
Speer4f1	75.250000	0	0	301	0	0
Irgq	75.250000	0	0	0	301	0
Gpr4	75.250000	0	0	0	301	0
Gm16286	75.250000	0	0	301	0	0
Gm1604b	75.250000	0	301	0	0	0
Gclc	75.250000	0	132	0	169	0
Ctdsp2	75.250000	0	169	0	132	0
Arvcf	75.250000	0	0	0	301	0
Peg12	75.000000	0	132	0	168	0
Ttc28	74.750000	0	0	0	299	0
Hsf2	74.750000	0	299	0	0	0
Edc3	74.750000	0	299	0	0	0
Adgb	74.750000	0	0	0	299	0
Wnt10b	74.500000	0	103	0	195	0
Vps13b	74.500000	0	298	0	0	0
Tbcb	74.500000	0	144	154	0	0
Polr2i	74.500000	0	144	154	0	0
Ovol3	74.500000	0	144	154	0	0
Kdm3b	74.500000	0	0	0	298	0
C1qtnf5	74.500000	0	144	0	154	0
Tbc1d16	74.250000	0	0	0	297	0
Ptprj	74.250000	0	150	0	147	0
Mup5	74.250000	0	0	0	297	0
Ccdc40	74.250000	0	0	0	297	0
Zfp995	74.000000	0	296	0	0	0
Unc80	74.000000	0	296	0	0	0
Umod	74.000000	0	296	0	0	0
Tuba3b	74.000000	0	296	0	0	0
Tmprss11e	74.000000	0	296	0	0	0
Tmem232	74.000000	0	296	0	0	0
Tmem128	74.000000	0	296	0	0	0
Syt1	74.000000	0	296	0	0	0
Sfxn1	74.000000	0	296	0	0	0
Rnf113a2	74.000000	0	296	0	0	0
Rbm20	74.000000	0	296	0	0	0
Qtrt1	74.000000	0	296	0	0	0
Prok2	74.000000	0	296	0	0	0
Pigl	74.000000	0	194	0	102	0
Pias3	74.000000	0	296	0	0	0
Phyh	74.000000	0	296	0	0	0
Orc4	74.000000	0	296	0	0	0
Olfr992	74.000000	0	296	0	0	0
Olfr855	74.000000	0	296	0	0	0
Olfr596	74.000000	0	296	0	0	0
Olfr582	74.000000	0	296	0	0	0
Olfr502	74.000000	0	296	0	0	0
Olfr313	74.000000	0	296	0	0	0
Olfr137	74.000000	0	296	0	0	0
Olfr1231	74.000000	0	296	0	0	0
Nol7	74.000000	0	296	0	0	0
Ndufa10	74.000000	0	296	0	0	0
Ncor1	74.000000	0	194	0	102	0
Mbd5	74.000000	0	296	0	0	0
Lrrd1	74.000000	0	296	0	0	0
Lonp2	74.000000	0	296	0	0	0
