Target_genes	Hoxa13|Average	SRX4618294|Embryonic_limb	SRX4618296|Embryonic_limb	SRX4618301|Embryonic_limb	SRX1757411|Forelimb	STRING
Rbm5	59.500000	0	0	0	238	0
Birc6	59.500000	0	155	0	83	0
Alcam	59.500000	0	238	0	0	0
Zfp521	59.250000	0	237	0	0	0
Zfp346	59.250000	0	237	0	0	0
Zfp281	59.250000	0	237	0	0	0
Vwa3a	59.250000	0	237	0	0	0
Vps37c	59.250000	0	237	0	0	0
Vmn2r39	59.250000	0	237	0	0	0
Vmn1r29	59.250000	0	237	0	0	0
Vac14	59.250000	0	237	0	0	0
Ugt2a3	59.250000	0	237	0	0	0
Uchl1	59.250000	0	237	0	0	0
Ubqln4	59.250000	0	0	0	237	0
Tubg2	59.250000	0	237	0	0	0
Trim39	59.250000	0	237	0	0	0
Tpcn1	59.250000	0	237	0	0	0
Tex48	59.250000	0	237	0	0	0
Tcf24	59.250000	0	237	0	0	0
St14	59.250000	0	237	0	0	0
Spats1	59.250000	0	237	0	0	0
Slc15a1	59.250000	0	237	0	0	0
Septin9	59.250000	0	237	0	0	0
Sec22a	59.250000	0	237	0	0	0
Sdhb	59.250000	0	237	0	0	0
Rabgef1	59.250000	0	237	0	0	0
Rab25	59.250000	0	0	0	237	0
Prkca	59.250000	0	237	0	0	0
Pramel48	59.250000	0	237	0	0	0
Pls3	59.250000	0	237	0	0	0
Pdcd2	59.250000	0	237	0	0	0
Parp1	59.250000	0	237	0	0	0
Parn	59.250000	0	237	0	0	0
Olfr872	59.250000	0	237	0	0	0
Olfr644	59.250000	0	237	0	0	0
Olfr643	59.250000	0	237	0	0	0
Olfr292	59.250000	0	237	0	0	0
Olfr1442	59.250000	0	237	0	0	0
Olfr1301	59.250000	0	237	0	0	0
Olfr1245	59.250000	0	237	0	0	0
Nt5el	59.250000	0	237	0	0	0
Ndst2	59.250000	0	0	0	237	0
Mx1	59.250000	0	237	0	0	0
Mpp3	59.250000	0	237	0	0	0
Miox	59.250000	0	237	0	0	0
Mef2b	59.250000	0	237	0	0	0
Maz	59.250000	0	0	0	237	0
Manea	59.250000	0	237	0	0	0
Lce1k	59.250000	0	237	0	0	0
Lamtor2	59.250000	0	0	0	237	0
Krtap29-1	59.250000	0	237	0	0	0
Iqcd	59.250000	0	237	0	0	0
Inhbc	59.250000	0	237	0	0	0
Gm765	59.250000	0	237	0	0	0
Gm6657	59.250000	0	237	0	0	0
Glis3	59.250000	0	237	0	0	0
Fzd3	59.250000	0	0	0	237	0
Foxg1	59.250000	0	237	0	0	0
Fbxo16	59.250000	0	0	0	237	0
Dkk3	59.250000	0	237	0	0	0
Cryz	59.250000	0	237	0	0	0
Cpeb2	59.250000	0	237	0	0	0
Cox5b	59.250000	0	237	0	0	0
Cndp1	59.250000	0	237	0	0	0
Cdadc1	59.250000	0	237	0	0	0
Casp8ap2	59.250000	0	98	0	139	0
Bloc1s1	59.250000	0	237	0	0	0
Atxn1l	59.250000	0	0	0	237	0
Arl4d	59.250000	0	0	0	237	0
Adgrd1	59.250000	0	237	0	0	0
Mrpl23	59.000000	0	236	0	0	0
Gins1	59.000000	0	82	0	154	0
Spag9	58.750000	0	99	0	136	0
Olfml3	58.750000	0	0	0	235	0
Kif26b	58.750000	0	235	0	0	0
Hnrnph1	58.750000	0	0	86	149	0
Anapc10	58.750000	0	235	0	0	0
Abce1	58.750000	0	235	0	0	0
Yes1	58.500000	0	234	0	0	0
Rps12	58.500000	0	166	0	68	0
Fbxo5	58.500000	0	0	0	234	0
Eif4enif1	58.500000	0	0	122	112	0
Arfgef1	58.500000	0	234	0	0	0
Zdhhc17	58.250000	0	0	0	233	0
Rbm12b2	58.000000	0	138	0	94	0
Olfr1058	58.000000	0	232	0	0	0
Colec12	57.750000	0	0	0	231	0
Zfat	57.500000	0	230	0	0	0
Wdr53	57.500000	0	230	0	0	0
Wdr17	57.500000	0	230	0	0	0
Vmn2r43	57.500000	0	230	0	0	0
Vmn2r115	57.500000	0	230	0	0	0
Unc5c	57.500000	0	0	0	230	0
Tspan10	57.500000	0	230	0	0	0
Triqk	57.500000	0	0	0	230	0
Tmem42	57.500000	0	230	0	0	0
Tmem29	57.500000	0	230	0	0	0
Tmem165	57.500000	0	230	0	0	0
Tex12	57.500000	0	230	0	0	0
Tekt1	57.500000	0	230	0	0	0
Tdrd1	57.500000	0	230	0	0	0
Syk	57.500000	0	230	0	0	0
Supt4b	57.500000	0	230	0	0	0
Spink6	57.500000	0	230	0	0	0
Spats2l	57.500000	0	120	0	110	0
Smg7	57.500000	0	230	0	0	0
Slco1a5	57.500000	0	230	0	0	0
Slc35d1	57.500000	0	230	0	0	0
Slc12a8	57.500000	0	230	0	0	0
Sil1	57.500000	0	230	0	0	0
Sftpd	57.500000	0	230	0	0	0
Schip1	57.500000	0	230	0	0	0
Rps27rt	57.500000	0	230	0	0	0
Ror2	57.500000	0	230	0	0	0
Riox2	57.500000	0	230	0	0	0
Rad1	57.500000	0	230	0	0	0
Rab13	57.500000	0	230	0	0	0
Prl3d1	57.500000	0	230	0	0	0
Pcdhb1	57.500000	0	230	0	0	0
Parp11	57.500000	0	230	0	0	0
P2ry1	57.500000	0	230	0	0	0
Omg	57.500000	0	230	0	0	0
Olfr881	57.500000	0	230	0	0	0
Olfr367-ps	57.500000	0	230	0	0	0
Olfr164	57.500000	0	230	0	0	0
Olfr139	57.500000	0	230	0	0	0
Olfr1356	57.500000	0	230	0	0	0
Olfr1275	57.500000	0	230	0	0	0
Olfr1257	57.500000	0	230	0	0	0
Olfr1196	57.500000	0	230	0	0	0
Nploc4	57.500000	0	230	0	0	0
Ncapd2	57.500000	0	230	0	0	0
Mtg2	57.500000	0	230	0	0	0
Mrpl51	57.500000	0	230	0	0	0
Krtap20-2	57.500000	0	230	0	0	0
Kcp	57.500000	0	230	0	0	0
Kcnmb1	57.500000	0	230	0	0	0
Kcng4	57.500000	0	230	0	0	0
Itgb4	57.500000	0	230	0	0	0
Il18	57.500000	0	230	0	0	0
Il12rb1	57.500000	0	230	0	0	0
Il11ra1	57.500000	0	230	0	0	0
Il10	57.500000	0	230	0	0	0
Hk1	57.500000	0	230	0	0	0
Gm12789	57.500000	0	230	0	0	0
Gal3st1	57.500000	0	230	0	0	0
Fpr2	57.500000	0	230	0	0	0
Fpr1	57.500000	0	230	0	0	0
Fbxo45	57.500000	0	230	0	0	0
Fam168b	57.500000	0	230	0	0	0
Ccdc186	57.500000	0	230	0	0	0
Capn5	57.500000	0	230	0	0	0
Brix1	57.500000	0	230	0	0	0
Bco2	57.500000	0	230	0	0	0
Atp9a	57.500000	0	230	0	0	0
Atp8b3	57.500000	0	230	0	0	0
Arap3	57.500000	0	230	0	0	0
Ankhd1	57.500000	0	230	0	0	0
Alpk1	57.500000	0	230	0	0	0
A26c3	57.500000	0	230	0	0	0
6330403K07Rik	57.500000	0	230	0	0	0
1700016D06Rik	57.500000	0	230	0	0	0
Stx5a	57.250000	0	0	0	229	0
Slc40a1	57.250000	0	0	0	229	0
Rex1bd	57.250000	0	0	0	229	0
Mtmr9	57.250000	0	229	0	0	0
Meis3	57.250000	0	0	0	229	0
H1f10	57.250000	0	0	0	229	0
D230025D16Rik	57.250000	0	0	0	229	0
Ccdc153	57.250000	0	0	0	229	0
Btbd11	57.250000	0	0	0	229	0
Atp5k	57.250000	0	0	0	229	0
2210016L21Rik	57.250000	0	229	0	0	0
1700092M07Rik	57.250000	0	0	0	229	0
Mycbp2	57.000000	0	0	0	228	0
Lama1	57.000000	0	0	0	228	0
Cep43	57.000000	0	228	0	0	0
Bclaf1	57.000000	0	228	0	0	0
Lap3	56.750000	0	144	0	83	0
Gli2	56.750000	0	0	0	227	0
Fnip1	56.750000	0	227	0	0	0
Dzip3	56.750000	0	227	0	0	0
Cip2a	56.750000	0	227	0	0	0
Aknad1	56.750000	0	0	0	227	0
Adpgk	56.750000	0	0	0	227	0
Wdfy1	56.500000	0	0	0	226	0
Tgfbr1	56.500000	0	226	0	0	0
Grik3	56.500000	0	92	0	134	0
Fbxo25	56.500000	0	226	0	0	0
Ube2d3	56.250000	0	0	0	225	0
Notch1	56.250000	0	0	0	225	0
Kcnh3	56.250000	0	0	0	225	0
Gm4307	56.250000	0	0	0	225	0
Gm4305	56.250000	0	0	0	225	0
Gm4303	56.250000	0	0	0	225	0
Flnb	56.250000	0	0	0	225	0
Tent5a	56.000000	0	224	0	0	0
Tcp11	56.000000	0	136	0	88	0
Scaper	56.000000	0	0	0	224	0
Ppp2ca	56.000000	0	224	0	0	0
Myd88	56.000000	0	0	224	0	0
Gtf2a1l	56.000000	0	114	0	110	0
Gm20815	56.000000	0	0	224	0	0
Cd163l1	56.000000	0	0	224	0	0
Cacybp	56.000000	0	224	0	0	0
Acaa1a	56.000000	0	0	224	0	0
Zfp788	55.750000	0	223	0	0	0
Vps37a	55.750000	0	223	0	0	0
Vmn1r71	55.750000	0	223	0	0	0
Txn2	55.750000	0	223	0	0	0
Trp53inp1	55.750000	0	223	0	0	0
Tmem225	55.750000	0	223	0	0	0
Timd4	55.750000	0	223	0	0	0
Tctex1d1	55.750000	0	223	0	0	0
Tas2r117	55.750000	0	223	0	0	0
Taar1	55.750000	0	223	0	0	0
Spry4	55.750000	0	0	0	223	0
Slc7a6	55.750000	0	223	0	0	0
Ptgir	55.750000	0	223	0	0	0
Pstk	55.750000	0	223	0	0	0
Pisd	55.750000	0	223	0	0	0
Pex16	55.750000	0	223	0	0	0
Oxnad1	55.750000	0	223	0	0	0
Olfr983	55.750000	0	223	0	0	0
Olfr951	55.750000	0	223	0	0	0
Olfr828	55.750000	0	223	0	0	0
Olfr424	55.750000	0	223	0	0	0
Olfr273	55.750000	0	223	0	0	0
Olfr243	55.750000	0	223	0	0	0
Olfr186	55.750000	0	223	0	0	0
Olfr1303	55.750000	0	223	0	0	0
Olfr1254	55.750000	0	223	0	0	0
Olfr1162	55.750000	0	223	0	0	0
Nipal1	55.750000	0	223	0	0	0
Nefl	55.750000	0	223	0	0	0
Ndufa2	55.750000	0	223	0	0	0
Nav3	55.750000	0	223	0	0	0
Mep1a	55.750000	0	223	0	0	0
Ltb4r2	55.750000	0	223	0	0	0
Lct	55.750000	0	223	0	0	0
Lce3f	55.750000	0	223	0	0	0
Large2	55.750000	0	223	0	0	0
Krtap11-1	55.750000	0	223	0	0	0
Kri1	55.750000	0	223	0	0	0
Klra1	55.750000	0	223	0	0	0
Kcnq2	55.750000	0	223	0	0	0
Ipcef1	55.750000	0	223	0	0	0
Ik	55.750000	0	223	0	0	0
Igfbp2	55.750000	0	223	0	0	0
Gabrp	55.750000	0	223	0	0	0
Dph3	55.750000	0	223	0	0	0
Dok5	55.750000	0	223	0	0	0
Cpa1	55.750000	0	223	0	0	0
Cnot7	55.750000	0	223	0	0	0
Cnga1	55.750000	0	223	0	0	0
Cideb	55.750000	0	223	0	0	0
Cibar1	55.750000	0	223	0	0	0
Chd9	55.750000	0	223	0	0	0
Carm1	55.750000	0	223	0	0	0
C5ar2	55.750000	0	223	0	0	0
Arpc2	55.750000	0	223	0	0	0
Aff1	55.750000	0	0	0	223	0
Abca16	55.750000	0	223	0	0	0
Scaf8	55.500000	0	222	0	0	0
Pdcd1lg2	55.500000	0	0	0	222	0
Ecpas	55.500000	0	144	0	78	0
Plin2	55.250000	0	0	0	221	0
Olfr1184	55.250000	0	221	0	0	0
Mpp5	55.250000	0	221	0	0	0
Wbp2	55.000000	0	0	0	220	0
Synj2bp	55.000000	0	0	0	220	0
Rpl38	55.000000	0	0	0	220	0
Nek3	55.000000	0	0	0	220	0
Gm20498	55.000000	0	0	0	220	0
Fbln1	55.000000	0	0	0	220	0
Farp2	55.000000	0	0	0	220	0
Cpsf4l	55.000000	0	0	0	220	0
Bckdk	55.000000	0	0	0	220	0
Aurkaip1	55.000000	0	0	0	220	0
Anxa13	55.000000	0	0	0	220	0
Ammecr1l	55.000000	0	0	0	220	0
Ttf2	54.750000	0	219	0	0	0
Tdp1	54.750000	0	0	0	219	0
Efcab11	54.750000	0	0	0	219	0
Agbl3	54.750000	0	219	0	0	0
Tsc22d2	54.500000	0	218	0	0	0
Sdk1	54.500000	0	0	0	218	0
Sarnp	54.500000	0	218	0	0	0
Rpp38	54.500000	0	109	0	109	0
Ormdl2	54.500000	0	218	0	0	0
Acbd7	54.500000	0	109	0	109	0
Sec23a	54.250000	0	217	0	0	0
Gemin2	54.250000	0	217	0	0	0
Dbr1	54.250000	0	217	0	0	0
Zup1	54.000000	0	216	0	0	0
Zfp763	54.000000	0	216	0	0	0
Zfp217	54.000000	0	216	0	0	0
Vmn2r34	54.000000	0	216	0	0	0
Vmn2r124	54.000000	0	216	0	0	0
Vmn1r55	54.000000	0	216	0	0	0
Vmn1r123	54.000000	0	216	0	0	0
Veph1	54.000000	0	216	0	0	0
Utrn	54.000000	0	216	0	0	0
Trpm3	54.000000	0	216	0	0	0
Trappc8	54.000000	0	216	0	0	0
Tmem218	54.000000	0	0	0	216	0
Tmcc3	54.000000	0	216	0	0	0
Syf2	54.000000	0	216	0	0	0
Spink14	54.000000	0	216	0	0	0
Slco1c1	54.000000	0	216	0	0	0
Slc35c2	54.000000	0	216	0	0	0
Slc25a16	54.000000	0	216	0	0	0
Setd3	54.000000	0	216	0	0	0
Samhd1	54.000000	0	216	0	0	0
S1pr3	54.000000	0	216	0	0	0
Rsrp1	54.000000	0	216	0	0	0
Rpl22l1	54.000000	0	216	0	0	0
Ralyl	54.000000	0	216	0	0	0
Psmc2	54.000000	0	216	0	0	0
Plcd1	54.000000	0	0	0	216	0
Orai1	54.000000	0	216	0	0	0
Olfr624	54.000000	0	216	0	0	0
Olfr577	54.000000	0	216	0	0	0
Olfr381	54.000000	0	216	0	0	0
Olfr372	54.000000	0	216	0	0	0
Olfr338	54.000000	0	216	0	0	0
Olfr1222	54.000000	0	216	0	0	0
Nit2	54.000000	0	216	0	0	0
Ndufaf7	54.000000	0	216	0	0	0
Myh8	54.000000	0	216	0	0	0
Krtap3-1	54.000000	0	216	0	0	0
Kctd3	54.000000	0	216	0	0	0
Kcnab1	54.000000	0	216	0	0	0
Insc	54.000000	0	216	0	0	0
Gtsf1l	54.000000	0	216	0	0	0
Gdi2	54.000000	0	216	0	0	0
Fzd6	54.000000	0	216	0	0	0
Fpr3	54.000000	0	216	0	0	0
Fgf14	54.000000	0	216	0	0	0
Eif2b5	54.000000	0	216	0	0	0
Dnajc2	54.000000	0	216	0	0	0
Defb48	54.000000	0	216	0	0	0
Cst9	54.000000	0	216	0	0	0
Cetn3	54.000000	0	216	0	0	0
Cep78	54.000000	0	216	0	0	0
Cebpz	54.000000	0	216	0	0	0
Cd209e	54.000000	0	216	0	0	0
Ccnk	54.000000	0	216	0	0	0
Bche	54.000000	0	216	0	0	0
Amelx	54.000000	0	216	0	0	0
2210010C04Rik	54.000000	0	216	0	0	0
Sting1	53.750000	0	0	0	215	0
Rusf1	53.750000	0	0	0	215	0
Pcbp1	53.750000	0	0	215	0	0
Olfr1049	53.750000	0	215	0	0	0
Frzb	53.750000	0	0	0	215	0
Dnajc6	53.750000	0	0	0	215	0
Akr1cl	53.750000	0	0	0	215	0
Usp53	53.500000	0	87	0	127	0
Tll1	53.500000	0	0	0	214	0
Sostdc1	53.500000	0	0	0	214	0
Samd8	53.500000	0	214	0	0	0
Rrm2b	53.500000	0	214	0	0	0
Txnl1	53.250000	0	213	0	0	0
Mki67	53.250000	0	213	0	0	0
Lypd11	53.250000	213	0	0	0	0
Ikbip	53.250000	0	213	0	0	0
Gmnn	53.250000	0	213	0	0	0
Gfra1	53.250000	0	0	0	213	0
Dapl1	53.250000	0	0	0	213	0
Apaf1	53.250000	0	213	0	0	0
Wrnip1	53.000000	0	0	0	212	0
Trappc1	53.000000	0	0	0	212	0
Stox2	53.000000	0	0	0	212	0
Stk32b	53.000000	0	0	0	212	0
Mtap	53.000000	0	0	0	212	0
Kcnab3	53.000000	0	0	0	212	0
Id3	53.000000	0	0	0	212	0
Cntrob	53.000000	0	0	0	212	0
Zfp512b	52.750000	0	0	0	211	0
Nrtn	52.750000	0	0	0	211	0
Nbl1	52.750000	0	0	0	211	0
Mcm3	52.750000	0	0	0	211	0
Map2k6	52.750000	0	0	0	211	0
Lipi	52.750000	0	211	0	0	0
Lhx8	52.750000	0	211	0	0	0
Klhl12	52.750000	0	0	0	211	0
Glmp	52.750000	0	0	0	211	0
Cdk9	52.750000	0	0	0	211	0
Ccl7	52.750000	0	0	0	211	0
Wdr35	52.500000	0	210	0	0	0
Tdpoz4	52.500000	0	210	0	0	0
Plag1	52.500000	0	92	0	118	0
Gpr19	52.500000	0	0	100	110	0
Emp2	52.500000	0	0	0	210	0
Cd1d2	52.500000	0	210	0	0	0
Bag3	52.500000	0	210	0	0	0
Zfp639	52.250000	0	209	0	0	0
Zfp119b	52.250000	0	209	0	0	0
Vmn2r35	52.250000	0	209	0	0	0
Vmn2r111	52.250000	0	209	0	0	0
Vmn1r91	52.250000	0	209	0	0	0
Vmn1r58	52.250000	0	209	0	0	0
Vmn1r56	52.250000	0	209	0	0	0
Vmn1r188	52.250000	0	209	0	0	0
Vcp	52.250000	0	0	0	209	0
Usp12	52.250000	0	209	0	0	0
Uckl1	52.250000	0	209	0	0	0
Ubxn6	52.250000	0	209	0	0	0
Trappc12	52.250000	0	209	0	0	0
Tmc7	52.250000	0	209	0	0	0
Tdpoz1	52.250000	0	209	0	0	0
Steap2	52.250000	0	209	0	0	0
Snrnp27	52.250000	0	209	0	0	0
Smarcad1	52.250000	0	209	0	0	0
Slitrk1	52.250000	0	209	0	0	0
Slc31a2	52.250000	0	209	0	0	0
Sgk1	52.250000	0	209	0	0	0
Septin4	52.250000	0	209	0	0	0
Secisbp2l	52.250000	0	209	0	0	0
Rbm6	52.250000	0	209	0	0	0
Rasgef1c	52.250000	0	209	0	0	0
Pramel17	52.250000	0	209	0	0	0
Ppm1b	52.250000	0	209	0	0	0
Polr2e	52.250000	0	209	0	0	0
Polm	52.250000	0	209	0	0	0
Olfr963	52.250000	0	209	0	0	0
Olfr827	52.250000	0	209	0	0	0
Olfr622	52.250000	0	209	0	0	0
Olfr613	52.250000	0	209	0	0	0
Olfr58	52.250000	0	209	0	0	0
Olfr503	52.250000	0	209	0	0	0
Olfr43	52.250000	0	209	0	0	0
Olfr19	52.250000	0	209	0	0	0
Olfr1496	52.250000	0	209	0	0	0
Olfr146	52.250000	0	209	0	0	0
Olfr1136	52.250000	0	209	0	0	0
Ms4a19	52.250000	0	209	0	0	0
Krtap6-5	52.250000	0	209	0	0	0
Krt10	52.250000	0	209	0	0	0
Jakmip2	52.250000	0	209	0	0	0
Inf2	52.250000	0	209	0	0	0
Igfals	52.250000	0	209	0	0	0
Iah1	52.250000	0	209	0	0	0
Hnrnpr	52.250000	0	209	0	0	0
Hdgfl2	52.250000	0	209	0	0	0
Gm7972	52.250000	0	209	0	0	0
Gm21188	52.250000	0	209	0	0	0
Gm11837	52.250000	0	209	0	0	0
Gid4	52.250000	0	0	0	209	0
Fsbp	52.250000	0	209	0	0	0
Eipr1	52.250000	0	209	0	0	0
Dlat	52.250000	0	209	0	0	0
Ddx59	52.250000	0	209	0	0	0
Cyp19a1	52.250000	0	209	0	0	0
Cstf3	52.250000	0	209	0	0	0
Chmp4c	52.250000	0	209	0	0	0
Cgn	52.250000	0	209	0	0	0
Cdkn2c	52.250000	0	209	0	0	0
Cdk11b	52.250000	0	209	0	0	0
Bbs1	52.250000	0	209	0	0	0
Atp8b1	52.250000	0	209	0	0	0
Aspm	52.250000	0	209	0	0	0
Arl6ip1	52.250000	0	209	0	0	0
Arid3b	52.250000	0	209	0	0	0
Ammecr1	52.250000	0	209	0	0	0
Ahcyl1	52.250000	0	0	0	209	0
0610040J01Rik	52.250000	0	209	0	0	0
Zfp62	52.000000	0	0	0	208	0
Tpm2	52.000000	0	0	0	208	0
Spink12	52.000000	0	208	0	0	0
Sp110	52.000000	0	208	0	0	0
Pcnx4	52.000000	0	0	0	208	0
Map4k3	52.000000	0	0	0	208	0
Zfp689	51.750000	0	0	0	207	0
Ttc23	51.750000	0	0	0	207	0
Slf1	51.750000	0	0	0	207	0
Ptprd	51.750000	0	207	0	0	0
Lrrc28	51.750000	0	0	0	207	0
Gpc3	51.750000	0	0	0	207	0
Evx1	51.750000	0	0	0	207	0
2210408I21Rik	51.750000	0	0	0	207	0
Stambpl1	51.500000	0	0	0	206	0
Smarcd2	51.500000	0	0	0	206	0
Slc24a3	51.500000	0	0	206	0	0
Prcc	51.500000	0	0	0	206	0
Pappa2	51.500000	0	0	0	206	0
Herc1	51.500000	0	206	0	0	0
Dusp5	51.500000	0	0	0	206	0
Cpa5	51.500000	0	206	0	0	0
1810058I24Rik	51.500000	0	0	0	206	0
Nipbl	51.250000	0	205	0	0	0
Asic2	51.250000	0	0	0	205	0
Prdm6	51.000000	0	204	0	0	0
Nsa2	51.000000	0	204	0	0	0
Gfm2	51.000000	0	204	0	0	0
Dnajc13	51.000000	0	0	0	204	0
Zfp524	50.750000	0	0	0	203	0
U2af2	50.750000	0	0	0	203	0
Tubb4b	50.750000	0	0	0	203	0
Taf5	50.750000	0	0	0	203	0
Smbd1	50.750000	0	0	0	203	0
Rab11b	50.750000	0	0	0	203	0
P2rx7	50.750000	0	0	0	203	0
Nadk	50.750000	0	0	0	203	0
Kcnj3	50.750000	0	0	0	203	0
Gjb2	50.750000	0	0	0	203	0
Fiz1	50.750000	0	0	0	203	0
Dctn6	50.750000	0	0	0	203	0
Cytip	50.750000	0	0	0	203	0
Cluap1	50.750000	0	0	0	203	0
Ccdc106	50.750000	0	0	0	203	0
Cacna1h	50.750000	0	0	0	203	0
Anapc15	50.750000	0	0	0	203	0
1700037C18Rik	50.750000	0	0	0	203	0
Zfp882	50.500000	0	202	0	0	0
Zfp518b	50.500000	0	202	0	0	0
Zfp385b	50.500000	0	202	0	0	0
Zfp141	50.500000	0	202	0	0	0
Wipi1	50.500000	0	202	0	0	0
Wdr47	50.500000	0	202	0	0	0
Vmn1r35	50.500000	0	202	0	0	0
Uqcc3	50.500000	0	202	0	0	0
Tyrp1	50.500000	0	202	0	0	0
Txndc12	50.500000	0	202	0	0	0
Ttc41	50.500000	0	202	0	0	0
Tril	50.500000	0	202	0	0	0
Tmem108	50.500000	0	202	0	0	0
Tas2r110	50.500000	0	202	0	0	0
Tas2r103	50.500000	0	202	0	0	0
Taar9	50.500000	0	202	0	0	0
Syt2	50.500000	0	202	0	0	0
Syne3	50.500000	0	202	0	0	0
Swi5	50.500000	0	202	0	0	0
Sprr2b	50.500000	0	202	0	0	0
Spring1	50.500000	0	202	0	0	0
Spopl	50.500000	0	202	0	0	0
Setmar	50.500000	0	202	0	0	0
Sema6b	50.500000	0	202	0	0	0
Rufy1	50.500000	0	202	0	0	0
Rp9	50.500000	0	202	0	0	0
Rnft2	50.500000	0	202	0	0	0
Rln1	50.500000	0	202	0	0	0
Rhebl1	50.500000	0	202	0	0	0
Psmd3	50.500000	0	202	0	0	0
Pmm1	50.500000	0	202	0	0	0
Plscr2	50.500000	0	202	0	0	0
Plek	50.500000	0	202	0	0	0
Plcb3	50.500000	0	202	0	0	0
Pcgf5	50.500000	0	202	0	0	0
Pafah1b1	50.500000	0	202	0	0	0
Olfr893	50.500000	0	202	0	0	0
Olfr857	50.500000	0	202	0	0	0
Olfr1490	50.500000	0	202	0	0	0
Olfr1360	50.500000	0	202	0	0	0
Olfr1118	50.500000	0	202	0	0	0
Olfr1012	50.500000	0	202	0	0	0
Oga	50.500000	0	0	0	202	0
Nanos1	50.500000	0	202	0	0	0
Myo1g	50.500000	0	202	0	0	0
Mkrn3	50.500000	0	202	0	0	0
Mis18bp1	50.500000	0	202	0	0	0
Mef2a	50.500000	0	202	0	0	0
Mcpt4	50.500000	0	202	0	0	0
Map6	50.500000	0	202	0	0	0
Mad1l1	50.500000	0	202	0	0	0
Lrriq3	50.500000	0	202	0	0	0
Lrrc69	50.500000	0	202	0	0	0
Lbhd1	50.500000	0	202	0	0	0
Jph4	50.500000	0	202	0	0	0
Iws1	50.500000	0	202	0	0	0
Hsp90b1	50.500000	0	202	0	0	0
Gyg	50.500000	0	202	0	0	0
Gramd2	50.500000	0	202	0	0	0
Golga2	50.500000	0	202	0	0	0
Gm21292	50.500000	0	202	0	0	0
Gata6	50.500000	0	202	0	0	0
Gabrr1	50.500000	0	202	0	0	0
Fpgt	50.500000	0	202	0	0	0
Eif2ak2	50.500000	0	202	0	0	0
Eci2	50.500000	0	202	0	0	0
Drc7	50.500000	0	202	0	0	0
Derl3	50.500000	0	202	0	0	0
Dctn2	50.500000	0	202	0	0	0
Dab2	50.500000	0	202	0	0	0
Cyp27a1	50.500000	0	202	0	0	0
Cnot9	50.500000	0	202	0	0	0
Cldn12	50.500000	0	0	0	202	0
Car1	50.500000	0	202	0	0	0
Btf3l4	50.500000	0	202	0	0	0
Aspscr1	50.500000	0	202	0	0	0
Apela	50.500000	0	202	0	0	0
Ankrd31	50.500000	0	202	0	0	0
Amy1	50.500000	0	202	0	0	0
Als2	50.500000	0	202	0	0	0
Ak7	50.500000	0	202	0	0	0
AW146154	50.500000	0	202	0	0	0
AF366264	50.500000	0	202	0	0	0
4930402F06Rik	50.500000	0	202	0	0	0
1700021F07Rik	50.500000	0	202	0	0	0
Wdr95	50.250000	0	0	0	201	0
Slitrk2	50.250000	0	0	0	201	0
Polk	50.250000	0	201	0	0	0
Plekhm3	50.250000	0	0	0	201	0
Eloc	50.250000	0	0	0	201	0
Cert1	50.250000	0	201	0	0	0
Ugt1a1	50.000000	0	200	0	0	0
Serp2	50.000000	0	0	0	200	0
Prune1	50.000000	0	0	0	200	0
Mindy1	50.000000	0	0	0	200	0
Lsm5	50.000000	0	0	0	200	0
Fscn1	50.000000	0	0	0	200	0
Zfp706	49.750000	0	0	0	199	0
Sertad4	49.750000	0	199	0	0	0
Septin11	49.750000	0	0	0	199	0
Pop5	49.750000	0	0	0	199	0
Prdm10	49.500000	0	198	0	0	0
Pla2g2a	49.500000	0	0	0	198	0
Hey2	49.500000	0	0	0	198	0
Gm51425	49.500000	0	198	0	0	0
Cbx2	49.500000	0	0	0	198	0
Tia1	49.250000	0	197	0	0	0
Plod2	49.250000	0	0	0	197	0
Pias4	49.250000	0	0	0	197	0
Irx5	49.250000	0	0	0	197	0
Gmds	49.250000	0	0	0	197	0
Ensa	49.250000	0	0	0	197	0
Asf1a	49.250000	0	116	0	81	0
Ube2n	49.000000	0	196	0	0	0
Tkfc	49.000000	0	120	0	76	0
Raph1	49.000000	0	196	0	0	0
Junb	49.000000	0	0	0	196	0
Ddb1	49.000000	0	120	0	76	0
Zfx	48.750000	0	195	0	0	0
Zfp846	48.750000	0	195	0	0	0
Vsnl1	48.750000	0	195	0	0	0
Vps54	48.750000	0	195	0	0	0
Vmn1r218	48.750000	0	195	0	0	0
Ube2d2b	48.750000	0	195	0	0	0
Tpgs2	48.750000	0	195	0	0	0
Tor3a	48.750000	0	195	0	0	0
Tmem230	48.750000	0	195	0	0	0
Tmco5	48.750000	0	0	0	195	0
Timm21	48.750000	0	195	0	0	0
Tfb1m	48.750000	0	195	0	0	0
Tas2r124	48.750000	0	195	0	0	0
Taar4	48.750000	0	195	0	0	0
Sorl1	48.750000	0	195	0	0	0
Smpd2	48.750000	0	195	0	0	0
Smim43	48.750000	0	195	0	0	0
Slc38a10	48.750000	0	195	0	0	0
Slc22a21	48.750000	0	195	0	0	0
Slc11a2	48.750000	0	195	0	0	0
Serpine3	48.750000	0	195	0	0	0
Serpina12	48.750000	0	195	0	0	0
Sdc2	48.750000	0	195	0	0	0
Runx2	48.750000	0	195	0	0	0
Rgs13	48.750000	0	195	0	0	0
