Target_genes	Klf15|Average	SRX10012505|Liver	SRX10012506|Liver	STRING
Hdgf	50.000000	0	100	0
Golt1a	50.000000	0	100	0
Gm51573	50.000000	0	100	0
Thrap3	49.500000	0	99	0
Morf4l1	49.500000	0	99	0
Map1lc3a	49.500000	0	99	0
Jarid2	49.500000	99	0	0
Exoc5	49.500000	0	99	0
Coa7	49.500000	0	99	0
Bcl2l11	49.500000	0	99	0
Ap5m1	49.500000	0	99	0
Zdhhc20	49.000000	0	98	0
Zbtb16	49.000000	0	98	0
Timm8a1	49.000000	0	98	0
Srpk1	49.000000	0	98	0
Spryd3	49.000000	0	98	0
Skp2	49.000000	0	98	0
Sh3rf1	49.000000	0	98	0
Setmar	49.000000	0	98	0
Prr13	49.000000	0	98	0
Plxnd1	49.000000	0	98	0
Pex11b	49.000000	0	98	0
Meiob	49.000000	0	98	0
Lrp3	49.000000	0	98	0
Lmbrd2	49.000000	0	98	0
Fahd2a	49.000000	0	98	0
Exoc6b	49.000000	0	98	0
Dtx4	49.000000	0	98	0
Dennd1b	49.000000	0	98	0
Dap3	49.000000	0	98	0
Chsy3	49.000000	0	98	0
Cfap20	49.000000	0	98	0
Ccdc88a	49.000000	0	98	0
Calr	49.000000	0	98	0
Arpin	49.000000	0	98	0
Arl8a	49.000000	0	98	0
Amigo1	49.000000	0	98	0
Actr3	49.000000	0	98	0
4921524J17Rik	49.000000	0	98	0
Phlpp1	48.500000	0	97	0
Cers2	48.500000	0	97	0
Anxa9	48.500000	0	97	0
Rab18	48.000000	0	96	0
Pdss2	48.000000	0	96	0
Oga	48.000000	0	96	0
Hnrnpr	48.000000	0	96	0
Glce	48.000000	0	96	0
Brf1	48.000000	0	96	0
Arfip1	48.000000	0	96	0
Ube3c	47.500000	95	0	0
Ttc9c	47.500000	0	95	0
Hnrnpul2	47.500000	0	95	0
Endov	47.500000	0	95	0
Cnot3	47.500000	0	95	0
Celf1	47.500000	0	95	0
Baz1b	47.500000	0	95	0
Spty2d1	47.000000	0	94	0
Ptp4a2	47.000000	0	94	0
Immt	47.000000	0	94	0
Cplane1	47.000000	0	94	0
Ankrd50	47.000000	0	94	0
Supt16	46.500000	0	93	0
Spg20	46.500000	0	93	0
Slx4ip	46.500000	0	93	0
Perp	46.500000	0	93	0
Mkks	46.500000	0	93	0
Mideas	46.500000	93	0	0
Mfsd5	46.500000	93	0	0
Gsk3a	46.500000	93	0	0
Gpn3	46.500000	93	0	0
Fam216a	46.500000	93	0	0
Dpy19l1	46.500000	0	93	0
Dlg1	46.500000	0	93	0
Cxcl1	46.500000	0	93	0
Wee1	46.000000	92	0	0
Rnf19a	46.000000	0	92	0
Nadk	46.000000	0	92	0
Mme	46.000000	0	92	0
Ddhd1	46.000000	0	92	0
Cnot8	46.000000	0	92	0
Ubap2l	45.500000	0	91	0
Rab5a	45.500000	0	91	0
Prkab2	45.500000	0	91	0
Crppa	45.500000	0	91	0
4933434E20Rik	45.500000	0	91	0
Zswim9	45.000000	0	90	0
Zbtb38	45.000000	0	90	0
Wdr12	45.000000	0	90	0
Tekt2	45.000000	0	90	0
Smarcc2	45.000000	0	90	0
Slc41a3	45.000000	0	90	0
Rps6ka1	45.000000	0	90	0
Rps15a	45.000000	0	90	0
Riok2	45.000000	0	90	0
Rin3	45.000000	0	90	0
Pygo2	45.000000	0	90	0
Psd	45.000000	0	90	0
Nmt1	45.000000	0	90	0
Mfap3	45.000000	0	90	0
Lig1	45.000000	0	90	0
Ibtk	45.000000	0	90	0
Galnt1	45.000000	0	90	0
Fcho2	45.000000	0	90	0
Fbxl15	45.000000	0	90	0
Fam114a2	45.000000	0	90	0
E2f1	45.000000	0	90	0
Cyp17a1	45.000000	0	90	0
Creld2	45.000000	0	90	0
Cd302	45.000000	0	90	0
Carf	45.000000	0	90	0
Borcs6	45.000000	0	90	0
Bend7	45.000000	0	90	0
Bcl2l1	45.000000	0	90	0
Alg12	45.000000	0	90	0
Adra1b	45.000000	0	90	0
Adprhl2	45.000000	0	90	0
Actg1	45.000000	0	90	0
Susd1	44.500000	0	89	0
Spg7	44.500000	0	89	0
Pus10	44.500000	0	89	0
Man2c1	44.500000	0	89	0
Kpna3	44.500000	0	89	0
1600014C10Rik	44.500000	0	89	0
Myh9	44.000000	0	88	0
Thoc1	43.500000	0	87	0
Dmxl2	43.500000	0	87	0
Bnip2	43.500000	0	87	0
Nat8f2	43.000000	0	86	0
Ywhae	42.500000	0	85	0
Taf1a	42.500000	0	85	0
Mettl18	42.500000	85	0	0
BC055324	42.500000	85	0	0
Pcbp1	42.000000	0	84	0
Bcl7b	42.000000	0	84	0
Zswim5	41.500000	0	83	0
Wdsub1	41.500000	0	83	0
Vps8	41.500000	0	83	0
Tbl1x	41.500000	0	83	0
Tada3	41.500000	0	83	0
Slc47a1	41.500000	0	83	0
Ppp3r1	41.500000	0	83	0
Mafa	41.500000	0	83	0
Inka1	41.500000	0	83	0
Hmgxb4	41.500000	0	83	0
Gtf2h2	41.500000	0	83	0
Fam83g	41.500000	0	83	0
Atp5e	41.500000	0	83	0
Arpc4	41.500000	0	83	0
Abhd11	41.500000	0	83	0
Shank1	41.000000	0	82	0
Clec11a	41.000000	0	82	0
Zfp710	40.500000	0	81	0
Tada2b	40.500000	0	81	0
Il17rb	40.500000	0	81	0
Chdh	40.500000	0	81	0
Ccdc96	40.500000	0	81	0
Ube2j1	40.000000	0	80	0
Abtb1	40.000000	0	80	0
Ccnyl1	39.500000	0	79	0
Cacybp	39.500000	0	79	0
Tagap1	39.000000	0	78	0
Ebpl	39.000000	0	78	0
Fcgrt	38.500000	77	0	0
Sod2	37.500000	0	75	0
Por	37.500000	0	75	0
Plk2	37.500000	0	75	0
Myo9b	37.500000	0	75	0
Haus8	37.500000	0	75	0
Gpr157	37.500000	0	75	0
Espn	37.500000	0	75	0
Vezf1	37.000000	0	74	0
Tent4b	37.000000	0	74	0
Pttg1ip	37.000000	0	74	0
A430005L14Rik	37.000000	0	74	0
2010315B03Rik	37.000000	0	74	0
Usp20	36.500000	0	73	0
BC005624	36.500000	0	73	0
Stk11	35.000000	0	70	0
Rnmt	35.000000	0	70	0
Fam210a	35.000000	0	70	0
Csrp2	35.000000	0	70	0
Pds5a	34.000000	0	68	0
Rabep1	32.000000	0	64	0
Fdx1	30.500000	0	61	0
Cyp7a1	0.000000	0	0	408
