Target_genes	Prdm15|Average	SRX5299924|E6.5_embryos	SRX1301547|ES_cells	SRX2754629|ES_cells	SRX2754630|ES_cells	SRX2754632|ES_cells	SRX2754633|ES_cells	SRX2754635|ES_cells	SRX2754636|ES_cells	SRX5379469|ES_cells	STRING
Hgh1	46.666667	0	0	62	117	120	121	0	0	0	0
Foxe1	46.666667	0	0	121	222	0	77	0	0	0	0
Cyyr1	46.666667	0	0	132	189	99	0	0	0	0	0
Csmd2	46.666667	0	0	186	234	0	0	0	0	0	0
Chst3	46.666667	0	0	126	158	136	0	0	0	0	0
Cdhr1	46.666667	0	0	91	192	137	0	0	0	0	0
Carmil3	46.666667	0	0	89	108	100	123	0	0	0	0
Cabp7	46.666667	0	0	95	118	109	98	0	0	0	0
Arsk	46.666667	0	0	107	195	118	0	0	0	0	0
Slc35d3	46.555556	0	0	84	94	131	110	0	0	0	0
Rsph14	46.555556	0	0	0	176	127	116	0	0	0	0
Rab36	46.555556	0	0	0	176	127	116	0	0	0	0
Nkx2-5	46.555556	0	0	101	130	80	108	0	0	0	0
Mtarc1	46.555556	0	0	83	102	132	102	0	0	0	0
Lss	46.555556	0	0	77	110	85	147	0	0	0	0
Lca5	46.555556	0	0	65	138	120	96	0	0	0	0
Isl2	46.555556	0	0	146	273	0	0	0	0	0	0
Gm13287	46.555556	0	0	86	64	124	145	0	0	0	0
Abcg4	46.555556	0	0	88	125	83	123	0	0	0	0
Tmem134	46.444444	0	0	116	84	121	97	0	0	0	0
Slc38a9	46.444444	0	0	107	195	116	0	0	0	0	0
Rpp25l	46.444444	0	0	201	0	115	102	0	0	0	0
Fam13c	46.444444	0	0	135	139	144	0	0	0	0	0
Dohh	46.444444	0	0	164	171	83	0	0	0	0	0
Brinp1	46.444444	0	0	89	152	81	96	0	0	0	0
Aip	46.444444	0	0	116	84	121	97	0	0	0	0
AW209491	46.444444	0	0	0	173	137	108	0	0	0	0
1700122O11Rik	46.444444	0	0	0	170	0	147	0	101	0	0
Wdr7	46.333333	0	0	0	123	157	137	0	0	0	0
Ttc7	46.333333	0	0	180	129	0	108	0	0	0	0
Tmem239	46.333333	0	0	132	196	0	0	0	89	0	0
Slc6a11	46.333333	0	0	153	110	154	0	0	0	0	0
Siglecf	46.333333	0	0	126	104	0	187	0	0	0	0
Scg5	46.333333	0	0	0	142	112	163	0	0	0	0
Rpsa	46.333333	0	0	0	72	196	149	0	0	0	0
Ppp4r4	46.333333	0	0	111	60	122	124	0	0	0	0
1700020A23Rik	46.333333	0	0	132	196	0	0	0	89	0	0
Wars2	46.222222	0	0	117	162	137	0	0	0	0	0
Ttyh2	46.222222	0	0	132	75	82	127	0	0	0	0
Tsks	46.222222	0	0	91	80	142	103	0	0	0	0
Tmem138	46.222222	0	0	144	178	94	0	0	0	0	0
Sptbn5	46.222222	0	0	167	134	115	0	0	0	0	0
Krt87	46.222222	0	0	124	0	137	155	0	0	0	0
Gngt2	46.222222	0	0	102	0	186	0	128	0	0	0
Gm136	46.222222	0	0	107	152	0	157	0	0	0	0
Fsip1	46.222222	0	0	0	0	184	149	0	83	0	0
Dguok	46.222222	0	0	0	148	138	130	0	0	0	0
Dda1	46.222222	0	0	196	128	0	0	0	92	0	0
Cyb561a3	46.222222	0	0	144	178	94	0	0	0	0	0
Abi3	46.222222	0	0	102	0	186	0	128	0	0	0
Zbtb2	46.111111	0	0	104	104	99	108	0	0	0	0
Vwa5b2	46.111111	0	0	0	137	84	107	0	0	87	0
Tert	46.111111	0	0	79	0	128	119	89	0	0	0
Slc6a6	46.111111	0	0	147	151	117	0	0	0	0	0
Slc38a4	46.111111	0	0	88	83	121	123	0	0	0	0
Rnf113a1	46.111111	0	0	126	152	137	0	0	0	0	0
Rfng	46.111111	0	0	121	99	80	115	0	0	0	0
Pdzrn3	46.111111	0	0	109	99	114	93	0	0	0	0
Pcbp1	46.111111	0	0	79	104	102	130	0	0	0	0
Ndufa1	46.111111	0	0	126	152	137	0	0	0	0	0
Mief1	46.111111	0	0	103	57	141	114	0	0	0	0
Mettl22	46.111111	0	0	0	130	160	125	0	0	0	0
Krt75	46.111111	0	0	0	152	137	126	0	0	0	0
Gps1	46.111111	0	0	121	99	80	115	0	0	0	0
Gm39653	46.111111	0	0	107	69	0	147	0	92	0	0
Gm3233	46.111111	0	0	97	69	135	114	0	0	0	0
Eef1g	46.111111	0	0	123	77	103	112	0	0	0	0
Ascl1	46.111111	0	0	108	87	116	104	0	0	0	0
Alox12b	46.111111	0	0	152	0	154	109	0	0	0	0
Aldoart2	46.111111	0	0	165	166	0	84	0	0	0	0
Prnd	46.000000	0	0	152	96	0	166	0	0	0	0
Ntrk2	46.000000	0	0	65	84	113	152	0	0	0	0
Ndufv1	46.000000	0	0	116	0	152	146	0	0	0	0
Arhgap35	46.000000	0	0	94	102	93	125	0	0	0	0
Trpv2	45.888889	0	0	108	149	0	156	0	0	0	0
Trib2	45.888889	0	0	123	98	90	102	0	0	0	0
Rhod	45.888889	0	0	125	0	145	143	0	0	0	0
Pdyn	45.888889	0	0	183	230	0	0	0	0	0	0
Med27	45.888889	0	0	148	132	0	133	0	0	0	0
Klhdc9	45.888889	0	0	118	86	87	122	0	0	0	0
Itgb7	45.888889	0	0	248	0	0	165	0	0	0	0
Gadl1	45.888889	0	0	126	0	188	99	0	0	0	0
Fzd9	45.888889	0	0	92	0	124	115	0	0	82	0
4930444P10Rik	45.888889	0	0	115	0	140	158	0	0	0	0
Tstd3	45.777778	0	0	0	190	0	222	0	0	0	0
Tox4	45.777778	0	0	98	157	157	0	0	0	0	0
Smim41	45.777778	0	0	0	142	147	123	0	0	0	0
Rab2b	45.777778	0	0	98	157	157	0	0	0	0	0
Me3	45.777778	0	0	107	0	178	127	0	0	0	0
Foxi1	45.777778	0	0	138	146	128	0	0	0	0	0
Crb2	45.777778	0	0	119	175	118	0	0	0	0	0
Bok	45.777778	0	0	149	143	120	0	0	0	0	0
Bbc3	45.777778	0	0	175	153	84	0	0	0	0	0
Alkal1	45.777778	0	0	107	0	127	178	0	0	0	0
Thbs3	45.666667	0	0	0	159	114	138	0	0	0	0
Sh2b3	45.666667	0	0	104	140	73	94	0	0	0	0
Sec22b	45.666667	0	0	0	0	211	200	0	0	0	0
Prr16	45.666667	0	0	112	103	94	102	0	0	0	0
Hps1	45.666667	0	0	0	113	142	156	0	0	0	0
Cyp26c1	45.666667	0	0	88	232	91	0	0	0	0	0
Ctnna2	45.666667	0	0	98	78	127	108	0	0	0	0
Zfp354b	45.555556	0	0	72	0	208	130	0	0	0	0
Uqcrb	45.555556	0	0	0	0	167	243	0	0	0	0
Slc15a3	45.555556	0	0	114	0	154	142	0	0	0	0
Rccd1	45.555556	0	0	128	99	84	99	0	0	0	0
Onecut3	45.555556	0	0	118	175	117	0	0	0	0	0
Nap1l5	45.555556	0	0	0	95	188	127	0	0	0	0
Mecp2	45.555556	0	0	0	150	118	0	0	0	142	0
Isoc2a	45.555556	0	0	196	214	0	0	0	0	0	0
Gm10767	45.555556	0	0	0	0	167	243	0	0	0	0
Frrs1	45.555556	0	0	136	132	0	142	0	0	0	0
Foxl1	45.555556	0	0	90	89	104	127	0	0	0	0
Dnmt3a	45.555556	0	193	0	124	0	93	0	0	0	0
Ctsz	45.555556	0	0	143	185	82	0	0	0	0	0
A930017K11Rik	45.555556	0	0	97	118	96	99	0	0	0	0
1700020D05Rik	45.555556	0	0	133	89	93	95	0	0	0	0
Slc23a2	45.444444	0	0	108	0	194	107	0	0	0	0
Six1	45.444444	0	0	105	101	116	87	0	0	0	0
Git1	45.444444	0	0	83	78	90	0	0	0	158	0
Elovl1	45.444444	0	0	138	0	175	96	0	0	0	0
Dpp9	45.444444	0	0	117	0	109	183	0	0	0	0
Cyren	45.444444	0	0	100	118	101	90	0	0	0	0
Ankrd13b	45.444444	0	0	83	78	90	0	0	0	158	0
Zbtb16	45.333333	0	0	102	100	100	106	0	0	0	0
Susd5	45.333333	0	0	0	151	115	142	0	0	0	0
Slc5a5	45.333333	0	0	115	70	126	97	0	0	0	0
Rpl18a	45.333333	0	0	115	70	126	97	0	0	0	0
Prkar2b	45.333333	0	0	0	152	154	102	0	0	0	0
Prdm6	45.333333	0	0	110	154	144	0	0	0	0	0
Pdgfd	45.333333	0	0	246	162	0	0	0	0	0	0
Gpr146	45.333333	0	0	119	0	133	156	0	0	0	0
Cdkal1	45.333333	0	0	246	162	0	0	0	0	0	0
Cdk18	45.333333	0	0	0	126	117	165	0	0	0	0
Atp2a3	45.333333	0	0	0	176	108	124	0	0	0	0
1810010H24Rik	45.333333	0	0	88	105	104	111	0	0	0	0
Zfp28	45.222222	0	0	180	152	75	0	0	0	0	0
Zcchc2	45.222222	0	0	122	115	0	84	0	0	86	0
Sult5a1	45.222222	0	0	160	100	147	0	0	0	0	0
Sf3a3	45.222222	0	0	106	0	117	184	0	0	0	0
Rbm3	45.222222	0	0	102	110	138	0	57	0	0	0
Prph2	45.222222	0	0	177	230	0	0	0	0	0	0
Pfdn5	45.222222	0	0	0	129	142	136	0	0	0	0
Irf2bp2	45.222222	0	0	66	105	93	143	0	0	0	0
Gucy1b1	45.222222	0	0	136	0	136	135	0	0	0	0
Col15a1	45.222222	0	0	88	111	99	109	0	0	0	0
Cabp1	45.222222	0	0	0	125	152	130	0	0	0	0
Arsa	45.222222	0	0	160	157	90	0	0	0	0	0
Zfp819	45.111111	0	147	117	142	0	0	0	0	0	0
Zfp260	45.111111	0	0	0	175	111	120	0	0	0	0
Ufsp1	45.111111	0	0	197	209	0	0	0	0	0	0
Ttc30b	45.111111	0	0	107	142	157	0	0	0	0	0
Sostdc1	45.111111	0	0	211	195	0	0	0	0	0	0
Rreb1	45.111111	0	0	91	113	96	106	0	0	0	0
Myo3a	45.111111	0	0	117	162	127	0	0	0	0	0
Mllt3	45.111111	0	0	96	98	72	140	0	0	0	0
Ifrd2	45.111111	0	0	165	159	82	0	0	0	0	0
Iffo2	45.111111	0	0	98	98	135	75	0	0	0	0
Fev	45.111111	0	0	99	210	97	0	0	0	0	0
Fbxl21	45.111111	0	0	0	117	119	170	0	0	0	0
Arhgap22	45.111111	0	0	84	140	84	98	0	0	0	0
Alpi	45.111111	0	0	173	101	132	0	0	0	0	0
Adcy9	45.111111	0	0	106	83	102	115	0	0	0	0
Ablim3	45.111111	0	0	0	129	113	164	0	0	0	0
Smim4	45.000000	0	0	73	0	111	134	0	0	87	0
Prkg2	45.000000	0	0	126	128	151	0	0	0	0	0
Nt5dc2	45.000000	0	0	73	0	111	134	0	0	87	0
Fbln5	45.000000	0	0	0	223	182	0	0	0	0	0
Cntn2	45.000000	0	0	139	115	151	0	0	0	0	0
Caskin1	45.000000	0	0	100	88	132	85	0	0	0	0
Cables2	45.000000	0	0	98	95	111	101	0	0	0	0
C5ar2	45.000000	0	0	78	164	163	0	0	0	0	0
Amigo1	45.000000	0	0	122	0	168	115	0	0	0	0
Thpo	44.888889	0	0	0	116	109	90	0	0	89	0
Tap2	44.888889	0	0	114	98	120	72	0	0	0	0
Stk11ip	44.888889	0	0	133	0	117	154	0	0	0	0
Septin3	44.888889	0	0	81	0	111	212	0	0	0	0
Scn9a	44.888889	0	0	89	0	127	188	0	0	0	0
Rheb	44.888889	0	0	66	100	105	133	0	0	0	0
Pou3f3	44.888889	0	0	196	208	0	0	0	0	0	0
Nmnat3	44.888889	0	0	0	104	147	153	0	0	0	0
Nfia	44.888889	0	0	103	82	105	114	0	0	0	0
Msantd4	44.888889	0	0	178	0	118	108	0	0	0	0
Gfy	44.888889	0	0	0	95	141	168	0	0	0	0
Ffar3	44.888889	0	0	0	0	121	77	0	0	206	0
Fabp3	44.888889	0	0	125	171	108	0	0	0	0	0
Chrd	44.888889	0	0	0	116	109	90	0	0	89	0
1500009L16Rik	44.888889	0	0	82	132	83	107	0	0	0	0
Tmem163	44.777778	0	0	113	78	106	106	0	0	0	0
Tctn2	44.777778	0	0	81	0	157	165	0	0	0	0
Slc25a39	44.777778	0	0	0	163	113	127	0	0	0	0
Nbas	44.777778	0	0	0	140	116	147	0	0	0	0
Msrb2	44.777778	0	0	80	162	161	0	0	0	0	0
Kcnk7	44.777778	0	0	152	164	87	0	0	0	0	0
Foxo1	44.777778	0	0	92	107	115	89	0	0	0	0
Atp6v0b	44.777778	0	0	135	195	0	0	0	0	73	0
Uba52	44.666667	0	0	0	108	127	167	0	0	0	0
Tm6sf2	44.666667	0	0	153	249	0	0	0	0	0	0
Tbl3	44.666667	0	0	169	86	147	0	0	0	0	0
Spi1	44.666667	0	0	117	79	134	72	0	0	0	0
Rex1bd	44.666667	0	0	0	108	127	167	0	0	0	0
Prss40	44.666667	0	0	171	0	129	102	0	0	0	0
Dyrk1a	44.666667	0	0	103	100	91	108	0	0	0	0
Acap1	44.666667	0	0	193	209	0	0	0	0	0	0
Vps33a	44.555556	0	0	0	89	189	123	0	0	0	0
Ralyl	44.555556	0	0	140	0	111	150	0	0	0	0
Nubpl	44.555556	0	0	117	0	137	147	0	0	0	0
Nrsn1	44.555556	0	0	107	0	147	147	0	0	0	0
Gpr37l1	44.555556	0	0	76	89	121	115	0	0	0	0
Bfsp2	44.555556	0	0	0	82	140	108	0	71	0	0
Alpk3	44.555556	0	0	190	0	142	0	69	0	0	0
Selenbp1	44.444444	0	0	192	208	0	0	0	0	0	0
Rdh8	44.444444	0	0	172	148	80	0	0	0	0	0
Myl7	44.444444	0	0	106	137	81	76	0	0	0	0
Tmprss13	44.333333	0	0	192	85	0	122	0	0	0	0
Tbc1d15	44.333333	0	0	0	72	113	101	113	0	0	0
Sdc3	44.333333	0	0	137	82	90	90	0	0	0	0
L3mbtl3	44.333333	0	0	0	174	123	102	0	0	0	0
Erich6	44.333333	0	0	119	155	125	0	0	0	0	0
D430019H16Rik	44.333333	0	0	113	115	98	73	0	0	0	0
Brwd1	44.333333	0	0	0	100	192	107	0	0	0	0
Zfp697	44.222222	0	0	110	73	127	88	0	0	0	0
Zfp383	44.222222	0	0	102	142	0	154	0	0	0	0
Zfp367	44.222222	0	0	0	129	131	138	0	0	0	0
Zfp324	44.222222	0	0	142	0	115	141	0	0	0	0
Zfp27	44.222222	0	0	102	142	0	154	0	0	0	0
Tmem143	44.222222	0	0	233	0	0	165	0	0	0	0
Tdrd6	44.222222	0	0	121	102	84	91	0	0	0	0
Syngr4	44.222222	0	0	233	0	0	165	0	0	0	0
Ptpn20	44.222222	0	0	0	152	0	246	0	0	0	0
Meikin	44.222222	0	0	0	142	99	157	0	0	0	0
Mcm7	44.222222	0	0	95	143	160	0	0	0	0	0
Fbxo33	44.222222	0	0	128	0	159	111	0	0	0	0
Col6a2	44.222222	0	0	107	113	0	178	0	0	0	0
Arhgap24	44.222222	0	0	0	120	151	127	0	0	0	0
Ap4m1	44.222222	0	0	95	143	160	0	0	0	0	0
Zbtb34	44.111111	0	0	0	116	126	155	0	0	0	0
Tnnc2	44.111111	0	0	158	88	0	151	0	0	0	0
Ppp2r5d	44.111111	0	0	0	105	182	110	0	0	0	0
Ppie	44.111111	0	0	89	104	204	0	0	0	0	0
Odf3l2	44.111111	0	0	106	119	98	74	0	0	0	0
Odf2l	44.111111	0	0	0	94	176	127	0	0	0	0
Khsrp	44.111111	0	0	0	84	164	149	0	0	0	0
Kcnv1	44.111111	0	0	0	123	147	127	0	0	0	0
Gpatch3	44.111111	0	0	96	148	153	0	0	0	0	0
Gnaz	44.111111	0	0	73	79	117	128	0	0	0	0
Eng	44.111111	0	0	0	140	137	120	0	0	0	0
Col27a1	44.111111	0	0	124	75	105	93	0	0	0	0
Bcap29	44.111111	0	0	107	0	151	139	0	0	0	0
Arhgap9	44.111111	0	0	143	152	102	0	0	0	0	0
Abhd15	44.111111	0	0	78	142	103	74	0	0	0	0
Zfp956	44.000000	0	0	92	89	105	110	0	0	0	0
Tmub1	44.000000	0	0	147	164	0	0	0	0	85	0
Tle2	44.000000	0	187	0	0	118	91	0	0	0	0
Scnn1b	44.000000	0	0	113	98	114	71	0	0	0	0
Sars2	44.000000	0	0	83	92	88	133	0	0	0	0
Mrps12	44.000000	0	0	83	92	88	133	0	0	0	0
Il13	44.000000	0	0	0	148	84	164	0	0	0	0
Axin1	44.000000	0	0	89	81	124	102	0	0	0	0
Tmem184a	43.888889	0	0	102	198	95	0	0	0	0	0
Timm9	43.888889	0	0	133	0	138	124	0	0	0	0
Rtf2	43.888889	0	0	105	0	170	120	0	0	0	0
Lrrc31	43.888889	0	0	160	235	0	0	0	0	0	0
Kif26b	43.888889	0	0	103	104	127	61	0	0	0	0
Kcnh1	43.888889	0	0	0	123	169	103	0	0	0	0
Foxi2	43.888889	0	0	0	92	115	188	0	0	0	0
Fkbp6	43.888889	0	0	100	0	98	197	0	0	0	0
Fgfrl1	43.888889	0	0	96	144	91	64	0	0	0	0
Ect2l	43.888889	0	0	200	195	0	0	0	0	0	0
Dlg4	43.888889	0	0	90	77	82	146	0	0	0	0
Cxcl1	43.888889	0	0	178	217	0	0	0	0	0	0
Atp4b	43.888889	0	0	161	0	127	107	0	0	0	0
Anpep	43.888889	0	0	120	112	87	76	0	0	0	0
2700049A03Rik	43.888889	0	0	133	0	138	124	0	0	0	0
Zmynd15	43.777778	0	0	151	157	0	86	0	0	0	0
Zfp207	43.777778	0	0	128	0	111	155	0	0	0	0
Tepp	43.777778	0	0	141	129	124	0	0	0	0	0
Ptprz1	43.777778	0	0	98	0	178	118	0	0	0	0
Nacc2	43.777778	0	0	0	135	131	128	0	0	0	0
Mc3r	43.777778	0	0	233	161	0	0	0	0	0	0
Hmg20b	43.777778	0	0	82	119	63	0	0	0	130	0
Card10	43.777778	0	0	84	163	0	82	0	0	65	0
Zfp46	43.666667	0	0	86	87	122	98	0	0	0	0
Six6	43.666667	0	0	82	95	105	111	0	0	0	0
Pglyrp1	43.666667	0	0	87	188	118	0	0	0	0	0
Krt1	43.666667	0	0	89	186	118	0	0	0	0	0
Kat8	43.666667	0	0	88	69	92	144	0	0	0	0
Fpgs	43.666667	0	0	0	103	90	200	0	0	0	0
Fat4	43.666667	0	0	101	112	102	0	78	0	0	0
Chga	43.666667	0	0	83	167	0	143	0	0	0	0
Atp2a2	43.666667	0	0	110	77	96	110	0	0	0	0
Ankrd26	43.666667	0	0	0	123	112	158	0	0	0	0
Zpr1	43.555556	0	0	147	126	0	119	0	0	0	0
Thoc7	43.555556	0	0	98	99	79	116	0	0	0	0
Snai3	43.555556	0	0	106	141	0	145	0	0	0	0
Mbd2	43.555556	0	0	0	149	151	92	0	0	0	0
Elof1	43.555556	0	0	0	106	179	107	0	0	0	0
Ccm2l	43.555556	0	0	132	145	115	0	0	0	0	0
Catsperg2	43.555556	0	0	119	142	0	131	0	0	0	0
Atoh8	43.555556	0	0	86	100	103	103	0	0	0	0
Aqp5	43.555556	0	0	107	107	0	116	62	0	0	0
Apoa5	43.555556	0	0	147	126	0	119	0	0	0	0
Prdm14	43.444444	0	0	126	0	115	150	0	0	0	0
Ogfrl1	43.444444	0	0	115	126	150	0	0	0	0	0
Nrp1	43.444444	0	0	129	137	125	0	0	0	0	0
Necab1	43.444444	0	0	146	245	0	0	0	0	0	0
Hsf2	43.444444	0	0	0	111	136	144	0	0	0	0
Gpr157	43.444444	0	0	138	69	86	98	0	0	0	0
Adamts16	43.444444	0	0	89	140	0	162	0	0	0	0
Wdr86	43.333333	0	0	113	0	99	92	0	0	86	0
Rbm42	43.333333	0	0	138	0	124	128	0	0	0	0
Nr0b2	43.333333	0	0	0	139	152	0	99	0	0	0
Mctp2	43.333333	0	0	0	173	127	90	0	0	0	0
Il11ra2	43.333333	0	0	195	195	0	0	0	0	0	0
Gm2002	43.333333	0	0	195	195	0	0	0	0	0	0
Gm13305	43.333333	0	0	195	195	0	0	0	0	0	0
Col10a1	43.333333	0	0	86	164	0	140	0	0	0	0
Pxdn	43.222222	0	0	107	95	74	113	0	0	0	0
Oscp1	43.222222	0	0	0	113	171	105	0	0	0	0
Marcks	43.222222	0	0	0	115	127	0	0	0	147	0
Jakmip3	43.222222	0	0	97	85	80	127	0	0	0	0
Gnmt	43.222222	0	0	107	126	81	75	0	0	0	0
En1	43.222222	0	0	88	128	80	93	0	0	0	0
Doc2b	43.222222	0	0	91	72	87	139	0	0	0	0
Ctcfl	43.222222	0	0	125	128	136	0	0	0	0	0
Chst12	43.222222	0	0	129	129	0	131	0	0	0	0
Cd22	43.222222	0	0	85	101	110	93	0	0	0	0
Ptgr2	43.111111	0	0	126	0	157	105	0	0	0	0
Prkrip1	43.111111	0	0	96	109	102	81	0	0	0	0
Pdcd4	43.111111	0	0	0	114	152	122	0	0	0	0
Gstm4	43.111111	0	0	130	110	148	0	0	0	0	0
Gm13288	43.111111	0	0	86	64	93	145	0	0	0	0
Fbp1	43.111111	0	0	98	0	146	144	0	0	0	0
Entpd2	43.111111	0	0	198	0	67	123	0	0	0	0
Cox14	43.111111	0	0	104	82	88	114	0	0	0	0
Btbd9	43.111111	0	0	121	0	126	141	0	0	0	0
4933428G20Rik	43.111111	0	0	0	124	131	133	0	0	0	0
Zfp429	43.000000	0	0	136	251	0	0	0	0	0	0
Tmem161a	43.000000	0	0	209	178	0	0	0	0	0	0
Slc7a4	43.000000	0	0	206	99	82	0	0	0	0	0
Rtel1	43.000000	0	0	113	0	147	127	0	0	0	0
Rnf222	43.000000	0	0	114	0	172	101	0	0	0	0
Pop4	43.000000	0	0	192	195	0	0	0	0	0	0
Hoxc12	43.000000	0	0	98	103	72	114	0	0	0	0
Gm5737	43.000000	0	0	0	123	133	131	0	0	0	0
D130040H23Rik	43.000000	0	0	218	169	0	0	0	0	0	0
Comp	43.000000	0	0	0	124	89	100	0	0	74	0
Arrb1	43.000000	0	0	104	88	93	102	0	0	0	0
Soga3	42.888889	0	0	72	89	110	115	0	0	0	0
Ptgs1	42.888889	0	0	106	110	95	75	0	0	0	0
Pcdhgb4	42.888889	0	0	98	84	86	118	0	0	0	0
Pcdhga8	42.888889	0	0	98	84	86	118	0	0	0	0
Olfr322	42.888889	0	0	0	142	138	106	0	0	0	0
Mpped1	42.888889	0	0	0	81	106	87	112	0	0	0
Krtap4-9	42.888889	0	0	0	126	137	123	0	0	0	0
Krtap4-8	42.888889	0	0	0	126	137	123	0	0	0	0
Gramd1a	42.888889	0	0	0	131	149	106	0	0	0	0
Fndc11	42.888889	0	0	154	124	0	108	0	0	0	0
Csmd1	42.888889	0	0	135	251	0	0	0	0	0	0
Ccdc183	42.888889	0	0	0	107	148	131	0	0	0	0
Tubgcp6	42.777778	0	0	0	155	118	112	0	0	0	0
Rita1	42.777778	0	151	0	0	112	122	0	0	0	0
Myo5b	42.777778	0	0	100	81	111	93	0	0	0	0
Lce1e	42.777778	0	0	117	0	187	81	0	0	0	0
Ddx54	42.777778	0	151	0	0	112	122	0	0	0	0
Dars2	42.777778	0	0	167	142	76	0	0	0	0	0
Vmn1r48	42.666667	0	0	92	86	106	100	0	0	0	0
Tmem87a	42.666667	0	0	200	184	0	0	0	0	0	0
Tmem179	42.666667	0	0	88	0	160	136	0	0	0	0
Rpgr	42.666667	0	0	169	112	0	0	103	0	0	0
Prelid2	42.666667	0	0	0	134	164	0	86	0	0	0
Kcna5	42.666667	0	0	0	0	119	202	0	63	0	0
Ganc	42.666667	0	0	200	184	0	0	0	0	0	0
Fosl1	42.666667	0	0	90	0	120	115	59	0	0	0
Cfap69	42.666667	0	0	144	132	108	0	0	0	0	0
Ttc36	42.555556	0	0	92	102	95	94	0	0	0	0
Tmem25	42.555556	0	0	92	102	95	94	0	0	0	0
Ndufa4	42.555556	0	0	136	0	88	159	0	0	0	0
Dap	42.555556	0	0	0	100	148	135	0	0	0	0
Cacna2d4	42.555556	0	0	0	168	114	101	0	0	0	0
Aadat	42.555556	0	0	0	184	199	0	0	0	0	0
Umod	42.444444	0	0	0	81	143	158	0	0	0	0
Plxdc1	42.444444	0	0	0	100	152	130	0	0	0	0
Nrl	42.444444	0	0	0	79	156	147	0	0	0	0
Chrne	42.444444	0	0	0	191	191	0	0	0	0	0
Chodl	42.444444	0	0	126	0	157	99	0	0	0	0
Arhgap40	42.444444	0	0	139	126	0	0	0	117	0	0
Adssl1	42.444444	0	0	71	0	126	185	0	0	0	0
Adamtsl4	42.444444	0	0	0	106	167	109	0	0	0	0
Snx10	42.333333	0	0	0	149	114	118	0	0	0	0
Scaf1	42.333333	0	0	68	119	79	115	0	0	0	0
Rras	42.333333	0	0	68	119	79	115	0	0	0	0
Rnf207	42.333333	0	0	159	222	0	0	0	0	0	0
Pdhb	42.333333	0	0	109	136	0	136	0	0	0	0
Opcml	42.333333	0	0	0	128	100	153	0	0	0	0
Mfsd12	42.333333	0	0	157	0	0	141	0	0	83	0
Mettl7a3	42.333333	0	0	92	106	99	84	0	0	0	0
Il12rb2	42.333333	0	0	0	95	178	108	0	0	0	0
Supt7l	42.222222	0	0	108	86	186	0	0	0	0	0
Slc4a1ap	42.222222	0	0	108	86	186	0	0	0	0	0
Rab6b	42.222222	0	0	83	112	88	97	0	0	0	0
Poc1a	42.222222	0	0	100	153	127	0	0	0	0	0
Pbp2	42.222222	0	0	154	0	118	108	0	0	0	0
Mtg2	42.222222	0	0	114	0	157	109	0	0	0	0
Mest	42.222222	0	0	115	75	111	79	0	0	0	0
Mapk11	42.222222	0	0	96	0	72	85	0	0	127	0
Kcnj3	42.222222	0	0	177	203	0	0	0	0	0	0
Ikzf4	42.222222	0	0	0	186	194	0	0	0	0	0
Gypc	42.222222	0	0	117	97	166	0	0	0	0	0
Exoc3l4	42.222222	0	0	0	124	143	113	0	0	0	0
Cox19	42.222222	0	0	0	0	159	146	75	0	0	0
Ccdc93	42.222222	0	0	89	94	104	93	0	0	0	0
Cacna1g	42.222222	0	0	111	97	0	104	0	0	68	0
Adam34	42.222222	0	0	117	173	90	0	0	0	0	0
Xylt2	42.111111	0	0	101	0	154	124	0	0	0	0
Xrcc1	42.111111	0	0	86	67	96	130	0	0	0	0
Tob2	42.111111	0	0	0	114	158	107	0	0	0	0
Pinlyp	42.111111	0	0	86	67	96	130	0	0	0	0
Pafah1b3	42.111111	0	0	128	118	0	133	0	0	0	0
Pacrgl	42.111111	0	0	0	104	118	157	0	0	0	0
Nrcam	42.111111	0	0	101	93	92	93	0	0	0	0
Mapk7	42.111111	0	0	68	86	106	119	0	0	0	0
Dhdds	42.111111	0	0	0	0	156	0	99	124	0	0
1110038F14Rik	42.111111	0	0	92	151	136	0	0	0	0	0
Sdr39u1	42.000000	0	0	78	86	91	123	0	0	0	0
Ralgds	42.000000	0	0	0	97	99	93	0	0	89	0
Prima1	42.000000	0	0	134	121	123	0	0	0	0	0
Phf19	42.000000	0	0	0	117	155	106	0	0	0	0
Olfr317	42.000000	0	0	136	0	161	81	0	0	0	0
Clp1	42.000000	0	0	0	0	221	157	0	0	0	0
Tnks1bp1	41.888889	0	0	0	133	92	152	0	0	0	0
Rnpepl1	41.888889	0	0	107	102	108	60	0	0	0	0
Qtrt2	41.888889	0	0	98	142	137	0	0	0	0	0
Poll	41.888889	0	0	158	0	118	101	0	0	0	0
Pitrm1	41.888889	0	0	0	132	118	127	0	0	0	0
Osbp	41.888889	0	0	106	0	152	119	0	0	0	0
Olfr761	41.888889	0	0	0	73	128	176	0	0	0	0
Mrgpra1	41.888889	0	0	113	0	148	116	0	0	0	0
Mon1b	41.888889	0	0	227	150	0	0	0	0	0	0
Lgi3	41.888889	0	0	127	150	100	0	0	0	0	0
Dusp28	41.888889	0	0	107	102	108	60	0	0	0	0
Dpcd	41.888889	0	0	158	0	118	101	0	0	0	0
Cox8c	41.888889	0	0	0	132	127	118	0	0	0	0
Ccdc191	41.888889	0	0	98	142	137	0	0	0	0	0
Ascc3	41.888889	0	0	0	123	127	127	0	0	0	0
