Target_genes	Zfp217|Average	SRX868619|ES_cells	STRING
Ovol3	154.000000	154	0
Myoz3	154.000000	154	0
Mettl4	154.000000	154	0
Lrrc42	154.000000	154	0
Lrig3	154.000000	154	0
Kidins220	154.000000	154	0
Hspb11	154.000000	154	0
Hacd1	154.000000	154	0
Glipr2	154.000000	154	0
Fxyd6	154.000000	154	0
Ehbp1l1	154.000000	154	0
Cfdp1	154.000000	154	0
Arsg	154.000000	154	0
Arhgef2	154.000000	154	0
Zscan30	153.000000	153	0
Zfp35	153.000000	153	0
Top2b	153.000000	153	0
Tbce	153.000000	153	0
Stam2	153.000000	153	0
Slc35f5	153.000000	153	0
Oxa1l	153.000000	153	0
Nuak2	153.000000	153	0
Nt5c	153.000000	153	0
Itsn2	153.000000	153	0
Ell	153.000000	153	0
Dhx33	153.000000	153	0
Cfap43	153.000000	153	0
Cdc14a	153.000000	153	0
Cblb	153.000000	153	0
B4galnt4	153.000000	153	0
Axin2	153.000000	153	0
Apobec1	153.000000	153	0
Tmem70	152.000000	152	0
Terf1	152.000000	152	0
Setd1b	152.000000	152	0
Rwdd3	152.000000	152	0
Rprd2	152.000000	152	0
Ptprj	152.000000	152	0
Ppl	152.000000	152	0
Pmepa1	152.000000	152	0
Pi4k2a	152.000000	152	0
Palld	152.000000	152	0
Morn4	152.000000	152	0
Klhdc4	152.000000	152	0
Kcnip2	152.000000	152	0
Fastkd1	152.000000	152	0
Dpp8	152.000000	152	0
Ctdsp1	152.000000	152	0
Cln6	152.000000	152	0
Chst2	152.000000	152	0
Chd3	152.000000	152	0
Cep152	152.000000	152	0
Aptx	152.000000	152	0
Zfp933	151.000000	151	0
Zfp513	151.000000	151	0
Trpc1	151.000000	151	0
Tpm2	151.000000	151	0
Thumpd1	151.000000	151	0
Syne2	151.000000	151	0
Stx16	151.000000	151	0
Shroom3	151.000000	151	0
Setd3	151.000000	151	0
Sdad1	151.000000	151	0
Rbm10	151.000000	151	0
Ptch2	151.000000	151	0
Paip1	151.000000	151	0
Ndufb11	151.000000	151	0
Mpv17l2	151.000000	151	0
Hsd17b1	151.000000	151	0
Gpr176	151.000000	151	0
Fut11	151.000000	151	0
Dpf1	151.000000	151	0
Dipk2a	151.000000	151	0
Dicer1	151.000000	151	0
Cdk18	151.000000	151	0
Ccnk	151.000000	151	0
Akap7	151.000000	151	0
Ago4	151.000000	151	0
Acsf2	151.000000	151	0
Zfp54	150.000000	150	0
Tor4a	150.000000	150	0
Tle5	150.000000	150	0
Timp1	150.000000	150	0
Tbx3	150.000000	150	0
Srgap1	150.000000	150	0
Ocstamp	150.000000	150	0
Msh5	150.000000	150	0
Mars1	150.000000	150	0
Farp1	150.000000	150	0
Fadd	150.000000	150	0
Erlec1	150.000000	150	0
Eci2	150.000000	150	0
Clic1	150.000000	150	0
Cecr2	150.000000	150	0
Bphl	150.000000	150	0
Basp1	150.000000	150	0
Atxn3	150.000000	150	0
Asb3	150.000000	150	0
Acot1	150.000000	150	0
Zscan18	149.000000	149	0
Zic3	149.000000	149	0
Zfp62	149.000000	149	0
Zfp456	149.000000	149	0
Vps37d	149.000000	149	0
Ubr5	149.000000	149	0
Tspan17	149.000000	149	0
Timm17b	149.000000	149	0
Taf6l	149.000000	149	0
Syk	149.000000	149	0
Sp2	149.000000	149	0
Selenbp1	149.000000	149	0
Sbp	149.000000	149	0
Rundc3a	149.000000	149	0
Rpp14	149.000000	149	0
Rhpn2	149.000000	149	0
Prss57	149.000000	149	0
Pqbp1	149.000000	149	0
Porcn	149.000000	149	0
Poc1a	149.000000	149	0
Plxnb1	149.000000	149	0
Per3	149.000000	149	0
Parm1	149.000000	149	0
Palm	149.000000	149	0
Otud7a	149.000000	149	0
Mkln1	149.000000	149	0
Mettl17	149.000000	149	0
Itpr3	149.000000	149	0
Htd2	149.000000	149	0
Hpn	149.000000	149	0
Hmgb3	149.000000	149	0
Gcc1	149.000000	149	0
Fancg	149.000000	149	0
Fam90a1b	149.000000	149	0
Etv6	149.000000	149	0
Eno1b	149.000000	149	0
Col22a1	149.000000	149	0
Ccny	149.000000	149	0
Ccdc102a	149.000000	149	0
Armcx1	149.000000	149	0
Arfip1	149.000000	149	0
Arf5	149.000000	149	0
Apoo	149.000000	149	0
Ap2a1	149.000000	149	0
Anxa5	149.000000	149	0
1810062G17Rik	149.000000	149	0
Zfp839	148.000000	148	0
Zfp24	148.000000	148	0
Wbp1l	148.000000	148	0
Unc45b	148.000000	148	0
Trdmt1	148.000000	148	0
Thg1l	148.000000	148	0
Slc35g1	148.000000	148	0
Rspo4	148.000000	148	0
Rrs1	148.000000	148	0
Ropn1l	148.000000	148	0
Ralgapa1	148.000000	148	0
Pxmp4	148.000000	148	0
Psmb5	148.000000	148	0
Plscr1	148.000000	148	0
Phlda1	148.000000	148	0
Nle1	148.000000	148	0
Mrpl16	148.000000	148	0
Lxn	148.000000	148	0
Lrfn3	148.000000	148	0
Limd2	148.000000	148	0
F5	148.000000	148	0
Echdc1	148.000000	148	0
Cox20	148.000000	148	0
Cd59a	148.000000	148	0
Ap5s1	148.000000	148	0
Adhfe1	148.000000	148	0
Adgra3	148.000000	148	0
Zup1	147.000000	147	0
Yif1a	147.000000	147	0
Ttll4	147.000000	147	0
Tmem160	147.000000	147	0
Tmem151a	147.000000	147	0
Stat4	147.000000	147	0
Slc25a22	147.000000	147	0
Slc25a20	147.000000	147	0
Sh3glb2	147.000000	147	0
Septin7	147.000000	147	0
Sbf2	147.000000	147	0
Pfkfb1	147.000000	147	0
Nat10	147.000000	147	0
Miga2	147.000000	147	0
Mfn2	147.000000	147	0
Lrp5	147.000000	147	0
Lrp4	147.000000	147	0
Ibtk	147.000000	147	0
H2-Q4	147.000000	147	0
Cyp4f13	147.000000	147	0
Cacna2d2	147.000000	147	0
Arhgap17	147.000000	147	0
Apex2	147.000000	147	0
Aebp2	147.000000	147	0
Acbd6	147.000000	147	0
Abt1	147.000000	147	0
Abcb6	147.000000	147	0
Zfp768	146.000000	146	0
Zfp580	146.000000	146	0
Xpo7	146.000000	146	0
Tbc1d10b	146.000000	146	0
Stk38	146.000000	146	0
Sp4	146.000000	146	0
Slc12a9	146.000000	146	0
Pygl	146.000000	146	0
Pde12	146.000000	146	0
Orai2	146.000000	146	0
Ncaph2	146.000000	146	0
Naf1	146.000000	146	0
Mylpf	146.000000	146	0
Lmf2	146.000000	146	0
Las1l	146.000000	146	0
Krtcap3	146.000000	146	0
Klhl25	146.000000	146	0
Kcna7	146.000000	146	0
Irf1	146.000000	146	0
Ino80c	146.000000	146	0
Hmg20b	146.000000	146	0
Gfod1	146.000000	146	0
Fkbp11	146.000000	146	0
Exosc10	146.000000	146	0
Emb	146.000000	146	0
Dnajb5	146.000000	146	0
Dennd5b	146.000000	146	0
Clock	146.000000	146	0
Ccdc106	146.000000	146	0
Axl	146.000000	146	0
Angptl2	146.000000	146	0
Sys1	145.000000	145	0
Stxbp5	145.000000	145	0
Sh3tc1	145.000000	145	0
Rnf168	145.000000	145	0
Rbm12b1	145.000000	145	0
Raver2	145.000000	145	0
Ptpn3	145.000000	145	0
Pola1	145.000000	145	0
Nsfl1c	145.000000	145	0
Mrps11	145.000000	145	0
Mrpl46	145.000000	145	0
Mgarp	145.000000	145	0
Med16	145.000000	145	0
Kif21b	145.000000	145	0
Ilf3	145.000000	145	0
Hrob	145.000000	145	0
Gmip	145.000000	145	0
Enho	145.000000	145	0
Ddah2	145.000000	145	0
Cipc	145.000000	145	0
Atf6	145.000000	145	0
Atf3	145.000000	145	0
Ank3	145.000000	145	0
Tnfrsf21	144.000000	144	0
Smarcd1	144.000000	144	0
Ppp1r16a	144.000000	144	0
Pms2	144.000000	144	0
Mgat1	144.000000	144	0
Lmo4	144.000000	144	0
Lefty2	144.000000	144	0
Ift74	144.000000	144	0
Hyi	144.000000	144	0
Gid8	144.000000	144	0
Gclm	144.000000	144	0
Foxh1	144.000000	144	0
Dido1	144.000000	144	0
Cpxm1	144.000000	144	0
Chst11	144.000000	144	0
Cenpm	144.000000	144	0
Cd40	144.000000	144	0
Arid3a	144.000000	144	0
Aimp2	144.000000	144	0
Abracl	144.000000	144	0
Zfr2	143.000000	143	0
Vps13b	143.000000	143	0
Ttc39b	143.000000	143	0
Tsr2	143.000000	143	0
Trim9	143.000000	143	0
Triap1	143.000000	143	0
Tmem50b	143.000000	143	0
Tmem45a	143.000000	143	0
Slc45a3	143.000000	143	0
Slc17a7	143.000000	143	0
Slc13a5	143.000000	143	0
Shcbp1l	143.000000	143	0
Sema3b	143.000000	143	0
Rlf	143.000000	143	0
Qtrt1	143.000000	143	0
Prkar1b	143.000000	143	0
Pnpo	143.000000	143	0
Pnisr	143.000000	143	0
Phf21a	143.000000	143	0
Pde1b	143.000000	143	0
Paqr5	143.000000	143	0
Lmna	143.000000	143	0
Grk5	143.000000	143	0
Gatc	143.000000	143	0
Fam20c	143.000000	143	0
Fam160b1	143.000000	143	0
Dpy19l3	143.000000	143	0
Dnaaf5	143.000000	143	0
Ccdc105	143.000000	143	0
Atcay	143.000000	143	0
Aspm	143.000000	143	0
Zfp512	142.000000	142	0
Zdhhc18	142.000000	142	0
Usp49	142.000000	142	0
Usp35	142.000000	142	0
Traf3ip2	142.000000	142	0
Sptb	142.000000	142	0
Spa17	142.000000	142	0
Slc38a7	142.000000	142	0
Siae	142.000000	142	0
Sh3gl3	142.000000	142	0
Sgsm1	142.000000	142	0
Ptgfrn	142.000000	142	0
Prr19	142.000000	142	0
Pafah1b3	142.000000	142	0
Myg1	142.000000	142	0
Mrps14	142.000000	142	0
Mcts2	142.000000	142	0
Ltv1	142.000000	142	0
Kctd21	142.000000	142	0
Katnal1	142.000000	142	0
Gtf2i	142.000000	142	0
Gse1	142.000000	142	0
Gpr84	142.000000	142	0
Frrs1	142.000000	142	0
Foxj2	142.000000	142	0
Fosb	142.000000	142	0
Cebpg	142.000000	142	0
Btbd9	142.000000	142	0
Aph1b	142.000000	142	0
1500009L16Rik	142.000000	142	0
Zfp516	141.000000	141	0
Zfp280d	141.000000	141	0
Thrap3	141.000000	141	0
Slc35a2	141.000000	141	0
Robo1	141.000000	141	0
Rnf213	141.000000	141	0
Rhpn1	141.000000	141	0
Psmd9	141.000000	141	0
Prr14	141.000000	141	0
Osbpl6	141.000000	141	0
Nr1h2	141.000000	141	0
Nceh1	141.000000	141	0
Mmgt2	141.000000	141	0
Lrrc75a	141.000000	141	0
Ipo13	141.000000	141	0
Ipo11	141.000000	141	0
Gpr75	141.000000	141	0
Fosl2	141.000000	141	0
Emilin1	141.000000	141	0
Efcab2	141.000000	141	0
Cuedc2	141.000000	141	0
Chst8	141.000000	141	0
Cebpzos	141.000000	141	0
Ap1m1	141.000000	141	0
Akap17b	141.000000	141	0
Zfp653	140.000000	140	0
Zbtb8a	140.000000	140	0
Zbtb40	140.000000	140	0
Tepsin	140.000000	140	0
Smim40	140.000000	140	0
Smarcc2	140.000000	140	0
Slc39a13	140.000000	140	0
Slc1a1	140.000000	140	0
Rrm1	140.000000	140	0
Rif1	140.000000	140	0
Nono	140.000000	140	0
Ndufs2	140.000000	140	0
Ndufaf8	140.000000	140	0
Myrf	140.000000	140	0
Map1lc3a	140.000000	140	0
Lsr	140.000000	140	0
Khk	140.000000	140	0
Kcmf1	140.000000	140	0
Kbtbd7	140.000000	140	0
Hsd17b11	140.000000	140	0
Fam187b	140.000000	140	0
Ercc1	140.000000	140	0
Daxx	140.000000	140	0
Cep97	140.000000	140	0
Bend4	140.000000	140	0
Adamts4	140.000000	140	0
Zdhhc7	139.000000	139	0
Tmem109	139.000000	139	0
Stk35	139.000000	139	0
Spata24	139.000000	139	0
Slc35b4	139.000000	139	0
Slc25a35	139.000000	139	0
Plekhg5	139.000000	139	0
Naaa	139.000000	139	0
Myb	139.000000	139	0
Marchf6	139.000000	139	0
Kcnq3	139.000000	139	0
Hdac10	139.000000	139	0
Flywch2	139.000000	139	0
Faap24	139.000000	139	0
Cbfa2t2	139.000000	139	0
Car13	139.000000	139	0
Bok	139.000000	139	0
Adap2	139.000000	139	0
Zfx	138.000000	138	0
Zfp78	138.000000	138	0
Zfp445	138.000000	138	0
Zfp113	138.000000	138	0
Ywhab	138.000000	138	0
Tusc1	138.000000	138	0
Trim13	138.000000	138	0
Tbc1d9	138.000000	138	0
Syp	138.000000	138	0
Snrnp200	138.000000	138	0
Slc36a1	138.000000	138	0
Slc22a23	138.000000	138	0
Rnls	138.000000	138	0
Rdh14	138.000000	138	0
Rbpms2	138.000000	138	0
Pgap3	138.000000	138	0
Pacrgl	138.000000	138	0
Nudt16	138.000000	138	0
Nsdhl	138.000000	138	0
Nrbf2	138.000000	138	0
Nbas	138.000000	138	0
Mpp1	138.000000	138	0
Mmgt1	138.000000	138	0
Mettl27	138.000000	138	0
Med20	138.000000	138	0
Mcfd2	138.000000	138	0
Lgalsl	138.000000	138	0
LOC100862220	138.000000	138	0
Kdf1	138.000000	138	0
Jph1	138.000000	138	0
Il4ra	138.000000	138	0
Ikbkb	138.000000	138	0
Hectd2	138.000000	138	0
Gspt2	138.000000	138	0
Gpx7	138.000000	138	0
Gprc5a	138.000000	138	0
Gm4925	138.000000	138	0
Gm42323	138.000000	138	0
Gm21953	138.000000	138	0
Gm21586	138.000000	138	0
Gm20878	138.000000	138	0
Gm20517	138.000000	138	0
Fbxw9	138.000000	138	0
Fam205a4	138.000000	138	0
Fam205a3	138.000000	138	0
Etv4	138.000000	138	0
Cetn2	138.000000	138	0
Bysl	138.000000	138	0
Arxes2	138.000000	138	0
Arl1	138.000000	138	0
Araf	138.000000	138	0
Abca7	138.000000	138	0
1810024B03Rik	138.000000	138	0
Zfp869	137.000000	137	0
Zfp282	137.000000	137	0
Zfp169	137.000000	137	0
Wrap53	137.000000	137	0
Trp53	137.000000	137	0
Syce2	137.000000	137	0
Spats1	137.000000	137	0
Slc33a1	137.000000	137	0
Scamp4	137.000000	137	0
Rsl1	137.000000	137	0
Rnf31	137.000000	137	0
Rhof	137.000000	137	0
Rabl3	137.000000	137	0
Psme2	137.000000	137	0
Prepl	137.000000	137	0
Marveld1	137.000000	137	0
Itm2c	137.000000	137	0
Gtf2e1	137.000000	137	0
Flrt1	137.000000	137	0
Fbxw4	137.000000	137	0
Fam161a	137.000000	137	0
Dstyk	137.000000	137	0
Dixdc1	137.000000	137	0
Chmp6	137.000000	137	0
Camkmt	137.000000	137	0
B4galt4	137.000000	137	0
Adat3	137.000000	137	0
Adamts9	137.000000	137	0
Ube2g2	136.000000	136	0
Twistnb	136.000000	136	0
Tnrc18	136.000000	136	0
Tmx2	136.000000	136	0
Setd1a	136.000000	136	0
Rmnd5b	136.000000	136	0
Rhno1	136.000000	136	0
Pwp1	136.000000	136	0
Pigu	136.000000	136	0
Pdpk1	136.000000	136	0
Oas3	136.000000	136	0
Mrpl58	136.000000	136	0
Med6	136.000000	136	0
Med19	136.000000	136	0
Ltn1	136.000000	136	0
Lonp1	136.000000	136	0
Klf15	136.000000	136	0
Idh3b	136.000000	136	0
Foxm1	136.000000	136	0
Fam122c	136.000000	136	0
Fam122b	136.000000	136	0
Fads1	136.000000	136	0
Exo1	136.000000	136	0
Emc9	136.000000	136	0
Coq7	136.000000	136	0
Catsperd	136.000000	136	0
C1galt1c1	136.000000	136	0
Akr1b10	136.000000	136	0
Zfp84	135.000000	135	0
Uckl1	135.000000	135	0
Tspyl4	135.000000	135	0
Tpp1	135.000000	135	0
Tlcd5	135.000000	135	0
Spef1l	135.000000	135	0
Snx12	135.000000	135	0
Smim26	135.000000	135	0
Ppp5c	135.000000	135	0
Pnpla6	135.000000	135	0
Osbpl7	135.000000	135	0
Olfr1495	135.000000	135	0
Nudcd3	135.000000	135	0
Mettl3	135.000000	135	0
Inppl1	135.000000	135	0
Inafm2	135.000000	135	0
Hltf	135.000000	135	0
Gm7762	135.000000	135	0
Gabpa	135.000000	135	0
Fbxo7	135.000000	135	0
Brf2	135.000000	135	0
Atp5j	135.000000	135	0
Ambra1	135.000000	135	0
Aarsd1	135.000000	135	0
Zfp37	134.000000	134	0
Zc3h4	134.000000	134	0
Tmem231	134.000000	134	0
Tmem11	134.000000	134	0
Tle1	134.000000	134	0
Them6	134.000000	134	0
Tank	134.000000	134	0
Spata18	134.000000	134	0
Sgcb	134.000000	134	0
Riox1	134.000000	134	0
Prxl2c	134.000000	134	0
Prss42	134.000000	134	0
Plekha2	134.000000	134	0
Mea1	134.000000	134	0
Klhdc3	134.000000	134	0
Irak1bp1	134.000000	134	0
Inpp4a	134.000000	134	0
Igf2r	134.000000	134	0
Fam110b	134.000000	134	0
D16Ertd472e	134.000000	134	0
Cish	134.000000	134	0
Cdkal1	134.000000	134	0
Arid2	134.000000	134	0
Arid1a	134.000000	134	0
Ablim1	134.000000	134	0
Zfp229	133.000000	133	0
Wdr81	133.000000	133	0
Tctn2	133.000000	133	0
Ppp1r14a	133.000000	133	0
Nab2	133.000000	133	0
Marveld3	133.000000	133	0
Manbal	133.000000	133	0
Hsdl2	133.000000	133	0
Gstm5	133.000000	133	0
Gas2	133.000000	133	0
Fancf	133.000000	133	0
Ehhadh	133.000000	133	0
Cracr2b	133.000000	133	0
Ccdc150	133.000000	133	0
Asap3	133.000000	133	0
Afg1l	133.000000	133	0
Zfp114	132.000000	132	0
Usp9x	132.000000	132	0
Slc6a15	132.000000	132	0
Sema4c	132.000000	132	0
Sec14l2	132.000000	132	0
Rnf182	132.000000	132	0
Pigm	132.000000	132	0
Osbpl3	132.000000	132	0
Nipsnap2	132.000000	132	0
Mrpl38	132.000000	132	0
Gstp2	132.000000	132	0
Gstp1	132.000000	132	0
Gmpr	132.000000	132	0
Frmd4b	132.000000	132	0
Fbxo6	132.000000	132	0
Enpp4	132.000000	132	0
Dst	132.000000	132	0
Drap1	132.000000	132	0
Ccp110	132.000000	132	0
Acvr2b	132.000000	132	0
AI837181	132.000000	132	0
Zfp882	131.000000	131	0
Zfp108	131.000000	131	0
Usp4	131.000000	131	0
Ube2r2	131.000000	131	0
Ube2e1	131.000000	131	0
Ube2cbp	131.000000	131	0
Ttc33	131.000000	131	0
Ticam2	131.000000	131	0
Sash1	131.000000	131	0
Recql	131.000000	131	0
Prr13	131.000000	131	0
Prdm15	131.000000	131	0
Poll	131.000000	131	0
Pcgf5	131.000000	131	0
N4bp1	131.000000	131	0
Myo1c	131.000000	131	0
Mki67	131.000000	131	0
Mitf	131.000000	131	0
Maz	131.000000	131	0
Lingo3	131.000000	131	0
Iqank1	131.000000	131	0
Ildr1	131.000000	131	0
Il17rd	131.000000	131	0
Gramd3	131.000000	131	0
Golt1b	131.000000	131	0
Fam83h	131.000000	131	0
Fah	131.000000	131	0
Dpcd	131.000000	131	0
Dop1a	131.000000	131	0
Cyp2u1	131.000000	131	0
Bmp2k	131.000000	131	0
App	131.000000	131	0
Agtrap	131.000000	131	0
Acp6	131.000000	131	0
Zfp523	130.000000	130	0
Zdhhc1	130.000000	130	0
Sgk3	130.000000	130	0
Reep3	130.000000	130	0
Med30	130.000000	130	0
Map1b	130.000000	130	0
Klf9	130.000000	130	0
Gprc5b	130.000000	130	0
Gm960	130.000000	130	0
Ggact	130.000000	130	0
Foxk1	130.000000	130	0
Epg5	130.000000	130	0
Elk3	130.000000	130	0
Def6	130.000000	130	0
Ddx47	130.000000	130	0
Crls1	130.000000	130	0
Cd164l2	130.000000	130	0
Adnp	130.000000	130	0
Zfp26	129.000000	129	0
Wasf2	129.000000	129	0
Vkorc1	129.000000	129	0
Ss18l2	129.000000	129	0
Sap30bp	129.000000	129	0
Rnf20	129.000000	129	0
Recql5	129.000000	129	0
Rbm4	129.000000	129	0
Prss53	129.000000	129	0
Prpf8	129.000000	129	0
Pip4k2b	129.000000	129	0
Pde3b	129.000000	129	0
Nmt1	129.000000	129	0
Mpzl2	129.000000	129	0
Mon1a	129.000000	129	0
Mesp2	129.000000	129	0
Kcnj10	129.000000	129	0
Inpp5b	129.000000	129	0
Hjv	129.000000	129	0
Ephx1	129.000000	129	0
Endov	129.000000	129	0
Ctxn1	129.000000	129	0
Best2	129.000000	129	0
B4galnt1	129.000000	129	0
B3gnt5	129.000000	129	0
Aspg	129.000000	129	0
Zfp709	128.000000	128	0
Vapb	128.000000	128	0
Usp43	128.000000	128	0
Uchl3	128.000000	128	0
Ten1	128.000000	128	0
Smpd1	128.000000	128	0
Slco2a1	128.000000	128	0
Scg3	128.000000	128	0
Runx1	128.000000	128	0
Rnaseh2b	128.000000	128	0
Qars	128.000000	128	0
Pfdn5	128.000000	128	0
Ndufv1	128.000000	128	0
Mga	128.000000	128	0
Mdm4	128.000000	128	0
Kti12	128.000000	128	0
H2-L	128.000000	128	0
H2-D1	128.000000	128	0
Gps2	128.000000	128	0
Gm3173	128.000000	128	0
Frg2f1	128.000000	128	0
Foxj3	128.000000	128	0
Deptor	128.000000	128	0
Dcaf4	128.000000	128	0
Cstad	128.000000	128	0
Bag6	128.000000	128	0
Apom	128.000000	128	0
Acox1	128.000000	128	0
Zfp945	127.000000	127	0
Zfp811	127.000000	127	0
Zdhhc9	127.000000	127	0
Yipf6	127.000000	127	0
Tmem14a	127.000000	127	0
Tm2d1	127.000000	127	0
Snx19	127.000000	127	0
Snai2	127.000000	127	0
Slc2a13	127.000000	127	0
Sepsecs	127.000000	127	0
Rusc1	127.000000	127	0
Rnf138	127.000000	127	0
Rnf128	127.000000	127	0
Rec8	127.000000	127	0
Pwwp2b	127.000000	127	0
Prss22	127.000000	127	0
Pi4kb	127.000000	127	0
Pfkfb3	127.000000	127	0
Nmnat3	127.000000	127	0
Ndufb4c	127.000000	127	0
Mrpl44	127.000000	127	0
Map3k8	127.000000	127	0
Lemd2	127.000000	127	0
Lefty1	127.000000	127	0
Lactb	127.000000	127	0
Krt17	127.000000	127	0
Kcnq1	127.000000	127	0
Irgm2	127.000000	127	0
Hebp2	127.000000	127	0
Gphn	127.000000	127	0
Gpc3	127.000000	127	0
Gm3667	127.000000	127	0
Glrb	127.000000	127	0
Gja3	127.000000	127	0
Galnt18	127.000000	127	0
Fam161b	127.000000	127	0
Echdc3	127.000000	127	0
E2f6	127.000000	127	0
E130311K13Rik	127.000000	127	0
Coq6	127.000000	127	0
Coq3	127.000000	127	0
Commd6	127.000000	127	0
Cnpy1	127.000000	127	0
Ciz1	127.000000	127	0
Cdca7l	127.000000	127	0
Cdc42ep3	127.000000	127	0
Atxn7l3b	127.000000	127	0
Arid5b	127.000000	127	0
6330403K07Rik	127.000000	127	0
Zkscan5	126.000000	126	0
Zkscan14	126.000000	126	0
Zfyve19	126.000000	126	0
Zbtb32	126.000000	126	0
Tmem167b	126.000000	126	0
St8sia1	126.000000	126	0
Spaca9	126.000000	126	0
Rrnad1	126.000000	126	0
Repin1	126.000000	126	0
Rb1	126.000000	126	0
Rab30	126.000000	126	0
Pkig	126.000000	126	0
Mtus1	126.000000	126	0
Mis18bp1	126.000000	126	0
Kpna6	126.000000	126	0
Kmt2b	126.000000	126	0
Klhl15	126.000000	126	0
Isg20l2	126.000000	126	0
Hapln4	126.000000	126	0
Gnao1	126.000000	126	0
Gm5111	126.000000	126	0
Gja1	126.000000	126	0
Fcgr3	126.000000	126	0
Dscaml1	126.000000	126	0
Dnajc17	126.000000	126	0
Dnah1	126.000000	126	0
Copb1	126.000000	126	0
Cblc	126.000000	126	0
Casp6	126.000000	126	0
Ak8	126.000000	126	0
Abl1	126.000000	126	0
Zfp704	125.000000	125	0
Usp27x	125.000000	125	0
Tmod2	125.000000	125	0
Tmem217	125.000000	125	0
Tbc1d22b	125.000000	125	0
Taf9	125.000000	125	0
Slf1	125.000000	125	0
Slc25a27	125.000000	125	0
Senp7	125.000000	125	0
Rdh8	125.000000	125	0
Rad17	125.000000	125	0
Rab3b	125.000000	125	0
Prr5l	125.000000	125	0
Prr3	125.000000	125	0
Plgrkt	125.000000	125	0
Miga1	125.000000	125	0
Map4k3	125.000000	125	0
Lztfl1	125.000000	125	0
Gnl1	125.000000	125	0
Fbxl19	125.000000	125	0
Fam171a2	125.000000	125	0
Dpp9	125.000000	125	0
Cyp39a1	125.000000	125	0
Commd9	125.000000	125	0
Col5a3	125.000000	125	0
Braf	125.000000	125	0
Ak6	125.000000	125	0
2210408I21Rik	125.000000	125	0
Tcf7l2	124.000000	124	0
Smn1	124.000000	124	0
Slc16a13	124.000000	124	0
Shoc2	124.000000	124	0
Sh3pxd2a	124.000000	124	0
Serping1	124.000000	124	0
Pou4f1	124.000000	124	0
Plekhg1	124.000000	124	0
Pgk1	124.000000	124	0
Pcdhgc3	124.000000	124	0
Pcbp1	124.000000	124	0
Nxn	124.000000	124	0
Mllt6	124.000000	124	0
Med14	124.000000	124	0
Lrfn1	124.000000	124	0
Fndc3a	124.000000	124	0
Dnmbp	124.000000	124	0
Commd4	124.000000	124	0
Ciart	124.000000	124	0
Cactin	124.000000	124	0
Bbip1	124.000000	124	0
Zfp395	123.000000	123	0
Zbtb39	123.000000	123	0
Wdr18	123.000000	123	0
Wars2	123.000000	123	0
Trim36	123.000000	123	0
Tomm40	123.000000	123	0
Tgfa	123.000000	123	0
Slco4c1	123.000000	123	0
Rnf17	123.000000	123	0
Pknox1	123.000000	123	0
Paxx	123.000000	123	0
Oxnad1	123.000000	123	0
Nr1d2	123.000000	123	0
Nop53	123.000000	123	0
Mettl1	123.000000	123	0
Med13l	123.000000	123	0
Gtf2ird1	123.000000	123	0
Gm20346	123.000000	123	0
Gatb	123.000000	123	0
Eml2	123.000000	123	0
Eef1akmt3	123.000000	123	0
Dph3	123.000000	123	0
Dapk2	123.000000	123	0
Clic3	123.000000	123	0
Ccdc68	123.000000	123	0
Card10	123.000000	123	0
Brpf1	123.000000	123	0
Brd7	123.000000	123	0
BC051142	123.000000	123	0
Anp32a	123.000000	123	0
Zfp949	122.000000	122	0
Zfp597	122.000000	122	0
Zbtb5	122.000000	122	0
Trip12	122.000000	122	0
Tmem125	122.000000	122	0
Tmed10	122.000000	122	0
Slc2a6	122.000000	122	0
Scn3b	122.000000	122	0
Prrg2	122.000000	122	0
Nosip	122.000000	122	0
Nol6	122.000000	122	0
Myo1b	122.000000	122	0
Memo1	122.000000	122	0
Mdn1	122.000000	122	0
Lnx1	122.000000	122	0
Ipo4	122.000000	122	0
Gpn1	122.000000	122	0
Fbxo36	122.000000	122	0
Evpl	122.000000	122	0
Dlg4	122.000000	122	0
Dcaf7	122.000000	122	0
Chst10	122.000000	122	0
Cebpd	122.000000	122	0
Bdh1	122.000000	122	0
Ankrd52	122.000000	122	0
Acadvl	122.000000	122	0
Abcc5	122.000000	122	0
Zfp85	121.000000	121	0
Zfp354b	121.000000	121	0
Zc3hav1l	121.000000	121	0
Vezf1	121.000000	121	0
Trio	121.000000	121	0
Tppp	121.000000	121	0
Tmem159	121.000000	121	0
Snw1	121.000000	121	0
Smc1a	121.000000	121	0
Ribc1	121.000000	121	0
Rai14	121.000000	121	0
Prr36	121.000000	121	0
Pes1	121.000000	121	0
Ilvbl	121.000000	121	0
Cmtm8	121.000000	121	0
Ccdc90b	121.000000	121	0
Bcat2	121.000000	121	0
Aig1	121.000000	121	0
Zfp663	120.000000	120	0
Zfp493	120.000000	120	0
Wdr13	120.000000	120	0
Sugt1	120.000000	120	0
Prss16	120.000000	120	0
Plek2	120.000000	120	0
Pla2g12a	120.000000	120	0
Per1	120.000000	120	0
Ndrg2	120.000000	120	0
Misp	120.000000	120	0
Lgr6	120.000000	120	0
Gsn	120.000000	120	0
Dohh	120.000000	120	0
Ddx23	120.000000	120	0
Cux2	120.000000	120	0
Cpsf4l	120.000000	120	0
Atp6v0e2	120.000000	120	0
Anpep	120.000000	120	0
Zfp407	119.000000	119	0
Tgfbr3l	119.000000	119	0
Stpg2	119.000000	119	0
