Target_genes	Zfp217|Average	SRX868619|ES_cells	STRING
Phf5a	183.000000	183	0
Mospd1	183.000000	183	0
Max	183.000000	183	0
Mad2l2	183.000000	183	0
Kdm2a	183.000000	183	0
Ift140	183.000000	183	0
Hspbp1	183.000000	183	0
Hnrnpa3	183.000000	183	0
Gripap1	183.000000	183	0
Gnptab	183.000000	183	0
Fancl	183.000000	183	0
Efnb1	183.000000	183	0
Dynlt1a	183.000000	183	0
Dscc1	183.000000	183	0
Ddx1	183.000000	183	0
Cul1	183.000000	183	0
Cramp1l	183.000000	183	0
Chordc1	183.000000	183	0
Chic1	183.000000	183	0
Cdsn	183.000000	183	0
Ccdc148	183.000000	183	0
Bin2	183.000000	183	0
Bicdl1	183.000000	183	0
Bbs7	183.000000	183	0
Armh4	183.000000	183	0
Ankrd40	183.000000	183	0
Ankef1	183.000000	183	0
Aco2	183.000000	183	0
Acbd4	183.000000	183	0
Aars	183.000000	183	0
1110008P14Rik	183.000000	183	0
Zfp937	182.000000	182	0
Zfp3	182.000000	182	0
Vps36	182.000000	182	0
Vasp	182.000000	182	0
Txndc15	182.000000	182	0
Tsn	182.000000	182	0
Trim59	182.000000	182	0
Tm2d2	182.000000	182	0
Sppl2a	182.000000	182	0
Smpd2	182.000000	182	0
Ppil6	182.000000	182	0
Ppfia3	182.000000	182	0
Pld6	182.000000	182	0
Nip7	182.000000	182	0
Ndufb7	182.000000	182	0
Man1a	182.000000	182	0
Lin7b	182.000000	182	0
Lamp1	182.000000	182	0
Il6st	182.000000	182	0
Gusb	182.000000	182	0
Golph3l	182.000000	182	0
Gatd1	182.000000	182	0
Gabarapl1	182.000000	182	0
Fignl1	182.000000	182	0
E2f8	182.000000	182	0
Dolpp1	182.000000	182	0
Diaph2	182.000000	182	0
Dek	182.000000	182	0
Ddx20	182.000000	182	0
Cox16	182.000000	182	0
Cog8	182.000000	182	0
Churc1	182.000000	182	0
Cfl2	182.000000	182	0
Cercam	182.000000	182	0
Cenpv	182.000000	182	0
Ccnb1ip1	182.000000	182	0
Bola1	182.000000	182	0
BC024063	182.000000	182	0
Atad5	182.000000	182	0
Adam9	182.000000	182	0
Zmym3	181.000000	181	0
Zfp57	181.000000	181	0
Ybx3	181.000000	181	0
Vps54	181.000000	181	0
Usp1	181.000000	181	0
Ubfd1	181.000000	181	0
Trmt1	181.000000	181	0
Tgm2	181.000000	181	0
Shpk	181.000000	181	0
Shfl	181.000000	181	0
Sh2b2	181.000000	181	0
Sgms1	181.000000	181	0
Scube1	181.000000	181	0
Rangap1	181.000000	181	0
Psmg3	181.000000	181	0
Prdm5	181.000000	181	0
Nupl2	181.000000	181	0
Nme2	181.000000	181	0
Nacc1	181.000000	181	0
Lekr1	181.000000	181	0
Jam3	181.000000	181	0
Eif3l	181.000000	181	0
Ears2	181.000000	181	0
Dcxr	181.000000	181	0
Dcaf5	181.000000	181	0
Dap	181.000000	181	0
Cyria	181.000000	181	0
Ctns	181.000000	181	0
Cbr2	181.000000	181	0
Bspry	181.000000	181	0
Amotl2	181.000000	181	0
Abtb2	181.000000	181	0
Zfp712	180.000000	180	0
Zfp592	180.000000	180	0
Zdhhc17	180.000000	180	0
Usp28	180.000000	180	0
Ulk3	180.000000	180	0
Trappc4	180.000000	180	0
Taf1	180.000000	180	0
Stxbp2	180.000000	180	0
Sfrp1	180.000000	180	0
Rps25	180.000000	180	0
Pbxip1	180.000000	180	0
Npl	180.000000	180	0
Ing3	180.000000	180	0
Ift172	180.000000	180	0
Golga5	180.000000	180	0
Galk1	180.000000	180	0
Foxk2	180.000000	180	0
Fndc4	180.000000	180	0
Dffb	180.000000	180	0
Cyb5b	180.000000	180	0
Cep104	180.000000	180	0
Cacng5	180.000000	180	0
Acyp1	180.000000	180	0
Abca3	180.000000	180	0
Abca17	180.000000	180	0
1190005I06Rik	180.000000	180	0
Zfp90	179.000000	179	0
Zfp324	179.000000	179	0
Wac	179.000000	179	0
Timm10	179.000000	179	0
Sumo3	179.000000	179	0
Smtnl1	179.000000	179	0
Slc40a1	179.000000	179	0
Six5	179.000000	179	0
Scly	179.000000	179	0
Rab11b	179.000000	179	0
Pura	179.000000	179	0
Ptgr1	179.000000	179	0
Ppp1r3f	179.000000	179	0
Osbp2	179.000000	179	0
Msl1	179.000000	179	0
Mrpl21	179.000000	179	0
Mcrs1	179.000000	179	0
Lyplal1	179.000000	179	0
Lrrc23	179.000000	179	0
Kmt5a	179.000000	179	0
Kmt2e	179.000000	179	0
Iqgap2	179.000000	179	0
Ighmbp2	179.000000	179	0
Gpkow	179.000000	179	0
Fmc1	179.000000	179	0
Eef1g	179.000000	179	0
Ddx18	179.000000	179	0
Cog7	179.000000	179	0
Cdk11b	179.000000	179	0
Cavin1	179.000000	179	0
Bcl3	179.000000	179	0
Aifm1	179.000000	179	0
A930018P22Rik	179.000000	179	0
Tssc4	178.000000	178	0
Top1mt	178.000000	178	0
Sowahb	178.000000	178	0
Slc35c1	178.000000	178	0
Rtel1	178.000000	178	0
Ring1	178.000000	178	0
Rest	178.000000	178	0
Poglut3	178.000000	178	0
Plcb4	178.000000	178	0
Pan2	178.000000	178	0
Ogfrl1	178.000000	178	0
Megf8	178.000000	178	0
Lrig2	178.000000	178	0
Klhl8	178.000000	178	0
Kiz	178.000000	178	0
Itpripl1	178.000000	178	0
Fdx1	178.000000	178	0
Efr3b	178.000000	178	0
Eaf2	178.000000	178	0
Dusp9	178.000000	178	0
Cracd	178.000000	178	0
Camkk1	178.000000	178	0
Btbd3	178.000000	178	0
Bcap29	178.000000	178	0
Zfp956	177.000000	177	0
Tbc1d25	177.000000	177	0
Tap1	177.000000	177	0
Spc24	177.000000	177	0
Snrpe	177.000000	177	0
Smc4	177.000000	177	0
Sike1	177.000000	177	0
Sf3b2	177.000000	177	0
Rprd1a	177.000000	177	0
Rora	177.000000	177	0
Psmb9	177.000000	177	0
Prr5	177.000000	177	0
Nsd3	177.000000	177	0
Mxi1	177.000000	177	0
Mrps28	177.000000	177	0
Misp3	177.000000	177	0
Meig1	177.000000	177	0
Lix1l	177.000000	177	0
Letm2	177.000000	177	0
Kcnj2	177.000000	177	0
Ift80	177.000000	177	0
Hbp1	177.000000	177	0
Gdf3	177.000000	177	0
Gal3st3	177.000000	177	0
Fnip1	177.000000	177	0
Fam219a	177.000000	177	0
Ets2	177.000000	177	0
Dot1l	177.000000	177	0
Dnaic1	177.000000	177	0
Dclre1c	177.000000	177	0
Cnot2	177.000000	177	0
Cep128	177.000000	177	0
Arl2	177.000000	177	0
Amt	177.000000	177	0
Zfp72	176.000000	176	0
Ywhaz	176.000000	176	0
Trim45	176.000000	176	0
Tbc1d23	176.000000	176	0
Syngap1	176.000000	176	0
Sema4b	176.000000	176	0
Rhou	176.000000	176	0
Rcor2	176.000000	176	0
Ptpa	176.000000	176	0
Nkain1	176.000000	176	0
Mtrex	176.000000	176	0
Mctp2	176.000000	176	0
Kcnh2	176.000000	176	0
Heatr6	176.000000	176	0
Gramd1a	176.000000	176	0
Ggnbp1	176.000000	176	0
Erlin2	176.000000	176	0
Dhx29	176.000000	176	0
Cuta	176.000000	176	0
Crat	176.000000	176	0
Clns1a	176.000000	176	0
C330018D20Rik	176.000000	176	0
Borcs6	176.000000	176	0
Bmf	176.000000	176	0
Baz1b	176.000000	176	0
Atp8b3	176.000000	176	0
Atp6v1e1	176.000000	176	0
Atg10	176.000000	176	0
Arhgef17	176.000000	176	0
1600014C23Rik	176.000000	176	0
Zbtb12	175.000000	175	0
Wdcp	175.000000	175	0
Usp48	175.000000	175	0
Uggt1	175.000000	175	0
Tmem184a	175.000000	175	0
Tbcd	175.000000	175	0
Ssbp4	175.000000	175	0
Shmt2	175.000000	175	0
Sct	175.000000	175	0
Rtf2	175.000000	175	0
Ptges2	175.000000	175	0
Prkaa1	175.000000	175	0
Ppp1r13l	175.000000	175	0
Nr6a1	175.000000	175	0
Nos1ap	175.000000	175	0
Mdk	175.000000	175	0
Map10	175.000000	175	0
Lnpep	175.000000	175	0
Lcorl	175.000000	175	0
Gpatch3	175.000000	175	0
Gm3604	175.000000	175	0
Fbxo3	175.000000	175	0
Ehmt2	175.000000	175	0
Dnajc30	175.000000	175	0
Cdhr5	175.000000	175	0
Cd3eap	175.000000	175	0
Bud23	175.000000	175	0
4931422A03Rik	175.000000	175	0
Vash1	174.000000	174	0
Trps1	174.000000	174	0
Trp53i11	174.000000	174	0
Tmem9	174.000000	174	0
Tceanc	174.000000	174	0
Spen	174.000000	174	0
Snrpd1	174.000000	174	0
Scfd1	174.000000	174	0
Radil	174.000000	174	0
Rad51ap1	174.000000	174	0
Ppp6r2	174.000000	174	0
Pde6g	174.000000	174	0
Patl1	174.000000	174	0
Oxld1	174.000000	174	0
Naglu	174.000000	174	0
Mrpl55	174.000000	174	0
Mief2	174.000000	174	0
M1ap	174.000000	174	0
Kctd15	174.000000	174	0
Flii	174.000000	174	0
Fis1	174.000000	174	0
Eif1ad	174.000000	174	0
Dcps	174.000000	174	0
D6Wsu163e	174.000000	174	0
Csnk1g1	174.000000	174	0
Cplx2	174.000000	174	0
Ckap4	174.000000	174	0
Chic2	174.000000	174	0
Cdyl2	174.000000	174	0
Ccdc137	174.000000	174	0
Bptf	174.000000	174	0
Banf1	174.000000	174	0
Bahd1	174.000000	174	0
Zswim5	173.000000	173	0
Zfp719	173.000000	173	0
Zfp277	173.000000	173	0
Tradd	173.000000	173	0
Tox4	173.000000	173	0
Tmem132a	173.000000	173	0
Tk1	173.000000	173	0
Suco	173.000000	173	0
Sox8	173.000000	173	0
Slc26a11	173.000000	173	0
Sgsh	173.000000	173	0
Rab2b	173.000000	173	0
Pacsin3	173.000000	173	0
Nanos2	173.000000	173	0
Mypop	173.000000	173	0
Mybl1	173.000000	173	0
Mxd1	173.000000	173	0
Mtmr11	173.000000	173	0
Mrto4	173.000000	173	0
Mmut	173.000000	173	0
Gtf3c4	173.000000	173	0
Gja4	173.000000	173	0
Gipc3	173.000000	173	0
Flt4	173.000000	173	0
Fbxl8	173.000000	173	0
Eogt	173.000000	173	0
Enah	173.000000	173	0
Emc1	173.000000	173	0
Dock4	173.000000	173	0
Dnajc21	173.000000	173	0
Ddx31	173.000000	173	0
Chd8	173.000000	173	0
Cenpq	173.000000	173	0
Bin3	173.000000	173	0
B9d1	173.000000	173	0
Auts2	173.000000	173	0
Afmid	173.000000	173	0
Zfp775	172.000000	172	0
Zfp275	172.000000	172	0
Zfp110	172.000000	172	0
Vps41	172.000000	172	0
Usp38	172.000000	172	0
Ube4b	172.000000	172	0
Tspyl2	172.000000	172	0
Trim68	172.000000	172	0
Trim52	172.000000	172	0
Tmem51	172.000000	172	0
Tmem101	172.000000	172	0
Tle3	172.000000	172	0
Svip	172.000000	172	0
Stk3	172.000000	172	0
Snrpa	172.000000	172	0
Slc4a7	172.000000	172	0
Senp2	172.000000	172	0
Pigv	172.000000	172	0
Nfkbie	172.000000	172	0
Ndufaf4	172.000000	172	0
Naa40	172.000000	172	0
Mat2b	172.000000	172	0
Manea	172.000000	172	0
Lrif1	172.000000	172	0
Klf16	172.000000	172	0
Kif22	172.000000	172	0
Fzd4	172.000000	172	0
Fuca2	172.000000	172	0
Fgd2	172.000000	172	0
Fam120c	172.000000	172	0
Fabp12	172.000000	172	0
Exosc6	172.000000	172	0
Chst14	172.000000	172	0
BC024978	172.000000	172	0
B3galt1	172.000000	172	0
Atp12a	172.000000	172	0
Znrd2	171.000000	171	0
Vamp8	171.000000	171	0
Ube2l3	171.000000	171	0
Trmt5	171.000000	171	0
Trip10	171.000000	171	0
Tbc1d14	171.000000	171	0
Taf1c	171.000000	171	0
Slc38a6	171.000000	171	0
Slc12a2	171.000000	171	0
Slc10a7	171.000000	171	0
Rbmxl1	171.000000	171	0
Rab9	171.000000	171	0
Qsox2	171.000000	171	0
Prkar1a	171.000000	171	0
Ppp6r3	171.000000	171	0
Ppm1a	171.000000	171	0
Ppil1	171.000000	171	0
Ppic	171.000000	171	0
Nek7	171.000000	171	0
Mthfs	171.000000	171	0
Mindy2	171.000000	171	0
Lrfn4	171.000000	171	0
Jak2	171.000000	171	0
Invs	171.000000	171	0
Ift57	171.000000	171	0
Gpr108	171.000000	171	0
Gnaq	171.000000	171	0
Galnt11	171.000000	171	0
Fam89b	171.000000	171	0
Etnk2	171.000000	171	0
Erp44	171.000000	171	0
Dnaaf4	171.000000	171	0
Cyp51	171.000000	171	0
Cetn3	171.000000	171	0
Carmil3	171.000000	171	0
BC004004	171.000000	171	0
Atp9b	171.000000	171	0
Actr8	171.000000	171	0
Acox3	171.000000	171	0
Aar2	171.000000	171	0
Zfp865	170.000000	170	0
Suv39h1	170.000000	170	0
Polk	170.000000	170	0
Pfas	170.000000	170	0
Pepd	170.000000	170	0
Pak4	170.000000	170	0
Nin	170.000000	170	0
Neil2	170.000000	170	0
Ncoa7	170.000000	170	0
Naa60	170.000000	170	0
Mmachc	170.000000	170	0
Meiob	170.000000	170	0
Itgb1bp1	170.000000	170	0
Igsf8	170.000000	170	0
Hmgxb4	170.000000	170	0
Gtpbp2	170.000000	170	0
Fam104a	170.000000	170	0
Extl3	170.000000	170	0
Efcab14	170.000000	170	0
Dhrs4	170.000000	170	0
Dctn1	170.000000	170	0
Dapk1	170.000000	170	0
D11Wsu47e	170.000000	170	0
Cpsf3	170.000000	170	0
Cert1	170.000000	170	0
Ccdc163	170.000000	170	0
Atp9a	170.000000	170	0
Arl8a	170.000000	170	0
Apela	170.000000	170	0
Zfp668	169.000000	169	0
Zfp646	169.000000	169	0
Zfp326	169.000000	169	0
Zfp160	169.000000	169	0
Trim46	169.000000	169	0
Tmem185b	169.000000	169	0
Rpf2	169.000000	169	0
Pik3r5	169.000000	169	0
Nifk	169.000000	169	0
Man2c1	169.000000	169	0
Krtcap2	169.000000	169	0
Hipk3	169.000000	169	0
Hemk1	169.000000	169	0
Gosr2	169.000000	169	0
Gcn1	169.000000	169	0
Fn3k	169.000000	169	0
Cmtr2	169.000000	169	0
BC052040	169.000000	169	0
Arl6ip5	169.000000	169	0
Aldh9a1	169.000000	169	0
6430571L13Rik	169.000000	169	0
Zfp600	168.000000	168	0
Wdr31	168.000000	168	0
Syn2	168.000000	168	0
Srcin1	168.000000	168	0
Rufy2	168.000000	168	0
Rab40b	168.000000	168	0
Meak7	168.000000	168	0
Mcrip2	168.000000	168	0
Gabarap	168.000000	168	0
Fbxl14	168.000000	168	0
Dusp8	168.000000	168	0
Cldn9	168.000000	168	0
Cldn5	168.000000	168	0
Zfp68	167.000000	167	0
Zfp64	167.000000	167	0
Zfp14	167.000000	167	0
Zc3h7b	167.000000	167	0
Zbtb34	167.000000	167	0
Ttll5	167.000000	167	0
Tpd52l1	167.000000	167	0
Tom1l1	167.000000	167	0
Ssr3	167.000000	167	0
Spata1	167.000000	167	0
Sbno1	167.000000	167	0
Rhov	167.000000	167	0
Ppp1r37	167.000000	167	0
Ndrg3	167.000000	167	0
Inafm1	167.000000	167	0
Hnrnph2	167.000000	167	0
Gng5	167.000000	167	0
Gla	167.000000	167	0
Flrt3	167.000000	167	0
Fam189b	167.000000	167	0
Evc2	167.000000	167	0
Evc	167.000000	167	0
Erg28	167.000000	167	0
Epas1	167.000000	167	0
Eif2b5	167.000000	167	0
Dusp7	167.000000	167	0
Bcar3	167.000000	167	0
A430033K04Rik	167.000000	167	0
Zfp105	166.000000	166	0
Taf1a	166.000000	166	0
Spib	166.000000	166	0
Snx25	166.000000	166	0
Slc2a5	166.000000	166	0
Slc25a26	166.000000	166	0
Rgs2	166.000000	166	0
Raet1d	166.000000	166	0
Psmc5	166.000000	166	0
Psma5	166.000000	166	0
Prr23a3	166.000000	166	0
Pmvk	166.000000	166	0
Plpp6	166.000000	166	0
Mgat4b	166.000000	166	0
Mast2	166.000000	166	0
Lrrfip1	166.000000	166	0
Lars	166.000000	166	0
Gm527	166.000000	166	0
Git2	166.000000	166	0
Gdf15	166.000000	166	0
Ftsj3	166.000000	166	0
Ccdc57	166.000000	166	0
Ccdc167	166.000000	166	0
Apmap	166.000000	166	0
Anxa7	166.000000	166	0
Ankrd13a	166.000000	166	0
4430402I18Rik	166.000000	166	0
1810030O07Rik	166.000000	166	0
Zfp990	165.000000	165	0
Zfp786	165.000000	165	0
Zc3h7a	165.000000	165	0
Wdr24	165.000000	165	0
Usp3	165.000000	165	0
Use1	165.000000	165	0
Ubxn1	165.000000	165	0
Timm22	165.000000	165	0
Srebf2	165.000000	165	0
Spsb3	165.000000	165	0
Serp2	165.000000	165	0
Rbm15	165.000000	165	0
Rad51d	165.000000	165	0
Ocel1	165.000000	165	0
Nubp2	165.000000	165	0
Mn1	165.000000	165	0
Map2k6	165.000000	165	0
Kmt2d	165.000000	165	0
Heatr5b	165.000000	165	0
Gpatch11	165.000000	165	0
Fndc8	165.000000	165	0
Dhrs7b	165.000000	165	0
Coil	165.000000	165	0
Calca	165.000000	165	0
C1qbp	165.000000	165	0
Asap1	165.000000	165	0
Adam15	165.000000	165	0
Zkscan8	164.000000	164	0
Zfp280b	164.000000	164	0
Zfp120	164.000000	164	0
Vwa8	164.000000	164	0
Vezt	164.000000	164	0
Srd5a1	164.000000	164	0
Spop	164.000000	164	0
Snrpb2	164.000000	164	0
Scaf1	164.000000	164	0
Rras	164.000000	164	0
Rbm45	164.000000	164	0
Psmc2	164.000000	164	0
Prss45	164.000000	164	0
Prkd2	164.000000	164	0
Pex11b	164.000000	164	0
Pcbd2	164.000000	164	0
Pam	164.000000	164	0
Nudt3	164.000000	164	0
Nsun2	164.000000	164	0
Nphp4	164.000000	164	0
Micu3	164.000000	164	0
Man2a2	164.000000	164	0
Lrrc24	164.000000	164	0
L1td1	164.000000	164	0
Kcnab2	164.000000	164	0
Impact	164.000000	164	0
Hnrnpul1	164.000000	164	0
Gpatch4	164.000000	164	0
Gmppb	164.000000	164	0
Fgd6	164.000000	164	0
Fer	164.000000	164	0
Esrra	164.000000	164	0
E430018J23Rik	164.000000	164	0
Dusp5	164.000000	164	0
Dnajc2	164.000000	164	0
Csnk2a2	164.000000	164	0
Chmp7	164.000000	164	0
Cdc14b	164.000000	164	0
Catsperz	164.000000	164	0
Capn15	164.000000	164	0
C030006K11Rik	164.000000	164	0
Amigo3	164.000000	164	0
Acaa1b	164.000000	164	0
Zmpste24	163.000000	163	0
Zfp408	163.000000	163	0
Zdhhc14	163.000000	163	0
Ubr7	163.000000	163	0
Ttc16	163.000000	163	0
Tom1l2	163.000000	163	0
Tescl	163.000000	163	0
Tcf7l1	163.000000	163	0
Tbrg1	163.000000	163	0
Stard4	163.000000	163	0
St3gal4	163.000000	163	0
Srsf12	163.000000	163	0
Ptrh1	163.000000	163	0
Prrt1	163.000000	163	0
Prkacb	163.000000	163	0
Ppt2	163.000000	163	0
Pou5f1	163.000000	163	0
Pnkp	163.000000	163	0
Plp2	163.000000	163	0
Pars2	163.000000	163	0
Padi2	163.000000	163	0
Ogfod2	163.000000	163	0
Nelfa	163.000000	163	0
Naa10	163.000000	163	0
Muc1	163.000000	163	0
Ltbp2	163.000000	163	0
Irf9	163.000000	163	0
Ints4	163.000000	163	0
H2-K1	163.000000	163	0
Gon7	163.000000	163	0
Gm20604	163.000000	163	0
Gjb5	163.000000	163	0
Gjb4	163.000000	163	0
Eif4b	163.000000	163	0
Drc3	163.000000	163	0
Cstf1	163.000000	163	0
Crebl2	163.000000	163	0
Aurka	163.000000	163	0
Arl6ip4	163.000000	163	0
Arhgap8	163.000000	163	0
Arhgap1	163.000000	163	0
Ano9	163.000000	163	0
6330409D20Rik	163.000000	163	0
Zfp46	162.000000	162	0
Vat1	162.000000	162	0
Usp30	162.000000	162	0
Uhrf1bp1	162.000000	162	0
Stx4a	162.000000	162	0
Rpp38	162.000000	162	0
Rnd2	162.000000	162	0
Rgp1	162.000000	162	0
Rex2	162.000000	162	0
Rab22a	162.000000	162	0
Pkn3	162.000000	162	0
Nufip1	162.000000	162	0
Nr5a2	162.000000	162	0
Nfkb2	162.000000	162	0
Mterf2	162.000000	162	0
Msh4	162.000000	162	0
Mical1	162.000000	162	0
Lrrc8b	162.000000	162	0
Lamtor5	162.000000	162	0
Irf2bpl	162.000000	162	0
Hs3st6	162.000000	162	0
Gpcpd1	162.000000	162	0
Gpalpp1	162.000000	162	0
Gng3	162.000000	162	0
Gba2	162.000000	162	0
Fyn	162.000000	162	0
Eif3h	162.000000	162	0
Dnmt3l	162.000000	162	0
Dact3	162.000000	162	0
Cstf2t	162.000000	162	0
Bscl2	162.000000	162	0
Aspscr1	162.000000	162	0
Acbd7	162.000000	162	0
Zfp532	161.000000	161	0
Zfp367	161.000000	161	0
Tmem102	161.000000	161	0
Susd3	161.000000	161	0
Spryd3	161.000000	161	0
Spast	161.000000	161	0
Snx22	161.000000	161	0
Smim13	161.000000	161	0
Ruvbl2	161.000000	161	0
Rdx	161.000000	161	0
Rbm42	161.000000	161	0
Pigc	161.000000	161	0
Pdha1	161.000000	161	0
Nudt9	161.000000	161	0
Nudt19	161.000000	161	0
Mios	161.000000	161	0
Ly6g5b	161.000000	161	0
Lurap1l	161.000000	161	0
Lmo7	161.000000	161	0
Gys1	161.000000	161	0
Gstt3	161.000000	161	0
Gpank1	161.000000	161	0
Gm10778	161.000000	161	0
Fgf11	161.000000	161	0
Fgd1	161.000000	161	0
Fads2	161.000000	161	0
D17H6S53E	161.000000	161	0
Csnk2b	161.000000	161	0
Cgnl1	161.000000	161	0
Agbl3	161.000000	161	0
AI467606	161.000000	161	0
AI413582	161.000000	161	0
4930558K02Rik	161.000000	161	0
Znrf4	160.000000	160	0
Zfyve28	160.000000	160	0
Zfp770	160.000000	160	0
Yaf2	160.000000	160	0
Tent5c	160.000000	160	0
Tbc1d24	160.000000	160	0
Suclg1	160.000000	160	0
Smim10l2a	160.000000	160	0
Slc39a10	160.000000	160	0
Slc30a4	160.000000	160	0
Sirpa	160.000000	160	0
Sf3a3	160.000000	160	0
Scamp1	160.000000	160	0
Rttn	160.000000	160	0
Prickle1	160.000000	160	0
Pnp2	160.000000	160	0
Pja1	160.000000	160	0
Pcdhgc5	160.000000	160	0
Pag1	160.000000	160	0
Ntn3	160.000000	160	0
Nr1d1	160.000000	160	0
Myh7b	160.000000	160	0
Mthfsl	160.000000	160	0
Morn3	160.000000	160	0
Mfsd1	160.000000	160	0
Map4k5	160.000000	160	0
Ift81	160.000000	160	0
Htatsf1	160.000000	160	0
Hsd17b10	160.000000	160	0
Gprasp1	160.000000	160	0
Enox2	160.000000	160	0
Efhc1	160.000000	160	0
Cfap99	160.000000	160	0
Cdc25b	160.000000	160	0
Cd1d1	160.000000	160	0
Ccn1	160.000000	160	0
Ccdc60	160.000000	160	0
Bmt2	160.000000	160	0
Atl1	160.000000	160	0
Armcx5	160.000000	160	0
Arhgap18	160.000000	160	0
Aga	160.000000	160	0
6720489N17Rik	160.000000	160	0
5430403G16Rik	160.000000	160	0
Ulk4	159.000000	159	0
Ubqln2	159.000000	159	0
Trafd1	159.000000	159	0
Slc25a46	159.000000	159	0
Serinc1	159.000000	159	0
Rtraf	159.000000	159	0
Pitx3	159.000000	159	0
Nanos3	159.000000	159	0
Mynn	159.000000	159	0
Mov10	159.000000	159	0
Mob3a	159.000000	159	0
Lgmn	159.000000	159	0
Izumo4	159.000000	159	0
Htatip2	159.000000	159	0
Gbf1	159.000000	159	0
Galk2	159.000000	159	0
Fam241b	159.000000	159	0
Dusp4	159.000000	159	0
Dnajb12	159.000000	159	0
D630045J12Rik	159.000000	159	0
Cox7c	159.000000	159	0
Coq5	159.000000	159	0
Cops2	159.000000	159	0
Bcl9	159.000000	159	0
Actrt3	159.000000	159	0
2900026A02Rik	159.000000	159	0
Ttc26	158.000000	158	0
Tspan2	158.000000	158	0
Trh	158.000000	158	0
Tmem218	158.000000	158	0
Tafa4	158.000000	158	0
Snx16	158.000000	158	0
Slc25a13	158.000000	158	0
Sipa1l1	158.000000	158	0
Pgm2l1	158.000000	158	0
Mmel1	158.000000	158	0
Mbd1	158.000000	158	0
Lrrc8d	158.000000	158	0
Iqcb1	158.000000	158	0
Hps6	158.000000	158	0
Hps3	158.000000	158	0
Flvcr2	158.000000	158	0
Elovl1	158.000000	158	0
Dimt1	158.000000	158	0
Cox6c	158.000000	158	0
Armh3	158.000000	158	0
Anks6	158.000000	158	0
Zfp954	157.000000	157	0
Zcchc7	157.000000	157	0
Yars	157.000000	157	0
Xrcc4	157.000000	157	0
Trp53bp1	157.000000	157	0
Tmem59	157.000000	157	0
Tmem167	157.000000	157	0
Tceanc2	157.000000	157	0
Synm	157.000000	157	0
Syna	157.000000	157	0
Sec24b	157.000000	157	0
Sdf4	157.000000	157	0
S100pbp	157.000000	157	0
Plxnb2	157.000000	157	0
Nsd1	157.000000	157	0
Mrps10	157.000000	157	0
Klhdc1	157.000000	157	0
Gpx3	157.000000	157	0
Fam120b	157.000000	157	0
Efemp2	157.000000	157	0
Dlec1	157.000000	157	0
Derl1	157.000000	157	0
Cep41	157.000000	157	0
Cep120	157.000000	157	0
Ccdc124	157.000000	157	0
Cabp1	157.000000	157	0
B3galt6	157.000000	157	0
Atxn7l2	157.000000	157	0
Ablim2	157.000000	157	0
Abi2	157.000000	157	0
Zfp184	156.000000	156	0
Zc3h12a	156.000000	156	0
Ttc8	156.000000	156	0
Trp53rkb	156.000000	156	0
Trappc3	156.000000	156	0
Tprgl	156.000000	156	0
Top3a	156.000000	156	0
Tfip11	156.000000	156	0
Tcf3	156.000000	156	0
Stpg3	156.000000	156	0
Smcr8	156.000000	156	0
Scyl3	156.000000	156	0
Rnf40	156.000000	156	0
Rhod	156.000000	156	0
Rapgef5	156.000000	156	0
Rab3a	156.000000	156	0
Qtrt2	156.000000	156	0
Prxl2a	156.000000	156	0
Pqlc3	156.000000	156	0
Nuak1	156.000000	156	0
Nelfb	156.000000	156	0
Ndufs4	156.000000	156	0
Mapk8ip1	156.000000	156	0
Map3k7	156.000000	156	0
Isoc1	156.000000	156	0
Hipk1	156.000000	156	0
Eya3	156.000000	156	0
Eps15	156.000000	156	0
Eif2b2	156.000000	156	0
Dnah8	156.000000	156	0
Dlgap5	156.000000	156	0
Crabp1	156.000000	156	0
Cpt1b	156.000000	156	0
Cplane2	156.000000	156	0
Chkb	156.000000	156	0
Ccdc191	156.000000	156	0
Ccdc189	156.000000	156	0
Capns1	156.000000	156	0
Atl2	156.000000	156	0
Arhgef4	156.000000	156	0
Adcy9	156.000000	156	0
1600014C10Rik	156.000000	156	0
Zkscan6	155.000000	155	0
Zfp790	155.000000	155	0
Tmem158	155.000000	155	0
Tia1	155.000000	155	0
Tdh	155.000000	155	0
Slc4a3	155.000000	155	0
Slc38a3	155.000000	155	0
Riok3	155.000000	155	0
Rapgefl1	155.000000	155	0
Rab5a	155.000000	155	0
Mymx	155.000000	155	0
Mydgf	155.000000	155	0
Lpin2	155.000000	155	0
Kctd7	155.000000	155	0
Helz	155.000000	155	0
Gtsf1l	155.000000	155	0
Gpr107	155.000000	155	0
Gm12258	155.000000	155	0
Garnl3	155.000000	155	0
Elac1	155.000000	155	0
Dock7	155.000000	155	0
Dclk2	155.000000	155	0
Car12	155.000000	155	0
Calcoco1	155.000000	155	0
Bod1l	155.000000	155	0
Adam10	155.000000	155	0
Zfp458	154.000000	154	0
Zfhx2	154.000000	154	0
Tsfm	154.000000	154	0
Thtpa	154.000000	154	0
Tbcb	154.000000	154	0
Taco1	154.000000	154	0
Slc25a19	154.000000	154	0
Slc16a6	154.000000	154	0
Sec11c	154.000000	154	0
Rps23rg1	154.000000	154	0
Rpl30	154.000000	154	0
Rcn1	154.000000	154	0
Rbpj	154.000000	154	0
Ppp2r1a	154.000000	154	0
Polr2i	154.000000	154	0
Parp3	154.000000	154	0
